rollout/ep_len_mean,train/ent_coef_loss,time/time_elapsed,time/total_timesteps,train/n_updates,train/actor_loss,train/learning_rate,train/critic_loss,rollout/ep_rew_mean,time/episodes,time/fps,train/ent_coef
500.0,,2186,910000,,,,,163.07,1816,416,
500.0,,2186,910000,,,,,163.07,1820,416,
500.0,5.522984504699707,2208,920000,45834,-25.692134857177734,0.00075,6.822966575622559,203.42,1824,416,0.008255410939455032
500.0,,2208,920000,,,,,203.42,1828,416,
500.0,,2208,920000,,,,,203.42,1832,416,
500.0,,2208,920000,,,,,203.42,1836,416,
500.0,,2208,920000,,,,,203.42,1840,416,
500.0,-3.6027989387512207,2229,930000,46334,-24.3756046295166,0.00075,0.4623163342475891,168.8,1844,417,0.008329066447913647
500.0,,2229,930000,,,,,168.8,1848,417,
500.0,,2229,930000,,,,,168.8,1852,417,
500.0,,2229,930000,,,,,168.8,1856,417,
500.0,,2229,930000,,,,,168.8,1860,417,
500.0,-0.8226494789123535,2253,940000,46834,-24.650651931762695,0.00075,0.34211450815200806,216.11,1864,417,0.008425137028098106
500.0,,2253,940000,,,,,216.11,1868,417,
500.0,,2253,940000,,,,,216.11,1872,417,
500.0,,2253,940000,,,,,216.11,1876,417,
500.0,,2253,940000,,,,,216.11,1880,417,
500.0,-0.6665818691253662,2276,950000,47334,-25.831674575805664,0.00075,0.3369307816028595,223.53,1884,417,0.008214329369366169
500.0,,2276,950000,,,,,223.53,1888,417,
500.0,,2276,950000,,,,,223.53,1892,417,
500.0,,2276,950000,,,,,223.53,1896,417,
500.0,,2276,950000,,,,,223.53,1900,417,
500.0,1.2423985004425049,2302,960000,47834,-24.751346588134766,0.00075,0.46063804626464844,204.06,1904,416,0.008631281554698944
500.0,,2302,960000,,,,,204.06,1908,416,
500.0,,2302,960000,,,,,204.06,1912,416,
500.0,,2302,960000,,,,,204.06,1916,416,
500.0,,2302,960000,,,,,204.06,1920,416,
500.0,4.207122325897217,2327,970000,48334,-26.008543014526367,0.00075,15.036944389343262,166.37,1924,416,0.00831053126603365
500.0,,2327,970000,,,,,166.37,1928,416,
500.0,,2327,970000,,,,,166.37,1932,416,
500.0,,2327,970000,,,,,166.37,1936,416,
500.0,,2327,970000,,,,,166.37,1940,416,
500.0,2.810570001602173,2352,980000,48834,-26.42193031311035,0.00075,1.5717827081680298,199.24,1944,416,0.007997790351510048
500.0,,2352,980000,,,,,199.24,1948,416,
500.0,,2352,980000,,,,,199.24,1952,416,
500.0,,2352,980000,,,,,199.24,1956,416,
500.0,,2352,980000,,,,,199.24,1960,416,
500.0,-5.423162937164307,2377,990000,49334,-26.586238861083984,0.00075,0.6773030757904053,197.24,1964,416,0.008185883983969688
500.0,,2377,990000,,,,,197.24,1968,416,
500.0,,2377,990000,,,,,197.24,1972,416,
500.0,,2377,990000,,,,,197.24,1976,416,
500.0,,2377,990000,,,,,197.24,1980,416,
500.0,0.23531484603881836,2404,1000000,49834,-25.920141220092773,0.00075,0.26015549898147583,227.08,1984,415,0.00846271961927414
500.0,,2404,1000000,,,,,227.08,1988,415,
500.0,,2404,1000000,,,,,227.08,1992,415,
500.0,,2404,1000000,,,,,227.08,1996,415,
500.0,,2404,1000000,,,,,227.08,2000,415,
