train/actor_loss,train/learning_rate,train/ent_coef,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,time/fps,time/episodes,train/critic_loss,train/ent_coef_loss,train/n_updates
,,,500.0,67.82186974000001,3449,721000,209,1440,,,
-7.88216495513916,0.00075,0.004011041019111872,500.0,74.14081143000001,3483,728000,208,1450,0.07048257440328598,4.483161926269531,51764
-7.747982978820801,0.00075,0.00409621000289917,500.0,75.49593572,3517,735000,208,1460,0.7856979370117188,-9.082906723022461,52264
,,,500.0,75.49593572,3517,735000,208,1470,,,
-8.841198921203613,0.00075,0.0036105052568018436,500.0,79.0568157,3550,742000,208,1480,0.19279520213603973,-4.911262512207031,52764
-8.863968849182129,0.00075,0.0035602273419499397,500.0,88.60580656999998,3584,749000,208,1490,0.16892428696155548,-1.2384692430496216,53264
-8.38190746307373,0.00075,0.0038702315650880337,500.0,101.76942886000002,3619,756000,208,1500,0.3547564744949341,-2.7669825553894043,53764
,,,500.0,101.76942886000002,3619,756000,208,1510,,,
-8.003069877624512,0.00075,0.004165389575064182,500.0,110.98456569999999,3653,763000,208,1520,0.09349505603313446,-1.1825664043426514,54264
-8.372258186340332,0.00075,0.003939437679946423,500.0,129.80730904,3687,770000,208,1530,2.1076598167419434,-0.2860264480113983,54764
,,,500.0,129.80730904,3687,770000,208,1540,,,
-10.027809143066406,0.00075,0.004212247207760811,500.0,141.96643489,3721,777000,208,1550,0.2848224937915802,8.190321922302246,55264
-10.943711280822754,0.00075,0.004511890467256308,500.0,151.63151605000002,3756,784000,208,1560,0.15754808485507965,5.193888187408447,55764
-10.18949031829834,0.00075,0.004509930964559317,500.0,152.58739279000002,3790,791000,208,1570,1.2444359064102173,0.7866955995559692,56264
,,,500.0,152.58739279000002,3790,791000,208,1580,,,
-9.832698822021484,0.00075,0.004558785818517208,500.0,155.43334968,3824,798000,208,1590,1.208910346031189,-4.292396545410156,56764
-11.0554780960083,0.00075,0.00462582940235734,500.0,151.83921969,3858,805000,208,1600,0.1687202751636505,-0.1412276029586792,57264
,,,500.0,151.83921969,3858,805000,208,1610,,,
-10.126978874206543,0.00075,0.0044136373326182365,500.0,152.4106831,3892,812000,208,1620,0.210424542427063,0.5832822322845459,57764
-11.131292343139648,0.00075,0.0048813596367836,500.0,179.56131425000004,3926,819000,208,1630,0.2823600172996521,-3.4042391777038574,58264
-12.528463363647461,0.00075,0.004957542289048433,500.0,185.2695023,3960,826000,208,1640,1.8029048442840576,3.15000057220459,58764
,,,500.0,185.2695023,3960,826000,208,1650,,,
-11.906895637512207,0.00075,0.004897963255643845,500.0,188.69341022999998,3994,833000,208,1660,0.30601492524147034,-4.761926174163818,59264
-11.619115829467773,0.00075,0.005389103665947914,500.0,208.75878436999994,4028,840000,208,1670,5.790393829345703,7.416876316070557,59764
,,,500.0,208.75878436999994,4028,840000,208,1680,,,
-11.38112735748291,0.00075,0.005327192135155201,500.0,198.65048938,4062,847000,208,1690,0.2452513724565506,-1.7635515928268433,60264
-12.190101623535156,0.00075,0.005176561884582043,500.0,201.87427033,4095,854000,208,1700,0.18334242701530457,-2.669496774673462,60764
-13.387622833251953,0.00075,0.004992909729480743,500.0,232.02158159,4130,861000,208,1710,0.3029564917087555,6.945028781890869,61264
,,,500.0,232.02158159,4130,861000,208,1720,,,
-13.307395935058594,0.00075,0.006041201762855053,500.0,215.06789336000003,4165,868000,208,1730,0.7945214509963989,-2.660693883895874,61764
-14.076528549194336,0.00075,0.005681129638105631,500.0,217.69883252,4199,875000,208,1740,0.5013801455497742,2.664933919906616,62264
,,,500.0,217.69883252,4199,875000,208,1750,,,
-14.715509414672852,0.00075,0.005792892538011074,500.0,215.79651338999997,4233,882000,208,1760,0.2488352507352829,4.751338481903076,62764
-14.612894058227539,0.00075,0.005813186522573233,500.0,206.90139714000006,4267,889000,208,1770,7.323813438415527,-0.888577938079834,63264
-14.354312896728516,0.00075,0.005747055634856224,500.0,222.30250266,4302,896000,208,1780,11.201629638671875,-2.22357177734375,63764
,,,500.0,222.30250266,4302,896000,208,1790,,,
-14.580621719360352,0.00075,0.006229529622942209,500.0,225.78521829999997,4336,903000,208,1800,0.27336257696151733,5.241640090942383,64264
-16.717927932739258,0.00075,0.005905023775994778,500.0,214.83910329,4370,910000,208,1810,0.5034937262535095,1.34718656539917,64764
,,,500.0,214.83910329,4370,910000,208,1820,,,
-15.377528190612793,0.00075,0.006458778865635395,500.0,213.20527178999998,4404,917000,208,1830,0.5388815402984619,-7.1367597579956055,65264
-14.683626174926758,0.00075,0.006030782591551542,500.0,216.0394516,4437,924000,208,1840,0.5437507629394531,6.402341842651367,65764
-16.10525894165039,0.00075,0.006318274885416031,500.0,206.52128746999998,4472,931000,208,1850,0.9137575626373291,8.611756324768066,66264
,,,500.0,206.52128746999998,4472,931000,208,1860,,,
-15.494613647460938,0.00075,0.006775685120373964,500.0,218.5339888,4506,938000,208,1870,20.278947830200195,-9.443946838378906,66764
-17.901674270629883,0.00075,0.006322831381112337,500.0,211.05071811000002,4540,945000,208,1880,1.154544711112976,-1.5169727802276611,67264
,,,500.0,211.05071811000002,4540,945000,208,1890,,,
-16.161231994628906,0.00075,0.006300779525190592,500.0,220.4832056,4574,952000,208,1900,0.3227439224720001,10.085128784179688,67764
-15.654478073120117,0.00075,0.006333368830382824,500.0,211.3763527,4609,959000,208,1910,0.6334333419799805,9.077576637268066,68264
-16.69124984741211,0.00075,0.006633187178522348,500.0,226.26276605000004,4642,966000,208,1920,3.6143600940704346,2.858369827270508,68764
,,,500.0,226.26276605000004,4642,966000,208,1930,,,
-17.386734008789062,0.00075,0.006711527705192566,500.0,246.4001366,4677,973000,208,1940,1.0911126136779785,-0.46208834648132324,69264
-17.808570861816406,0.00075,0.006604064255952835,500.0,276.42863508000005,4711,980000,207,1950,9.508667945861816,0.6721282005310059,69764
,,,500.0,276.42863508000005,4711,980000,207,1960,,,
-18.41381072998047,0.00075,0.006725226063281298,500.0,292.5423223,4745,987000,207,1970,0.5931139588356018,0.4019613564014435,70264
-19.37401580810547,0.00075,0.006482592783868313,500.0,301.57903164000004,4781,994000,207,1980,0.5972108840942383,0.8906627893447876,70764
