train/critic_loss,train/n_updates,time/fps,rollout/ep_len_mean,time/time_elapsed,train/ent_coef_loss,train/ent_coef,train/actor_loss,time/total_timesteps,rollout/ep_rew_mean,train/learning_rate,time/episodes
0.012572734616696835,45334,385,500.0,2360,6.56538724899292,0.002117162337526679,-8.690340042114258,910000,0.24,0.0003,1804
,,385,500.0,2360,,,,910000,0.24,,1808
,,385,500.0,2360,,,,910000,0.24,,1812
,,385,500.0,2360,,,,910000,0.24,,1816
,,385,500.0,2360,,,,910000,0.24,,1820
0.015602096915245056,45834,386,500.0,2382,3.358365297317505,0.0020358182955533266,-9.183006286621094,920000,0.0,0.0003,1824
,,386,500.0,2382,,,,920000,0.0,,1828
,,386,500.0,2383,,,,920000,0.0,,1832
,,386,500.0,2383,,,,920000,0.0,,1836
,,386,500.0,2383,,,,920000,0.0,,1840
1.618875503540039,46334,386,500.0,2403,1.9755507707595825,0.0020805546082556248,-9.02158260345459,930000,0.0,0.0003,1844
,,386,500.0,2403,,,,930000,0.0,,1848
,,386,500.0,2403,,,,930000,0.0,,1852
,,386,500.0,2403,,,,930000,0.0,,1856
,,386,500.0,2403,,,,930000,0.0,,1860
0.668919563293457,46834,387,500.0,2427,-4.028440475463867,0.0020699494052678347,-8.986505508422852,940000,0.0,0.0003,1864
,,387,500.0,2427,,,,940000,0.0,,1868
,,387,500.0,2427,,,,940000,0.0,,1872
,,387,500.0,2427,,,,940000,0.0,,1876
,,387,500.0,2427,,,,940000,0.0,,1880
0.020019683986902237,47334,387,500.0,2450,-0.829536497592926,0.0020793515723198652,-8.599882125854492,950000,0.0,0.0003,1884
,,387,500.0,2450,,,,950000,0.0,,1888
,,387,500.0,2450,,,,950000,0.0,,1892
,,387,500.0,2450,,,,950000,0.0,,1896
,,387,500.0,2450,,,,950000,0.0,,1900
0.010708288289606571,47834,388,500.0,2473,5.002680778503418,0.0020661144517362118,-8.463203430175781,960000,0.0,0.0003,1904
,,388,500.0,2473,,,,960000,0.0,,1908
,,388,500.0,2473,,,,960000,0.0,,1912
,,388,500.0,2473,,,,960000,0.0,,1916
,,388,500.0,2473,,,,960000,0.0,,1920
0.014368153177201748,48334,388,500.0,2496,-5.010317802429199,0.0020173368975520134,-8.403055191040039,970000,0.0,0.0003,1924
,,388,500.0,2496,,,,970000,0.0,,1928
,,388,500.0,2496,,,,970000,0.0,,1932
,,388,500.0,2496,,,,970000,0.0,,1936
,,388,500.0,2496,,,,970000,0.0,,1940
0.011156635358929634,48834,388,500.0,2521,-3.643143653869629,0.0019845757633447647,-8.300683975219727,980000,0.0,0.0003,1944
,,388,500.0,2521,,,,980000,0.0,,1948
,,388,500.0,2521,,,,980000,0.0,,1952
,,388,500.0,2521,,,,980000,0.0,,1956
,,388,500.0,2521,,,,980000,0.0,,1960
0.010081755928695202,49334,389,500.0,2542,-1.9632112979888916,0.0019814041443169117,-8.096309661865234,990000,0.0,0.0003,1964
,,389,500.0,2542,,,,990000,0.0,,1968
,,389,500.0,2542,,,,990000,0.0,,1972
,,389,500.0,2542,,,,990000,0.0,,1976
,,389,500.0,2542,,,,990000,0.0,,1980
0.0074717942625284195,49834,389,500.0,2564,0.16661477088928223,0.002016959013417363,-7.816439628601074,1000000,0.0,0.0003,1984
,,389,500.0,2564,,,,1000000,0.0,,1988
,,389,500.0,2564,,,,1000000,0.0,,1992
,,389,500.0,2564,,,,1000000,0.0,,1996
,,389,500.0,2564,,,,1000000,0.0,,2000
0.018995750695466995,50334,390,500.0,2586,6.787742614746094,0.0020649158395826817,-7.798943042755127,1010000,0.0,0.0003,2004
,,390,500.0,2586,,,,1010000,0.0,,2008
,,390,500.0,2586,,,,1010000,0.0,,2012
,,390,500.0,2586,,,,1010000,0.0,,2016
,,390,500.0,2586,,,,1010000,0.0,,2020
0.01181589625775814,50834,391,500.0,2608,-0.8984136581420898,0.0019944990053772926,-7.603250503540039,1020000,2.59,0.0003,2024
,,391,500.0,2608,,,,1020000,2.59,,2028
,,391,500.0,2608,,,,1020000,2.59,,2032
,,391,500.0,2608,,,,1020000,2.59,,2036
,,391,500.0,2608,,,,1020000,2.59,,2040
0.007864698767662048,51334,391,500.0,2631,8.652780532836914,0.0020706800278276205,-7.405385971069336,1030000,2.59,0.0003,2044
,,391,500.0,2631,,,,1030000,2.59,,2048
,,391,500.0,2631,,,,1030000,2.59,,2052
,,391,500.0,2631,,,,1030000,2.59,,2056
,,391,500.0,2631,,,,1030000,2.59,,2060
0.566182017326355,51834,391,500.0,2655,-5.205087184906006,0.002055870136246085,-7.174921035766602,1040000,2.59,0.0003,2064
,,391,500.0,2655,,,,1040000,2.59,,2068
,,391,500.0,2655,,,,1040000,2.59,,2072
,,391,500.0,2655,,,,1040000,2.59,,2076
,,391,500.0,2655,,,,1040000,2.59,,2080
0.008115652948617935,52334,392,500.0,2677,-0.20826345682144165,0.0019324803724884987,-6.903927803039551,1050000,2.59,0.0003,2084
,,392,500.0,2677,,,,1050000,2.59,,2088
,,392,500.0,2677,,,,1050000,2.59,,2092
,,392,500.0,2677,,,,1050000,2.59,,2096
,,392,500.0,2677,,,,1050000,2.59,,2100
0.16652587056159973,52834,392,500.0,2700,-5.061341285705566,0.0019939113408327103,-6.7194504737854,1060000,4.37,0.0003,2104
,,392,500.0,2700,,,,1060000,4.37,,2108
,,392,500.0,2700,,,,1060000,4.37,,2112
,,392,500.0,2700,,,,1060000,4.37,,2116
,,392,500.0,2700,,,,1060000,4.37,,2120
1.1595731973648071,53334,392,500.0,2723,-6.861020088195801,0.0019351803930476308,-6.83882474899292,1070000,2.01,0.0003,2124
,,392,500.0,2723,,,,1070000,2.01,,2128
,,392,500.0,2723,,,,1070000,2.01,,2132
,,392,500.0,2723,,,,1070000,2.01,,2136
,,392,500.0,2723,,,,1070000,2.01,,2140
0.015378519892692566,53834,393,500.0,2747,1.7834546566009521,0.0019619057420641184,-6.651686191558838,1080000,2.01,0.0003,2144
,,393,500.0,2747,,,,1080000,2.01,,2148
,,393,500.0,2747,,,,1080000,2.01,,2152
,,393,500.0,2747,,,,1080000,2.01,,2156
,,393,500.0,2747,,,,1080000,2.01,,2160
0.012239871546626091,54334,393,500.0,2769,2.6201698780059814,0.0019102860242128372,-6.86860466003418,1090000,2.41,0.0003,2164
,,393,500.0,2769,,,,1090000,2.41,,2168
,,393,500.0,2769,,,,1090000,2.41,,2172
,,393,500.0,2769,,,,1090000,2.41,,2176
,,393,500.0,2769,,,,1090000,2.41,,2180
0.00744825042784214,54834,393,500.0,2793,-2.694988489151001,0.0018899498973041773,-6.328879356384277,1100000,2.41,0.0003,2184
,,393,500.0,2793,,,,1100000,2.41,,2188
,,393,500.0,2793,,,,1100000,2.41,,2192
,,393,500.0,2793,,,,1100000,2.41,,2196
,,393,500.0,2793,,,,1100000,2.41,,2200
0.45722514390945435,55334,391,500.0,2834,-1.0932502746582031,0.0017485973658040166,-6.457188129425049,1110000,0.63,0.0003,2204
,,391,500.0,2834,,,,1110000,0.63,,2208
,,391,500.0,2834,,,,1110000,0.63,,2212
,,391,500.0,2834,,,,1110000,0.63,,2216
,,391,500.0,2834,,,,1110000,0.63,,2220
0.009541265666484833,55834,388,500.0,2880,-0.7198014259338379,0.0017109002219513059,-6.741313934326172,1120000,0.4,0.0003,2224
,,388,500.0,2880,,,,1120000,0.4,,2228
,,388,500.0,2880,,,,1120000,0.4,,2232
,,388,500.0,2880,,,,1120000,0.4,,2236
,,388,500.0,2880,,,,1120000,0.4,,2240
0.008591512218117714,56334,389,500.0,2903,6.691248893737793,0.0017344016814604402,-5.823754787445068,1130000,0.4,0.0003,2244
,,389,500.0,2903,,,,1130000,0.4,,2248
,,389,500.0,2903,,,,1130000,0.4,,2252
,,389,500.0,2903,,,,1130000,0.4,,2256
,,389,500.0,2903,,,,1130000,0.4,,2260
0.007177312858402729,56834,389,500.0,2927,-2.5427472591400146,0.0016823522746562958,-6.096803665161133,1140000,0.0,0.0003,2264
,,389,500.0,2927,,,,1140000,0.0,,2268
,,389,500.0,2927,,,,1140000,0.0,,2272
,,389,500.0,2927,,,,1140000,0.0,,2276
,,389,500.0,2927,,,,1140000,0.0,,2280
0.0539044514298439,57334,367,500.0,3130,1.3509361743927002,0.0017325839726254344,-6.545835494995117,1150000,0.86,0.0003,2284
,,367,500.0,3130,,,,1150000,0.86,,2288
,,367,500.0,3130,,,,1150000,0.86,,2292
,,367,500.0,3130,,,,1150000,0.86,,2296
,,367,500.0,3130,,,,1150000,0.86,,2300
