train/n_updates,time/episodes,rollout/ep_len_mean,train/actor_loss,time/total_timesteps,train/learning_rate,time/fps,rollout/ep_rew_mean,time/time_elapsed,train/ent_coef_loss,train/critic_loss,train/ent_coef
9334,364,500.0,-17.492464065551758,190000,0.00075,299,2.4033308599999996,634,-15.17622184753418,0.06625870615243912,0.0035708791110664606
,368,500.0,,190000,,299,2.4033308599999996,634,,,
,372,500.0,,190000,,299,2.4033308599999996,634,,,
,376,500.0,,190000,,299,2.4033308599999996,634,,,
,380,500.0,,190000,,299,2.4033308599999996,634,,,
9834,384,500.0,-17.479717254638672,200000,0.00075,299,2.9748786999999997,668,-7.291799545288086,0.026032082736492157,0.0032754417043179274
,388,500.0,,200000,,299,2.9748786999999997,668,,,
,392,500.0,,200000,,299,2.9748786999999997,668,,,
,396,500.0,,200000,,299,2.9748786999999997,668,,,
,400,500.0,,200000,,299,2.9748786999999997,668,,,
10334,404,500.0,-16.585979461669922,210000,0.00075,298,2.9849109,702,-0.397863507270813,0.03219356760382652,0.002802649512887001
,408,500.0,,210000,,298,2.9849109,702,,,
,412,500.0,,210000,,298,2.9849109,702,,,
,416,500.0,,210000,,298,2.9849109,702,,,
,420,500.0,,210000,,298,2.9849109,702,,,
10834,424,500.0,-16.230255126953125,220000,0.00075,298,2.71689219,735,-16.73464012145996,0.024788806214928627,0.002709935186430812
,428,500.0,,220000,,298,2.71689219,735,,,
,432,500.0,,220000,,298,2.71689219,735,,,
,436,500.0,,220000,,298,2.71689219,735,,,
,440,500.0,,220000,,298,2.71689219,735,,,
11334,444,500.0,-15.903569221496582,230000,0.00075,298,1.4767340999999996,770,-5.353253364562988,0.021660519763827324,0.0026940132956951857
,448,500.0,,230000,,298,1.4767340999999996,770,,,
,452,500.0,,230000,,298,1.4767340999999996,770,,,
,456,500.0,,230000,,298,1.4767340999999996,770,,,
,460,500.0,,230000,,298,1.4767340999999996,770,,,
