time/fps,train/critic_loss,time/total_timesteps,train/ent_coef,train/learning_rate,time/time_elapsed,train/n_updates,rollout/ep_rew_mean,time/episodes,train/actor_loss,train/ent_coef_loss,rollout/ep_len_mean
386,0.8206824064254761,910000,0.005854520946741104,0.00075,2356,45334,148.87,1804,-12.552037239074707,-7.603004455566406,500.0
386,,910000,,,2356,,148.87,1808,,,500.0
386,,910000,,,2356,,148.87,1812,,,500.0
386,,910000,,,2356,,148.87,1816,,,500.0
386,,910000,,,2356,,148.87,1820,,,500.0
386,0.20136290788650513,920000,0.005949737038463354,0.00075,2382,45834,149.14,1824,-12.710813522338867,1.5398017168045044,500.0
386,,920000,,,2382,,149.14,1828,,,500.0
386,,920000,,,2382,,149.14,1832,,,500.0
386,,920000,,,2382,,149.14,1836,,,500.0
386,,920000,,,2382,,149.14,1840,,,500.0
386,3.808547258377075,930000,0.005993559956550598,0.00075,2408,46334,83.67,1844,-13.894932746887207,0.1763836145401001,500.0
386,,930000,,,2408,,83.67,1848,,,500.0
386,,930000,,,2408,,83.67,1852,,,500.0
386,,930000,,,2408,,83.67,1856,,,500.0
386,,930000,,,2408,,83.67,1860,,,500.0
386,0.4546507000923157,940000,0.0071228863671422005,0.00075,2434,46834,96.28,1864,-15.67232608795166,4.992331504821777,500.0
386,,940000,,,2434,,96.28,1868,,,500.0
386,,940000,,,2434,,96.28,1872,,,500.0
386,,940000,,,2434,,96.28,1876,,,500.0
386,,940000,,,2434,,96.28,1880,,,500.0
386,4.031391620635986,950000,0.006627973634749651,0.00075,2461,47334,96.66,1884,-14.33719253540039,4.876642227172852,500.0
386,,950000,,,2461,,96.66,1888,,,500.0
386,,950000,,,2461,,96.66,1892,,,500.0
386,,950000,,,2461,,96.66,1896,,,500.0
386,,950000,,,2461,,96.66,1900,,,500.0
386,0.3607136607170105,960000,0.006804361939430237,0.00075,2486,47834,33.15,1904,-15.260804176330566,1.5247907638549805,500.0
386,,960000,,,2486,,33.15,1908,,,500.0
386,,960000,,,2486,,33.15,1912,,,500.0
386,,960000,,,2486,,33.15,1916,,,500.0
386,,960000,,,2486,,33.15,1920,,,500.0
386,0.9467942714691162,970000,0.006951239425688982,0.00075,2512,48334,82.88,1924,-13.054222106933594,-5.654693126678467,500.0
386,,970000,,,2512,,82.88,1928,,,500.0
386,,970000,,,2512,,82.88,1932,,,500.0
386,,970000,,,2512,,82.88,1936,,,500.0
386,,970000,,,2512,,82.88,1940,,,500.0
386,0.25155389308929443,980000,0.007121724542230368,0.00075,2538,48834,91.62,1944,-15.565799713134766,2.0482122898101807,500.0
386,,980000,,,2538,,91.62,1948,,,500.0
386,,980000,,,2538,,91.62,1952,,,500.0
386,,980000,,,2538,,91.62,1956,,,500.0
386,,980000,,,2538,,91.62,1960,,,500.0
386,0.35170644521713257,990000,0.007168732117861509,0.00075,2564,49334,129.08,1964,-14.363188743591309,0.33038902282714844,500.0
386,,990000,,,2564,,129.08,1968,,,500.0
386,,990000,,,2564,,129.08,1972,,,500.0
386,,990000,,,2564,,129.08,1976,,,500.0
386,,990000,,,2564,,129.08,1980,,,500.0
386,0.324377179145813,1000000,0.0071500856429338455,0.00075,2589,49834,132.42,1984,-14.33469009399414,-0.5179117918014526,500.0
386,,1000000,,,2589,,132.42,1988,,,500.0
386,,1000000,,,2589,,132.42,1992,,,500.0
386,,1000000,,,2589,,132.42,1996,,,500.0
386,,1000000,,,2589,,132.42,2000,,,500.0
