time/episodes,time/time_elapsed,time/fps,train/actor_loss,train/ent_coef_loss,train/ent_coef,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,train/n_updates,train/critic_loss,train/learning_rate
404,668,314,-15.985658645629883,-23.095638275146484,0.0025330984499305487,2.96735963,500.0,210000,10334,3.7024316787719727,0.00075
408,668,314,,,,2.96735963,500.0,210000,,,
412,668,314,,,,2.96735963,500.0,210000,,,
416,668,314,,,,2.96735963,500.0,210000,,,
420,668,314,,,,2.96735963,500.0,210000,,,
424,700,313,-15.737776756286621,-6.708113670349121,0.00206755637191236,3.1058598,500.0,220000,10834,0.03032689541578293,0.00075
428,700,313,,,,3.1058598,500.0,220000,,,
432,701,313,,,,3.1058598,500.0,220000,,,
436,701,313,,,,3.1058598,500.0,220000,,,
440,701,313,,,,3.1058598,500.0,220000,,,
444,733,313,-15.156938552856445,-8.231207847595215,0.0018966331845149398,3.8103546800000005,500.0,230000,11334,0.02257683128118515,0.00075
448,733,313,,,,3.8103546800000005,500.0,230000,,,
452,733,313,,,,3.8103546800000005,500.0,230000,,,
456,733,313,,,,3.8103546800000005,500.0,230000,,,
460,733,313,,,,3.8103546800000005,500.0,230000,,,
464,764,314,-14.615623474121094,-6.779726028442383,0.001989718060940504,4.1767039399999994,500.0,240000,11834,0.014244895428419113,0.00075
468,764,314,,,,4.1767039399999994,500.0,240000,,,
472,764,314,,,,4.1767039399999994,500.0,240000,,,
476,764,314,,,,4.1767039399999994,500.0,240000,,,
480,764,314,,,,4.1767039399999994,500.0,240000,,,
484,795,314,-14.337291717529297,-1.1159645318984985,0.0019795713014900684,4.72917695,500.0,250000,12334,0.08618145436048508,0.00075
488,795,314,,,,4.72917695,500.0,250000,,,
492,795,314,,,,4.72917695,500.0,250000,,,
496,795,314,,,,4.72917695,500.0,250000,,,
500,795,314,,,,4.72917695,500.0,250000,,,
504,828,313,-13.873876571655273,5.890535354614258,0.0020165867172181606,4.14835011,500.0,260000,12834,0.7984888553619385,0.00075
508,828,313,,,,4.14835011,500.0,260000,,,
512,828,313,,,,4.14835011,500.0,260000,,,
516,828,313,,,,4.14835011,500.0,260000,,,
520,828,313,,,,4.14835011,500.0,260000,,,
524,859,314,-13.600805282592773,33.486228942871094,0.0019131081644445658,4.060566259999999,500.0,270000,13334,0.019338160753250122,0.00075
528,859,314,,,,4.060566259999999,500.0,270000,,,
532,859,314,,,,4.060566259999999,500.0,270000,,,
536,859,314,,,,4.060566259999999,500.0,270000,,,
540,859,314,,,,4.060566259999999,500.0,270000,,,
544,891,314,-13.460443496704102,2.655247926712036,0.0017777843168005347,4.4773146,500.0,280000,13834,0.02580452337861061,0.00075
548,891,314,,,,4.4773146,500.0,280000,,,
552,891,314,,,,4.4773146,500.0,280000,,,
556,891,314,,,,4.4773146,500.0,280000,,,
560,891,314,,,,4.4773146,500.0,280000,,,
564,921,314,-13.441990852355957,-0.9267961978912354,0.0018740479135885835,5.885830689999998,500.0,290000,14334,0.01933847926557064,0.00075
568,921,314,,,,5.885830689999998,500.0,290000,,,
572,921,314,,,,5.885830689999998,500.0,290000,,,
576,921,314,,,,5.885830689999998,500.0,290000,,,
580,921,314,,,,5.885830689999998,500.0,290000,,,
584,953,314,-13.102424621582031,-2.7272167205810547,0.0018740337109193206,5.030783070000001,500.0,300000,14834,0.02141457051038742,0.00075
588,953,314,,,,5.030783070000001,500.0,300000,,,
592,953,314,,,,5.030783070000001,500.0,300000,,,
596,953,314,,,,5.030783070000001,500.0,300000,,,
600,953,314,,,,5.030783070000001,500.0,300000,,,
604,984,314,-12.931995391845703,-5.4019293785095215,0.0020145608577877283,4.891767869999999,500.0,310000,15334,0.02011328749358654,0.00075
608,984,314,,,,4.891767869999999,500.0,310000,,,
612,984,314,,,,4.891767869999999,500.0,310000,,,
616,984,314,,,,4.891767869999999,500.0,310000,,,
620,984,314,,,,4.891767869999999,500.0,310000,,,
624,1016,314,-12.400081634521484,19.33753204345703,0.0019570274744182825,5.42976339,500.0,320000,15834,1.4294016361236572,0.00075
628,1016,314,,,,5.42976339,500.0,320000,,,
632,1016,314,,,,5.42976339,500.0,320000,,,
636,1016,314,,,,5.42976339,500.0,320000,,,
640,1016,314,,,,5.42976339,500.0,320000,,,
644,1049,314,-12.221721649169922,6.468921661376953,0.0019326048204675317,5.7230788100000005,500.0,330000,16334,0.012437255121767521,0.00075
648,1049,314,,,,5.7230788100000005,500.0,330000,,,
652,1049,314,,,,5.7230788100000005,500.0,330000,,,
656,1049,314,,,,5.7230788100000005,500.0,330000,,,
660,1049,314,,,,5.7230788100000005,500.0,330000,,,
664,1081,314,-12.106806755065918,9.566031455993652,0.0017924626590684056,3.76559734,500.0,340000,16834,0.016845550388097763,0.00075
668,1081,314,,,,3.76559734,500.0,340000,,,
672,1081,314,,,,3.76559734,500.0,340000,,,
676,1081,314,,,,3.76559734,500.0,340000,,,
680,1081,314,,,,3.76559734,500.0,340000,,,
684,1113,314,-11.501068115234375,-8.594466209411621,0.0018149471143260598,4.0841552000000005,500.0,350000,17334,0.3660707473754883,0.00075
688,1113,314,,,,4.0841552000000005,500.0,350000,,,
692,1113,314,,,,4.0841552000000005,500.0,350000,,,
696,1113,314,,,,4.0841552000000005,500.0,350000,,,
700,1113,314,,,,4.0841552000000005,500.0,350000,,,
704,1145,314,-11.458136558532715,2.481062650680542,0.0016621372196823359,5.612842419999998,500.0,360000,17834,0.020785432308912277,0.00075
708,1145,314,,,,5.612842419999998,500.0,360000,,,
712,1145,314,,,,5.612842419999998,500.0,360000,,,
716,1145,314,,,,5.612842419999998,500.0,360000,,,
720,1145,314,,,,5.612842419999998,500.0,360000,,,
724,1176,314,-11.241144180297852,-0.014066576957702637,0.0016378865111619234,6.35114104,500.0,370000,18334,0.03091226890683174,0.00075
728,1176,314,,,,6.35114104,500.0,370000,,,
732,1176,314,,,,6.35114104,500.0,370000,,,
736,1176,314,,,,6.35114104,500.0,370000,,,
740,1176,314,,,,6.35114104,500.0,370000,,,
744,1209,314,-11.097784042358398,-1.207249641418457,0.0016353946411982179,5.34301157,500.0,380000,18834,0.010169904679059982,0.00075
748,1209,314,,,,5.34301157,500.0,380000,,,
752,1209,314,,,,5.34301157,500.0,380000,,,
756,1209,314,,,,5.34301157,500.0,380000,,,
760,1209,314,,,,5.34301157,500.0,380000,,,
764,1241,314,-10.738908767700195,-13.060872077941895,0.0017729717073962092,6.07356518,500.0,390000,19334,0.008455172181129456,0.00075
768,1241,314,,,,6.07356518,500.0,390000,,,
772,1241,314,,,,6.07356518,500.0,390000,,,
776,1241,314,,,,6.07356518,500.0,390000,,,
780,1241,314,,,,6.07356518,500.0,390000,,,
784,1272,314,-10.44801139831543,-7.13404655456543,0.0015854054363444448,5.498436550000001,500.0,400000,19834,0.014416786842048168,0.00075
788,1272,314,,,,5.498436550000001,500.0,400000,,,
792,1272,314,,,,5.498436550000001,500.0,400000,,,
796,1272,314,,,,5.498436550000001,500.0,400000,,,
800,1272,314,,,,5.498436550000001,500.0,400000,,,
804,1304,314,-10.224454879760742,-6.655092239379883,0.0015423563309013844,4.41129906,500.0,410000,20334,0.056766584515571594,0.00075
808,1304,314,,,,4.41129906,500.0,410000,,,
812,1304,314,,,,4.41129906,500.0,410000,,,
816,1304,314,,,,4.41129906,500.0,410000,,,
820,1304,314,,,,4.41129906,500.0,410000,,,
824,1336,314,-9.943740844726562,7.085726737976074,0.001641620765440166,4.93466323,500.0,420000,20834,0.011753750964999199,0.00075
828,1336,314,,,,4.93466323,500.0,420000,,,
832,1336,314,,,,4.93466323,500.0,420000,,,
836,1336,314,,,,4.93466323,500.0,420000,,,
840,1336,314,,,,4.93466323,500.0,420000,,,
844,1368,314,-9.718185424804688,0.7161910533905029,0.001571413828060031,5.10661429,500.0,430000,21334,0.01168622076511383,0.00075
848,1368,314,,,,5.10661429,500.0,430000,,,
852,1368,314,,,,5.10661429,500.0,430000,,,
856,1368,314,,,,5.10661429,500.0,430000,,,
860,1368,314,,,,5.10661429,500.0,430000,,,
864,1400,314,-10.05634880065918,-5.822030067443848,0.0015171902487054467,6.551399530000001,500.0,440000,21834,0.017275290563702583,0.00075
868,1400,314,,,,6.551399530000001,500.0,440000,,,
872,1400,314,,,,6.551399530000001,500.0,440000,,,
876,1400,314,,,,6.551399530000001,500.0,440000,,,
880,1400,314,,,,6.551399530000001,500.0,440000,,,
884,1432,314,-9.367305755615234,-4.520771026611328,0.00162540003657341,8.32614521,500.0,450000,22334,0.011796630918979645,0.00075
888,1432,314,,,,8.32614521,500.0,450000,,,
892,1432,314,,,,8.32614521,500.0,450000,,,
896,1432,314,,,,8.32614521,500.0,450000,,,
900,1432,314,,,,8.32614521,500.0,450000,,,
904,1463,314,-9.452255249023438,-6.711217403411865,0.0014651372330263257,10.42277742,500.0,460000,22834,0.023617858067154884,0.00075
908,1463,314,,,,10.42277742,500.0,460000,,,
912,1463,314,,,,10.42277742,500.0,460000,,,
916,1463,314,,,,10.42277742,500.0,460000,,,
920,1463,314,,,,10.42277742,500.0,460000,,,
924,1494,314,-9.258243560791016,-2.7870023250579834,0.0013099543284624815,9.10049463,500.0,470000,23334,0.049904029816389084,0.00075
928,1494,314,,,,9.10049463,500.0,470000,,,
932,1494,314,,,,9.10049463,500.0,470000,,,
936,1494,314,,,,9.10049463,500.0,470000,,,
940,1494,314,,,,9.10049463,500.0,470000,,,
944,1526,314,-8.757835388183594,-17.1043701171875,0.0014269390376284719,12.113029189999999,500.0,480000,23834,0.6129432916641235,0.00075
948,1526,314,,,,12.113029189999999,500.0,480000,,,
952,1526,314,,,,12.113029189999999,500.0,480000,,,
956,1526,314,,,,12.113029189999999,500.0,480000,,,
960,1526,314,,,,12.113029189999999,500.0,480000,,,
964,1558,314,-8.643769264221191,-3.41483998298645,0.0013978510396555066,9.889518919999999,500.0,490000,24334,0.010028531774878502,0.00075
968,1558,314,,,,9.889518919999999,500.0,490000,,,
972,1558,314,,,,9.889518919999999,500.0,490000,,,
976,1558,314,,,,9.889518919999999,500.0,490000,,,
980,1558,314,,,,9.889518919999999,500.0,490000,,,
984,1590,314,-8.520752906799316,3.030520439147949,0.0015269321156665683,10.594328369999998,500.0,500000,24834,0.013560760766267776,0.00075
988,1590,314,,,,10.594328369999998,500.0,500000,,,
992,1590,314,,,,10.594328369999998,500.0,500000,,,
996,1590,314,,,,10.594328369999998,500.0,500000,,,
1000,1590,314,,,,10.594328369999998,500.0,500000,,,
1004,1623,314,-8.245590209960938,0.7783017158508301,0.001410298515111208,9.351922420000001,500.0,510000,25334,0.022003302350640297,0.00075
1008,1623,314,,,,9.351922420000001,500.0,510000,,,
1012,1623,314,,,,9.351922420000001,500.0,510000,,,
1016,1623,314,,,,9.351922420000001,500.0,510000,,,
1020,1623,314,,,,9.351922420000001,500.0,510000,,,
1024,1655,314,-8.247121810913086,-10.571924209594727,0.0011514523066580296,10.860277430000004,500.0,520000,25834,0.009344670921564102,0.00075
1028,1655,314,,,,10.860277430000004,500.0,520000,,,
1032,1655,314,,,,10.860277430000004,500.0,520000,,,
1036,1655,314,,,,10.860277430000004,500.0,520000,,,
1040,1655,314,,,,10.860277430000004,500.0,520000,,,
1044,1686,314,-7.894007682800293,-1.26546311378479,0.001172802411019802,7.931705470000001,500.0,530000,26334,0.045414216816425323,0.00075
1048,1686,314,,,,7.931705470000001,500.0,530000,,,
1052,1686,314,,,,7.931705470000001,500.0,530000,,,
1056,1686,314,,,,7.931705470000001,500.0,530000,,,
1060,1686,314,,,,7.931705470000001,500.0,530000,,,
1064,1718,314,-7.964902877807617,-6.0490007400512695,0.0013459762558341026,11.869837259999997,500.0,540000,26834,0.46193820238113403,0.00075
1068,1719,314,,,,11.869837259999997,500.0,540000,,,
1072,1719,314,,,,11.869837259999997,500.0,540000,,,
1076,1719,314,,,,11.869837259999997,500.0,540000,,,
1080,1719,314,,,,11.869837259999997,500.0,540000,,,
1084,1751,314,-7.72573184967041,-4.645504474639893,0.0013642384437844157,12.665486110000003,500.0,550000,27334,0.5222858190536499,0.00075
1088,1751,314,,,,12.665486110000003,500.0,550000,,,
1092,1751,314,,,,12.665486110000003,500.0,550000,,,
1096,1751,314,,,,12.665486110000003,500.0,550000,,,
1100,1751,314,,,,12.665486110000003,500.0,550000,,,
1104,1783,313,-7.589028358459473,3.926438331604004,0.0013286955654621124,18.132165819999997,500.0,560000,27834,0.027171023190021515,0.00075
1108,1783,313,,,,18.132165819999997,500.0,560000,,,
1112,1783,313,,,,18.132165819999997,500.0,560000,,,
1116,1783,313,,,,18.132165819999997,500.0,560000,,,
1120,1783,313,,,,18.132165819999997,500.0,560000,,,
1124,1815,313,-7.38236141204834,5.34507417678833,0.0014372819568961859,22.753214170000007,500.0,570000,28334,0.02053646743297577,0.00075
1128,1815,313,,,,22.753214170000007,500.0,570000,,,
1132,1815,313,,,,22.753214170000007,500.0,570000,,,
1136,1815,313,,,,22.753214170000007,500.0,570000,,,
1140,1815,313,,,,22.753214170000007,500.0,570000,,,
1144,1847,314,-8.029987335205078,4.9207329750061035,0.0015056021511554718,34.70598262000001,500.0,580000,28834,0.0911252498626709,0.00075
1148,1847,314,,,,34.70598262000001,500.0,580000,,,
1152,1847,314,,,,34.70598262000001,500.0,580000,,,
1156,1847,314,,,,34.70598262000001,500.0,580000,,,
1160,1847,314,,,,34.70598262000001,500.0,580000,,,
1164,1878,314,-7.180642127990723,-8.085765838623047,0.0017470314633101225,35.28827102,500.0,590000,29334,0.054820261895656586,0.00075
1168,1878,314,,,,35.28827102,500.0,590000,,,
1172,1878,314,,,,35.28827102,500.0,590000,,,
1176,1878,314,,,,35.28827102,500.0,590000,,,
1180,1878,314,,,,35.28827102,500.0,590000,,,
1184,1910,313,-6.8756561279296875,-4.608339309692383,0.00172865588683635,42.7730312,500.0,600000,29834,0.037204086780548096,0.00075
1188,1910,313,,,,42.7730312,500.0,600000,,,
1192,1910,313,,,,42.7730312,500.0,600000,,,
1196,1910,313,,,,42.7730312,500.0,600000,,,
1200,1910,313,,,,42.7730312,500.0,600000,,,
1204,1942,313,-6.668377876281738,25.437419891357422,0.0017568906769156456,40.991959969999996,500.0,610000,30334,0.04721219465136528,0.00075
1208,1942,313,,,,40.991959969999996,500.0,610000,,,
1212,1942,313,,,,40.991959969999996,500.0,610000,,,
1216,1942,313,,,,40.991959969999996,500.0,610000,,,
1220,1942,313,,,,40.991959969999996,500.0,610000,,,
1224,1975,313,-7.345579147338867,0.09634983539581299,0.0019522060174494982,43.438794769999994,500.0,620000,30834,0.0653490498661995,0.00075
1228,1975,313,,,,43.438794769999994,500.0,620000,,,
1232,1975,313,,,,43.438794769999994,500.0,620000,,,
1236,1975,313,,,,43.438794769999994,500.0,620000,,,
1240,1975,313,,,,43.438794769999994,500.0,620000,,,
1244,2008,313,-7.344329833984375,-7.992867946624756,0.001953371800482273,39.490862590000006,500.0,630000,31334,0.09241923689842224,0.00075
1248,2008,313,,,,39.490862590000006,500.0,630000,,,
1252,2008,313,,,,39.490862590000006,500.0,630000,,,
1256,2008,313,,,,39.490862590000006,500.0,630000,,,
1260,2008,313,,,,39.490862590000006,500.0,630000,,,
1264,2040,313,-7.297885417938232,-3.2931439876556396,0.001973368925973773,50.277342909999994,500.0,640000,31834,0.273783802986145,0.00075
1268,2040,313,,,,50.277342909999994,500.0,640000,,,
1272,2040,313,,,,50.277342909999994,500.0,640000,,,
1276,2040,313,,,,50.277342909999994,500.0,640000,,,
1280,2040,313,,,,50.277342909999994,500.0,640000,,,
1284,2072,313,-7.3203840255737305,-1.14072585105896,0.0019596561323851347,53.01246536000001,500.0,650000,32334,0.15594302117824554,0.00075
1288,2072,313,,,,53.01246536000001,500.0,650000,,,
1292,2072,313,,,,53.01246536000001,500.0,650000,,,
1296,2072,313,,,,53.01246536000001,500.0,650000,,,
1300,2072,313,,,,53.01246536000001,500.0,650000,,,
1304,2103,313,-6.902070045471191,6.228141784667969,0.0023427321575582027,68.01521894,500.0,660000,32834,0.17788410186767578,0.00075
1308,2103,313,,,,68.01521894,500.0,660000,,,
1312,2103,313,,,,68.01521894,500.0,660000,,,
1316,2103,313,,,,68.01521894,500.0,660000,,,
1320,2103,313,,,,68.01521894,500.0,660000,,,
1324,2134,313,-7.516573905944824,4.189009666442871,0.0023807291872799397,95.21255225000003,500.0,670000,33334,0.12195064127445221,0.00075
1328,2134,313,,,,95.21255225000003,500.0,670000,,,
1332,2134,313,,,,95.21255225000003,500.0,670000,,,
1336,2134,313,,,,95.21255225000003,500.0,670000,,,
1340,2134,313,,,,95.21255225000003,500.0,670000,,,
1344,2167,313,-7.36494255065918,-3.280311346054077,0.0026764064095914364,102.98421848,500.0,680000,33834,0.05890435352921486,0.00075
1348,2167,313,,,,102.98421848,500.0,680000,,,
1352,2167,313,,,,102.98421848,500.0,680000,,,
1356,2167,313,,,,102.98421848,500.0,680000,,,
1360,2167,313,,,,102.98421848,500.0,680000,,,
1364,2198,313,-8.487741470336914,3.0619115829467773,0.002694448921829462,111.8384801,500.0,690000,34334,0.21178646385669708,0.00075
1368,2198,313,,,,111.8384801,500.0,690000,,,
1372,2198,313,,,,111.8384801,500.0,690000,,,
1376,2198,313,,,,111.8384801,500.0,690000,,,
1380,2198,313,,,,111.8384801,500.0,690000,,,
1384,2230,313,-6.925470352172852,-8.503328323364258,0.0029171055648475885,113.62495234,500.0,700000,34834,0.0758807361125946,0.00075
1388,2230,313,,,,113.62495234,500.0,700000,,,
1392,2230,313,,,,113.62495234,500.0,700000,,,
1396,2230,313,,,,113.62495234,500.0,700000,,,
1400,2230,313,,,,113.62495234,500.0,700000,,,
1404,2260,314,-7.420093536376953,-6.805167198181152,0.0027295711915940046,111.52265478,500.0,710000,35334,0.09210334718227386,0.00075
1408,2260,314,,,,111.52265478,500.0,710000,,,
1412,2260,314,,,,111.52265478,500.0,710000,,,
1416,2260,314,,,,111.52265478,500.0,710000,,,
1420,2260,314,,,,111.52265478,500.0,710000,,,
1424,2292,314,-7.972708702087402,9.234237670898438,0.0030036726966500282,93.08252823,500.0,720000,35834,0.308396577835083,0.00075
1428,2292,314,,,,93.08252823,500.0,720000,,,
1432,2292,314,,,,93.08252823,500.0,720000,,,
1436,2292,314,,,,93.08252823,500.0,720000,,,
1440,2292,314,,,,93.08252823,500.0,720000,,,
1444,2325,313,-8.452537536621094,8.14100456237793,0.003174611134454608,82.52186646,500.0,730000,36334,0.15182077884674072,0.00075
1448,2325,313,,,,82.52186646,500.0,730000,,,
1452,2325,313,,,,82.52186646,500.0,730000,,,
1456,2325,313,,,,82.52186646,500.0,730000,,,
1460,2325,313,,,,82.52186646,500.0,730000,,,
1464,2357,313,-8.012995719909668,1.1291195154190063,0.0032946807332336903,93.37118460000002,500.0,740000,36834,0.16657394170761108,0.00075
1468,2357,313,,,,93.37118460000002,500.0,740000,,,
1472,2357,313,,,,93.37118460000002,500.0,740000,,,
1476,2357,313,,,,93.37118460000002,500.0,740000,,,
1480,2357,313,,,,93.37118460000002,500.0,740000,,,
1484,2389,313,-8.414641380310059,0.1535177230834961,0.0033905510790646076,108.64186558999998,500.0,750000,37334,0.07707110047340393,0.00075
1488,2389,313,,,,108.64186558999998,500.0,750000,,,
1492,2389,313,,,,108.64186558999998,500.0,750000,,,
1496,2389,313,,,,108.64186558999998,500.0,750000,,,
1500,2389,313,,,,108.64186558999998,500.0,750000,,,
1504,2421,313,-8.2638578414917,-3.474165439605713,0.0035744821652770042,132.1106662,500.0,760000,37834,0.14137335121631622,0.00075
1508,2421,313,,,,132.1106662,500.0,760000,,,
1512,2421,313,,,,132.1106662,500.0,760000,,,
1516,2421,313,,,,132.1106662,500.0,760000,,,
1520,2421,313,,,,132.1106662,500.0,760000,,,
1524,2453,313,-8.777580261230469,4.872456073760986,0.0038844787050038576,153.57185266,500.0,770000,38334,0.2901960611343384,0.00075
1528,2453,313,,,,153.57185266,500.0,770000,,,
1532,2453,313,,,,153.57185266,500.0,770000,,,
1536,2453,313,,,,153.57185266,500.0,770000,,,
1540,2453,313,,,,153.57185266,500.0,770000,,,
1544,2484,313,-8.957656860351562,-5.388039588928223,0.004122522193938494,191.67372616000003,500.0,780000,38834,4.455777168273926,0.00075
1548,2484,313,,,,191.67372616000003,500.0,780000,,,
1552,2484,313,,,,191.67372616000003,500.0,780000,,,
1556,2484,313,,,,191.67372616000003,500.0,780000,,,
1560,2484,313,,,,191.67372616000003,500.0,780000,,,
1564,2515,314,-9.473491668701172,3.686880588531494,0.004187510348856449,182.20125500000003,500.0,790000,39334,0.37558919191360474,0.00075
1568,2515,314,,,,182.20125500000003,500.0,790000,,,
1572,2515,314,,,,182.20125500000003,500.0,790000,,,
1576,2515,314,,,,182.20125500000003,500.0,790000,,,
