time/episodes,train/ent_coef_loss,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/learning_rate,train/actor_loss,train/n_updates,train/critic_loss,train/ent_coef,time/time_elapsed,time/total_timesteps
1568,,500.0,136.97672544999998,308,,,,,,2564,790000
1572,,500.0,136.97672544999998,308,,,,,,2564,790000
1576,,500.0,136.97672544999998,308,,,,,,2564,790000
1580,,500.0,136.97672544999998,308,,,,,,2564,790000
1584,8.702393531799316,500.0,146.01884221,308,0.00075,-10.374743461608887,39834,0.30872398614883423,0.004326059948652983,2597,800000
1588,,500.0,146.01884221,308,,,,,,2597,800000
1592,,500.0,146.01884221,308,,,,,,2597,800000
1596,,500.0,146.01884221,308,,,,,,2597,800000
1600,,500.0,146.01884221,308,,,,,,2597,800000
1604,-4.20296573638916,500.0,144.21134911,307,0.00075,-10.171233177185059,40334,0.3164132833480835,0.00436024134978652,2630,810000
1608,,500.0,144.21134911,307,,,,,,2630,810000
1612,,500.0,144.21134911,307,,,,,,2630,810000
1616,,500.0,144.21134911,307,,,,,,2630,810000
1620,,500.0,144.21134911,307,,,,,,2630,810000
1624,-0.6356949806213379,500.0,143.92292828,307,0.00075,-9.26728630065918,40834,0.14477290213108063,0.004977313335984945,2662,820000
1628,,500.0,143.92292828,307,,,,,,2662,820000
1632,,500.0,143.92292828,307,,,,,,2662,820000
1636,,500.0,143.92292828,307,,,,,,2662,820000
1640,,500.0,143.92292828,307,,,,,,2662,820000
1644,3.8216588497161865,500.0,153.0359819,307,0.00075,-11.803572654724121,41334,3.779538631439209,0.005594324320554733,2695,830000
1648,,500.0,153.0359819,307,,,,,,2695,830000
1652,,500.0,153.0359819,307,,,,,,2695,830000
1656,,500.0,153.0359819,307,,,,,,2695,830000
1660,,500.0,153.0359819,307,,,,,,2695,830000
1664,3.5216481685638428,500.0,139.08682518,307,0.00075,-12.141721725463867,41834,0.21870805323123932,0.005930269602686167,2727,840000
1668,,500.0,139.08682518,307,,,,,,2727,840000
1672,,500.0,139.08682518,307,,,,,,2727,840000
1676,,500.0,139.08682518,307,,,,,,2727,840000
1680,,500.0,139.08682518,307,,,,,,2727,840000
1684,-4.439081192016602,500.0,124.54406393000001,307,0.00075,-10.791000366210938,42334,0.6092414855957031,0.006326704286038876,2760,850000
1688,,500.0,124.54406393000001,307,,,,,,2760,850000
1692,,500.0,124.54406393000001,307,,,,,,2760,850000
1696,,500.0,124.54406393000001,307,,,,,,2760,850000
1700,,500.0,124.54406393000001,307,,,,,,2760,850000
1704,1.4186487197875977,500.0,141.19862717,308,0.00075,-10.79444408416748,42834,0.30788156390190125,0.006244736257940531,2792,860000
1708,,500.0,141.19862717,308,,,,,,2792,860000
1712,,500.0,141.19862717,308,,,,,,2792,860000
1716,,500.0,141.19862717,307,,,,,,2792,860000
1720,,500.0,141.19862717,307,,,,,,2792,860000
1724,3.9895429611206055,500.0,159.88149016999998,307,0.00075,-13.01820182800293,43334,0.47988906502723694,0.0059541077353060246,2825,870000
1728,,500.0,159.88149016999998,307,,,,,,2825,870000
1732,,500.0,159.88149016999998,307,,,,,,2825,870000
1736,,500.0,159.88149016999998,307,,,,,,2825,870000
1740,,500.0,159.88149016999998,307,,,,,,2825,870000
1744,1.9148188829421997,500.0,150.67877918,307,0.00075,-13.027393341064453,43834,0.3012322783470154,0.006090685725212097,2857,880000
1748,,500.0,150.67877918,307,,,,,,2857,880000
1752,,500.0,150.67877918,307,,,,,,2857,880000
1756,,500.0,150.67877918,307,,,,,,2857,880000
1760,,500.0,150.67877918,307,,,,,,2858,880000
1764,2.2217023372650146,500.0,171.13076724999996,307,0.00075,-13.979877471923828,44334,0.50616055727005,0.00658258143812418,2890,890000
1768,,500.0,171.13076724999996,307,,,,,,2890,890000
1772,,500.0,171.13076724999996,307,,,,,,2890,890000
1776,,500.0,171.13076724999996,307,,,,,,2890,890000
1780,,500.0,171.13076724999996,307,,,,,,2890,890000
1784,1.222188949584961,500.0,208.94576083000004,307,0.00075,-12.685340881347656,44834,0.41972416639328003,0.006074924487620592,2923,900000
1788,,500.0,208.94576083000004,307,,,,,,2923,900000
1792,,500.0,208.94576083000004,307,,,,,,2923,900000
1796,,500.0,208.94576083000004,307,,,,,,2923,900000
1800,,500.0,208.94576083000004,307,,,,,,2923,900000
1804,1.4159727096557617,500.0,224.81558567000005,307,0.00075,-14.484838485717773,45334,0.4244822859764099,0.006952366326004267,2955,910000
1808,,500.0,224.81558567000005,307,,,,,,2955,910000
1812,,500.0,224.81558567000005,307,,,,,,2955,910000
1816,,500.0,224.81558567000005,307,,,,,,2955,910000
1820,,500.0,224.81558567000005,307,,,,,,2955,910000
1824,2.007362127304077,500.0,209.83759900999996,307,0.00075,-16.29206085205078,45834,0.42569196224212646,0.006897715851664543,2988,920000
1828,,500.0,209.83759900999996,307,,,,,,2988,920000
1832,,500.0,209.83759900999996,307,,,,,,2988,920000
1836,,500.0,209.83759900999996,307,,,,,,2988,920000
1840,,500.0,209.83759900999996,307,,,,,,2988,920000
1844,-0.42589235305786133,500.0,242.76267545,307,0.00075,-14.78421688079834,46334,0.3683256208896637,0.007508745416998863,3020,930000
1848,,500.0,242.76267545,307,,,,,,3020,930000
1852,,500.0,242.76267545,307,,,,,,3020,930000
1856,,500.0,242.76267545,307,,,,,,3020,930000
1860,,500.0,242.76267545,307,,,,,,3020,930000
1864,2.0103302001953125,500.0,217.55165857,307,0.00075,-16.267658233642578,46834,0.5521051287651062,0.007589985150843859,3053,940000
1868,,500.0,217.55165857,307,,,,,,3053,940000
1872,,500.0,217.55165857,307,,,,,,3053,940000
1876,,500.0,217.55165857,307,,,,,,3053,940000
1880,,500.0,217.55165857,307,,,,,,3053,940000
1884,1.6832470893859863,500.0,204.64995566999997,307,0.00075,-15.047025680541992,47334,0.8070576190948486,0.007444753777235746,3086,950000
1888,,500.0,204.64995566999997,307,,,,,,3086,950000
1892,,500.0,204.64995566999997,307,,,,,,3086,950000
1896,,500.0,204.64995566999997,307,,,,,,3086,950000
1900,,500.0,204.64995566999997,307,,,,,,3086,950000
1904,7.892511367797852,500.0,175.14795779,307,0.00075,-17.03299331665039,47834,0.33413752913475037,0.007667748257517815,3119,960000
1908,,500.0,175.14795779,307,,,,,,3119,960000
1912,,500.0,175.14795779,307,,,,,,3119,960000
1916,,500.0,175.14795779,307,,,,,,3119,960000
1920,,500.0,175.14795779,307,,,,,,3119,960000
1924,0.8366314172744751,500.0,200.06039510999994,307,0.00075,-15.167484283447266,48334,0.7124243974685669,0.007710652891546488,3152,970000
1928,,500.0,200.06039510999994,307,,,,,,3152,970000
1932,,500.0,200.06039510999994,307,,,,,,3152,970000
1936,,500.0,200.06039510999994,307,,,,,,3152,970000
1940,,500.0,200.06039510999994,307,,,,,,3152,970000
1944,-1.6598024368286133,500.0,182.98617747,307,0.00075,-18.155717849731445,48834,0.9024020433425903,0.00735823018476367,3184,980000
1948,,500.0,182.98617747,307,,,,,,3184,980000
1952,,500.0,182.98617747,307,,,,,,3184,980000
1956,,500.0,182.98617747,307,,,,,,3184,980000
1960,,500.0,182.98617747,307,,,,,,3184,980000
1964,6.543691158294678,500.0,196.59219098000003,307,0.00075,-20.530759811401367,49334,0.4454570412635803,0.00788754690438509,3216,990000
1968,,500.0,196.59219098000003,307,,,,,,3216,990000
1972,,500.0,196.59219098000003,307,,,,,,3216,990000
1976,,500.0,196.59219098000003,307,,,,,,3216,990000
1980,,500.0,196.59219098000003,307,,,,,,3216,990000
1984,-1.786017894744873,500.0,194.98261673000002,307,0.00075,-15.583518981933594,49834,0.4229162037372589,0.007499620318412781,3249,1000000
1988,,500.0,194.98261673000002,307,,,,,,3249,1000000
1992,,500.0,194.98261673000002,307,,,,,,3249,1000000
1996,,500.0,194.98261673000002,307,,,,,,3249,1000000
2000,,500.0,194.98261673000002,307,,,,,,3249,1000000
