time/episodes,train/ent_coef_loss,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/learning_rate,train/actor_loss,train/n_updates,train/critic_loss,train/ent_coef,time/time_elapsed,time/total_timesteps
364,-11.06989860534668,500.0,2.89630627,311,0.00075,-17.01092529296875,9334,0.13767892122268677,0.002852767938748002,609,190000
368,,500.0,2.89630627,311,,,,,,609,190000
372,,500.0,2.89630627,311,,,,,,609,190000
376,,500.0,2.89630627,311,,,,,,609,190000
380,,500.0,2.89630627,311,,,,,,609,190000
384,26.572906494140625,500.0,2.7958200900000003,311,0.00075,-17.125659942626953,9834,0.04444177448749542,0.0025644577108323574,642,200000
388,,500.0,2.7958200900000003,311,,,,,,642,200000
392,,500.0,2.7958200900000003,311,,,,,,642,200000
396,,500.0,2.7958200900000003,311,,,,,,642,200000
400,,500.0,2.7958200900000003,311,,,,,,642,200000
404,13.566386222839355,500.0,3.0538663400000003,310,0.00075,-16.45729637145996,10334,0.03905073553323746,0.0023263071198016405,676,210000
408,,500.0,3.0538663400000003,310,,,,,,676,210000
412,,500.0,3.0538663400000003,310,,,,,,676,210000
416,,500.0,3.0538663400000003,310,,,,,,676,210000
420,,500.0,3.0538663400000003,310,,,,,,676,210000
424,-8.696001052856445,500.0,2.8586004,310,0.00075,-16.140832901000977,10834,0.054114311933517456,0.002331710886210203,709,220000
428,,500.0,2.8586004,310,,,,,,709,220000
432,,500.0,2.8586004,310,,,,,,709,220000
436,,500.0,2.8586004,310,,,,,,709,220000
440,,500.0,2.8586004,310,,,,,,709,220000
444,5.642868518829346,500.0,3.34203165,310,0.00075,-15.667879104614258,11334,0.07807161659002304,0.0022494420409202576,741,230000
448,,500.0,3.34203165,310,,,,,,741,230000
452,,500.0,3.34203165,310,,,,,,741,230000
456,,500.0,3.34203165,310,,,,,,741,230000
460,,500.0,3.34203165,310,,,,,,741,230000
464,2.9979350566864014,500.0,3.2207391100000002,310,0.00075,-15.73311710357666,11834,1.0381981134414673,0.0020978236570954323,773,240000
468,,500.0,3.2207391100000002,310,,,,,,773,240000
472,,500.0,3.2207391100000002,310,,,,,,773,240000
476,,500.0,3.2207391100000002,310,,,,,,773,240000
480,,500.0,3.2207391100000002,310,,,,,,773,240000
484,30.76190948486328,500.0,3.0480308200000006,310,0.00075,-15.273147583007812,12334,0.01934610679745674,0.002118848031386733,806,250000
488,,500.0,3.0480308200000006,310,,,,,,806,250000
492,,500.0,3.0480308200000006,310,,,,,,806,250000
496,,500.0,3.0480308200000006,310,,,,,,806,250000
500,,500.0,3.0480308200000006,310,,,,,,806,250000
504,0.13980698585510254,500.0,2.1584692899999998,309,0.00075,-14.515153884887695,12834,1.7582266330718994,0.001961714820936322,838,260000
508,,500.0,2.1584692899999998,309,,,,,,838,260000
512,,500.0,2.1584692899999998,309,,,,,,838,260000
516,,500.0,2.1584692899999998,309,,,,,,838,260000
520,,500.0,2.1584692899999998,309,,,,,,838,260000
524,5.1060791015625,500.0,2.27969953,309,0.00075,-14.636947631835938,13334,0.0203290693461895,0.002078603021800518,871,270000
528,,500.0,2.27969953,309,,,,,,871,270000
532,,500.0,2.27969953,309,,,,,,871,270000
536,,500.0,2.27969953,309,,,,,,871,270000
540,,500.0,2.27969953,309,,,,,,871,270000
544,-20.455078125,500.0,1.92743111,309,0.00075,-14.336912155151367,13834,0.015282501466572285,0.0020191394723951817,904,280000
548,,500.0,1.92743111,309,,,,,,904,280000
552,,500.0,1.92743111,309,,,,,,904,280000
556,,500.0,1.92743111,309,,,,,,904,280000
560,,500.0,1.92743111,309,,,,,,904,280000
564,8.221170425415039,500.0,2.83060987,309,0.00075,-13.788341522216797,14334,0.624475359916687,0.0018296574708074331,937,290000
568,,500.0,2.83060987,309,,,,,,937,290000
572,,500.0,2.83060987,309,,,,,,937,290000
576,,500.0,2.83060987,309,,,,,,937,290000
580,,500.0,2.83060987,309,,,,,,937,290000
584,8.0274019241333,500.0,3.18568088,309,0.00075,-13.63821029663086,14834,0.014142163097858429,0.001925250981003046,970,300000
588,,500.0,3.18568088,309,,,,,,970,300000
592,,500.0,3.18568088,309,,,,,,970,300000
596,,500.0,3.18568088,309,,,,,,970,300000
600,,500.0,3.18568088,309,,,,,,970,300000
604,-5.603880405426025,500.0,3.35788923,309,0.00075,-13.37745475769043,15334,0.00821627676486969,0.0016817154828459024,1002,310000
608,,500.0,3.35788923,309,,,,,,1002,310000
612,,500.0,3.35788923,309,,,,,,1002,310000
616,,500.0,3.35788923,309,,,,,,1002,310000
620,,500.0,3.35788923,309,,,,,,1002,310000
624,-16.302383422851562,500.0,2.73635213,309,0.00075,-12.908239364624023,15834,0.020899517461657524,0.001705375500023365,1034,320000
628,,500.0,2.73635213,309,,,,,,1034,320000
632,,500.0,2.73635213,309,,,,,,1034,320000
636,,500.0,2.73635213,309,,,,,,1034,320000
640,,500.0,2.73635213,309,,,,,,1034,320000
644,20.121973037719727,500.0,3.27346583,309,0.00075,-12.452363967895508,16334,0.014760395511984825,0.0015562769258394837,1067,330000
648,,500.0,3.27346583,309,,,,,,1067,330000
652,,500.0,3.27346583,309,,,,,,1067,330000
656,,500.0,3.27346583,309,,,,,,1067,330000
660,,500.0,3.27346583,309,,,,,,1067,330000
664,0.5056265592575073,500.0,5.79295548,309,0.00075,-12.021928787231445,16834,0.011185601353645325,0.0015995734138414264,1099,340000
668,,500.0,5.79295548,309,,,,,,1099,340000
672,,500.0,5.79295548,309,,,,,,1099,340000
676,,500.0,5.79295548,309,,,,,,1099,340000
680,,500.0,5.79295548,309,,,,,,1099,340000
684,11.060596466064453,500.0,9.183792350000001,309,0.00075,-11.888900756835938,17334,0.011286873370409012,0.0016150042647495866,1131,350000
688,,500.0,9.183792350000001,309,,,,,,1131,350000
692,,500.0,9.183792350000001,309,,,,,,1131,350000
696,,500.0,9.183792350000001,309,,,,,,1131,350000
700,,500.0,9.183792350000001,309,,,,,,1131,350000
704,-2.32181978225708,500.0,10.407454319999998,308,0.00075,-11.880495071411133,17834,0.014778656885027885,0.0017318115569651127,1165,360000
708,,500.0,10.407454319999998,308,,,,,,1165,360000
712,,500.0,10.407454319999998,308,,,,,,1165,360000
716,,500.0,10.407454319999998,308,,,,,,1165,360000
720,,500.0,10.407454319999998,308,,,,,,1165,360000
724,-9.146052360534668,500.0,14.920999089999999,309,0.00075,-11.450451850891113,18334,0.020417142659425735,0.0018207209650427103,1197,370000
728,,500.0,14.920999089999999,309,,,,,,1197,370000
732,,500.0,14.920999089999999,309,,,,,,1197,370000
736,,500.0,14.920999089999999,309,,,,,,1197,370000
740,,500.0,14.920999089999999,309,,,,,,1197,370000
744,-7.249198913574219,500.0,15.577916360000001,309,0.00075,-11.230792999267578,18834,0.011128751561045647,0.0015988321974873543,1229,380000
748,,500.0,15.577916360000001,309,,,,,,1229,380000
752,,500.0,15.577916360000001,309,,,,,,1229,380000
756,,500.0,15.577916360000001,309,,,,,,1229,380000
760,,500.0,15.577916360000001,309,,,,,,1229,380000
764,-5.262641906738281,500.0,12.21372475,309,0.00075,-11.070276260375977,19334,0.6073120832443237,0.0017089196480810642,1262,390000
768,,500.0,12.21372475,309,,,,,,1262,390000
772,,500.0,12.21372475,308,,,,,,1262,390000
776,,500.0,12.21372475,308,,,,,,1262,390000
780,,500.0,12.21372475,308,,,,,,1262,390000
784,-8.517477035522461,500.0,12.92085145,308,0.00075,-10.921880722045898,19834,0.014034860767424107,0.0017280812608078122,1294,400000
788,,500.0,12.92085145,308,,,,,,1294,400000
792,,500.0,12.92085145,308,,,,,,1294,400000
796,,500.0,12.92085145,308,,,,,,1294,400000
800,,500.0,12.92085145,308,,,,,,1294,400000
804,-3.0016250610351562,500.0,11.630562190000001,308,0.00075,-10.664972305297852,20334,0.0144478939473629,0.0015920917503535748,1327,410000
808,,500.0,11.630562190000001,308,,,,,,1327,410000
812,,500.0,11.630562190000001,308,,,,,,1327,410000
816,,500.0,11.630562190000001,308,,,,,,1327,410000
820,,500.0,11.630562190000001,308,,,,,,1327,410000
824,-0.6467782258987427,500.0,11.008405849999997,308,0.00075,-10.357462882995605,20834,0.009941065683960915,0.0017989118350669742,1359,420000
828,,500.0,11.008405849999997,308,,,,,,1359,420000
832,,500.0,11.008405849999997,308,,,,,,1360,420000
836,,500.0,11.008405849999997,308,,,,,,1360,420000
840,,500.0,11.008405849999997,308,,,,,,1360,420000
844,6.367763042449951,500.0,9.808116199999999,308,0.00075,-10.184198379516602,21334,0.012738863937556744,0.001720921485684812,1393,430000
848,,500.0,9.808116199999999,308,,,,,,1393,430000
852,,500.0,9.808116199999999,308,,,,,,1393,430000
856,,500.0,9.808116199999999,308,,,,,,1393,430000
860,,500.0,9.808116199999999,308,,,,,,1393,430000
864,3.7114176750183105,500.0,10.50428017,308,0.00075,-9.735523223876953,21834,0.04220736771821976,0.0018915601540356874,1424,440000
868,,500.0,10.50428017,308,,,,,,1424,440000
872,,500.0,10.50428017,308,,,,,,1424,440000
876,,500.0,10.50428017,308,,,,,,1424,440000
880,,500.0,10.50428017,308,,,,,,1424,440000
884,0.705386757850647,500.0,6.86067792,308,0.00075,-9.877031326293945,22334,0.015287482179701328,0.0018757438519969583,1457,450000
888,,500.0,6.86067792,308,,,,,,1457,450000
892,,500.0,6.86067792,308,,,,,,1457,450000
896,,500.0,6.86067792,308,,,,,,1457,450000
900,,500.0,6.86067792,308,,,,,,1457,450000
904,-16.979820251464844,500.0,8.64038629,308,0.00075,-9.502931594848633,22834,0.01504657231271267,0.0018356031505391002,1489,460000
908,,500.0,8.64038629,308,,,,,,1489,460000
912,,500.0,8.64038629,308,,,,,,1489,460000
916,,500.0,8.64038629,308,,,,,,1489,460000
920,,500.0,8.64038629,308,,,,,,1489,460000
924,-1.7422757148742676,500.0,4.9592943300000005,308,0.00075,-9.499102592468262,23334,0.013637607917189598,0.0017415941692888737,1522,470000
928,,500.0,4.9592943300000005,308,,,,,,1522,470000
932,,500.0,4.9592943300000005,308,,,,,,1522,470000
936,,500.0,4.9592943300000005,308,,,,,,1522,470000
940,,500.0,4.9592943300000005,308,,,,,,1522,470000
944,-1.4739755392074585,500.0,5.91670504,308,0.00075,-9.286514282226562,23834,0.01222139410674572,0.00183927605394274,1554,480000
948,,500.0,5.91670504,308,,,,,,1554,480000
952,,500.0,5.91670504,308,,,,,,1554,480000
956,,500.0,5.91670504,308,,,,,,1554,480000
960,,500.0,5.91670504,308,,,,,,1554,480000
964,-3.770026922225952,500.0,5.272914170000002,308,0.00075,-9.374306678771973,24334,0.7286249399185181,0.0016592524480074644,1586,490000
968,,500.0,5.272914170000002,308,,,,,,1586,490000
972,,500.0,5.272914170000002,308,,,,,,1586,490000
976,,500.0,5.272914170000002,308,,,,,,1586,490000
980,,500.0,5.272914170000002,308,,,,,,1586,490000
984,-7.498680114746094,500.0,11.725876790000003,308,0.00075,-8.93200397491455,24834,0.5527306795120239,0.0016424327623099089,1619,500000
988,,500.0,11.725876790000003,308,,,,,,1619,500000
992,,500.0,11.725876790000003,308,,,,,,1619,500000
996,,500.0,11.725876790000003,308,,,,,,1619,500000
1000,,500.0,11.725876790000003,308,,,,,,1619,500000
1004,3.4025535583496094,500.0,12.77416805,308,0.00075,-8.654809951782227,25334,0.12356225401163101,0.0018307832069694996,1651,510000
1008,,500.0,12.77416805,308,,,,,,1651,510000
1012,,500.0,12.77416805,308,,,,,,1651,510000
1016,,500.0,12.77416805,308,,,,,,1651,510000
1020,,500.0,12.77416805,308,,,,,,1651,510000
1024,-7.632071495056152,500.0,16.28071392,308,0.00075,-8.548208236694336,25834,0.2362310290336609,0.0019701046403497458,1684,520000
1028,,500.0,16.28071392,308,,,,,,1684,520000
1032,,500.0,16.28071392,308,,,,,,1684,520000
1036,,500.0,16.28071392,308,,,,,,1684,520000
1040,,500.0,16.28071392,308,,,,,,1684,520000
1044,-7.7376298904418945,500.0,22.309983679999995,308,0.00075,-8.341002464294434,26334,1.4195542335510254,0.002010539872571826,1717,530000
1048,,500.0,22.309983679999995,308,,,,,,1717,530000
1052,,500.0,22.309983679999995,308,,,,,,1717,530000
1056,,500.0,22.309983679999995,308,,,,,,1717,530000
1060,,500.0,22.309983679999995,308,,,,,,1717,530000
1064,-1.0348501205444336,500.0,28.4763009,308,0.00075,-8.259769439697266,26834,0.021403659135103226,0.0018788278102874756,1750,540000
1068,,500.0,28.4763009,308,,,,,,1750,540000
1072,,500.0,28.4763009,308,,,,,,1750,540000
1076,,500.0,28.4763009,308,,,,,,1750,540000
1080,,500.0,28.4763009,308,,,,,,1750,540000
1084,-2.3172130584716797,500.0,26.5025377,308,0.00075,-8.421542167663574,27334,0.05952749028801918,0.0017236645799130201,1783,550000
1088,,500.0,26.5025377,308,,,,,,1783,550000
1092,,500.0,26.5025377,308,,,,,,1783,550000
1096,,500.0,26.5025377,308,,,,,,1783,550000
1100,,500.0,26.5025377,308,,,,,,1783,550000
1104,1.8414260149002075,500.0,27.202478189999997,308,0.00075,-8.172119140625,27834,0.04645144194364548,0.001979067223146558,1816,560000
1108,,500.0,27.202478189999997,308,,,,,,1816,560000
1112,,500.0,27.202478189999997,308,,,,,,1816,560000
1116,,500.0,27.202478189999997,308,,,,,,1816,560000
1120,,500.0,27.202478189999997,308,,,,,,1816,560000
1124,-8.354854583740234,500.0,25.80060504,308,0.00075,-8.245428085327148,28334,0.022648993879556656,0.001847355393692851,1849,570000
1128,,500.0,25.80060504,308,,,,,,1849,570000
1132,,500.0,25.80060504,308,,,,,,1849,570000
1136,,500.0,25.80060504,308,,,,,,1849,570000
1140,,500.0,25.80060504,308,,,,,,1849,570000
1144,-1.4485359191894531,500.0,32.50340998,308,0.00075,-7.798560619354248,28834,0.025598211213946342,0.001953299157321453,1882,580000
1148,,500.0,32.50340998,308,,,,,,1882,580000
1152,,500.0,32.50340998,308,,,,,,1882,580000
1156,,500.0,32.50340998,308,,,,,,1882,580000
1160,,500.0,32.50340998,308,,,,,,1882,580000
1164,1.6552635431289673,500.0,34.855467329999996,308,0.00075,-8.022369384765625,29334,0.18634198606014252,0.0019793249666690826,1913,590000
1168,,500.0,34.855467329999996,308,,,,,,1913,590000
1172,,500.0,34.855467329999996,308,,,,,,1913,590000
1176,,500.0,34.855467329999996,308,,,,,,1913,590000
1180,,500.0,34.855467329999996,308,,,,,,1913,590000
1184,10.694973945617676,500.0,38.62283461,308,0.00075,-7.866306781768799,29834,0.029224466532468796,0.002059092978015542,1945,600000
1188,,500.0,38.62283461,308,,,,,,1945,600000
1192,,500.0,38.62283461,308,,,,,,1945,600000
1196,,500.0,38.62283461,308,,,,,,1945,600000
1200,,500.0,38.62283461,308,,,,,,1945,600000
1204,4.129393577575684,500.0,39.193031069999996,308,0.00075,-7.910861015319824,30334,0.05536238104104996,0.0023264389019459486,1977,610000
1208,,500.0,39.193031069999996,308,,,,,,1977,610000
1212,,500.0,39.193031069999996,308,,,,,,1977,610000
1216,,500.0,39.193031069999996,308,,,,,,1977,610000
1220,,500.0,39.193031069999996,308,,,,,,1977,610000
1224,11.402191162109375,500.0,44.72675031,308,0.00075,-7.75684928894043,30834,0.07597329467535019,0.002431889297440648,2010,620000
1228,,500.0,44.72675031,308,,,,,,2010,620000
1232,,500.0,44.72675031,308,,,,,,2010,620000
1236,,500.0,44.72675031,308,,,,,,2010,620000
1240,,500.0,44.72675031,308,,,,,,2010,620000
1244,-8.343339920043945,500.0,40.155828619999994,308,0.00075,-7.410321235656738,31334,0.3293401002883911,0.0023419077042490244,2042,630000
1248,,500.0,40.155828619999994,308,,,,,,2042,630000
1252,,500.0,40.155828619999994,308,,,,,,2042,630000
1256,,500.0,40.155828619999994,308,,,,,,2042,630000
1260,,500.0,40.155828619999994,308,,,,,,2042,630000
1264,1.2891826629638672,500.0,37.08039966,308,0.00075,-8.197002410888672,31834,12.919574737548828,0.002378287259489298,2074,640000
1268,,500.0,37.08039966,308,,,,,,2074,640000
1272,,500.0,37.08039966,308,,,,,,2074,640000
1276,,500.0,37.08039966,308,,,,,,2074,640000
1280,,500.0,37.08039966,308,,,,,,2074,640000
1284,-3.6890931129455566,500.0,37.04151263000001,308,0.00075,-7.48347806930542,32334,0.030899597331881523,0.0024309188593178988,2107,650000
1288,,500.0,37.04151263000001,308,,,,,,2107,650000
1292,,500.0,37.04151263000001,308,,,,,,2107,650000
1296,,500.0,37.04151263000001,308,,,,,,2107,650000
1300,,500.0,37.04151263000001,308,,,,,,2107,650000
1304,-5.082591533660889,500.0,36.990189740000005,308,0.00075,-7.830285549163818,32834,0.05657961219549179,0.002751253778114915,2140,660000
1308,,500.0,36.990189740000005,308,,,,,,2140,660000
1312,,500.0,36.990189740000005,308,,,,,,2140,660000
1316,,500.0,36.990189740000005,308,,,,,,2140,660000
1320,,500.0,36.990189740000005,308,,,,,,2140,660000
1324,-1.8435685634613037,500.0,40.001729729999994,308,0.00075,-7.491024017333984,33334,0.048057034611701965,0.0027355689089745283,2172,670000
1328,,500.0,40.001729729999994,308,,,,,,2172,670000
1332,,500.0,40.001729729999994,308,,,,,,2172,670000
1336,,500.0,40.001729729999994,308,,,,,,2172,670000
1340,,500.0,40.001729729999994,308,,,,,,2172,670000
1344,0.3049893081188202,500.0,42.962716779999994,308,0.00075,-8.032424926757812,33834,0.030117880553007126,0.003012594534084201,2203,680000
1348,,500.0,42.962716779999994,308,,,,,,2203,680000
1352,,500.0,42.962716779999994,308,,,,,,2203,680000
1356,,500.0,42.962716779999994,308,,,,,,2203,680000
1360,,500.0,42.962716779999994,308,,,,,,2203,680000
1364,-10.023168563842773,500.0,46.22312482000001,308,0.00075,-7.989428520202637,34334,0.2429695427417755,0.0030223471112549305,2236,690000
1368,,500.0,46.22312482000001,308,,,,,,2236,690000
1372,,500.0,46.22312482000001,308,,,,,,2236,690000
1376,,500.0,46.22312482000001,308,,,,,,2236,690000
1380,,500.0,46.22312482000001,308,,,,,,2236,690000
1384,3.564626455307007,500.0,46.527424139999994,308,0.00075,-8.247565269470215,34834,0.11649563163518906,0.002976293209940195,2269,700000
1388,,500.0,46.527424139999994,308,,,,,,2269,700000
1392,,500.0,46.527424139999994,308,,,,,,2269,700000
1396,,500.0,46.527424139999994,308,,,,,,2269,700000
1400,,500.0,46.527424139999994,308,,,,,,2269,700000
1404,9.829319953918457,500.0,59.99928513999999,308,0.00075,-8.54395866394043,35334,0.20232349634170532,0.0032491586171090603,2303,710000
1408,,500.0,59.99928513999999,308,,,,,,2303,710000
1412,,500.0,59.99928513999999,308,,,,,,2303,710000
1416,,500.0,59.99928513999999,308,,,,,,2303,710000
1420,,500.0,59.99928513999999,308,,,,,,2303,710000
1424,0.9222031831741333,500.0,59.24608621,308,0.00075,-8.664641380310059,35834,0.1862080991268158,0.0033687648829072714,2335,720000
1428,,500.0,59.24608621,308,,,,,,2335,720000
1432,,500.0,59.24608621,308,,,,,,2335,720000
1436,,500.0,59.24608621,308,,,,,,2335,720000
1440,,500.0,59.24608621,308,,,,,,2335,720000
1444,-1.3396191596984863,500.0,62.84488995000002,308,0.00075,-8.128883361816406,36334,0.2015840709209442,0.0034837117418646812,2368,730000
1448,,500.0,62.84488995000002,308,,,,,,2368,730000
1452,,500.0,62.84488995000002,308,,,,,,2368,730000
1456,,500.0,62.84488995000002,308,,,,,,2368,730000
1460,,500.0,62.84488995000002,308,,,,,,2368,730000
1464,-6.768942832946777,500.0,86.27114723999999,308,0.00075,-7.823488235473633,36834,0.08177103102207184,0.0034913131967186928,2401,740000
1468,,500.0,86.27114723999999,308,,,,,,2401,740000
1472,,500.0,86.27114723999999,308,,,,,,2401,740000
1476,,500.0,86.27114723999999,308,,,,,,2401,740000
1480,,500.0,86.27114723999999,308,,,,,,2401,740000
1484,2.93849515914917,500.0,107.09456252000001,308,0.00075,-9.178717613220215,37334,0.6121423244476318,0.0035408034455031157,2433,750000
1488,,500.0,107.09456252000001,308,,,,,,2433,750000
1492,,500.0,107.09456252000001,308,,,,,,2433,750000
1496,,500.0,107.09456252000001,308,,,,,,2433,750000
1500,,500.0,107.09456252000001,308,,,,,,2433,750000
1504,-1.466203212738037,500.0,111.98478329000001,308,0.00075,-8.257604598999023,37834,0.32395702600479126,0.003993765451014042,2466,760000
1508,,500.0,111.98478329000001,308,,,,,,2466,760000
1512,,500.0,111.98478329000001,308,,,,,,2466,760000
1516,,500.0,111.98478329000001,308,,,,,,2466,760000
1520,,500.0,111.98478329000001,308,,,,,,2466,760000
1524,2.729992389678955,500.0,121.84070811999999,308,0.00075,-8.938709259033203,38334,0.3442534804344177,0.004165174439549446,2499,770000
1528,,500.0,121.84070811999999,308,,,,,,2499,770000
1532,,500.0,121.84070811999999,308,,,,,,2499,770000
1536,,500.0,121.84070811999999,308,,,,,,2499,770000
1540,,500.0,121.84070811999999,308,,,,,,2499,770000
1544,0.7485802173614502,500.0,124.39909850999999,308,0.00075,-9.752649307250977,38834,0.2613227367401123,0.004445395898073912,2531,780000
1548,,500.0,124.39909850999999,308,,,,,,2531,780000
1552,,500.0,124.39909850999999,308,,,,,,2531,780000
1556,,500.0,124.39909850999999,308,,,,,,2531,780000
1560,,500.0,124.39909850999999,308,,,,,,2531,780000
1564,-1.2516599893569946,500.0,136.97672544999998,308,0.00075,-10.818696975708008,39334,0.4186103940010071,0.004904485773295164,2564,790000
