rollout/ep_len_mean,train/critic_loss,train/ent_coef_loss,train/learning_rate,time/fps,time/total_timesteps,rollout/ep_rew_mean,train/ent_coef,time/episodes,train/actor_loss,time/time_elapsed,train/n_updates
500.0,0.07326973974704742,-2.9377079010009766,0.00075,300,10000,2.8800519,0.7788037061691284,4,-12.266229629516602,33,334
500.0,,,,300,10000,2.8800519,,8,,33,
500.0,,,,299,10000,2.8800519,,12,,33,
500.0,,,,299,10000,2.8800519,,16,,33,
500.0,,,,299,10000,2.8800519,,20,,33,
500.0,0.0444113127887249,-7.35288143157959,0.00075,302,20000,2.307627325,0.5352155566215515,24,-16.216493606567383,66,834
500.0,,,,302,20000,2.307627325,,28,,66,
500.0,,,,302,20000,2.307627325,,32,,66,
500.0,,,,302,20000,2.307627325,,36,,66,
500.0,,,,302,20000,2.307627325,,40,,66,
500.0,0.023638077080249786,-11.698346138000488,0.00075,302,30000,2.0284374166666668,0.3678688704967499,44,-19.03225326538086,99,1334
500.0,,,,302,30000,2.0284374166666668,,48,,99,
500.0,,,,302,30000,2.0284374166666668,,52,,99,
500.0,,,,302,30000,2.0284374166666668,,56,,99,
500.0,,,,302,30000,2.0284374166666668,,60,,99,
500.0,0.026537148281931877,-16.15590476989746,0.00075,302,40000,1.926494425,0.2528435289859772,64,-20.95018768310547,132,1834
500.0,,,,302,40000,1.926494425,,68,,132,
500.0,,,,302,40000,1.926494425,,72,,132,
500.0,,,,302,40000,1.926494425,,76,,132,
500.0,,,,302,40000,1.926494425,,80,,132,
500.0,3.1907029151916504,-20.477497100830078,0.00075,302,50000,2.0186273900000002,0.17382588982582092,84,-21.659395217895508,165,2334
500.0,,,,302,50000,2.0186273900000002,,88,,165,
500.0,,,,302,50000,2.0186273900000002,,92,,165,
500.0,,,,302,50000,2.0186273900000002,,96,,165,
500.0,,,,302,50000,2.0186273900000002,,100,,165,
500.0,0.0344262570142746,-24.870702743530273,0.00075,302,60000,2.15794673,0.11958518624305725,104,-22.313602447509766,198,2834
500.0,,,,302,60000,2.15794673,,108,,198,
500.0,,,,302,60000,2.15794673,,112,,198,
500.0,,,,302,60000,2.15794673,,116,,198,
500.0,,,,302,60000,2.15794673,,120,,198,
500.0,0.04269694536924362,-29.107330322265625,0.00075,302,70000,2.3678854900000004,0.08236215263605118,124,-22.417888641357422,231,3334
500.0,,,,302,70000,2.3678854900000004,,128,,231,
500.0,,,,302,70000,2.3678854900000004,,132,,231,
500.0,,,,302,70000,2.3678854900000004,,136,,231,
500.0,,,,302,70000,2.3678854900000004,,140,,231,
500.0,0.05074283108115196,-33.0387077331543,0.00075,303,80000,2.6793840300000005,0.056876227259635925,144,-22.238737106323242,263,3834
500.0,,,,303,80000,2.6793840300000005,,148,,263,
500.0,,,,303,80000,2.6793840300000005,,152,,263,
500.0,,,,303,80000,2.6793840300000005,,156,,263,
500.0,,,,303,80000,2.6793840300000005,,160,,263,
500.0,0.04493784159421921,-37.32207107543945,0.00075,304,90000,2.76432311,0.03941436484456062,164,-21.58665657043457,295,4334
500.0,,,,304,90000,2.76432311,,168,,295,
500.0,,,,304,90000,2.76432311,,172,,295,
500.0,,,,304,90000,2.76432311,,176,,295,
500.0,,,,304,90000,2.76432311,,180,,295,
500.0,3.5584707260131836,-38.93212127685547,0.00075,305,100000,2.6102321700000006,0.027368444949388504,184,-21.55976104736328,327,4834
500.0,,,,305,100000,2.6102321700000006,,188,,327,
500.0,,,,305,100000,2.6102321700000006,,192,,327,
500.0,,,,305,100000,2.6102321700000006,,196,,327,
500.0,,,,305,100000,2.6102321700000006,,200,,327,
500.0,0.03045024536550045,-40.93559265136719,0.00075,305,110000,2.2097590400000002,0.01912800408899784,204,-20.94989013671875,359,5334
500.0,,,,305,110000,2.2097590400000002,,208,,359,
500.0,,,,305,110000,2.2097590400000002,,212,,359,
500.0,,,,305,110000,2.2097590400000002,,216,,359,
500.0,,,,305,110000,2.2097590400000002,,220,,359,
500.0,0.08641702681779861,-42.23914337158203,0.00075,306,120000,2.6304968300000002,0.01366464514285326,224,-20.806974411010742,392,5834
500.0,,,,305,120000,2.6304968300000002,,228,,392,
500.0,,,,305,120000,2.6304968300000002,,232,,392,
500.0,,,,305,120000,2.6304968300000002,,236,,392,
500.0,,,,305,120000,2.6304968300000002,,240,,392,
500.0,0.03754524141550064,-37.483890533447266,0.00075,306,130000,2.85517923,0.009896266274154186,244,-19.87769317626953,424,6334
500.0,,,,306,130000,2.85517923,,248,,424,
500.0,,,,306,130000,2.85517923,,252,,424,
500.0,,,,306,130000,2.85517923,,256,,424,
500.0,,,,306,130000,2.85517923,,260,,424,
500.0,0.029708262532949448,-20.571378707885742,0.00075,306,140000,3.35484038,0.007639657240360975,264,-19.14910316467285,457,6834
500.0,,,,306,140000,3.35484038,,268,,457,
500.0,,,,306,140000,3.35484038,,272,,457,
500.0,,,,306,140000,3.35484038,,276,,457,
500.0,,,,306,140000,3.35484038,,280,,457,
500.0,0.0397622212767601,-24.752117156982422,0.00075,305,150000,4.89900148,0.0057838172651827335,284,-18.86782455444336,490,7334
500.0,,,,305,150000,4.89900148,,288,,490,
500.0,,,,305,150000,4.89900148,,292,,490,
500.0,,,,305,150000,4.89900148,,296,,490,
500.0,,,,305,150000,4.89900148,,300,,490,
500.0,0.048251040279865265,-2.574970245361328,0.00075,305,160000,6.0735634,0.004609495867043734,304,-18.342880249023438,523,7834
500.0,,,,305,160000,6.0735634,,308,,523,
500.0,,,,305,160000,6.0735634,,312,,523,
500.0,,,,305,160000,6.0735634,,316,,523,
500.0,,,,305,160000,6.0735634,,320,,523,
500.0,0.024087151512503624,-17.174734115600586,0.00075,305,170000,6.10630444,0.0036920271813869476,324,-18.005355834960938,555,8334
500.0,,,,305,170000,6.10630444,,328,,555,
500.0,,,,305,170000,6.10630444,,332,,555,
500.0,,,,305,170000,6.10630444,,336,,555,
500.0,,,,305,170000,6.10630444,,340,,555,
500.0,0.04268679767847061,4.549417018890381,0.00075,305,180000,5.517113909999998,0.003180605126544833,344,-17.615673065185547,588,8834
500.0,,,,305,180000,5.517113909999998,,348,,588,
500.0,,,,305,180000,5.517113909999998,,352,,588,
500.0,,,,305,180000,5.517113909999998,,356,,588,
500.0,,,,305,180000,5.517113909999998,,360,,588,
500.0,0.018747245892882347,-10.24154281616211,0.00075,305,190000,5.11174282,0.0029342842753976583,364,-16.815330505371094,621,9334
500.0,,,,305,190000,5.11174282,,368,,621,
500.0,,,,305,190000,5.11174282,,372,,621,
500.0,,,,305,190000,5.11174282,,376,,621,
500.0,,,,305,190000,5.11174282,,380,,621,
500.0,0.021338127553462982,-5.402090072631836,0.00075,305,200000,4.03525993,0.0026696613058447838,384,-16.54733657836914,653,9834
500.0,,,,305,200000,4.03525993,,388,,653,
500.0,,,,305,200000,4.03525993,,392,,653,
500.0,,,,305,200000,4.03525993,,396,,653,
500.0,,,,305,200000,4.03525993,,400,,653,
500.0,0.028763411566615105,-7.696223735809326,0.00075,306,210000,6.282223970000001,0.0025019424501806498,404,-16.36508560180664,685,10334
500.0,,,,306,210000,6.282223970000001,,408,,685,
500.0,,,,306,210000,6.282223970000001,,412,,685,
500.0,,,,306,210000,6.282223970000001,,416,,685,
500.0,,,,306,210000,6.282223970000001,,420,,685,
500.0,0.018376590684056282,0.5229939818382263,0.00075,305,220000,8.124216339999998,0.0025179297663271427,424,-16.220293045043945,719,10834
