train/critic_loss,train/ent_coef_loss,time/episodes,time/total_timesteps,train/learning_rate,train/n_updates,train/ent_coef,time/time_elapsed,rollout/ep_len_mean,train/actor_loss,rollout/ep_rew_mean,time/fps
,,1560,780000,,,,2638,500.0,,6.274563690000001,295
0.005724587477743626,5.629817962646484,1564,790000,0.00075,39334,0.0008511404157616198,2671,500.0,-4.525278091430664,5.11881508,295
,,1568,790000,,,,2671,500.0,,5.11881508,295
,,1572,790000,,,,2671,500.0,,5.11881508,295
,,1576,790000,,,,2671,500.0,,5.11881508,295
,,1580,790000,,,,2671,500.0,,5.11881508,295
0.0050444090738892555,-1.6017065048217773,1584,800000,0.00075,39834,0.0009315705392509699,2705,500.0,-4.520421981811523,3.8985871700000003,295
,,1588,800000,,,,2705,500.0,,3.8985871700000003,295
,,1592,800000,,,,2705,500.0,,3.8985871700000003,295
,,1596,800000,,,,2705,500.0,,3.8985871700000003,295
,,1600,800000,,,,2705,500.0,,3.8985871700000003,295
0.012664680369198322,-12.15531063079834,1604,810000,0.00075,40334,0.0007874746806919575,2740,500.0,-4.241418361663818,1.8718137000000001,295
,,1608,810000,,,,2740,500.0,,1.8718137000000001,295
,,1612,810000,,,,2740,500.0,,1.8718137000000001,295
,,1616,810000,,,,2740,500.0,,1.8718137000000001,295
,,1620,810000,,,,2740,500.0,,1.8718137000000001,295
0.004879143089056015,5.260257720947266,1624,820000,0.00075,40834,0.0008728860993869603,2774,500.0,-4.433218002319336,5.675057359999999,295
,,1628,820000,,,,2774,500.0,,5.675057359999999,295
,,1632,820000,,,,2774,500.0,,5.675057359999999,295
,,1636,820000,,,,2774,500.0,,5.675057359999999,295
,,1640,820000,,,,2774,500.0,,5.675057359999999,295
0.019007191061973572,-9.26324462890625,1644,830000,0.00075,41334,0.0009013785747811198,2807,500.0,-4.1305460929870605,13.491863710000002,295
,,1648,830000,,,,2807,500.0,,13.491863710000002,295
,,1652,830000,,,,2807,500.0,,13.491863710000002,295
,,1656,830000,,,,2807,500.0,,13.491863710000002,295
,,1660,830000,,,,2807,500.0,,13.491863710000002,295
0.0115394601598382,3.992954969406128,1664,840000,0.00075,41834,0.000877091777510941,2841,500.0,-4.397237777709961,14.302053279999996,295
,,1668,840000,,,,2841,500.0,,14.302053279999996,295
,,1672,840000,,,,2842,500.0,,14.302053279999996,295
,,1676,840000,,,,2842,500.0,,14.302053279999996,295
,,1680,840000,,,,2842,500.0,,14.302053279999996,295
0.005202705040574074,-3.4001901149749756,1684,850000,0.00075,42334,0.0009230257128365338,2876,500.0,-4.2066450119018555,14.86637889,295
,,1688,850000,,,,2876,500.0,,14.86637889,295
,,1692,850000,,,,2876,500.0,,14.86637889,295
,,1696,850000,,,,2876,500.0,,14.86637889,295
,,1700,850000,,,,2876,500.0,,14.86637889,295
0.011283072642982006,1.6882221698760986,1704,860000,0.00075,42834,0.0010137917706742883,2910,500.0,-4.174265384674072,19.322388180000004,295
,,1708,860000,,,,2910,500.0,,19.322388180000004,295
,,1712,860000,,,,2910,500.0,,19.322388180000004,295
,,1716,860000,,,,2910,500.0,,19.322388180000004,295
,,1720,860000,,,,2910,500.0,,19.322388180000004,295
0.010669554583728313,-0.9701621532440186,1724,870000,0.00075,43334,0.0010672654025256634,2944,500.0,-4.17481803894043,15.84970425,295
,,1728,870000,,,,2944,500.0,,15.84970425,295
,,1732,870000,,,,2944,500.0,,15.84970425,295
,,1736,870000,,,,2944,500.0,,15.84970425,295
,,1740,870000,,,,2944,500.0,,15.84970425,295
0.005270485766232014,-6.3732147216796875,1744,880000,0.00075,43834,0.0010381489992141724,2979,500.0,-4.005323886871338,10.51323792,295
,,1748,880000,,,,2979,500.0,,10.51323792,295
,,1752,880000,,,,2979,500.0,,10.51323792,295
,,1756,880000,,,,2979,500.0,,10.51323792,295
,,1760,880000,,,,2979,500.0,,10.51323792,295
0.015321904793381691,23.884963989257812,1764,890000,0.00075,44334,0.0010881368070840836,3012,500.0,-4.036092758178711,10.498637899999997,295
,,1768,890000,,,,3012,500.0,,10.498637899999997,295
,,1772,890000,,,,3012,500.0,,10.498637899999997,295
,,1776,890000,,,,3012,500.0,,10.498637899999997,295
,,1780,890000,,,,3012,500.0,,10.498637899999997,295
0.0168079175055027,-3.5045077800750732,1784,900000,0.00075,44834,0.0011645893100649118,3046,500.0,-4.01287841796875,11.348157550000002,295
,,1788,900000,,,,3046,500.0,,11.348157550000002,295
,,1792,900000,,,,3046,500.0,,11.348157550000002,295
,,1796,900000,,,,3046,500.0,,11.348157550000002,295
,,1800,900000,,,,3046,500.0,,11.348157550000002,295
0.188497856259346,-0.30075860023498535,1804,910000,0.00075,45334,0.0011948947794735432,3080,500.0,-4.379024505615234,12.608483839999998,295
,,1808,910000,,,,3080,500.0,,12.608483839999998,295
,,1812,910000,,,,3080,500.0,,12.608483839999998,295
,,1816,910000,,,,3080,500.0,,12.608483839999998,295
,,1820,910000,,,,3080,500.0,,12.608483839999998,295
0.09591647982597351,-0.8404805064201355,1824,920000,0.00075,45834,0.0013444937067106366,3114,500.0,-3.870893716812134,19.35041815,295
,,1828,920000,,,,3114,500.0,,19.35041815,295
,,1832,920000,,,,3114,500.0,,19.35041815,295
,,1836,920000,,,,3114,500.0,,19.35041815,295
,,1840,920000,,,,3114,500.0,,19.35041815,295
0.01993991807103157,7.071616172790527,1844,930000,0.00075,46334,0.0014219656586647034,3148,500.0,-4.321732997894287,21.836207490000003,295
,,1848,930000,,,,3148,500.0,,21.836207490000003,295
,,1852,930000,,,,3148,500.0,,21.836207490000003,295
,,1856,930000,,,,3148,500.0,,21.836207490000003,295
,,1860,930000,,,,3148,500.0,,21.836207490000003,295
0.03604690358042717,3.3011765480041504,1864,940000,0.00075,46834,0.0013787646312266588,3182,500.0,-4.226896286010742,25.90411443,295
,,1868,940000,,,,3182,500.0,,25.90411443,295
,,1872,940000,,,,3182,500.0,,25.90411443,295
,,1876,940000,,,,3182,500.0,,25.90411443,295
,,1880,940000,,,,3182,500.0,,25.90411443,295
0.0218924842774868,0.12656879425048828,1884,950000,0.00075,47334,0.0014329515397548676,3216,500.0,-4.459946155548096,27.649874099999998,295
,,1888,950000,,,,3216,500.0,,27.649874099999998,295
,,1892,950000,,,,3216,500.0,,27.649874099999998,295
,,1896,950000,,,,3216,500.0,,27.649874099999998,295
,,1900,950000,,,,3216,500.0,,27.649874099999998,295
0.2590545415878296,-2.287588119506836,1904,960000,0.00075,47834,0.0016256867675110698,3249,500.0,-4.343936920166016,25.78709418,295
,,1908,960000,,,,3249,500.0,,25.78709418,295
,,1912,960000,,,,3249,500.0,,25.78709418,295
,,1916,960000,,,,3249,500.0,,25.78709418,295
,,1920,960000,,,,3249,500.0,,25.78709418,295
0.018001161515712738,9.248848915100098,1924,970000,0.00075,48334,0.001481544808484614,3284,500.0,-3.8838374614715576,19.97628366,295
,,1928,970000,,,,3284,500.0,,19.97628366,295
,,1932,970000,,,,3284,500.0,,19.97628366,295
,,1936,970000,,,,3284,500.0,,19.97628366,295
,,1940,970000,,,,3284,500.0,,19.97628366,295
0.02711300738155842,-3.534121036529541,1944,980000,0.00075,48834,0.0014927625888958573,3318,500.0,-4.007006645202637,23.41334537,295
,,1948,980000,,,,3318,500.0,,23.41334537,295
,,1952,980000,,,,3318,500.0,,23.41334537,295
,,1956,980000,,,,3318,500.0,,23.41334537,295
,,1960,980000,,,,3318,500.0,,23.41334537,295
0.09875190258026123,0.8826138973236084,1964,990000,0.00075,49334,0.0018782670376822352,3352,500.0,-4.604541301727295,25.38030647,295
,,1968,990000,,,,3352,500.0,,25.38030647,295
,,1972,990000,,,,3352,500.0,,25.38030647,295
,,1976,990000,,,,3352,500.0,,25.38030647,295
,,1980,990000,,,,3352,500.0,,25.38030647,295
0.06664521992206573,-1.2078121900558472,1984,1000000,0.00075,49834,0.0017231738893315196,3386,500.0,-4.282905101776123,31.961121139999996,295
,,1988,1000000,,,,3386,500.0,,31.961121139999996,295
,,1992,1000000,,,,3386,500.0,,31.961121139999996,295
,,1996,1000000,,,,3386,500.0,,31.961121139999996,295
,,2000,1000000,,,,3386,500.0,,31.961121139999996,295
