train/critic_loss,train/ent_coef_loss,time/episodes,time/total_timesteps,train/learning_rate,train/n_updates,train/ent_coef,time/time_elapsed,rollout/ep_len_mean,train/actor_loss,rollout/ep_rew_mean,time/fps
,,372,190000,,,,636,500.0,,0.90338167,298
,,376,190000,,,,636,500.0,,0.90338167,298
,,380,190000,,,,636,500.0,,0.90338167,298
4.46994686126709,-1.079133152961731,384,200000,0.00075,9834,0.0027143852785229683,671,500.0,-16.675498962402344,1.4335172199999997,297
,,388,200000,,,,671,500.0,,1.4335172199999997,297
,,392,200000,,,,671,500.0,,1.4335172199999997,297
,,396,200000,,,,671,500.0,,1.4335172199999997,297
,,400,200000,,,,671,500.0,,1.4335172199999997,297
0.02188166417181492,0.83488929271698,404,210000,0.00075,10334,0.002726007252931595,704,500.0,-16.878543853759766,1.4063926999999996,297
,,408,210000,,,,704,500.0,,1.4063926999999996,297
,,412,210000,,,,704,500.0,,1.4063926999999996,297
,,416,210000,,,,704,500.0,,1.4063926999999996,297
,,420,210000,,,,704,500.0,,1.4063926999999996,297
0.0377211794257164,12.335708618164062,424,220000,0.00075,10834,0.0028220457024872303,738,500.0,-16.100610733032227,1.3953342500000003,297
,,428,220000,,,,738,500.0,,1.3953342500000003,297
,,432,220000,,,,738,500.0,,1.3953342500000003,297
,,436,220000,,,,738,500.0,,1.3953342500000003,297
,,440,220000,,,,738,500.0,,1.3953342500000003,297
0.05436854809522629,-6.091248035430908,444,230000,0.00075,11334,0.0024767094291746616,773,500.0,-15.937803268432617,1.25270285,297
,,448,230000,,,,773,500.0,,1.25270285,297
,,452,230000,,,,773,500.0,,1.25270285,297
,,456,230000,,,,773,500.0,,1.25270285,297
,,460,230000,,,,773,500.0,,1.25270285,297
2.5233066082000732,8.169315338134766,464,240000,0.00075,11834,0.0024329295847564936,807,500.0,-15.196653366088867,1.2547558200000002,297
,,468,240000,,,,807,500.0,,1.2547558200000002,297
,,472,240000,,,,807,500.0,,1.2547558200000002,297
,,476,240000,,,,807,500.0,,1.2547558200000002,297
,,480,240000,,,,807,500.0,,1.2547558200000002,297
0.042498622089624405,-3.5002975463867188,484,250000,0.00075,12334,0.0024026527535170317,841,500.0,-15.077327728271484,0.77710179,297
,,488,250000,,,,841,500.0,,0.77710179,297
,,492,250000,,,,841,500.0,,0.77710179,297
,,496,250000,,,,841,500.0,,0.77710179,297
,,500,250000,,,,841,500.0,,0.77710179,297
1.1938865184783936,1.87572181224823,504,260000,0.00075,12834,0.0023775752633810043,874,500.0,-14.518110275268555,0.8371302300000001,297
,,508,260000,,,,874,500.0,,0.8371302300000001,297
,,512,260000,,,,874,500.0,,0.8371302300000001,297
,,516,260000,,,,874,500.0,,0.8371302300000001,297
,,520,260000,,,,874,500.0,,0.8371302300000001,297
0.026068253442645073,4.147322654724121,524,270000,0.00075,13334,0.0024160451721400023,908,500.0,-14.764225006103516,0.8438278699999999,297
,,528,270000,,,,908,500.0,,0.8438278699999999,297
,,532,270000,,,,908,500.0,,0.8438278699999999,297
,,536,270000,,,,908,500.0,,0.8438278699999999,297
,,540,270000,,,,908,500.0,,0.8438278699999999,297
0.009176588617265224,-8.295333862304688,544,280000,0.00075,13834,0.0022695420775562525,942,500.0,-14.091350555419922,1.0907157799999998,297
,,548,280000,,,,942,500.0,,1.0907157799999998,297
,,552,280000,,,,942,500.0,,1.0907157799999998,297
,,556,280000,,,,942,500.0,,1.0907157799999998,297
,,560,280000,,,,942,500.0,,1.0907157799999998,297
0.010989617556333542,-9.530168533325195,564,290000,0.00075,14334,0.0023082431871443987,975,500.0,-14.076669692993164,1.1139372399999998,297
,,568,290000,,,,975,500.0,,1.1139372399999998,297
,,572,290000,,,,975,500.0,,1.1139372399999998,297
,,576,290000,,,,975,500.0,,1.1139372399999998,297
,,580,290000,,,,975,500.0,,1.1139372399999998,297
0.01721842773258686,-21.229494094848633,584,300000,0.00075,14834,0.002325040753930807,1009,500.0,-13.473830223083496,1.5833074499999997,297
,,588,300000,,,,1009,500.0,,1.5833074499999997,297
,,592,300000,,,,1009,500.0,,1.5833074499999997,297
,,596,300000,,,,1009,500.0,,1.5833074499999997,297
,,600,300000,,,,1009,500.0,,1.5833074499999997,297
0.5175446271896362,-4.755053520202637,604,310000,0.00075,15334,0.0018084353068843484,1043,500.0,-13.195697784423828,1.5430356799999996,297
,,608,310000,,,,1043,500.0,,1.5430356799999996,297
,,612,310000,,,,1043,500.0,,1.5430356799999996,297
,,616,310000,,,,1043,500.0,,1.5430356799999996,297
,,620,310000,,,,1043,500.0,,1.5430356799999996,297
0.013692706823348999,2.1266870498657227,624,320000,0.00075,15834,0.001794796553440392,1078,500.0,-13.092069625854492,1.53303566,296
,,628,320000,,,,1078,500.0,,1.53303566,296
,,632,320000,,,,1078,500.0,,1.53303566,296
,,636,320000,,,,1078,500.0,,1.53303566,296
,,640,320000,,,,1078,500.0,,1.53303566,296
0.019088139757514,8.601800918579102,644,330000,0.00075,16334,0.001732864766381681,1112,500.0,-12.462224960327148,1.27845957,296
,,648,330000,,,,1112,500.0,,1.27845957,296
,,652,330000,,,,1112,500.0,,1.27845957,296
,,656,330000,,,,1112,500.0,,1.27845957,296
,,660,330000,,,,1112,500.0,,1.27845957,296
0.008176257833838463,-0.006371200084686279,664,340000,0.00075,16834,0.0019297611434012651,1145,500.0,-12.636543273925781,1.3024008200000003,296
,,668,340000,,,,1145,500.0,,1.3024008200000003,296
,,672,340000,,,,1145,500.0,,1.3024008200000003,296
,,676,340000,,,,1145,500.0,,1.3024008200000003,296
,,680,340000,,,,1145,500.0,,1.3024008200000003,296
0.03175339102745056,-4.783605575561523,684,350000,0.00075,17334,0.0020300582982599735,1180,500.0,-11.914379119873047,0.8650618299999999,296
,,688,350000,,,,1180,500.0,,0.8650618299999999,296
,,692,350000,,,,1180,500.0,,0.8650618299999999,296
,,696,350000,,,,1180,500.0,,0.8650618299999999,296
,,700,350000,,,,1180,500.0,,0.8650618299999999,296
1.2385592460632324,-6.015108585357666,704,360000,0.00075,17834,0.0016999243525788188,1213,500.0,-12.207405090332031,0.85322353,296
,,708,360000,,,,1213,500.0,,0.85322353,296
,,712,360000,,,,1213,500.0,,0.85322353,296
,,716,360000,,,,1213,500.0,,0.85322353,296
,,720,360000,,,,1213,500.0,,0.85322353,296
0.011073188856244087,1.2028818130493164,724,370000,0.00075,18334,0.0017159665003418922,1247,500.0,-11.68454360961914,0.9125299600000001,296
,,728,370000,,,,1247,500.0,,0.9125299600000001,296
,,732,370000,,,,1247,500.0,,0.9125299600000001,296
,,736,370000,,,,1247,500.0,,0.9125299600000001,296
,,740,370000,,,,1247,500.0,,0.9125299600000001,296
0.014859242364764214,-4.561044692993164,744,380000,0.00075,18834,0.001593296998180449,1281,500.0,-11.30447769165039,0.9505015699999998,296
,,748,380000,,,,1281,500.0,,0.9505015699999998,296
,,752,380000,,,,1281,500.0,,0.9505015699999998,296
,,756,380000,,,,1281,500.0,,0.9505015699999998,296
,,760,380000,,,,1281,500.0,,0.9505015699999998,296
0.984087347984314,-2.4047703742980957,764,390000,0.00075,19334,0.0016459851758554578,1314,500.0,-11.099977493286133,1.24699327,296
,,768,390000,,,,1314,500.0,,1.24699327,296
,,772,390000,,,,1314,500.0,,1.24699327,296
,,776,390000,,,,1314,500.0,,1.24699327,296
,,780,390000,,,,1314,500.0,,1.24699327,296
0.010153188370168209,-2.496605634689331,784,400000,0.00075,19834,0.001671508653089404,1348,500.0,-11.087152481079102,1.24114725,296
,,788,400000,,,,1348,500.0,,1.24114725,296
,,792,400000,,,,1348,500.0,,1.24114725,296
,,796,400000,,,,1348,500.0,,1.24114725,296
,,800,400000,,,,1348,500.0,,1.24114725,296
0.8546473979949951,-4.532809257507324,804,410000,0.00075,20334,0.0015669207787141204,1382,500.0,-10.589685440063477,1.43545594,296
,,808,410000,,,,1382,500.0,,1.43545594,296
,,812,410000,,,,1382,500.0,,1.43545594,296
,,816,410000,,,,1382,500.0,,1.43545594,296
,,820,410000,,,,1382,500.0,,1.43545594,296
0.006794349290430546,-7.0666279792785645,824,420000,0.00075,20834,0.001376932836137712,1416,500.0,-10.417062759399414,1.38364918,296
,,828,420000,,,,1416,500.0,,1.38364918,296
,,832,420000,,,,1416,500.0,,1.38364918,296
,,836,420000,,,,1416,500.0,,1.38364918,296
,,840,420000,,,,1416,500.0,,1.38364918,296
0.008200948126614094,-8.40681266784668,844,430000,0.00075,21334,0.00146845867857337,1450,500.0,-10.066354751586914,1.7809288599999997,296
,,848,430000,,,,1450,500.0,,1.7809288599999997,296
,,852,430000,,,,1450,500.0,,1.7809288599999997,296
,,856,430000,,,,1450,500.0,,1.7809288599999997,296
,,860,430000,,,,1450,500.0,,1.7809288599999997,296
0.007294754963368177,-8.898558616638184,864,440000,0.00075,21834,0.0013850680552423,1483,500.0,-10.20926284790039,1.5444832099999999,296
,,868,440000,,,,1483,500.0,,1.5444832099999999,296
,,872,440000,,,,1483,500.0,,1.5444832099999999,296
,,876,440000,,,,1483,500.0,,1.5444832099999999,296
,,880,440000,,,,1484,500.0,,1.5444832099999999,296
0.012764737010002136,-7.337625980377197,884,450000,0.00075,22334,0.0014558671973645687,1518,500.0,-9.917787551879883,1.5405958999999998,296
,,888,450000,,,,1518,500.0,,1.5405958999999998,296
,,892,450000,,,,1518,500.0,,1.5405958999999998,296
,,896,450000,,,,1518,500.0,,1.5405958999999998,296
,,900,450000,,,,1518,500.0,,1.5405958999999998,296
0.005988555494695902,-11.811847686767578,904,460000,0.00075,22834,0.0013878566678613424,1552,500.0,-9.792743682861328,1.4065543299999999,296
,,908,460000,,,,1552,500.0,,1.4065543299999999,296
,,912,460000,,,,1552,500.0,,1.4065543299999999,296
,,916,460000,,,,1552,500.0,,1.4065543299999999,296
,,920,460000,,,,1552,500.0,,1.4065543299999999,296
0.008319157175719738,4.998553276062012,924,470000,0.00075,23334,0.001392283709719777,1585,500.0,-9.405937194824219,2.0789511099999998,296
,,928,470000,,,,1585,500.0,,2.0789511099999998,296
,,932,470000,,,,1585,500.0,,2.0789511099999998,296
,,936,470000,,,,1585,500.0,,2.0789511099999998,296
,,940,470000,,,,1585,500.0,,2.0789511099999998,296
0.733774721622467,-6.011229991912842,944,480000,0.00075,23834,0.0014329187106341124,1619,500.0,-8.982583045959473,2.8668076200000003,296
,,948,480000,,,,1619,500.0,,2.8668076200000003,296
,,952,480000,,,,1619,500.0,,2.8668076200000003,296
,,956,480000,,,,1619,500.0,,2.8668076200000003,296
,,960,480000,,,,1619,500.0,,2.8668076200000003,296
0.021625787019729614,9.391424179077148,964,490000,0.00075,24334,0.0014075031504034996,1652,500.0,-8.848063468933105,2.793448399999999,296
,,968,490000,,,,1652,500.0,,2.793448399999999,296
,,972,490000,,,,1652,500.0,,2.793448399999999,296
,,976,490000,,,,1652,500.0,,2.793448399999999,296
,,980,490000,,,,1652,500.0,,2.793448399999999,296
0.006937473081052303,3.041802406311035,984,500000,0.00075,24834,0.0013632486807182431,1686,500.0,-8.722970962524414,2.7296229,296
,,988,500000,,,,1686,500.0,,2.7296229,296
,,992,500000,,,,1686,500.0,,2.7296229,296
,,996,500000,,,,1686,500.0,,2.7296229,296
,,1000,500000,,,,1686,500.0,,2.7296229,296
0.007177561521530151,2.858036994934082,1004,510000,0.00075,25334,0.0014410652220249176,1720,500.0,-8.501550674438477,2.66135021,296
,,1008,510000,,,,1720,500.0,,2.66135021,296
,,1012,510000,,,,1720,500.0,,2.66135021,296
,,1016,510000,,,,1720,500.0,,2.66135021,296
,,1020,510000,,,,1720,500.0,,2.66135021,296
0.019266581162810326,-13.191991806030273,1024,520000,0.00075,25834,0.0011961477575823665,1753,500.0,-8.241583824157715,2.1789450799999996,296
,,1028,520000,,,,1753,500.0,,2.1789450799999996,296
,,1032,520000,,,,1753,500.0,,2.1789450799999996,296
,,1036,520000,,,,1753,500.0,,2.1789450799999996,296
,,1040,520000,,,,1753,500.0,,2.1789450799999996,296
0.010475367307662964,6.866689205169678,1044,530000,0.00075,26334,0.001116570900194347,1786,500.0,-8.023109436035156,0.9987663599999999,296
,,1048,530000,,,,1786,500.0,,0.9987663599999999,296
,,1052,530000,,,,1786,500.0,,0.9987663599999999,296
,,1056,530000,,,,1786,500.0,,0.9987663599999999,296
,,1060,530000,,,,1786,500.0,,0.9987663599999999,296
0.00698668509721756,-13.987133026123047,1064,540000,0.00075,26834,0.0011787801049649715,1820,500.0,-8.01229476928711,1.05124073,296
,,1068,540000,,,,1820,500.0,,1.05124073,296
,,1072,540000,,,,1820,500.0,,1.05124073,296
,,1076,540000,,,,1820,500.0,,1.05124073,296
,,1080,540000,,,,1820,500.0,,1.05124073,296
0.006314425263553858,-5.353684425354004,1084,550000,0.00075,27334,0.0011010410962626338,1854,500.0,-7.944153785705566,1.1315770600000001,296
,,1088,550000,,,,1854,500.0,,1.1315770600000001,296
,,1092,550000,,,,1854,500.0,,1.1315770600000001,296
,,1096,550000,,,,1854,500.0,,1.1315770600000001,296
,,1100,550000,,,,1854,500.0,,1.1315770600000001,296
0.016123339533805847,4.23223876953125,1104,560000,0.00075,27834,0.0011157108237966895,1888,500.0,-7.566092491149902,1.20598939,296
,,1108,560000,,,,1888,500.0,,1.20598939,296
,,1112,560000,,,,1888,500.0,,1.20598939,296
,,1116,560000,,,,1888,500.0,,1.20598939,296
,,1120,560000,,,,1888,500.0,,1.20598939,296
0.019904397428035736,-2.7777347564697266,1124,570000,0.00075,28334,0.0010650655021890998,1922,500.0,-7.230145454406738,1.0189583,296
,,1128,570000,,,,1922,500.0,,1.0189583,296
,,1132,570000,,,,1922,500.0,,1.0189583,296
,,1136,570000,,,,1922,500.0,,1.0189583,296
,,1140,570000,,,,1922,500.0,,1.0189583,296
0.006216902285814285,-2.518795967102051,1144,580000,0.00075,28834,0.001050303690135479,1956,500.0,-7.155353546142578,1.0035429,296
,,1148,580000,,,,1956,500.0,,1.0035429,296
,,1152,580000,,,,1956,500.0,,1.0035429,296
,,1156,580000,,,,1956,500.0,,1.0035429,296
,,1160,580000,,,,1956,500.0,,1.0035429,296
0.01827448606491089,-5.856926441192627,1164,590000,0.00075,29334,0.0010458383476361632,1990,500.0,-7.070348739624023,1.44502502,296
,,1168,590000,,,,1990,500.0,,1.44502502,296
,,1172,590000,,,,1990,500.0,,1.44502502,296
,,1176,590000,,,,1990,500.0,,1.44502502,296
,,1180,590000,,,,1990,500.0,,1.44502502,296
0.005127912387251854,3.743788719177246,1184,600000,0.00075,29834,0.0010023682843893766,2023,500.0,-7.079654693603516,1.3598538899999995,296
,,1188,600000,,,,2023,500.0,,1.3598538899999995,296
,,1192,600000,,,,2023,500.0,,1.3598538899999995,296
,,1196,600000,,,,2023,500.0,,1.3598538899999995,296
,,1200,600000,,,,2023,500.0,,1.3598538899999995,296
0.017611607909202576,-4.321742534637451,1204,610000,0.00075,30334,0.00105185282882303,2057,500.0,-6.704973220825195,1.2942258399999997,296
,,1208,610000,,,,2057,500.0,,1.2942258399999997,296
,,1212,610000,,,,2057,500.0,,1.2942258399999997,296
,,1216,610000,,,,2057,500.0,,1.2942258399999997,296
,,1220,610000,,,,2057,500.0,,1.2942258399999997,296
0.15985187888145447,7.291845321655273,1224,620000,0.00075,30834,0.0009654894238337874,2091,500.0,-6.573339462280273,1.4194491399999998,296
,,1228,620000,,,,2091,500.0,,1.4194491399999998,296
,,1232,620000,,,,2091,500.0,,1.4194491399999998,296
,,1236,620000,,,,2091,500.0,,1.4194491399999998,296
,,1240,620000,,,,2091,500.0,,1.4194491399999998,296
0.0031047253869473934,-5.442066192626953,1244,630000,0.00075,31334,0.001096623600460589,2124,500.0,-6.501816272735596,2.3221288299999996,296
,,1248,630000,,,,2124,500.0,,2.3221288299999996,296
,,1252,630000,,,,2124,500.0,,2.3221288299999996,296
,,1256,630000,,,,2124,500.0,,2.3221288299999996,296
,,1260,630000,,,,2124,500.0,,2.3221288299999996,296
0.01034941989928484,3.9002463817596436,1264,640000,0.00075,31834,0.0009006881155073643,2158,500.0,-6.338541030883789,1.7959561799999995,296
,,1268,640000,,,,2158,500.0,,1.7959561799999995,296
,,1272,640000,,,,2158,500.0,,1.7959561799999995,296
,,1276,640000,,,,2158,500.0,,1.7959561799999995,296
,,1280,640000,,,,2158,500.0,,1.7959561799999995,296
0.0033142585307359695,-11.954118728637695,1284,650000,0.00075,32334,0.0008838360663503408,2192,500.0,-6.236110687255859,3.6167554199999996,296
,,1288,650000,,,,2192,500.0,,3.6167554199999996,296
,,1292,650000,,,,2192,500.0,,3.6167554199999996,296
,,1296,650000,,,,2192,500.0,,3.6167554199999996,296
,,1300,650000,,,,2192,500.0,,3.6167554199999996,296
0.007310071028769016,-5.863508224487305,1304,660000,0.00075,32834,0.000884336419403553,2226,500.0,-6.141243934631348,8.062068870000001,296
,,1308,660000,,,,2226,500.0,,8.062068870000001,296
,,1312,660000,,,,2226,500.0,,8.062068870000001,296
,,1316,660000,,,,2226,500.0,,8.062068870000001,296
,,1320,660000,,,,2226,500.0,,8.062068870000001,296
0.00552511727437377,1.7591378688812256,1324,670000,0.00075,33334,0.0009498018771409988,2260,500.0,-5.796942710876465,8.404599489999999,296
,,1328,670000,,,,2260,500.0,,8.404599489999999,296
,,1332,670000,,,,2260,500.0,,8.404599489999999,296
,,1336,670000,,,,2260,500.0,,8.404599489999999,296
,,1340,670000,,,,2260,500.0,,8.404599489999999,296
0.005663163959980011,-9.357284545898438,1344,680000,0.00075,33834,0.0009028260828927159,2294,500.0,-5.783594131469727,7.705639470000001,296
,,1348,680000,,,,2294,500.0,,7.705639470000001,296
,,1352,680000,,,,2294,500.0,,7.705639470000001,296
,,1356,680000,,,,2294,500.0,,7.705639470000001,296
,,1360,680000,,,,2294,500.0,,7.705639470000001,296
0.005184384994208813,7.259001731872559,1364,690000,0.00075,34334,0.0009591968264430761,2329,500.0,-5.597095489501953,8.33214389,296
,,1368,690000,,,,2329,500.0,,8.33214389,296
,,1372,690000,,,,2329,500.0,,8.33214389,296
,,1376,690000,,,,2329,500.0,,8.33214389,296
,,1380,690000,,,,2329,500.0,,8.33214389,296
0.014078100211918354,-0.9798416495323181,1384,700000,0.00075,34834,0.00093554932391271,2363,500.0,-5.637328624725342,8.13831913,296
,,1388,700000,,,,2363,500.0,,8.13831913,296
,,1392,700000,,,,2363,500.0,,8.13831913,296
,,1396,700000,,,,2363,500.0,,8.13831913,296
,,1400,700000,,,,2363,500.0,,8.13831913,296
0.004124394152313471,-3.734398603439331,1404,710000,0.00075,35334,0.0008197726565413177,2398,500.0,-5.379351615905762,5.606835200000001,295
,,1408,710000,,,,2398,500.0,,5.606835200000001,295
,,1412,710000,,,,2398,500.0,,5.606835200000001,295
,,1416,710000,,,,2398,500.0,,5.606835200000001,295
,,1420,710000,,,,2398,500.0,,5.606835200000001,295
0.25152602791786194,-1.4935917854309082,1424,720000,0.00075,35834,0.0008137512486428022,2433,500.0,-5.37042236328125,5.22654925,295
,,1428,720000,,,,2433,500.0,,5.22654925,295
,,1432,720000,,,,2433,500.0,,5.22654925,295
,,1436,720000,,,,2433,500.0,,5.22654925,295
,,1440,720000,,,,2433,500.0,,5.22654925,295
0.23627498745918274,-6.813525199890137,1444,730000,0.00075,36334,0.0008810727158561349,2468,500.0,-5.063074111938477,7.00050363,295
,,1448,730000,,,,2468,500.0,,7.00050363,295
,,1452,730000,,,,2468,500.0,,7.00050363,295
,,1456,730000,,,,2468,500.0,,7.00050363,295
,,1460,730000,,,,2468,500.0,,7.00050363,295
0.014153322204947472,2.085690975189209,1464,740000,0.00075,36834,0.0008167967898771167,2502,500.0,-5.157538414001465,7.6701310000000005,295
,,1468,740000,,,,2502,500.0,,7.6701310000000005,295
,,1472,740000,,,,2502,500.0,,7.6701310000000005,295
,,1476,740000,,,,2502,500.0,,7.6701310000000005,295
,,1480,740000,,,,2502,500.0,,7.6701310000000005,295
0.29561322927474976,-10.409252166748047,1484,750000,0.00075,37334,0.0008864473202265799,2535,500.0,-5.060117721557617,7.486697240000001,295
,,1488,750000,,,,2535,500.0,,7.486697240000001,295
,,1492,750000,,,,2535,500.0,,7.486697240000001,295
,,1496,750000,,,,2535,500.0,,7.486697240000001,295
,,1500,750000,,,,2535,500.0,,7.486697240000001,295
0.17590029537677765,2.3702268600463867,1504,760000,0.00075,37834,0.0008607932250015438,2570,500.0,-5.110550403594971,7.898368840000001,295
,,1508,760000,,,,2570,500.0,,7.898368840000001,295
,,1512,760000,,,,2570,500.0,,7.898368840000001,295
,,1516,760000,,,,2570,500.0,,7.898368840000001,295
,,1520,760000,,,,2570,500.0,,7.898368840000001,295
0.002057677833363414,-0.0673980712890625,1524,770000,0.00075,38334,0.0008700765902176499,2604,500.0,-4.848180770874023,7.97825425,295
,,1528,770000,,,,2604,500.0,,7.97825425,295
,,1532,770000,,,,2604,500.0,,7.97825425,295
,,1536,770000,,,,2604,500.0,,7.97825425,295
,,1540,770000,,,,2604,500.0,,7.97825425,295
0.02717633731663227,18.573532104492188,1544,780000,0.00075,38834,0.0008469230378977954,2638,500.0,-4.663600921630859,6.274563690000001,295
,,1548,780000,,,,2638,500.0,,6.274563690000001,295
,,1552,780000,,,,2638,500.0,,6.274563690000001,295
,,1556,780000,,,,2638,500.0,,6.274563690000001,295
