rollout/ep_len_mean,train/actor_loss,train/learning_rate,time/episodes,train/ent_coef,rollout/ep_rew_mean,train/n_updates,train/critic_loss,train/ent_coef_loss,time/time_elapsed,time/fps,time/total_timesteps
500.0,,,1548,,63.51728969,,,,2603,299,780000
500.0,,,1552,,63.51728969,,,,2603,299,780000
500.0,,,1556,,63.51728969,,,,2603,299,780000
500.0,,,1560,,63.51728969,,,,2603,299,780000
500.0,-5.715725898742676,0.00075,1564,0.0014706815127283335,69.82386045,39334,0.010071735829114914,1.2682323455810547,2637,299,790000
500.0,,,1568,,69.82386045,,,,2637,299,790000
500.0,,,1572,,69.82386045,,,,2637,299,790000
500.0,,,1576,,69.82386045,,,,2637,299,790000
500.0,,,1580,,69.82386045,,,,2637,299,790000
500.0,-5.945201396942139,0.00075,1584,0.001441653585061431,65.80030031999999,39834,0.021953478455543518,-0.4730491638183594,2671,299,800000
500.0,,,1588,,65.80030031999999,,,,2671,299,800000
500.0,,,1592,,65.80030031999999,,,,2671,299,800000
500.0,,,1596,,65.80030031999999,,,,2671,299,800000
500.0,,,1600,,65.80030031999999,,,,2671,299,800000
500.0,-5.701352119445801,0.00075,1604,0.001603107200935483,55.67820942,40334,0.007580589968711138,-5.301558971405029,2705,299,810000
500.0,,,1608,,55.67820942,,,,2705,299,810000
500.0,,,1612,,55.67820942,,,,2705,299,810000
500.0,,,1616,,55.67820942,,,,2705,299,810000
500.0,,,1620,,55.67820942,,,,2705,299,810000
500.0,-6.084131717681885,0.00075,1624,0.0015418865950778127,52.835684440000016,40834,0.010634176433086395,3.9730732440948486,2737,299,820000
500.0,,,1628,,52.835684440000016,,,,2737,299,820000
500.0,,,1632,,52.835684440000016,,,,2737,299,820000
500.0,,,1636,,52.835684440000016,,,,2737,299,820000
500.0,,,1640,,52.835684440000016,,,,2737,299,820000
500.0,-6.256224155426025,0.00075,1644,0.001575452508404851,55.98905893,41334,0.010999671183526516,-1.7354423999786377,2770,299,830000
500.0,,,1648,,55.98905893,,,,2770,299,830000
500.0,,,1652,,55.98905893,,,,2770,299,830000
500.0,,,1656,,55.98905893,,,,2770,299,830000
500.0,,,1660,,55.98905893,,,,2770,299,830000
500.0,-6.03600549697876,0.00075,1664,0.0015347888693213463,47.319040700000016,41834,0.02434300258755684,2.1781582832336426,2802,299,840000
500.0,,,1668,,47.319040700000016,,,,2802,299,840000
500.0,,,1672,,47.319040700000016,,,,2802,299,840000
500.0,,,1676,,47.319040700000016,,,,2802,299,840000
500.0,,,1680,,47.319040700000016,,,,2802,299,840000
500.0,-6.402474880218506,0.00075,1684,0.0016623623669147491,40.54133756000001,42334,0.019454972818493843,-4.824934959411621,2836,299,850000
500.0,,,1688,,40.54133756000001,,,,2836,299,850000
500.0,,,1692,,40.54133756000001,,,,2836,299,850000
500.0,,,1696,,40.54133756000001,,,,2836,299,850000
500.0,,,1700,,40.54133756000001,,,,2836,299,850000
500.0,-6.3375468254089355,0.00075,1704,0.0017114795045927167,40.147499159999995,42834,0.0451660081744194,11.276766777038574,2869,299,860000
500.0,,,1708,,40.147499159999995,,,,2869,299,860000
500.0,,,1712,,40.147499159999995,,,,2869,299,860000
500.0,,,1716,,40.147499159999995,,,,2869,299,860000
500.0,,,1720,,40.147499159999995,,,,2869,299,860000
500.0,-6.439511299133301,0.00075,1724,0.0018751751631498337,46.692171489999986,43334,0.011142464354634285,12.209714889526367,2903,299,870000
500.0,,,1728,,46.692171489999986,,,,2903,299,870000
500.0,,,1732,,46.692171489999986,,,,2903,299,870000
500.0,,,1736,,46.692171489999986,,,,2903,299,870000
500.0,,,1740,,46.692171489999986,,,,2903,299,870000
500.0,-6.128593444824219,0.00075,1744,0.0020142209250479937,57.33535654,43834,0.009157175198197365,-0.9243370294570923,2936,299,880000
500.0,,,1748,,57.33535654,,,,2936,299,880000
500.0,,,1752,,57.33535654,,,,2936,299,880000
500.0,,,1756,,57.33535654,,,,2936,299,880000
500.0,,,1760,,57.33535654,,,,2936,299,880000
500.0,-6.266082763671875,0.00075,1764,0.0020731145050376654,68.42003271,44334,0.024508535861968994,-2.871302604675293,2969,299,890000
500.0,,,1768,,68.42003271,,,,2969,299,890000
500.0,,,1772,,68.42003271,,,,2969,299,890000
500.0,,,1776,,68.42003271,,,,2969,299,890000
500.0,,,1780,,68.42003271,,,,2969,299,890000
500.0,-6.675577163696289,0.00075,1784,0.001942189410328865,72.90276888,44834,0.09654209017753601,-0.16740554571151733,3002,299,900000
500.0,,,1788,,72.90276888,,,,3002,299,900000
500.0,,,1792,,72.90276888,,,,3002,299,900000
500.0,,,1796,,72.90276888,,,,3002,299,900000
500.0,,,1800,,72.90276888,,,,3002,299,900000
500.0,-6.246145248413086,0.00075,1804,0.001929416204802692,85.89104873000002,45334,0.013978890143334866,7.028773307800293,3035,299,910000
500.0,,,1808,,85.89104873000002,,,,3035,299,910000
500.0,,,1812,,85.89104873000002,,,,3035,299,910000
500.0,,,1816,,85.89104873000002,,,,3035,299,910000
500.0,,,1820,,85.89104873000002,,,,3035,299,910000
500.0,-6.541882514953613,0.00075,1824,0.0020561458077281713,92.96873204000002,45834,0.019181393086910248,4.860822677612305,3069,299,920000
500.0,,,1828,,92.96873204000002,,,,3069,299,920000
500.0,,,1832,,92.96873204000002,,,,3069,299,920000
500.0,,,1836,,92.96873204000002,,,,3069,299,920000
500.0,,,1840,,92.96873204000002,,,,3069,299,920000
500.0,-7.20859432220459,0.00075,1844,0.002141556004062295,88.46602870999999,46334,0.6588172912597656,8.599042892456055,3101,299,930000
500.0,,,1848,,88.46602870999999,,,,3101,299,930000
500.0,,,1852,,88.46602870999999,,,,3101,299,930000
500.0,,,1856,,88.46602870999999,,,,3101,299,930000
500.0,,,1860,,88.46602870999999,,,,3101,299,930000
500.0,-7.194757461547852,0.00075,1864,0.0021643463987857103,86.15436678,46834,0.1766829937696457,-5.411009788513184,3135,299,940000
500.0,,,1868,,86.15436678,,,,3135,299,940000
500.0,,,1872,,86.15436678,,,,3135,299,940000
500.0,,,1876,,86.15436678,,,,3135,299,940000
500.0,,,1880,,86.15436678,,,,3135,299,940000
500.0,-7.065119743347168,0.00075,1884,0.002097280463203788,95.92901637000001,47334,0.01658792234957218,0.39630842208862305,3167,299,950000
500.0,,,1888,,95.92901637000001,,,,3167,299,950000
500.0,,,1892,,95.92901637000001,,,,3167,299,950000
500.0,,,1896,,95.92901637000001,,,,3167,299,950000
500.0,,,1900,,95.92901637000001,,,,3167,299,950000
500.0,-6.791787147521973,0.00075,1904,0.002247402910143137,95.08625874,47834,0.0282294861972332,0.22631335258483887,3201,299,960000
500.0,,,1908,,95.08625874,,,,3201,299,960000
500.0,,,1912,,95.08625874,,,,3201,299,960000
500.0,,,1916,,95.08625874,,,,3201,299,960000
500.0,,,1920,,95.08625874,,,,3201,299,960000
500.0,-7.631869792938232,0.00075,1924,0.0022918840404599905,93.87973831,48334,0.034843236207962036,15.632882118225098,3234,299,970000
500.0,,,1928,,93.87973831,,,,3234,299,970000
500.0,,,1932,,93.87973831,,,,3234,299,970000
500.0,,,1936,,93.87973831,,,,3234,299,970000
500.0,,,1940,,93.87973831,,,,3234,299,970000
500.0,-7.275039196014404,0.00075,1944,0.0024025554303079844,103.02698357999999,48834,0.01847079209983349,1.3280155658721924,3268,299,980000
500.0,,,1948,,103.02698357999999,,,,3268,299,980000
500.0,,,1952,,103.02698357999999,,,,3268,299,980000
500.0,,,1956,,103.02698357999999,,,,3268,299,980000
500.0,,,1960,,103.02698357999999,,,,3268,299,980000
500.0,-7.86821985244751,0.00075,1964,0.002469068393111229,114.04688866000001,49334,0.06025724858045578,5.875278949737549,3302,299,990000
500.0,,,1968,,114.04688866000001,,,,3302,299,990000
500.0,,,1972,,114.04688866000001,,,,3302,299,990000
500.0,,,1976,,114.04688866000001,,,,3302,299,990000
500.0,,,1980,,114.04688866000001,,,,3302,299,990000
500.0,-8.592927932739258,0.00075,1984,0.002358915051445365,109.64101330999998,49834,0.03327963501214981,-5.502659320831299,3335,299,1000000
500.0,,,1988,,109.64101330999998,,,,3335,299,1000000
500.0,,,1992,,109.64101330999998,,,,3335,299,1000000
500.0,,,1996,,109.64101330999998,,,,3335,299,1000000
500.0,,,2000,,109.64101330999998,,,,3335,299,1000000
