rollout/ep_len_mean,train/actor_loss,train/learning_rate,time/episodes,train/ent_coef,rollout/ep_rew_mean,train/n_updates,train/critic_loss,train/ent_coef_loss,time/time_elapsed,time/fps,time/total_timesteps
500.0,,,360,,2.0548615000000003,,,,603,298,180000
500.0,-17.28437042236328,0.00075,364,0.0032551633194088936,1.8693743999999999,9334,0.04130489379167557,3.4947476387023926,637,298,190000
500.0,,,368,,1.8693743999999999,,,,637,298,190000
500.0,,,372,,1.8693743999999999,,,,637,298,190000
500.0,,,376,,1.8693743999999999,,,,637,298,190000
500.0,,,380,,1.8693743999999999,,,,637,298,190000
500.0,-16.63248062133789,0.00075,384,0.002977012889459729,2.0236057,9834,1.4903230667114258,-14.51785659790039,671,297,200000
500.0,,,388,,2.0236057,,,,671,297,200000
500.0,,,392,,2.0236057,,,,671,297,200000
500.0,,,396,,2.0236057,,,,671,297,200000
500.0,,,400,,2.0236057,,,,671,297,200000
500.0,-16.276878356933594,0.00075,404,0.0027391023468226194,2.3949897499999997,10334,0.03131301328539848,-2.5322649478912354,707,296,210000
500.0,,,408,,2.3949897499999997,,,,707,296,210000
500.0,,,412,,2.3949897499999997,,,,707,296,210000
500.0,,,416,,2.3949897499999997,,,,707,296,210000
500.0,,,420,,2.3949897499999997,,,,707,296,210000
500.0,-16.175256729125977,0.00075,424,0.002427119994536042,2.5988260999999993,10834,0.025706836953759193,-1.9447910785675049,741,296,220000
500.0,,,428,,2.5988260999999993,,,,741,296,220000
500.0,,,432,,2.5988260999999993,,,,741,296,220000
500.0,,,436,,2.5988260999999993,,,,741,296,220000
500.0,,,440,,2.5988260999999993,,,,741,296,220000
500.0,-15.534753799438477,0.00075,444,0.0023377237375825644,2.54393592,11334,0.026148663833737373,4.127355575561523,774,296,230000
500.0,,,448,,2.54393592,,,,774,296,230000
500.0,,,452,,2.54393592,,,,774,296,230000
500.0,,,456,,2.54393592,,,,774,296,230000
500.0,,,460,,2.54393592,,,,774,296,230000
500.0,-15.36934757232666,0.00075,464,0.002298542531207204,2.6526597400000003,11834,0.015107540413737297,-3.032296657562256,808,296,240000
500.0,,,468,,2.6526597400000003,,,,808,296,240000
500.0,,,472,,2.6526597400000003,,,,808,296,240000
500.0,,,476,,2.6526597400000003,,,,808,296,240000
500.0,,,480,,2.6526597400000003,,,,808,296,240000
500.0,-14.871057510375977,0.00075,484,0.0019525132374837995,2.80840393,12334,0.022832145914435387,-9.574307441711426,842,296,250000
500.0,,,488,,2.80840393,,,,842,296,250000
500.0,,,492,,2.80840393,,,,842,296,250000
500.0,,,496,,2.80840393,,,,842,296,250000
500.0,,,500,,2.80840393,,,,842,296,250000
500.0,-14.20060920715332,0.00075,504,0.0017156351823359728,2.1193364900000002,12834,0.08085095882415771,27.687726974487305,875,296,260000
500.0,,,508,,2.1193364900000002,,,,875,296,260000
500.0,,,512,,2.1193364900000002,,,,875,296,260000
500.0,,,516,,2.1193364900000002,,,,875,296,260000
500.0,,,520,,2.1193364900000002,,,,875,296,260000
500.0,-13.967016220092773,0.00075,524,0.001981995766982436,1.6137736299999998,13334,0.02331208996474743,0.9798918962478638,908,297,270000
500.0,,,528,,1.6137736299999998,,,,908,297,270000
500.0,,,532,,1.6137736299999998,,,,908,297,270000
500.0,,,536,,1.6137736299999998,,,,908,297,270000
500.0,,,540,,1.6137736299999998,,,,908,297,270000
500.0,-13.743412017822266,0.00075,544,0.0017662219470366836,1.82026538,13834,0.02357112243771553,-3.848262310028076,941,297,280000
500.0,,,548,,1.82026538,,,,941,297,280000
500.0,,,552,,1.82026538,,,,941,297,280000
500.0,,,556,,1.82026538,,,,941,297,280000
500.0,,,560,,1.82026538,,,,941,297,280000
500.0,-13.977346420288086,0.00075,564,0.0018067570636048913,2.06090876,14334,1.4262595176696777,-0.35516953468322754,975,297,290000
500.0,,,568,,2.06090876,,,,975,297,290000
500.0,,,572,,2.06090876,,,,975,297,290000
500.0,,,576,,2.06090876,,,,975,297,290000
500.0,,,580,,2.06090876,,,,975,297,290000
500.0,-13.398601531982422,0.00075,584,0.0019276973325759172,1.7631305300000002,14834,0.015820130705833435,-2.9074759483337402,1008,297,300000
500.0,,,588,,1.7631305300000002,,,,1008,297,300000
500.0,,,592,,1.7631305300000002,,,,1008,297,300000
500.0,,,596,,1.7631305300000002,,,,1008,297,300000
500.0,,,600,,1.7631305300000002,,,,1008,297,300000
500.0,-12.805904388427734,0.00075,604,0.0019488316029310226,1.6381098500000002,15334,0.013860238716006279,-2.395573139190674,1041,297,310000
500.0,,,608,,1.6381098500000002,,,,1041,297,310000
500.0,,,612,,1.6381098500000002,,,,1041,297,310000
500.0,,,616,,1.6381098500000002,,,,1041,297,310000
500.0,,,620,,1.6381098500000002,,,,1041,297,310000
500.0,-13.034968376159668,0.00075,624,0.0019680398982018232,1.7740515199999995,15834,0.014024223200976849,-3.543182849884033,1074,297,320000
500.0,,,628,,1.7740515199999995,,,,1074,297,320000
500.0,,,632,,1.7740515199999995,,,,1074,297,320000
500.0,,,636,,1.7740515199999995,,,,1074,297,320000
500.0,,,640,,1.7740515199999995,,,,1074,297,320000
500.0,-12.64608097076416,0.00075,644,0.0017443484393879771,1.4556858700000002,16334,0.0447172112762928,2.7922582626342773,1108,297,330000
500.0,,,648,,1.4556858700000002,,,,1108,297,330000
500.0,,,652,,1.4556858700000002,,,,1108,297,330000
500.0,,,656,,1.4556858700000002,,,,1108,297,330000
500.0,,,660,,1.4556858700000002,,,,1108,297,330000
500.0,-12.378385543823242,0.00075,664,0.0017605085158720613,1.05210203,16834,0.013194060884416103,1.2744102478027344,1141,297,340000
500.0,,,668,,1.05210203,,,,1141,297,340000
500.0,,,672,,1.05210203,,,,1141,297,340000
500.0,,,676,,1.05210203,,,,1141,297,340000
500.0,,,680,,1.05210203,,,,1141,297,340000
500.0,-12.25516128540039,0.00075,684,0.0016897062305361032,1.01110022,17334,0.006785925943404436,-6.385493278503418,1175,297,350000
500.0,,,688,,1.01110022,,,,1175,297,350000
500.0,,,692,,1.01110022,,,,1175,297,350000
500.0,,,696,,1.01110022,,,,1175,297,350000
500.0,,,700,,1.01110022,,,,1175,297,350000
500.0,-11.84660530090332,0.00075,704,0.0017421250231564045,1.3601001400000001,17834,0.028202805668115616,-0.03094172477722168,1208,297,360000
500.0,,,708,,1.3601001400000001,,,,1208,297,360000
500.0,,,712,,1.3601001400000001,,,,1208,297,360000
500.0,,,716,,1.3601001400000001,,,,1208,297,360000
500.0,,,720,,1.3601001400000001,,,,1208,297,360000
500.0,-11.147666931152344,0.00075,724,0.0017047249712049961,1.8188675699999997,18334,1.0601754188537598,10.742820739746094,1241,297,370000
500.0,,,728,,1.8188675699999997,,,,1241,297,370000
500.0,,,732,,1.8188675699999997,,,,1241,297,370000
500.0,,,736,,1.8188675699999997,,,,1241,297,370000
500.0,,,740,,1.8188675699999997,,,,1241,297,370000
500.0,-11.367471694946289,0.00075,744,0.0016868934035301208,1.8345721499999998,18834,0.02753063663840294,1.9564955234527588,1274,298,380000
500.0,,,748,,1.8345721499999998,,,,1274,298,380000
500.0,,,752,,1.8345721499999998,,,,1274,298,380000
500.0,,,756,,1.8345721499999998,,,,1274,298,380000
500.0,,,760,,1.8345721499999998,,,,1274,298,380000
500.0,-10.796297073364258,0.00075,764,0.0016163132386282086,2.3567618299999995,19334,0.010684455744922161,3.212794780731201,1307,298,390000
500.0,,,768,,2.3567618299999995,,,,1307,298,390000
500.0,,,772,,2.3567618299999995,,,,1307,298,390000
500.0,,,776,,2.3567618299999995,,,,1307,298,390000
500.0,,,780,,2.3567618299999995,,,,1307,298,390000
500.0,-10.559137344360352,0.00075,784,0.0015211141435429454,2.55878847,19834,0.00858626514673233,8.42596435546875,1340,298,400000
500.0,,,788,,2.55878847,,,,1340,298,400000
500.0,,,792,,2.55878847,,,,1340,298,400000
500.0,,,796,,2.55878847,,,,1340,298,400000
500.0,,,800,,2.55878847,,,,1340,298,400000
500.0,-10.561795234680176,0.00075,804,0.0014849582221359015,2.3525333600000002,20334,0.9167727828025818,-4.964621067047119,1374,298,410000
500.0,,,808,,2.3525333600000002,,,,1374,298,410000
500.0,,,812,,2.3525333600000002,,,,1374,298,410000
500.0,,,816,,2.3525333600000002,,,,1374,298,410000
500.0,,,820,,2.3525333600000002,,,,1374,298,410000
500.0,-10.357254981994629,0.00075,824,0.0015917607815936208,2.2838357900000004,20834,0.014301768504083157,-3.680846691131592,1407,298,420000
500.0,,,828,,2.2838357900000004,,,,1407,298,420000
500.0,,,832,,2.2838357900000004,,,,1407,298,420000
500.0,,,836,,2.2838357900000004,,,,1407,298,420000
500.0,,,840,,2.2838357900000004,,,,1407,298,420000
500.0,-10.01378059387207,0.00075,844,0.001486232620663941,2.43910768,21334,0.013203722424805164,-2.875497817993164,1439,298,430000
500.0,,,848,,2.43910768,,,,1439,298,430000
500.0,,,852,,2.43910768,,,,1439,298,430000
500.0,,,856,,2.43910768,,,,1439,298,430000
500.0,,,860,,2.43910768,,,,1439,298,430000
500.0,-9.818065643310547,0.00075,864,0.001349331927485764,4.682374320000001,21834,0.7679538726806641,3.3746068477630615,1472,298,440000
500.0,,,868,,4.682374320000001,,,,1473,298,440000
500.0,,,872,,4.682374320000001,,,,1473,298,440000
500.0,,,876,,4.682374320000001,,,,1473,298,440000
500.0,,,880,,4.682374320000001,,,,1473,298,440000
500.0,-9.724020004272461,0.00075,884,0.0012639983324334025,5.093996979999999,22334,0.0043317838571965694,3.2603235244750977,1506,298,450000
500.0,,,888,,5.093996979999999,,,,1506,298,450000
500.0,,,892,,5.093996979999999,,,,1506,298,450000
500.0,,,896,,5.093996979999999,,,,1506,298,450000
500.0,,,900,,5.093996979999999,,,,1506,298,450000
500.0,-9.189279556274414,0.00075,904,0.0014237642753869295,6.967682130000001,22834,0.3711812496185303,-7.944024085998535,1539,298,460000
500.0,,,908,,6.967682130000001,,,,1539,298,460000
500.0,,,912,,6.967682130000001,,,,1539,298,460000
500.0,,,916,,6.967682130000001,,,,1539,298,460000
500.0,,,920,,6.967682130000001,,,,1539,298,460000
500.0,-9.286827087402344,0.00075,924,0.0013076053000986576,6.930738369999999,23334,0.00594896636903286,-11.508515357971191,1573,298,470000
500.0,,,928,,6.930738369999999,,,,1573,298,470000
500.0,,,932,,6.930738369999999,,,,1573,298,470000
500.0,,,936,,6.930738369999999,,,,1573,298,470000
500.0,,,940,,6.930738369999999,,,,1573,298,470000
500.0,-8.911016464233398,0.00075,944,0.00110180105548352,10.39568263,23834,0.5753352642059326,-9.272554397583008,1606,298,480000
500.0,,,948,,10.39568263,,,,1606,298,480000
500.0,,,952,,10.39568263,,,,1606,298,480000
500.0,,,956,,10.39568263,,,,1606,298,480000
500.0,,,960,,10.39568263,,,,1606,298,480000
500.0,-8.631805419921875,0.00075,964,0.0010411114199087024,10.77705871,24334,0.9875065088272095,3.2626121044158936,1639,298,490000
500.0,,,968,,10.77705871,,,,1639,298,490000
500.0,,,972,,10.77705871,,,,1639,298,490000
500.0,,,976,,10.77705871,,,,1639,298,490000
500.0,,,980,,10.77705871,,,,1639,298,490000
500.0,-8.403715133666992,0.00075,984,0.0010403512278571725,13.028598600000002,24834,0.5865312218666077,2.162768840789795,1671,299,500000
500.0,,,988,,13.028598600000002,,,,1671,299,500000
500.0,,,992,,13.028598600000002,,,,1671,299,500000
500.0,,,996,,13.028598600000002,,,,1671,299,500000
500.0,,,1000,,13.028598600000002,,,,1671,299,500000
500.0,-8.05956745147705,0.00075,1004,0.0011488625314086676,13.78747861,25334,0.012819163501262665,13.459259033203125,1704,299,510000
500.0,,,1008,,13.78747861,,,,1704,299,510000
500.0,,,1012,,13.78747861,,,,1704,299,510000
500.0,,,1016,,13.78747861,,,,1704,299,510000
500.0,,,1020,,13.78747861,,,,1704,299,510000
500.0,-8.165599822998047,0.00075,1024,0.001249056775122881,14.152115310000001,25834,0.4463919401168823,-14.47010612487793,1737,299,520000
500.0,,,1028,,14.152115310000001,,,,1737,299,520000
500.0,,,1032,,14.152115310000001,,,,1737,299,520000
500.0,,,1036,,14.152115310000001,,,,1737,299,520000
500.0,,,1040,,14.152115310000001,,,,1737,299,520000
500.0,-8.024792671203613,0.00075,1044,0.0010859116446226835,12.80964136,26334,0.005668915808200836,8.908073425292969,1771,299,530000
500.0,,,1048,,12.80964136,,,,1771,299,530000
500.0,,,1052,,12.80964136,,,,1771,299,530000
500.0,,,1056,,12.80964136,,,,1771,299,530000
500.0,,,1060,,12.80964136,,,,1771,299,530000
500.0,-7.704873085021973,0.00075,1064,0.0013221964472904801,12.33735685,26834,0.3194991946220398,16.487442016601562,1804,299,540000
500.0,,,1068,,12.33735685,,,,1804,299,540000
500.0,,,1072,,12.33735685,,,,1804,299,540000
500.0,,,1076,,12.33735685,,,,1804,299,540000
500.0,,,1080,,12.33735685,,,,1804,299,540000
500.0,-7.5601606369018555,0.00075,1084,0.00118920486420393,11.926864210000002,27334,0.008215917274355888,-0.6137294769287109,1838,299,550000
500.0,,,1088,,11.926864210000002,,,,1838,299,550000
500.0,,,1092,,11.926864210000002,,,,1838,299,550000
500.0,,,1096,,11.926864210000002,,,,1838,299,550000
500.0,,,1100,,11.926864210000002,,,,1838,299,550000
500.0,-7.589075088500977,0.00075,1104,0.0011671014362946153,12.902087860000002,27834,0.006711841095238924,-2.6674399375915527,1871,299,560000
500.0,,,1108,,12.902087860000002,,,,1871,299,560000
500.0,,,1112,,12.902087860000002,,,,1871,299,560000
500.0,,,1116,,12.902087860000002,,,,1871,299,560000
500.0,,,1120,,12.902087860000002,,,,1871,299,560000
500.0,-7.400862693786621,0.00075,1124,0.0012218195479363203,15.58025578,28334,0.007383306045085192,-0.7217128276824951,1904,299,570000
500.0,,,1128,,15.58025578,,,,1904,299,570000
500.0,,,1132,,15.58025578,,,,1904,299,570000
500.0,,,1136,,15.58025578,,,,1904,299,570000
500.0,,,1140,,15.58025578,,,,1904,299,570000
500.0,-7.13033390045166,0.00075,1144,0.00123379856813699,15.166832949999998,28834,0.006609920412302017,11.291484832763672,1937,299,580000
500.0,,,1148,,15.166832949999998,,,,1937,299,580000
500.0,,,1152,,15.166832949999998,,,,1937,299,580000
500.0,,,1156,,15.166832949999998,,,,1937,299,580000
500.0,,,1160,,15.166832949999998,,,,1937,299,580000
500.0,-7.1149115562438965,0.00075,1164,0.0013169106096029282,16.37218451,29334,0.013056877069175243,-9.400638580322266,1971,299,590000
500.0,,,1168,,16.37218451,,,,1971,299,590000
500.0,,,1172,,16.37218451,,,,1971,299,590000
500.0,,,1176,,16.37218451,,,,1971,299,590000
500.0,,,1180,,16.37218451,,,,1971,299,590000
500.0,-7.118887424468994,0.00075,1184,0.0014162545558065176,21.677904270000003,29834,0.007017940282821655,-3.396622896194458,2005,299,600000
500.0,,,1188,,21.677904270000003,,,,2005,299,600000
500.0,,,1192,,21.677904270000003,,,,2005,299,600000
500.0,,,1196,,21.677904270000003,,,,2005,299,600000
500.0,,,1200,,21.677904270000003,,,,2005,299,600000
500.0,-6.668540954589844,0.00075,1204,0.00129797519184649,19.37602708,30334,0.009671606123447418,1.6701276302337646,2038,299,610000
500.0,,,1208,,19.37602708,,,,2038,299,610000
500.0,,,1212,,19.37602708,,,,2038,299,610000
500.0,,,1216,,19.37602708,,,,2038,299,610000
500.0,,,1220,,19.37602708,,,,2038,299,610000
500.0,-6.809564590454102,0.00075,1224,0.0013573175529018044,20.40066242,30834,0.23303094506263733,2.0010392665863037,2073,298,620000
500.0,,,1228,,20.40066242,,,,2073,298,620000
500.0,,,1232,,20.40066242,,,,2073,298,620000
500.0,,,1236,,20.40066242,,,,2073,298,620000
500.0,,,1240,,20.40066242,,,,2073,298,620000
500.0,-6.463330268859863,0.00075,1244,0.0014179607387632132,22.061874710000005,31334,0.006590448785573244,-2.609917163848877,2107,298,630000
500.0,,,1248,,22.061874710000005,,,,2107,298,630000
500.0,,,1252,,22.061874710000005,,,,2107,298,630000
500.0,,,1256,,22.061874710000005,,,,2107,298,630000
500.0,,,1260,,22.061874710000005,,,,2107,298,630000
500.0,-6.4322309494018555,0.00075,1264,0.0012650650460273027,23.125558260000002,31834,0.004552491474896669,5.35891580581665,2140,299,640000
500.0,,,1268,,23.125558260000002,,,,2140,298,640000
500.0,,,1272,,23.125558260000002,,,,2140,298,640000
500.0,,,1276,,23.125558260000002,,,,2140,298,640000
500.0,,,1280,,23.125558260000002,,,,2140,298,640000
500.0,-6.644276142120361,0.00075,1284,0.0013472487917169929,18.08235974,32334,0.006760094314813614,-1.3957470655441284,2174,298,650000
500.0,,,1288,,18.08235974,,,,2174,298,650000
500.0,,,1292,,18.08235974,,,,2174,298,650000
500.0,,,1296,,18.08235974,,,,2174,298,650000
500.0,,,1300,,18.08235974,,,,2174,298,650000
500.0,-6.113857746124268,0.00075,1304,0.0013064354425296187,21.579546029999996,32834,0.02138369530439377,2.682981014251709,2207,298,660000
500.0,,,1308,,21.579546029999996,,,,2207,298,660000
500.0,,,1312,,21.579546029999996,,,,2207,298,660000
500.0,,,1316,,21.579546029999996,,,,2207,298,660000
500.0,,,1320,,21.579546029999996,,,,2207,298,660000
500.0,-6.352578163146973,0.00075,1324,0.00153099384624511,20.524527359999997,33334,0.005470387637615204,-2.3455910682678223,2240,299,670000
500.0,,,1328,,20.524527359999997,,,,2240,298,670000
500.0,,,1332,,20.524527359999997,,,,2240,298,670000
500.0,,,1336,,20.524527359999997,,,,2240,298,670000
500.0,,,1340,,20.524527359999997,,,,2240,298,670000
500.0,-6.260939121246338,0.00075,1344,0.0014274732675403357,18.806616409999997,33834,0.3290642499923706,9.683116912841797,2273,299,680000
500.0,,,1348,,18.806616409999997,,,,2274,299,680000
500.0,,,1352,,18.806616409999997,,,,2274,299,680000
500.0,,,1356,,18.806616409999997,,,,2274,299,680000
500.0,,,1360,,18.806616409999997,,,,2274,299,680000
500.0,-6.227656364440918,0.00075,1364,0.0013604058185592294,16.27483973,34334,0.006532277911901474,-3.489531993865967,2307,299,690000
500.0,,,1368,,16.27483973,,,,2307,299,690000
500.0,,,1372,,16.27483973,,,,2307,299,690000
500.0,,,1376,,16.27483973,,,,2307,299,690000
500.0,,,1380,,16.27483973,,,,2307,299,690000
500.0,-6.134188652038574,0.00075,1384,0.0014957779785618186,17.822985720000002,34834,0.0061807818710803986,-6.635256767272949,2339,299,700000
500.0,,,1388,,17.822985720000002,,,,2339,299,700000
500.0,,,1392,,17.822985720000002,,,,2339,299,700000
500.0,,,1396,,17.822985720000002,,,,2339,299,700000
500.0,,,1400,,17.822985720000002,,,,2339,299,700000
500.0,-5.937065601348877,0.00075,1404,0.001326582976616919,20.315937269999996,35334,0.004508562386035919,0.9010022878646851,2371,299,710000
500.0,,,1408,,20.315937269999996,,,,2371,299,710000
500.0,,,1412,,20.315937269999996,,,,2371,299,710000
500.0,,,1416,,20.315937269999996,,,,2371,299,710000
500.0,,,1420,,20.315937269999996,,,,2371,299,710000
500.0,-6.1931657791137695,0.00075,1424,0.001380284782499075,21.53854146,35834,0.007620650343596935,6.024229526519775,2405,299,720000
500.0,,,1428,,21.53854146,,,,2405,299,720000
500.0,,,1432,,21.53854146,,,,2405,299,720000
500.0,,,1436,,21.53854146,,,,2405,299,720000
500.0,,,1440,,21.53854146,,,,2405,299,720000
500.0,-5.973715782165527,0.00075,1444,0.0012965642381459475,29.092402309999997,36334,0.009320104494690895,-3.1177074909210205,2439,299,730000
500.0,,,1448,,29.092402309999997,,,,2439,299,730000
500.0,,,1452,,29.092402309999997,,,,2439,299,730000
500.0,,,1456,,29.092402309999997,,,,2439,299,730000
500.0,,,1460,,29.092402309999997,,,,2439,299,730000
500.0,-5.9780073165893555,0.00075,1464,0.0013036048039793968,36.5013837,36834,0.04712964594364166,-5.512778282165527,2471,299,740000
500.0,,,1468,,36.5013837,,,,2471,299,740000
500.0,,,1472,,36.5013837,,,,2471,299,740000
500.0,,,1476,,36.5013837,,,,2471,299,740000
500.0,,,1480,,36.5013837,,,,2471,299,740000
500.0,-5.819801330566406,0.00075,1484,0.0012913967948406935,51.629887630000006,37334,0.007845778949558735,0.7822685241699219,2504,299,750000
500.0,,,1488,,51.629887630000006,,,,2504,299,750000
500.0,,,1492,,51.629887630000006,,,,2504,299,750000
500.0,,,1496,,51.629887630000006,,,,2504,299,750000
500.0,,,1500,,51.629887630000006,,,,2504,299,750000
500.0,-5.814746856689453,0.00075,1504,0.0012921334709972143,61.45474348999999,37834,0.009061714634299278,-0.4550461769104004,2537,299,760000
500.0,,,1508,,61.45474348999999,,,,2537,299,760000
500.0,,,1512,,61.45474348999999,,,,2537,299,760000
500.0,,,1516,,61.45474348999999,,,,2537,299,760000
500.0,,,1520,,61.45474348999999,,,,2537,299,760000
500.0,-5.7974019050598145,0.00075,1524,0.0014034679625183344,66.73601845,38334,0.015606781467795372,5.333610534667969,2569,299,770000
500.0,,,1528,,66.73601845,,,,2569,299,770000
500.0,,,1532,,66.73601845,,,,2569,299,770000
500.0,,,1536,,66.73601845,,,,2569,299,770000
500.0,,,1540,,66.73601845,,,,2569,299,770000
500.0,-5.928411960601807,0.00075,1544,0.0013351261150091887,63.51728969,38834,0.3388493061065674,1.5507025718688965,2603,299,780000
