time/episodes,time/time_elapsed,train/learning_rate,train/n_updates,rollout/ep_len_mean,train/actor_loss,time/fps,train/ent_coef,train/critic_loss,rollout/ep_rew_mean,time/total_timesteps,train/ent_coef_loss
1344,2847,0.00075,67169,500.0,-43.03075408935547,237,0.01633935607969761,70.35260009765625,176.56,675000,-1.296223759651184
1348,2847,,,500.0,,237,,,176.56,675000,
1352,2868,0.00075,67669,500.0,-50.24498748779297,237,0.018463321030139923,2.3519785404205322,154.05,680000,-1.836777925491333
1356,2868,,,500.0,,237,,,154.05,680000,
1360,2868,,,500.0,,237,,,154.05,680000,
1364,2889,0.00075,68169,500.0,-51.40391540527344,237,0.01701853983104229,1.7753825187683105,178.44,685000,2.76739501953125
1368,2889,,,500.0,,237,,,178.44,685000,
1372,2911,0.00075,68669,500.0,-49.3354606628418,237,0.01734616607427597,14.3610258102417,168.6,690000,0.6956280469894409
1376,2911,,,500.0,,237,,,168.6,690000,
1380,2911,,,500.0,,237,,,168.6,690000,
1384,2932,0.00075,69169,500.0,-51.459407806396484,237,0.017689216881990433,4.799142360687256,155.64,695000,-2.8058621883392334
1388,2932,,,500.0,,237,,,155.64,695000,
1392,2953,0.00075,69669,500.0,-45.89118576049805,237,0.016687046736478806,1.4601809978485107,145.9,700000,-4.08782958984375
1396,2953,,,500.0,,237,,,145.9,700000,
1400,2953,,,500.0,,237,,,145.9,700000,
1404,2975,0.00075,70169,500.0,-49.485416412353516,236,0.017211759462952614,1.3211698532104492,149.01,705000,7.746630668640137
1408,2975,,,500.0,,236,,,149.01,705000,
1412,2996,0.00075,70669,500.0,-49.601722717285156,236,0.01639167033135891,20.236408233642578,133.73,710000,0.5269379019737244
1416,2996,,,500.0,,236,,,133.73,710000,
1420,2996,,,500.0,,236,,,133.73,710000,
1424,3018,0.00075,71169,500.0,-50.27685546875,236,0.017613684758543968,2.03157377243042,149.5,715000,-2.573514461517334
1428,3018,,,500.0,,236,,,149.5,715000,
1432,3039,0.00075,71669,500.0,-52.63359069824219,236,0.016612539067864418,1.689638614654541,166.46,720000,0.6520980596542358
1436,3039,,,500.0,,236,,,166.46,720000,
1440,3039,,,500.0,,236,,,166.46,720000,
1444,3060,0.00075,72169,500.0,-47.76982116699219,236,0.01712692715227604,1.345245599746704,187.43,725000,-2.705345869064331
1448,3060,,,500.0,,236,,,187.43,725000,
1452,3082,0.00075,72669,500.0,-49.368736267089844,236,0.015532544814050198,11.767784118652344,216.68,730000,-0.3810122013092041
1456,3082,,,500.0,,236,,,216.68,730000,
1460,3082,,,500.0,,236,,,216.68,730000,
1464,3103,0.00075,73169,500.0,-53.34370422363281,236,0.014551294967532158,1.432422399520874,202.03,735000,-1.6941328048706055
1468,3103,,,500.0,,236,,,202.03,735000,
1472,3125,0.00075,73669,500.0,-48.38848114013672,236,0.015429662540555,1.7317895889282227,221.31,740000,2.107466220855713
1476,3125,,,500.0,,236,,,221.31,740000,
1480,3125,,,500.0,,236,,,221.31,740000,
1484,3146,0.00075,74169,500.0,-46.30408477783203,236,0.014783678576350212,2.2286157608032227,232.03,745000,2.0521280765533447
1488,3146,,,500.0,,236,,,232.03,745000,
1492,3168,0.00075,74669,500.0,-53.661075592041016,236,0.015979792922735214,24.181501388549805,249.47,750000,-4.8353118896484375
1496,3168,,,500.0,,236,,,249.47,750000,
1500,3168,,,500.0,,236,,,249.47,750000,
1504,3189,0.00075,75169,500.0,-55.07267761230469,236,0.015136976726353168,1.383497714996338,283.28,755000,1.3319803476333618
1508,3189,,,500.0,,236,,,283.28,755000,
1512,3210,0.00075,75669,500.0,-57.0653076171875,236,0.015416748821735382,1.3086353540420532,309.23,760000,2.3229565620422363
1516,3210,,,500.0,,236,,,309.23,760000,
1520,3210,,,500.0,,236,,,309.23,760000,
1524,3232,0.00075,76169,500.0,-51.13176727294922,236,0.015125664882361889,16.78459930419922,300.45,765000,0.2661491632461548
1528,3232,,,500.0,,236,,,300.45,765000,
1532,3252,0.00075,76669,500.0,-51.730865478515625,236,0.016053233295679092,40.90885925292969,299.83,770000,2.9271228313446045
1536,3252,,,500.0,,236,,,299.83,770000,
1540,3252,,,500.0,,236,,,299.83,770000,
1544,3273,0.00075,77169,500.0,-53.10603713989258,236,0.016593940556049347,1.4585161209106445,288.96,775000,0.34213078022003174
1548,3273,,,500.0,,236,,,288.96,775000,
1552,3295,0.00075,77669,500.0,-62.236785888671875,236,0.01640322618186474,5.23684024810791,289.12,780000,-0.7888262271881104
1556,3295,,,500.0,,236,,,289.12,780000,
1560,3295,,,500.0,,236,,,289.12,780000,
1564,3317,0.00075,78169,500.0,-52.21030044555664,236,0.015940416604280472,1.2850309610366821,291.32,785000,-0.948798656463623
1568,3317,,,500.0,,236,,,291.32,785000,
1572,3337,0.00075,78669,500.0,-53.60035705566406,236,0.0153841283172369,1.121833086013794,306.78,790000,-1.3790583610534668
1576,3337,,,500.0,,236,,,306.78,790000,
1580,3337,,,500.0,,236,,,306.78,790000,
1584,3358,0.00075,79169,500.0,-54.834896087646484,236,0.015104610472917557,1.3040354251861572,314.09,795000,-1.0661442279815674
1588,3358,,,500.0,,236,,,314.09,795000,
1592,3379,0.00075,79669,500.0,-57.398475646972656,236,0.014782226644456387,2.208770990371704,327.85,800000,2.285919666290283
1596,3379,,,500.0,,236,,,327.85,800000,
1600,3379,,,500.0,,236,,,327.85,800000,
1604,3401,0.00075,80169,500.0,-55.421241760253906,236,0.014063706621527672,1.280694603919983,319.47,805000,3.323042869567871
1608,3401,,,500.0,,236,,,319.47,805000,
1612,3422,0.00075,80669,500.0,-55.828147888183594,236,0.016184017062187195,1.8948734998703003,308.62,810000,7.55151891708374
1616,3422,,,500.0,,236,,,308.62,810000,
1620,3422,,,500.0,,236,,,308.62,810000,
1624,3444,0.00075,81169,500.0,-49.74542236328125,236,0.01642114855349064,47.290924072265625,321.18,815000,0.21950900554656982
1628,3444,,,500.0,,236,,,321.18,815000,
1632,3466,0.00075,81669,500.0,-50.64848709106445,236,0.014967098832130432,0.8952071666717529,327.85,820000,-5.380601406097412
1636,3466,,,500.0,,236,,,327.85,820000,
1640,3466,,,500.0,,236,,,327.85,820000,
1644,3488,0.00075,82169,500.0,-52.3605842590332,236,0.01355421356856823,61.91709518432617,353.91,825000,0.5881466865539551
1648,3488,,,500.0,,236,,,353.91,825000,
1652,3509,0.00075,82669,500.0,-54.50220489501953,236,0.014203935861587524,1.0216890573501587,354.79,830000,0.6043358445167542
1656,3509,,,500.0,,236,,,354.79,830000,
1660,3509,,,500.0,,236,,,354.79,830000,
1664,3531,0.00075,83169,500.0,-55.906349182128906,236,0.013107210397720337,2.8236184120178223,360.26,835000,1.5192049741744995
1668,3531,,,500.0,,236,,,360.26,835000,
1672,3552,0.00075,83669,500.0,-56.08405303955078,236,0.014025681652128696,35.12230682373047,359.12,840000,2.2567555904388428
1676,3552,,,500.0,,236,,,359.12,840000,
1680,3552,,,500.0,,236,,,359.12,840000,
1684,3573,0.00075,84169,500.0,-54.035804748535156,236,0.014888961799442768,0.885032594203949,361.71,845000,-2.433887004852295
1688,3573,,,500.0,,236,,,361.71,845000,
1692,3594,0.00075,84669,500.0,-53.666481018066406,236,0.01570228300988674,1.639487385749817,357.05,850000,-2.5274758338928223
1696,3594,,,500.0,,236,,,357.05,850000,
1700,3594,,,500.0,,236,,,357.05,850000,
1704,3616,0.00075,85169,500.0,-51.118675231933594,236,0.014756085351109505,1.1661126613616943,358.76,855000,5.554224491119385
1708,3616,,,500.0,,236,,,358.76,855000,
1712,3636,0.00075,85669,500.0,-52.48974609375,236,0.0158973541110754,21.077791213989258,362.69,860000,7.773125648498535
1716,3636,,,500.0,,236,,,362.69,860000,
1720,3636,,,500.0,,236,,,362.69,860000,
1724,3657,0.00075,86169,500.0,-54.24676513671875,236,0.014228406362235546,1.4499489068984985,366.14,865000,0.6132206916809082
1728,3657,,,500.0,,236,,,366.14,865000,
1732,3678,0.00075,86669,500.0,-53.50621795654297,236,0.013575533404946327,0.9490933418273926,363.4,870000,-4.997964859008789
1736,3678,,,500.0,,236,,,363.4,870000,
1740,3678,,,500.0,,236,,,363.4,870000,
1744,3699,0.00075,87169,500.0,-53.64781951904297,236,0.014333494007587433,1.22727370262146,346.04,875000,1.0688488483428955
1748,3699,,,500.0,,236,,,346.04,875000,
1752,3721,0.00075,87669,500.0,-50.929378509521484,236,0.01452302560210228,2.8639883995056152,338.04,880000,-1.3402562141418457
1756,3721,,,500.0,,236,,,338.04,880000,
1760,3721,,,500.0,,236,,,338.04,880000,
1764,3743,0.00075,88169,500.0,-55.081809997558594,236,0.014319488778710365,2.0320167541503906,351.37,885000,3.1252288818359375
1768,3743,,,500.0,,236,,,351.37,885000,
1772,3764,0.00075,88669,500.0,-52.859649658203125,236,0.01486928015947342,1.8530101776123047,358.3,890000,-0.6233720779418945
1776,3764,,,500.0,,236,,,358.3,890000,
1780,3764,,,500.0,,236,,,358.3,890000,
1784,3785,0.00075,89169,500.0,-52.91120147705078,236,0.013682392425835133,0.917604386806488,368.95,895000,4.817198276519775
1788,3785,,,500.0,,236,,,368.95,895000,
1792,3807,0.00075,89669,500.0,-50.25747299194336,236,0.014535294845700264,2.23478627204895,365.6,900000,0.3276805281639099
1796,3807,,,500.0,,236,,,365.6,900000,
1800,3807,,,500.0,,236,,,365.6,900000,
1804,3828,0.00075,90169,500.0,-54.69292449951172,236,0.014809545129537582,1.9766209125518799,371.91,905000,0.2827320098876953
1808,3828,,,500.0,,236,,,371.91,905000,
1812,3849,0.00075,90669,500.0,-52.79015350341797,236,0.013438144698739052,14.300910949707031,389.76,910000,3.1659445762634277
1816,3849,,,500.0,,236,,,389.76,910000,
1820,3849,,,500.0,,236,,,389.76,910000,
1824,3869,0.00075,91169,500.0,-55.706626892089844,236,0.013749102130532265,2.611447334289551,389.46,915000,-3.8189854621887207
1828,3869,,,500.0,,236,,,389.46,915000,
1832,3890,0.00075,91669,500.0,-55.63856506347656,236,0.0150196747854352,1.8865671157836914,396.35,920000,-0.3437535762786865
1836,3890,,,500.0,,236,,,396.35,920000,
1840,3890,,,500.0,,236,,,396.35,920000,
1844,3911,0.00075,92169,500.0,-54.88920974731445,236,0.014526579529047012,2.3536734580993652,402.4,925000,0.49477213621139526
1848,3911,,,500.0,,236,,,402.4,925000,
1852,3933,0.00075,92669,500.0,-52.9169921875,236,0.014595072716474533,1.8466793298721313,410.17,930000,3.0556344985961914
1856,3933,,,500.0,,236,,,410.17,930000,
1860,3933,,,500.0,,236,,,410.17,930000,
1864,3953,0.00075,93169,500.0,-54.92584228515625,236,0.01504623331129551,7.643362045288086,416.63,935000,3.2595231533050537
1868,3953,,,500.0,,236,,,416.63,935000,
1872,3974,0.00075,93669,500.0,-52.236759185791016,236,0.014903039671480656,2.3112030029296875,414.12,940000,2.5879361629486084
1876,3974,,,500.0,,236,,,414.12,940000,
1880,3974,,,500.0,,236,,,414.12,940000,
1884,3996,0.00075,94169,500.0,-56.305091857910156,236,0.01616380177438259,1.4946528673171997,417.55,945000,2.8620471954345703
1888,3996,,,500.0,,236,,,417.55,945000,
1892,4017,0.00075,94669,500.0,-58.529502868652344,236,0.01586768962442875,0.9470845460891724,424.43,950000,-1.0193761587142944
1896,4017,,,500.0,,236,,,424.43,950000,
1900,4017,,,500.0,,236,,,424.43,950000,
1904,4039,0.00075,95169,500.0,-56.65531921386719,236,0.01569872722029686,2.0071170330047607,409.41,955000,-1.0940594673156738
1908,4039,,,500.0,,236,,,409.41,955000,
1912,4060,0.00075,95669,500.0,-54.34634780883789,236,0.016115373000502586,1.523073673248291,410.6,960000,-3.226449966430664
1916,4060,,,500.0,,236,,,410.6,960000,
1920,4060,,,500.0,,236,,,410.6,960000,
1924,4081,0.00075,96169,500.0,-53.611122131347656,236,0.015903959050774574,1.3485753536224365,409.71,965000,-1.0313036441802979
1928,4081,,,500.0,,236,,,409.71,965000,
1932,4102,0.00075,96669,500.0,-56.60691833496094,236,0.01576555147767067,1.8918356895446777,403.7,970000,4.208317756652832
1936,4102,,,500.0,,236,,,403.7,970000,
1940,4102,,,500.0,,236,,,403.7,970000,
1944,4124,0.00075,97169,500.0,-58.12872314453125,236,0.01571754738688469,1.9394406080245972,419.62,975000,0.09295165538787842
1948,4124,,,500.0,,236,,,419.62,975000,
1952,4145,0.00075,97669,500.0,-55.30720901489258,236,0.017180364578962326,1.2518270015716553,414.67,980000,-4.321834087371826
1956,4145,,,500.0,,236,,,414.67,980000,
1960,4145,,,500.0,,236,,,414.67,980000,
1964,4166,0.00075,98169,500.0,-57.536163330078125,236,0.01533553283661604,15.818643569946289,407.37,985000,-1.177008867263794
1968,4166,,,500.0,,236,,,407.37,985000,
1972,4188,0.00075,98669,500.0,-59.4991455078125,236,0.01669132709503174,3.337815046310425,405.7,990000,-2.3570311069488525
1976,4188,,,500.0,,236,,,405.7,990000,
1980,4188,,,500.0,,236,,,405.7,990000,
1984,4209,0.00075,99169,500.0,-59.39189147949219,236,0.015986423939466476,1.635359525680542,402.44,995000,1.5215871334075928
1988,4209,,,500.0,,236,,,402.44,995000,
1992,4229,0.00075,99669,500.0,-58.00885009765625,236,0.016736550256609917,1.2373316287994385,407.06,1000000,5.683199405670166
1996,4229,,,500.0,,236,,,407.06,1000000,
2000,4229,,,500.0,,236,,,407.06,1000000,
