train/actor_loss,train/ent_coef_loss,train/n_updates,train/ent_coef,time/total_timesteps,rollout/ep_rew_mean,train/learning_rate,time/fps,rollout/ep_len_mean,time/episodes,train/critic_loss,time/time_elapsed
,,,,910000,2.41,,390,500.0,1808,,2329
,,,,910000,2.41,,390,500.0,1812,,2329
,,,,910000,2.41,,390,500.0,1816,,2329
,,,,910000,2.41,,390,500.0,1820,,2329
-3.4064838886260986,16.015727996826172,45834,0.0012570932740345597,920000,2.41,0.00075,390,500.0,1824,0.014617099426686764,2355
,,,,920000,2.41,,390,500.0,1828,,2355
,,,,920000,2.41,,390,500.0,1832,,2355
,,,,920000,2.41,,390,500.0,1836,,2355
,,,,920000,2.41,,390,500.0,1840,,2355
-4.006526470184326,-9.293288230895996,46334,0.0015093644615262747,930000,4.7,0.00075,390,500.0,1844,0.03696291148662567,2379
,,,,930000,4.7,,390,500.0,1848,,2379
,,,,930000,4.7,,390,500.0,1852,,2380
,,,,930000,4.7,,390,500.0,1856,,2380
,,,,930000,4.7,,390,500.0,1860,,2380
-3.496553659439087,3.905329465866089,46834,0.0015016301767900586,940000,4.7,0.00075,390,500.0,1864,0.013331597670912743,2405
,,,,940000,4.7,,390,500.0,1868,,2405
,,,,940000,4.7,,390,500.0,1872,,2405
,,,,940000,4.7,,390,500.0,1876,,2405
,,,,940000,4.7,,390,500.0,1880,,2405
-3.498380661010742,-20.623111724853516,47334,0.001715497812256217,950000,4.7,0.00075,390,500.0,1884,0.23166337609291077,2430
,,,,950000,4.7,,390,500.0,1888,,2430
,,,,950000,4.7,,390,500.0,1892,,2430
,,,,950000,4.7,,390,500.0,1896,,2430
,,,,950000,4.7,,390,500.0,1900,,2430
-3.7952442169189453,44.60731506347656,47834,0.0016706552123650908,960000,7.66,0.00075,390,500.0,1904,0.025751501321792603,2455
,,,,960000,7.66,,390,500.0,1908,,2455
,,,,960000,7.66,,390,500.0,1912,,2455
,,,,960000,7.66,,390,500.0,1916,,2455
,,,,960000,7.66,,390,500.0,1920,,2455
-3.60988712310791,-4.248340606689453,48334,0.0018423869041725993,970000,7.66,0.00075,390,500.0,1924,0.10715759545564651,2481
,,,,970000,7.66,,390,500.0,1928,,2481
,,,,970000,7.66,,390,500.0,1932,,2481
,,,,970000,7.66,,390,500.0,1936,,2481
,,,,970000,7.66,,390,500.0,1940,,2481
-3.903102397918701,-6.727493762969971,48834,0.002155404770746827,980000,2.96,0.00075,390,500.0,1944,0.0357322171330452,2506
,,,,980000,2.96,,390,500.0,1948,,2506
,,,,980000,2.96,,390,500.0,1952,,2506
,,,,980000,2.96,,390,500.0,1956,,2506
,,,,980000,2.96,,390,500.0,1960,,2506
-3.497523784637451,-4.238741874694824,49334,0.0021137951407581568,990000,2.96,0.00075,391,500.0,1964,0.08939874172210693,2531
,,,,990000,2.96,,391,500.0,1968,,2531
,,,,990000,2.96,,391,500.0,1972,,2531
,,,,990000,2.96,,391,500.0,1976,,2531
,,,,990000,2.96,,391,500.0,1980,,2531
-3.5490939617156982,-1.6027666330337524,49834,0.002174044493585825,1000000,2.96,0.00075,390,500.0,1984,0.02542545273900032,2557
,,,,1000000,2.96,,390,500.0,1988,,2557
,,,,1000000,2.96,,390,500.0,1992,,2557
,,,,1000000,2.96,,390,500.0,1996,,2557
,,,,1000000,2.96,,390,500.0,2000,,2557
