train/actor_loss,time/episodes,time/total_timesteps,train/n_updates,train/critic_loss,train/ent_coef_loss,rollout/ep_len_mean,time/fps,train/learning_rate,time/time_elapsed,rollout/ep_rew_mean,train/ent_coef
-17.855918884277344,364,190000,9334,0.05443533509969711,-16.30116844177246,500.0,306,0.00075,620,0.9865040400000001,0.0038121482357382774
,368,190000,,,,500.0,306,,620,0.9865040400000001,
,372,190000,,,,500.0,306,,620,0.9865040400000001,
,376,190000,,,,500.0,306,,620,0.9865040400000001,
,380,190000,,,,500.0,306,,620,0.9865040400000001,
-16.81997299194336,384,200000,9834,2.4044370651245117,0.33260059356689453,500.0,306,0.00075,652,0.98256387,0.003415273502469063
,388,200000,,,,500.0,306,,652,0.98256387,
,392,200000,,,,500.0,306,,652,0.98256387,
,396,200000,,,,500.0,306,,652,0.98256387,
,400,200000,,,,500.0,306,,652,0.98256387,
-16.48392677307129,404,210000,10334,0.05503084510564804,-1.815260648727417,500.0,306,0.00075,685,1.05308079,0.003237403929233551
,408,210000,,,,500.0,306,,685,1.05308079,
,412,210000,,,,500.0,306,,685,1.05308079,
,416,210000,,,,500.0,306,,685,1.05308079,
,420,210000,,,,500.0,306,,685,1.05308079,
-16.120933532714844,424,220000,10834,0.03456871211528778,-4.244333744049072,500.0,306,0.00075,717,1.23518547,0.0030115919653326273
,428,220000,,,,500.0,306,,717,1.23518547,
,432,220000,,,,500.0,306,,717,1.23518547,
,436,220000,,,,500.0,306,,718,1.23518547,
,440,220000,,,,500.0,306,,718,1.23518547,
-15.594197273254395,444,230000,11334,0.02401888370513916,-2.577200174331665,500.0,306,0.00075,751,1.22849931,0.0027032666839659214
,448,230000,,,,500.0,306,,751,1.22849931,
,452,230000,,,,500.0,306,,751,1.22849931,
,456,230000,,,,500.0,306,,751,1.22849931,
,460,230000,,,,500.0,306,,751,1.22849931,
-15.413421630859375,464,240000,11834,0.034555867314338684,1.253572702407837,500.0,305,0.00075,784,1.36198354,0.0025644113775342703
,468,240000,,,,500.0,305,,784,1.36198354,
,472,240000,,,,500.0,305,,784,1.36198354,
,476,240000,,,,500.0,305,,784,1.36198354,
,480,240000,,,,500.0,305,,784,1.36198354,
-15.223014831542969,484,250000,12334,0.019687194377183914,-12.373738288879395,500.0,305,0.00075,817,2.0503092699999996,0.0026845724787563086
,488,250000,,,,500.0,305,,817,2.0503092699999996,
,492,250000,,,,500.0,305,,817,2.0503092699999996,
,496,250000,,,,500.0,305,,817,2.0503092699999996,
,500,250000,,,,500.0,305,,817,2.0503092699999996,
-14.492408752441406,504,260000,12834,0.030214600265026093,18.828672409057617,500.0,305,0.00075,851,2.0652258599999995,0.002315863501280546
,508,260000,,,,500.0,305,,851,2.0652258599999995,
,512,260000,,,,500.0,305,,851,2.0652258599999995,
,516,260000,,,,500.0,305,,851,2.0652258599999995,
,520,260000,,,,500.0,305,,851,2.0652258599999995,
-14.38388442993164,524,270000,13334,0.020197033882141113,10.623712539672852,500.0,305,0.00075,883,1.87297489,0.002530069788917899
,528,270000,,,,500.0,305,,883,1.87297489,
,532,270000,,,,500.0,305,,883,1.87297489,
,536,270000,,,,500.0,305,,883,1.87297489,
,540,270000,,,,500.0,305,,883,1.87297489,
-13.736858367919922,544,280000,13834,0.02337118797004223,6.543895721435547,500.0,305,0.00075,916,1.7781772599999996,0.0024768924340605736
,548,280000,,,,500.0,305,,916,1.7781772599999996,
,552,280000,,,,500.0,305,,916,1.7781772599999996,
,556,280000,,,,500.0,305,,916,1.7781772599999996,
,560,280000,,,,500.0,305,,916,1.7781772599999996,
-13.688636779785156,564,290000,14334,1.5183002948760986,-13.286759376525879,500.0,305,0.00075,949,1.64514864,0.0023581604473292828
,568,290000,,,,500.0,305,,949,1.64514864,
,572,290000,,,,500.0,305,,949,1.64514864,
,576,290000,,,,500.0,305,,949,1.64514864,
,580,290000,,,,500.0,305,,949,1.64514864,
-12.867472648620605,584,300000,14834,0.016626711934804916,6.83127498626709,500.0,305,0.00075,982,1.07231045,0.002079328754916787
,588,300000,,,,500.0,305,,982,1.07231045,
,592,300000,,,,500.0,305,,982,1.07231045,
,596,300000,,,,500.0,305,,982,1.07231045,
,600,300000,,,,500.0,305,,982,1.07231045,
-13.023448944091797,604,310000,15334,0.014672020450234413,6.058124542236328,500.0,305,0.00075,1016,0.98687708,0.0020642050076276064
,608,310000,,,,500.0,305,,1016,0.98687708,
,612,310000,,,,500.0,305,,1016,0.98687708,
,616,310000,,,,500.0,305,,1016,0.98687708,
,620,310000,,,,500.0,305,,1016,0.98687708,
-12.855461120605469,624,320000,15834,0.021896574646234512,-4.049116134643555,500.0,305,0.00075,1048,0.9731620799999999,0.0021629000548273325
,628,320000,,,,500.0,305,,1048,0.9731620799999999,
,632,320000,,,,500.0,305,,1048,0.9731620799999999,
,636,320000,,,,500.0,305,,1048,0.9731620799999999,
,640,320000,,,,500.0,305,,1048,0.9731620799999999,
-12.605545997619629,644,330000,16334,0.03735329583287239,-6.3338623046875,500.0,305,0.00075,1081,0.85943168,0.0019713451620191336
,648,330000,,,,500.0,305,,1081,0.85943168,
,652,330000,,,,500.0,305,,1081,0.85943168,
,656,330000,,,,500.0,305,,1081,0.85943168,
,660,330000,,,,500.0,305,,1081,0.85943168,
-11.782743453979492,664,340000,16834,0.012710959650576115,0.7719298005104065,500.0,305,0.00075,1114,0.8804664899999999,0.0019924419466406107
,668,340000,,,,500.0,305,,1114,0.8804664899999999,
,672,340000,,,,500.0,305,,1114,0.8804664899999999,
,676,340000,,,,500.0,305,,1114,0.8804664899999999,
,680,340000,,,,500.0,305,,1114,0.8804664899999999,
-11.926315307617188,684,350000,17334,0.009020118042826653,-1.6596918106079102,500.0,305,0.00075,1147,0.7849944999999999,0.0019057141616940498
,688,350000,,,,500.0,304,,1147,0.7849944999999999,
,692,350000,,,,500.0,304,,1147,0.7849944999999999,
,696,350000,,,,500.0,304,,1147,0.7849944999999999,
,700,350000,,,,500.0,304,,1147,0.7849944999999999,
-11.312559127807617,704,360000,17834,0.019543515518307686,-7.019140243530273,500.0,304,0.00075,1180,0.8380582799999999,0.00213854038156569
,708,360000,,,,500.0,304,,1180,0.8380582799999999,
,712,360000,,,,500.0,304,,1180,0.8380582799999999,
,716,360000,,,,500.0,304,,1180,0.8380582799999999,
,720,360000,,,,500.0,304,,1180,0.8380582799999999,
-11.073012351989746,724,370000,18334,0.8342384696006775,1.3407666683197021,500.0,305,0.00075,1212,1.03207666,0.0018310705199837685
,728,370000,,,,500.0,305,,1212,1.03207666,
,732,370000,,,,500.0,305,,1212,1.03207666,
,736,370000,,,,500.0,305,,1212,1.03207666,
,740,370000,,,,500.0,305,,1212,1.03207666,
-10.964815139770508,744,380000,18834,0.029373304918408394,-13.005584716796875,500.0,305,0.00075,1245,1.13910066,0.0017126534366980195
,748,380000,,,,500.0,305,,1245,1.13910066,
,752,380000,,,,500.0,305,,1245,1.13910066,
,756,380000,,,,500.0,305,,1245,1.13910066,
,760,380000,,,,500.0,305,,1245,1.13910066,
-10.692055702209473,764,390000,19334,0.03622933477163315,-2.778259754180908,500.0,305,0.00075,1277,1.3791223299999995,0.0017146235331892967
,768,390000,,,,500.0,305,,1277,1.3791223299999995,
,772,390000,,,,500.0,305,,1277,1.3791223299999995,
,776,390000,,,,500.0,305,,1277,1.3791223299999995,
,780,390000,,,,500.0,305,,1277,1.3791223299999995,
-10.503545761108398,784,400000,19834,0.01090037077665329,-5.209027290344238,500.0,305,0.00075,1310,1.3817738499999996,0.0017408602871000767
,788,400000,,,,500.0,305,,1310,1.3817738499999996,
,792,400000,,,,500.0,305,,1310,1.3817738499999996,
,796,400000,,,,500.0,305,,1310,1.3817738499999996,
,800,400000,,,,500.0,305,,1310,1.3817738499999996,
-10.36812686920166,804,410000,20334,0.6620584726333618,0.47922372817993164,500.0,305,0.00075,1342,1.7425560000000002,0.0015293987235054374
,808,410000,,,,500.0,305,,1342,1.7425560000000002,
,812,410000,,,,500.0,305,,1342,1.7425560000000002,
,816,410000,,,,500.0,305,,1342,1.7425560000000002,
,820,410000,,,,500.0,305,,1342,1.7425560000000002,
-10.251197814941406,824,420000,20834,0.025262992829084396,1.07247793674469,500.0,305,0.00075,1375,1.8910617099999998,0.0016797935822978616
,828,420000,,,,500.0,305,,1375,1.8910617099999998,
,832,420000,,,,500.0,305,,1375,1.8910617099999998,
,836,420000,,,,500.0,305,,1375,1.8910617099999998,
,840,420000,,,,500.0,305,,1375,1.8910617099999998,
-10.11131477355957,844,430000,21334,0.016761163249611855,0.9372782707214355,500.0,305,0.00075,1407,1.8735727499999997,0.0014971480704843998
,848,430000,,,,500.0,305,,1407,1.8735727499999997,
,852,430000,,,,500.0,305,,1407,1.8735727499999997,
,856,430000,,,,500.0,305,,1407,1.8735727499999997,
,860,430000,,,,500.0,305,,1407,1.8735727499999997,
-9.372346878051758,864,440000,21834,0.9468792676925659,-9.510823249816895,500.0,305,0.00075,1440,1.6206147899999999,0.0013609176967293024
,868,440000,,,,500.0,305,,1440,1.6206147899999999,
,872,440000,,,,500.0,305,,1440,1.6206147899999999,
,876,440000,,,,500.0,305,,1440,1.6206147899999999,
,880,440000,,,,500.0,305,,1440,1.6206147899999999,
-9.32843017578125,884,450000,22334,0.008378375321626663,7.103893280029297,500.0,305,0.00075,1473,1.66727701,0.0013347765197977424
,888,450000,,,,500.0,305,,1473,1.66727701,
,892,450000,,,,500.0,305,,1473,1.66727701,
,896,450000,,,,500.0,305,,1473,1.66727701,
,900,450000,,,,500.0,305,,1473,1.66727701,
-9.060763359069824,904,460000,22834,0.6344150304794312,-0.30270451307296753,500.0,305,0.00075,1506,1.3544651599999997,0.0013823299668729305
,908,460000,,,,500.0,305,,1506,1.3544651599999997,
,912,460000,,,,500.0,305,,1506,1.3544651599999997,
,916,460000,,,,500.0,305,,1506,1.3544651599999997,
,920,460000,,,,500.0,305,,1506,1.3544651599999997,
-8.851264953613281,924,470000,23334,0.008626150898635387,-8.431516647338867,500.0,305,0.00075,1538,0.93771947,0.0013150362065061927
,928,470000,,,,500.0,305,,1538,0.93771947,
,932,470000,,,,500.0,305,,1538,0.93771947,
,936,470000,,,,500.0,305,,1538,0.93771947,
,940,470000,,,,500.0,305,,1538,0.93771947,
-8.730788230895996,944,480000,23834,0.5461081266403198,-3.757354974746704,500.0,305,0.00075,1570,0.87768111,0.0013331546215340495
,948,480000,,,,500.0,305,,1570,0.87768111,
,952,480000,,,,500.0,305,,1570,0.87768111,
,956,480000,,,,500.0,305,,1570,0.87768111,
,960,480000,,,,500.0,305,,1570,0.87768111,
-8.441619873046875,964,490000,24334,1.1465563774108887,1.2842602729797363,500.0,305,0.00075,1603,0.9370776900000002,0.00133497582282871
,968,490000,,,,500.0,305,,1603,0.9370776900000002,
,972,490000,,,,500.0,305,,1603,0.9370776900000002,
,976,490000,,,,500.0,305,,1603,0.9370776900000002,
,980,490000,,,,500.0,305,,1603,0.9370776900000002,
-8.115715980529785,984,500000,24834,0.5533187389373779,-5.039811134338379,500.0,305,0.00075,1635,1.26924829,0.0013130975421518087
,988,500000,,,,500.0,305,,1635,1.26924829,
,992,500000,,,,500.0,305,,1635,1.26924829,
,996,500000,,,,500.0,305,,1635,1.26924829,
,1000,500000,,,,500.0,305,,1635,1.26924829,
-8.008548736572266,1004,510000,25334,0.013318379409611225,1.339473009109497,500.0,305,0.00075,1668,2.9002955699999995,0.0011731256963685155
,1008,510000,,,,500.0,305,,1668,2.9002955699999995,
,1012,510000,,,,500.0,305,,1668,2.9002955699999995,
,1016,510000,,,,500.0,305,,1668,2.9002955699999995,
,1020,510000,,,,500.0,305,,1668,2.9002955699999995,
-7.885285377502441,1024,520000,25834,0.47704845666885376,9.05140495300293,500.0,305,0.00075,1701,4.24245356,0.0012752850307151675
,1028,520000,,,,500.0,305,,1701,4.24245356,
,1032,520000,,,,500.0,305,,1701,4.24245356,
,1036,520000,,,,500.0,305,,1701,4.24245356,
,1040,520000,,,,500.0,305,,1701,4.24245356,
-7.661627769470215,1044,530000,26334,0.013361053541302681,3.3089661598205566,500.0,305,0.00075,1734,7.17918896,0.0011723925126716495
,1048,530000,,,,500.0,305,,1734,7.17918896,
,1052,530000,,,,500.0,305,,1734,7.17918896,
,1056,530000,,,,500.0,305,,1734,7.17918896,
,1060,530000,,,,500.0,305,,1734,7.17918896,
-7.461750030517578,1064,540000,26834,0.4927975535392761,1.847760558128357,500.0,305,0.00075,1767,9.04372727,0.0012418151600286365
,1068,540000,,,,500.0,305,,1767,9.04372727,
,1072,540000,,,,500.0,305,,1767,9.04372727,
,1076,540000,,,,500.0,305,,1767,9.04372727,
,1080,540000,,,,500.0,305,,1767,9.04372727,
-7.478222370147705,1084,550000,27334,0.005955768749117851,-2.5351643562316895,500.0,305,0.00075,1799,8.943148240000001,0.001291567226871848
,1088,550000,,,,500.0,305,,1799,8.943148240000001,
,1092,550000,,,,500.0,305,,1799,8.943148240000001,
,1096,550000,,,,500.0,305,,1799,8.943148240000001,
,1100,550000,,,,500.0,305,,1799,8.943148240000001,
-7.234632968902588,1104,560000,27834,0.013305814936757088,-12.125411033630371,500.0,305,0.00075,1832,7.406761769999999,0.001340294606052339
,1108,560000,,,,500.0,305,,1832,7.406761769999999,
,1112,560000,,,,500.0,305,,1832,7.406761769999999,
,1116,560000,,,,500.0,305,,1832,7.406761769999999,
,1120,560000,,,,500.0,305,,1832,7.406761769999999,
-6.921836853027344,1124,570000,28334,0.006291581783443689,8.323843955993652,500.0,305,0.00075,1864,6.31173428,0.0012095645070075989
,1128,570000,,,,500.0,305,,1864,6.31173428,
,1132,570000,,,,500.0,305,,1864,6.31173428,
,1136,570000,,,,500.0,305,,1864,6.31173428,
,1140,570000,,,,500.0,305,,1864,6.31173428,
-6.768736839294434,1144,580000,28834,0.005759991705417633,-3.7463643550872803,500.0,305,0.00075,1898,3.48735095,0.0010457549942657351
,1148,580000,,,,500.0,305,,1898,3.48735095,
,1152,580000,,,,500.0,305,,1898,3.48735095,
,1156,580000,,,,500.0,305,,1898,3.48735095,
,1160,580000,,,,500.0,305,,1898,3.48735095,
-6.814236640930176,1164,590000,29334,0.012319333851337433,-8.283074378967285,500.0,305,0.00075,1931,2.16834274,0.001078337780199945
,1168,590000,,,,500.0,305,,1931,2.16834274,
,1172,590000,,,,500.0,305,,1931,2.16834274,
,1176,590000,,,,500.0,305,,1931,2.16834274,
,1180,590000,,,,500.0,305,,1931,2.16834274,
-6.462594032287598,1184,600000,29834,0.010217120870947838,-4.772031784057617,500.0,305,0.00075,1963,2.56736303,0.0010053097503259778
,1188,600000,,,,500.0,305,,1963,2.56736303,
,1192,600000,,,,500.0,305,,1963,2.56736303,
,1196,600000,,,,500.0,305,,1963,2.56736303,
,1200,600000,,,,500.0,305,,1963,2.56736303,
-6.293817043304443,1204,610000,30334,0.009345614351332188,-6.2594757080078125,500.0,305,0.00075,1996,3.9253025399999997,0.0011766490060836077
,1208,610000,,,,500.0,305,,1996,3.9253025399999997,
,1212,610000,,,,500.0,305,,1996,3.9253025399999997,
,1216,610000,,,,500.0,305,,1996,3.9253025399999997,
,1220,610000,,,,500.0,305,,1996,3.9253025399999997,
-6.233651161193848,1224,620000,30834,0.3891249895095825,-11.942066192626953,500.0,305,0.00075,2029,4.1665253799999995,0.001177364494651556
,1228,620000,,,,500.0,305,,2029,4.1665253799999995,
,1232,620000,,,,500.0,305,,2029,4.1665253799999995,
,1236,620000,,,,500.0,305,,2029,4.1665253799999995,
,1240,620000,,,,500.0,305,,2029,4.1665253799999995,
-6.048377990722656,1244,630000,31334,0.00843769870698452,1.1022617816925049,500.0,305,0.00075,2061,4.36992406,0.0010616768850013614
,1248,630000,,,,500.0,305,,2061,4.36992406,
,1252,630000,,,,500.0,305,,2061,4.36992406,
,1256,630000,,,,500.0,305,,2061,4.36992406,
,1260,630000,,,,500.0,305,,2061,4.36992406,
-5.871159076690674,1264,640000,31834,0.007465690840035677,18.106563568115234,500.0,305,0.00075,2094,4.56089308,0.001251300680451095
,1268,640000,,,,500.0,305,,2094,4.56089308,
,1272,640000,,,,500.0,305,,2094,4.56089308,
,1276,640000,,,,500.0,305,,2094,4.56089308,
,1280,640000,,,,500.0,305,,2095,4.56089308,
-5.811739444732666,1284,650000,32334,0.013897707685828209,-8.731411933898926,500.0,305,0.00075,2128,5.09933015,0.0012925475602969527
,1288,650000,,,,500.0,305,,2128,5.09933015,
,1292,650000,,,,500.0,305,,2128,5.09933015,
,1296,650000,,,,500.0,305,,2128,5.09933015,
,1300,650000,,,,500.0,305,,2128,5.09933015,
-5.482161998748779,1304,660000,32834,0.007368653081357479,-13.65358829498291,500.0,305,0.00075,2161,6.07902686,0.0012060587760061026
,1308,660000,,,,500.0,305,,2161,6.07902686,
,1312,660000,,,,500.0,305,,2161,6.07902686,
,1316,660000,,,,500.0,305,,2161,6.07902686,
,1320,660000,,,,500.0,305,,2161,6.07902686,
-5.756938934326172,1324,670000,33334,0.01768442615866661,9.3590087890625,500.0,305,0.00075,2192,8.28047427,0.0013408277882263064
,1328,670000,,,,500.0,305,,2192,8.28047427,
,1332,670000,,,,500.0,305,,2192,8.28047427,
,1336,670000,,,,500.0,305,,2192,8.28047427,
,1340,670000,,,,500.0,305,,2192,8.28047427,
-5.274499893188477,1344,680000,33834,0.2402321696281433,-17.75067901611328,500.0,305,0.00075,2226,10.98576708,0.0014997388934716582
,1348,680000,,,,500.0,305,,2226,10.98576708,
,1352,680000,,,,500.0,305,,2226,10.98576708,
,1356,680000,,,,500.0,305,,2226,10.98576708,
,1360,680000,,,,500.0,305,,2226,10.98576708,
-5.49880313873291,1364,690000,34334,0.008492276072502136,8.012202262878418,500.0,305,0.00075,2258,11.71636641,0.0013146193232387304
,1368,690000,,,,500.0,305,,2258,11.71636641,
,1372,690000,,,,500.0,305,,2258,11.71636641,
,1376,690000,,,,500.0,305,,2258,11.71636641,
,1380,690000,,,,500.0,305,,2258,11.71636641,
-5.414783000946045,1384,700000,34834,0.007007298991084099,-11.346773147583008,500.0,305,0.00075,2292,13.68215974,0.0013840084429830313
,1388,700000,,,,500.0,305,,2292,13.68215974,
,1392,700000,,,,500.0,305,,2292,13.68215974,
,1396,700000,,,,500.0,305,,2292,13.68215974,
,1400,700000,,,,500.0,305,,2292,13.68215974,
-5.0232014656066895,1404,710000,35334,0.00792206171900034,-12.200400352478027,500.0,305,0.00075,2324,13.77719011,0.0013355067931115627
,1408,710000,,,,500.0,305,,2324,13.77719011,
,1412,710000,,,,500.0,305,,2324,13.77719011,
,1416,710000,,,,500.0,305,,2324,13.77719011,
,1420,710000,,,,500.0,305,,2324,13.77719011,
-5.167196273803711,1424,720000,35834,0.010008566081523895,-3.1373775005340576,500.0,305,0.00075,2357,13.13242162,0.0011203387985005975
,1428,720000,,,,500.0,305,,2357,13.13242162,
,1432,720000,,,,500.0,305,,2357,13.13242162,
,1436,720000,,,,500.0,305,,2357,13.13242162,
,1440,720000,,,,500.0,305,,2357,13.13242162,
-5.102837562561035,1444,730000,36334,0.018618833273649216,-9.278011322021484,500.0,305,0.00075,2390,14.48149074,0.0011252000695094466
,1448,730000,,,,500.0,305,,2390,14.48149074,
,1452,730000,,,,500.0,305,,2390,14.48149074,
,1456,730000,,,,500.0,305,,2390,14.48149074,
,1460,730000,,,,500.0,305,,2390,14.48149074,
-4.940197467803955,1464,740000,36834,0.13082051277160645,4.6400675773620605,500.0,305,0.00075,2422,14.177889030000003,0.0010084271198138595
,1468,740000,,,,500.0,305,,2422,14.177889030000003,
,1472,740000,,,,500.0,305,,2422,14.177889030000003,
,1476,740000,,,,500.0,305,,2422,14.177889030000003,
,1480,740000,,,,500.0,305,,2422,14.177889030000003,
-4.790534019470215,1484,750000,37334,0.021122463047504425,-4.81057596206665,500.0,305,0.00075,2454,12.974389259999995,0.0009926862549036741
,1488,750000,,,,500.0,305,,2454,12.974389259999995,
,1492,750000,,,,500.0,305,,2454,12.974389259999995,
,1496,750000,,,,500.0,305,,2454,12.974389259999995,
,1500,750000,,,,500.0,305,,2454,12.974389259999995,
-5.187987804412842,1504,760000,37834,0.021001378074288368,3.2478315830230713,500.0,305,0.00075,2486,12.585944360000003,0.001049608807079494
,1508,760000,,,,500.0,305,,2486,12.585944360000003,
,1512,760000,,,,500.0,305,,2486,12.585944360000003,
,1516,760000,,,,500.0,305,,2486,12.585944360000003,
,1520,760000,,,,500.0,305,,2486,12.585944360000003,
-4.884296417236328,1524,770000,38334,0.023874398320913315,9.391693115234375,500.0,305,0.00075,2519,15.652561310000001,0.0011447209399193525
,1528,770000,,,,500.0,305,,2519,15.652561310000001,
,1532,770000,,,,500.0,305,,2519,15.652561310000001,
,1536,770000,,,,500.0,305,,2519,15.652561310000001,
,1540,770000,,,,500.0,305,,2519,15.652561310000001,
-4.670141220092773,1544,780000,38834,0.2093576192855835,-10.563776016235352,500.0,305,0.00075,2552,14.070827299999998,0.001158826518803835
,1548,780000,,,,500.0,305,,2552,14.070827299999998,
,1552,780000,,,,500.0,305,,2552,14.070827299999998,
,1556,780000,,,,500.0,305,,2552,14.070827299999998,
,1560,780000,,,,500.0,305,,2552,14.070827299999998,
-4.491294860839844,1564,790000,39334,0.018022608011960983,-0.7072235345840454,500.0,305,0.00075,2585,17.70942539,0.0011527971364557743
