train/actor_loss,time/episodes,time/total_timesteps,train/n_updates,train/critic_loss,train/ent_coef_loss,rollout/ep_len_mean,time/fps,train/learning_rate,time/time_elapsed,rollout/ep_rew_mean,train/ent_coef
,1568,790000,,,,500.0,305,,2585,17.70942539,
,1572,790000,,,,500.0,305,,2585,17.70942539,
,1576,790000,,,,500.0,305,,2585,17.70942539,
,1580,790000,,,,500.0,305,,2585,17.70942539,
-4.246735572814941,1584,800000,39834,0.0076903896406292915,-1.3260490894317627,500.0,305,0.00075,2619,18.84181462,0.001131104538217187
,1588,800000,,,,500.0,305,,2619,18.84181462,
,1592,800000,,,,500.0,305,,2619,18.84181462,
,1596,800000,,,,500.0,305,,2619,18.84181462,
,1600,800000,,,,500.0,305,,2619,18.84181462,
-4.390841484069824,1604,810000,40334,0.03421175479888916,-4.592006683349609,500.0,305,0.00075,2652,28.213972530000007,0.001348524005152285
,1608,810000,,,,500.0,305,,2652,28.213972530000007,
,1612,810000,,,,500.0,305,,2652,28.213972530000007,
,1616,810000,,,,500.0,305,,2652,28.213972530000007,
,1620,810000,,,,500.0,305,,2652,28.213972530000007,
-4.524928092956543,1624,820000,40834,0.013432502746582031,14.790349960327148,500.0,305,0.00075,2686,26.643315700000006,0.0013427286176010966
,1628,820000,,,,500.0,305,,2686,26.643315700000006,
,1632,820000,,,,500.0,305,,2686,26.643315700000006,
,1636,820000,,,,500.0,305,,2686,26.643315700000006,
,1640,820000,,,,500.0,305,,2686,26.643315700000006,
-4.188113212585449,1644,830000,41334,0.03173128515481949,-9.175680160522461,500.0,305,0.00075,2719,29.498275059999997,0.0013405227800831199
,1648,830000,,,,500.0,305,,2719,29.498275059999997,
,1652,830000,,,,500.0,305,,2719,29.498275059999997,
,1656,830000,,,,500.0,305,,2719,29.498275059999997,
,1660,830000,,,,500.0,305,,2719,29.498275059999997,
-4.466719627380371,1664,840000,41834,0.07980414479970932,9.187664031982422,500.0,305,0.00075,2751,30.129042039999998,0.0012896282132714987
,1668,840000,,,,500.0,305,,2751,30.129042039999998,
,1672,840000,,,,500.0,305,,2751,30.129042039999998,
,1676,840000,,,,500.0,305,,2751,30.129042039999998,
,1680,840000,,,,500.0,305,,2751,30.129042039999998,
-4.484468460083008,1684,850000,42334,0.018564851954579353,-5.990112781524658,500.0,305,0.00075,2784,39.786383920000006,0.0015530989039689302
,1688,850000,,,,500.0,305,,2784,39.786383920000006,
,1692,850000,,,,500.0,305,,2784,39.786383920000006,
,1696,850000,,,,500.0,305,,2784,39.786383920000006,
,1700,850000,,,,500.0,305,,2784,39.786383920000006,
-4.676818370819092,1704,860000,42834,0.029179193079471588,2.6176180839538574,500.0,305,0.00075,2817,38.281502849999995,0.0016830802196636796
,1708,860000,,,,500.0,305,,2817,38.281502849999995,
,1712,860000,,,,500.0,305,,2817,38.281502849999995,
,1716,860000,,,,500.0,305,,2817,38.281502849999995,
,1720,860000,,,,500.0,305,,2817,38.281502849999995,
-4.779343605041504,1724,870000,43334,0.06328262388706207,8.353424072265625,500.0,305,0.00075,2851,64.81602863,0.001879584975540638
,1728,870000,,,,500.0,305,,2851,64.81602863,
,1732,870000,,,,500.0,305,,2851,64.81602863,
,1736,870000,,,,500.0,305,,2851,64.81602863,
,1740,870000,,,,500.0,305,,2851,64.81602863,
-4.9177350997924805,1744,880000,43834,0.04522603750228882,0.42509913444519043,500.0,305,0.00075,2884,66.32202348,0.0019341646693646908
,1748,880000,,,,500.0,305,,2884,66.32202348,
,1752,880000,,,,500.0,305,,2884,66.32202348,
,1756,880000,,,,500.0,305,,2884,66.32202348,
,1760,880000,,,,500.0,305,,2884,66.32202348,
-4.652195930480957,1764,890000,44334,0.019683407619595528,5.986117362976074,500.0,305,0.00075,2917,71.73199220000001,0.002214274136349559
,1768,890000,,,,500.0,305,,2917,71.73199220000001,
,1772,890000,,,,500.0,305,,2917,71.73199220000001,
,1776,890000,,,,500.0,305,,2917,71.73199220000001,
,1780,890000,,,,500.0,305,,2917,71.73199220000001,
-4.8914079666137695,1784,900000,44834,0.15455901622772217,-1.0836423635482788,500.0,305,0.00075,2950,74.54156642,0.002247037598863244
,1788,900000,,,,500.0,305,,2950,74.54156642,
,1792,900000,,,,500.0,305,,2950,74.54156642,
,1796,900000,,,,500.0,305,,2950,74.54156642,
,1800,900000,,,,500.0,305,,2950,74.54156642,
-5.012393951416016,1804,910000,45334,0.05802552402019501,-4.053031921386719,500.0,305,0.00075,2983,83.33360257999999,0.0022183407563716173
,1808,910000,,,,500.0,305,,2983,83.33360257999999,
,1812,910000,,,,500.0,305,,2983,83.33360257999999,
,1816,910000,,,,500.0,305,,2983,83.33360257999999,
,1820,910000,,,,500.0,305,,2983,83.33360257999999,
-4.8927178382873535,1824,920000,45834,0.0258122980594635,1.9788899421691895,500.0,305,0.00075,3015,65.53288474,0.0023365470115095377
,1828,920000,,,,500.0,305,,3015,65.53288474,
,1832,920000,,,,500.0,305,,3015,65.53288474,
,1836,920000,,,,500.0,305,,3015,65.53288474,
,1840,920000,,,,500.0,305,,3015,65.53288474,
-4.803135871887207,1844,930000,46334,0.1809062361717224,1.207366704940796,500.0,305,0.00075,3047,91.13499079000002,0.0023226216435432434
,1848,930000,,,,500.0,305,,3047,91.13499079000002,
,1852,930000,,,,500.0,305,,3047,91.13499079000002,
,1856,930000,,,,500.0,305,,3047,91.13499079000002,
,1860,930000,,,,500.0,305,,3047,91.13499079000002,
-5.602295398712158,1864,940000,46834,0.1586858630180359,1.168089509010315,500.0,305,0.00075,3080,114.62857168000001,0.002728434046730399
,1868,940000,,,,500.0,305,,3080,114.62857168000001,
,1872,940000,,,,500.0,305,,3080,114.62857168000001,
,1876,940000,,,,500.0,305,,3080,114.62857168000001,
,1880,940000,,,,500.0,305,,3080,114.62857168000001,
-5.46531867980957,1884,950000,47334,0.10037277638912201,-7.110657691955566,500.0,305,0.00075,3112,160.65918373,0.003041025949642062
,1888,950000,,,,500.0,305,,3112,160.65918373,
,1892,950000,,,,500.0,305,,3112,160.65918373,
,1896,950000,,,,500.0,305,,3112,160.65918373,
,1900,950000,,,,500.0,305,,3112,160.65918373,
-5.286434650421143,1904,960000,47834,0.05354628711938858,-4.455904006958008,500.0,305,0.00075,3145,179.26442305,0.0031912147533148527
,1908,960000,,,,500.0,305,,3145,179.26442305,
,1912,960000,,,,500.0,305,,3145,179.26442305,
,1916,960000,,,,500.0,305,,3145,179.26442305,
,1920,960000,,,,500.0,305,,3146,179.26442305,
-6.026527404785156,1924,970000,48334,0.05240682139992714,-1.959730863571167,500.0,305,0.00075,3178,208.51671299,0.003160184482112527
,1928,970000,,,,500.0,305,,3178,208.51671299,
,1932,970000,,,,500.0,305,,3178,208.51671299,
,1936,970000,,,,500.0,305,,3178,208.51671299,
,1940,970000,,,,500.0,305,,3178,208.51671299,
-5.3062238693237305,1944,980000,48834,0.0565706267952919,-1.6724730730056763,500.0,305,0.00075,3211,187.36485575999998,0.0035234708338975906
,1948,980000,,,,500.0,305,,3211,187.36485575999998,
,1952,980000,,,,500.0,305,,3211,187.36485575999998,
,1956,980000,,,,500.0,305,,3211,187.36485575999998,
,1960,980000,,,,500.0,305,,3211,187.36485575999998,
-6.3650078773498535,1964,990000,49334,0.2958509922027588,-2.8905625343322754,500.0,305,0.00075,3243,202.6279904,0.003754626726731658
,1968,990000,,,,500.0,305,,3243,202.6279904,
,1972,990000,,,,500.0,305,,3243,202.6279904,
,1976,990000,,,,500.0,305,,3243,202.6279904,
,1980,990000,,,,500.0,305,,3243,202.6279904,
-8.18848705291748,1984,1000000,49834,0.22978651523590088,4.955622673034668,500.0,305,0.00075,3276,202.39427613000004,0.003538259770721197
,1988,1000000,,,,500.0,305,,3276,202.39427613000004,
,1992,1000000,,,,500.0,305,,3276,202.39427613000004,
,1996,1000000,,,,500.0,305,,3276,202.39427613000004,
,2000,1000000,,,,500.0,305,,3276,202.39427613000004,
