rollout/ep_rew_mean,train/n_updates,train/critic_loss,train/ent_coef_loss,time/fps,train/learning_rate,train/actor_loss,time/episodes,rollout/ep_len_mean,train/ent_coef,time/total_timesteps,time/time_elapsed
1.9637988,17764,0.024446187540888786,-8.147554397583008,220,0.00075,-12.28825855255127,500,500.0,0.002155916765332222,252000,1140
2.00591036,18264,0.027676794677972794,0.07155025005340576,220,0.00075,-11.920709609985352,510,500.0,0.0020477543585002422,259000,1173
1.64916059,18764,0.015280552208423615,10.93701457977295,220,0.00075,-11.764310836791992,520,500.0,0.002104815561324358,266000,1206
1.64916059,,,,220,,,530,500.0,,266000,1206
1.8850340399999999,19264,0.01855497807264328,-5.574253082275391,220,0.00075,-11.563273429870605,540,500.0,0.0019398318836465478,273000,1238
1.6947995799999995,19764,1.2877581119537354,-1.595357894897461,220,0.00075,-11.266389846801758,550,500.0,0.0018213341245427728,280000,1270
1.6947995799999995,,,,220,,,560,500.0,,280000,1270
4.15764279,20264,0.014248578809201717,6.98309326171875,220,0.00075,-10.930481910705566,570,500.0,0.0018141536274924874,287000,1301
4.18219728,20764,0.010318216867744923,4.859099388122559,220,0.00075,-10.622045516967773,580,500.0,0.0019704834558069706,294000,1332
3.927782159999999,21264,0.5853977203369141,0.1879955530166626,220,0.00075,-10.572883605957031,590,500.0,0.0018516344716772437,301000,1363
3.927782159999999,,,,220,,,600,500.0,,301000,1363
3.8610416599999997,21764,0.014283900149166584,-0.5998102426528931,220,0.00075,-10.268754005432129,610,500.0,0.001779840444214642,308000,1393
3.9030075799999997,22264,0.015976332128047943,-1.9122602939605713,220,0.00075,-10.224906921386719,620,500.0,0.001652669976465404,315000,1425
3.9030075799999997,,,,220,,,630,500.0,,315000,1425
3.8114399199999998,22764,0.010462099686264992,8.23332405090332,220,0.00075,-10.024231910705566,640,500.0,0.0017877192003652453,322000,1457
3.708577579999999,23264,0.018385648727416992,-2.517214059829712,221,0.00075,-9.984808921813965,650,500.0,0.0016387427458539605,329000,1488
1.6905495199999998,23764,0.8651715517044067,0.3495914936065674,221,0.00075,-9.733219146728516,660,500.0,0.001452509663067758,336000,1519
1.6905495199999998,,,,221,,,670,500.0,,336000,1519
1.6411389199999997,24264,0.3851640820503235,9.306886672973633,221,0.00075,-9.263340950012207,680,500.0,0.0014315365115180612,343000,1551
1.6875219199999998,24764,0.010129072703421116,-1.0503355264663696,221,0.00075,-9.361748695373535,690,500.0,0.001372032449580729,350000,1582
1.6875219199999998,,,,221,,,700,500.0,,350000,1582
4.27839015,25264,0.007682504132390022,-8.724690437316895,221,0.00075,-9.105951309204102,710,500.0,0.0014293817803263664,357000,1615
4.2497242900000005,25764,0.006520374678075314,-2.049562454223633,220,0.00075,-9.037593841552734,720,500.0,0.0012757398653775454,364000,1647
4.21651172,26264,0.019204646348953247,-3.1546542644500732,220,0.00075,-8.685532569885254,730,500.0,0.0012723427498713136,371000,1679
4.21651172,,,,220,,,740,500.0,,371000,1679
4.08311897,26764,0.016931578516960144,13.533544540405273,220,0.00075,-8.296918869018555,750,500.0,0.0011906063882634044,378000,1711
3.8514467100000003,27264,0.009882680140435696,7.216840744018555,220,0.00075,-8.34450912475586,760,500.0,0.0012871234212070704,385000,1742
3.8514467100000003,,,,220,,,770,500.0,,385000,1742
3.73891795,27764,0.007221715524792671,0.690201997756958,220,0.00075,-8.1615571975708,780,500.0,0.0013503211084753275,392000,1774
3.69376151,28264,0.01112021692097187,-6.979094505310059,220,0.00075,-8.015945434570312,790,500.0,0.001271107466891408,399000,1806
1.8199172899999996,28764,0.7116575241088867,13.771556854248047,220,0.00075,-7.735573768615723,800,500.0,0.001202593557536602,406000,1837
1.8199172899999996,,,,220,,,810,500.0,,406000,1837
2.3489189600000002,29264,0.32450157403945923,-8.571399688720703,220,0.00075,-7.613704681396484,820,500.0,0.001135640311986208,413000,1869
2.3523829099999993,29764,0.010847127065062523,1.4342467784881592,220,0.00075,-7.502899169921875,830,500.0,0.0011866852873936296,420000,1902
2.3523829099999993,,,,220,,,840,500.0,,420000,1902
2.4799792599999995,30264,0.009706699289381504,2.969194173812866,220,0.00075,-7.428980350494385,850,500.0,0.0011583492159843445,427000,1934
2.369576109999999,30764,0.011139580979943275,-6.962785720825195,220,0.00075,-7.174535751342773,860,500.0,0.0011000570375472307,434000,1966
5.682713679999999,31264,0.004421715624630451,-3.910843849182129,220,0.00075,-6.908516883850098,870,500.0,0.0013558058999478817,441000,1997
5.682713679999999,,,,220,,,880,500.0,,441000,1997
6.0738933500000005,31764,0.006467403378337622,4.196556091308594,220,0.00075,-6.893932819366455,890,500.0,0.0011401334777474403,448000,2030
5.58726274,32264,0.00967947393655777,-4.78992223739624,220,0.00075,-6.6914567947387695,900,500.0,0.0011944366851821542,455000,2061
5.58726274,,,,220,,,910,500.0,,455000,2061
5.775847500000001,32764,0.00490957498550415,-4.083127498626709,220,0.00075,-6.646182060241699,920,500.0,0.0010480928467586637,462000,2093
4.9088984899999994,33264,0.004623854532837868,-6.396113872528076,220,0.00075,-6.591196060180664,930,500.0,0.0009083056938834488,469000,2125
4.79994128,33764,0.0082645732909441,-8.59025764465332,220,0.00075,-6.379677772521973,940,500.0,0.0009675730834715068,476000,2157
4.79994128,,,,220,,,950,500.0,,476000,2157
5.062284109999999,34264,0.004465129692107439,0.7127940654754639,220,0.00075,-6.180671215057373,960,500.0,0.0009076622663997114,483000,2188
1.86664186,34764,0.2978728413581848,-11.75941276550293,220,0.00075,-6.0980377197265625,970,500.0,0.0010439115576446056,490000,2220
1.86664186,,,,220,,,980,500.0,,490000,2220
4.03764028,35264,0.010811313055455685,-3.428455352783203,220,0.00075,-6.009853363037109,990,500.0,0.0009507321519777179,497000,2252
4.01600348,35764,0.2936246395111084,-3.5446949005126953,220,0.00075,-5.824073791503906,1000,500.0,0.0009203224326483905,504000,2284
4.13649209,36264,0.003964646719396114,-2.1462910175323486,220,0.00075,-5.711273670196533,1010,500.0,0.0009710631566122174,511000,2315
4.13649209,,,,220,,,1020,500.0,,511000,2315
4.46367842,36764,0.003324806923046708,-8.201486587524414,220,0.00075,-5.588732719421387,1030,500.0,0.0010258227121084929,518000,2347
5.0049236200000005,37264,0.5844020843505859,-6.271050453186035,220,0.00075,-5.633938789367676,1040,500.0,0.0009397633839398623,525000,2378
5.0049236200000005,,,,220,,,1050,500.0,,525000,2378
4.99785968,37764,0.23990483582019806,1.7368359565734863,220,0.00075,-5.2754926681518555,1060,500.0,0.001069966470822692,532000,2410
4.909419699999999,38264,0.0031358222477138042,-9.263127326965332,220,0.00075,-5.297429084777832,1070,500.0,0.0010873586870729923,539000,2441
3.75620532,38764,0.007746484596282244,0.4937303066253662,220,0.00075,-5.252049446105957,1080,500.0,0.0011628983775153756,546000,2473
3.75620532,,,,220,,,1090,500.0,,546000,2473
3.8539252,39264,0.03391988202929497,3.5392374992370605,220,0.00075,-5.061534881591797,1100,500.0,0.001337704947218299,553000,2506
5.99555042,39764,0.685302734375,-2.2195959091186523,220,0.00075,-5.0870771408081055,1110,500.0,0.0012419228442013264,560000,2539
5.99555042,,,,220,,,1120,500.0,,560000,2539
6.170290720000001,40264,0.009368284605443478,-10.631277084350586,220,0.00075,-4.90818977355957,1130,500.0,0.0013493943260982633,567000,2570
6.39740548,40764,0.13004396855831146,4.120372772216797,220,0.00075,-4.9707489013671875,1140,500.0,0.0013641902478411794,574000,2602
7.52638844,41264,0.17540016770362854,-10.156204223632812,220,0.00075,-4.551047325134277,1150,500.0,0.0012677377089858055,581000,2634
7.52638844,,,,220,,,1160,500.0,,581000,2634
7.5038249299999995,41764,0.02711959183216095,-7.799539566040039,220,0.00075,-5.146546363830566,1170,500.0,0.0013328850036486983,588000,2666
7.360530419999999,42264,0.05614731088280678,8.360995292663574,220,0.00075,-4.598727226257324,1180,500.0,0.0011868595611304045,595000,2697
7.360530419999999,,,,220,,,1190,500.0,,595000,2697
8.34325717,42764,0.05759815499186516,-5.503940582275391,220,0.00075,-4.454410552978516,1200,500.0,0.0012786699226126075,602000,2729
6.809835940000002,43264,0.013170067220926285,0.6296237707138062,220,0.00075,-4.493846893310547,1210,500.0,0.0012500511948019266,609000,2761
6.217842289999998,43764,0.05741741508245468,-3.1181962490081787,220,0.00075,-4.6562604904174805,1220,500.0,0.0013587591238319874,616000,2794
6.217842289999998,,,,220,,,1230,500.0,,616000,2794
8.984481599999999,44264,0.1662878692150116,-5.198803901672363,220,0.00075,-4.668671607971191,1240,500.0,0.0012909454526379704,623000,2827
15.191200019999997,44764,0.09929467737674713,3.4604053497314453,220,0.00075,-5.028441429138184,1250,500.0,0.0013806422939524055,630000,2859
15.191200019999997,,,,220,,,1260,500.0,,630000,2859
19.74719798,45264,0.11297868192195892,32.68815994262695,220,0.00075,-5.212911605834961,1270,500.0,0.0015264450339600444,637000,2892
20.30879893,45764,0.024546442553400993,8.894442558288574,220,0.00075,-4.625641822814941,1280,500.0,0.0016562138916924596,644000,2924
19.6524592,46264,0.21669349074363708,-9.874738693237305,220,0.00075,-4.579634666442871,1290,500.0,0.001664907904341817,651000,2957
19.6524592,,,,220,,,1300,500.0,,651000,2957
27.093153709999996,46764,0.11049537360668182,6.776812553405762,220,0.00075,-5.014048099517822,1310,500.0,0.001684733433648944,658000,2989
37.81260064000001,47264,0.038126930594444275,-4.535094738006592,220,0.00075,-4.9910430908203125,1320,500.0,0.0018729945877566934,665000,3022
37.81260064000001,,,,220,,,1330,500.0,,665000,3022
35.56212281999999,47764,0.3983285427093506,0.3241865634918213,220,0.00075,-4.774921417236328,1340,500.0,0.00200716988183558,672000,3054
32.69761367,48264,0.22154155373573303,9.484281539916992,219,0.00075,-5.484867095947266,1350,500.0,0.0023704718332737684,679000,3086
32.485907020000006,48764,0.11388535797595978,-2.2402050495147705,219,0.00075,-4.474539756774902,1360,500.0,0.0023045490961521864,686000,3119
32.485907020000006,,,,219,,,1370,500.0,,686000,3119
42.6583663,49264,0.23209820687770844,-7.477108001708984,219,0.00075,-5.530712127685547,1380,500.0,0.0021437127143144608,693000,3153
41.32533765,49764,0.281159907579422,3.1849277019500732,219,0.00075,-6.459148406982422,1390,500.0,0.00241997092962265,700000,3186
41.32533765,,,,219,,,1400,500.0,,700000,3187
35.688543370000005,50264,0.13298135995864868,-9.652782440185547,219,0.00075,-5.3096466064453125,1410,500.0,0.0024786232970654964,707000,3218
26.09015912,50764,0.17851582169532776,-3.797848701477051,219,0.00075,-5.023379325866699,1420,500.0,0.002676901640370488,714000,3250
25.28359016,51264,0.5532640218734741,2.0898337364196777,219,0.00075,-6.111059665679932,1430,500.0,0.0030286572873592377,721000,3282
25.28359016,,,,219,,,1440,500.0,,721000,3282
21.93265823,51764,0.11797493696212769,-3.5373618602752686,219,0.00075,-6.153971195220947,1450,500.0,0.0029202408622950315,728000,3314
23.068073300000002,52264,0.2542570233345032,-1.3493688106536865,219,0.00075,-7.207544326782227,1460,500.0,0.003400231245905161,735000,3346
23.068073300000002,,,,219,,,1470,500.0,,735000,3346
20.67786856,52764,0.1521836221218109,8.581551551818848,219,0.00075,-7.522325038909912,1480,500.0,0.003054373897612095,742000,3378
17.78086113,53264,0.43469202518463135,-4.612689971923828,219,0.00075,-5.696075439453125,1490,500.0,0.003157507861033082,749000,3410
23.377808799999993,53764,0.4839683771133423,-7.526936054229736,219,0.00075,-6.9915876388549805,1500,500.0,0.0036561002489179373,756000,3442
23.377808799999993,,,,219,,,1510,500.0,,756000,3442
25.66401445,54264,0.06271737813949585,4.4864983558654785,219,0.00075,-7.454348087310791,1520,500.0,0.0037120450288057327,763000,3474
31.141334690000004,54764,0.16619646549224854,3.3637681007385254,219,0.00075,-8.03791332244873,1530,500.0,0.003964314702898264,770000,3506
31.141334690000004,,,,219,,,1540,500.0,,770000,3506
30.94515097,55264,0.33190757036209106,4.7371978759765625,219,0.00075,-7.738677501678467,1550,500.0,0.003922213800251484,777000,3538
26.764406719999997,55764,1.3606414794921875,-0.4286320209503174,219,0.00075,-8.378199577331543,1560,500.0,0.0040834504179656506,784000,3571
21.000630720000007,56264,0.38105684518814087,-6.143702507019043,219,0.00075,-7.2140960693359375,1570,500.0,0.0041463375091552734,791000,3603
21.000630720000007,,,,219,,,1580,500.0,,791000,3603
19.54980273,56764,0.4931991994380951,-2.003950834274292,219,0.00075,-6.790255069732666,1590,500.0,0.004329380113631487,798000,3636
14.71326734,57264,9.327665328979492,-6.597226619720459,219,0.00075,-8.131171226501465,1600,500.0,0.004035253077745438,805000,3666
14.71326734,,,,219,,,1610,500.0,,805000,3666
19.702629029999997,57764,1.0067542791366577,12.360666275024414,219,0.00075,-10.88829231262207,1620,500.0,0.004115320276468992,812000,3697
17.34147193,58264,0.4443947672843933,-1.3982067108154297,219,0.00075,-7.785371780395508,1630,500.0,0.004130456130951643,819000,3730
19.9037674,58764,0.14288076758384705,-0.35096508264541626,219,0.00075,-9.539728164672852,1640,500.0,0.004617886617779732,826000,3762
19.9037674,,,,219,,,1650,500.0,,826000,3762
24.616121519999997,59264,0.2283572405576706,1.5849568843841553,219,0.00075,-7.768291473388672,1660,500.0,0.004675882402807474,833000,3793
24.89995591,59764,0.831400990486145,-0.723236083984375,219,0.00075,-9.458449363708496,1670,500.0,0.004659623373299837,840000,3824
24.89995591,,,,219,,,1680,500.0,,840000,3824
25.266521099999995,60264,0.3656941056251526,3.3844053745269775,219,0.00075,-10.52747631072998,1690,500.0,0.004998462274670601,847000,3855
26.995056920000003,60764,0.18787682056427002,-7.017838001251221,219,0.00075,-8.630575180053711,1700,500.0,0.0048566339537501335,854000,3886
19.370417459999995,61264,1.1488478183746338,-2.423703670501709,219,0.00075,-9.88895034790039,1710,500.0,0.004725807812064886,861000,3917
19.370417459999995,,,,219,,,1720,500.0,,861000,3917
24.138941300000003,61764,0.3622891902923584,4.22178316116333,219,0.00075,-10.009201049804688,1730,500.0,0.0051614088006317616,868000,3949
19.90214351,62264,0.1521994173526764,7.488762378692627,219,0.00075,-9.557790756225586,1740,500.0,0.005554312840104103,875000,3981
19.90214351,,,,219,,,1750,500.0,,875000,3981
17.815739379999997,62764,0.1633237898349762,-2.5942394733428955,219,0.00075,-9.249279022216797,1760,500.0,0.0052006845362484455,882000,4012
19.855038939999996,63264,0.2814323902130127,0.9328126907348633,219,0.00075,-12.427422523498535,1770,500.0,0.004960755817592144,889000,4043
25.292866340000003,63764,0.6932958364486694,8.158397674560547,219,0.00075,-11.978766441345215,1780,500.0,0.0058757648803293705,896000,4075
25.292866340000003,,,,219,,,1790,500.0,,896000,4075
23.678183089999997,64264,0.5670296549797058,22.645450592041016,219,0.00075,-10.652742385864258,1800,500.0,0.00646414328366518,903000,4107
55.29812881,64764,0.25620293617248535,-4.3524065017700195,219,0.00075,-9.329401016235352,1810,500.0,0.006090514361858368,910000,4139
55.29812881,,,,219,,,1820,500.0,,910000,4139
79.06883547,65264,0.9820911884307861,-0.6054708957672119,219,0.00075,-13.03712272644043,1830,500.0,0.006060021463781595,917000,4172
88.23078891000002,65764,0.24139490723609924,-7.993887901306152,219,0.00075,-9.90102767944336,1840,500.0,0.006059495732188225,924000,4205
89.83056106,66264,0.5380625128746033,-0.420703649520874,219,0.00075,-11.62186336517334,1850,500.0,0.005971258040517569,931000,4237
89.83056106,,,,219,,,1860,500.0,,931000,4237
92.12775025000002,66764,0.3592258393764496,-0.4020143747329712,219,0.00075,-12.205769538879395,1870,500.0,0.007147266995161772,938000,4268
90.47379719999999,67264,0.2910146415233612,-3.992851734161377,219,0.00075,-11.79055118560791,1880,500.0,0.006174958776682615,945000,4300
90.47379719999999,,,,219,,,1890,500.0,,945000,4300
117.14791983,67764,0.5256660580635071,-4.318927764892578,219,0.00075,-13.123504638671875,1900,500.0,0.0062023671343922615,952000,4332
115.48475883,68264,1.103064775466919,-6.5577616691589355,219,0.00075,-12.352846145629883,1910,500.0,0.006603239104151726,959000,4364
75.88971920000002,68764,0.21639175713062286,-4.477164268493652,219,0.00075,-12.71558666229248,1920,500.0,0.00641466723755002,966000,4395
75.88971920000002,,,,219,,,1930,500.0,,966000,4395
80.17305861,69264,0.8502156734466553,-3.125753402709961,219,0.00075,-17.06914710998535,1940,500.0,0.007059523370116949,973000,4428
93.64993442000002,69764,0.6712524890899658,8.29487419128418,219,0.00075,-16.1964111328125,1950,500.0,0.006933319848030806,980000,4460
93.64993442000002,,,,219,,,1960,500.0,,980000,4460
122.52193021,70264,1.5142881870269775,2.3905978202819824,219,0.00075,-16.080080032348633,1970,500.0,0.00784813892096281,987000,4491
129.08247133999998,70764,0.4650533199310303,-5.944063663482666,219,0.00075,-13.803962707519531,1980,500.0,0.008174006827175617,994000,4523
