train/n_updates,rollout/ep_len_mean,time/episodes,time/time_elapsed,train/learning_rate,rollout/ep_rew_mean,time/total_timesteps,time/fps,train/actor_loss,train/critic_loss,train/ent_coef_loss,train/ent_coef
10334,500.0,404,673,0.003,22.02,210000,311,-3.1197762489318848,0.00905588548630476,-47.56865692138672,0.001005565281957388
,500.0,408,673,,22.02,210000,311,,,,
,500.0,412,673,,22.02,210000,311,,,,
,500.0,416,674,,22.02,210000,311,,,,
,500.0,420,674,,22.02,210000,311,,,,
10834,500.0,424,705,0.003,20.89,220000,311,-2.9662697315216064,0.05330001935362816,-44.5006103515625,0.0009165197843685746
,500.0,428,705,,20.89,220000,311,,,,
,500.0,432,705,,20.89,220000,311,,,,
,500.0,436,705,,20.89,220000,311,,,,
,500.0,440,705,,20.89,220000,311,,,,
11334,500.0,444,737,0.003,23.38,230000,311,-3.070037364959717,0.018704546615481377,-46.9669189453125,0.001125228009186685
,500.0,448,737,,23.38,230000,311,,,,
,500.0,452,737,,23.38,230000,311,,,,
,500.0,456,737,,23.38,230000,311,,,,
,500.0,460,737,,23.38,230000,311,,,,
11834,500.0,464,769,0.003,23.02,240000,311,-3.6237142086029053,0.10689130425453186,-23.70879364013672,0.0007066157995723188
,500.0,468,769,,23.02,240000,311,,,,
,500.0,472,769,,23.02,240000,311,,,,
,500.0,476,769,,23.02,240000,311,,,,
,500.0,480,769,,23.02,240000,311,,,,
12334,500.0,484,803,0.003,20.34,250000,311,-2.9300537109375,0.017243625596165657,-10.869430541992188,0.000468986778287217
,500.0,488,803,,20.34,250000,311,,,,
,500.0,492,803,,20.34,250000,311,,,,
,500.0,496,803,,20.34,250000,311,,,,
,500.0,500,803,,20.34,250000,311,,,,
12834,500.0,504,835,0.003,25.08,260000,311,-2.8045969009399414,0.37513309717178345,41.802001953125,0.0009621097124181688
,500.0,508,835,,25.08,260000,311,,,,
,500.0,512,835,,25.08,260000,311,,,,
,500.0,516,835,,25.08,260000,311,,,,
,500.0,520,835,,25.08,260000,311,,,,
13334,500.0,524,867,0.003,33.05,270000,311,-3.150667190551758,0.0696532279253006,-41.117820739746094,0.0010296113323420286
,500.0,528,867,,33.05,270000,311,,,,
,500.0,532,867,,33.05,270000,311,,,,
,500.0,536,867,,33.05,270000,311,,,,
,500.0,540,867,,33.05,270000,311,,,,
13834,500.0,544,899,0.003,43.35,280000,311,-4.911540985107422,2.164060115814209,-0.17536664009094238,0.0012170188128948212
,500.0,548,899,,43.35,280000,311,,,,
,500.0,552,899,,43.35,280000,311,,,,
,500.0,556,899,,43.35,280000,311,,,,
,500.0,560,899,,43.35,280000,311,,,,
14334,500.0,564,932,0.003,30.7,290000,311,-3.2231760025024414,0.10066135972738266,-37.95317077636719,0.0016824365593492985
,500.0,568,932,,30.7,290000,311,,,,
,500.0,572,932,,30.7,290000,311,,,,
,500.0,576,932,,30.7,290000,311,,,,
,500.0,580,932,,30.7,290000,311,,,,
14834,500.0,584,964,0.003,37.91,300000,311,-2.662982940673828,0.026587791740894318,-23.548994064331055,0.0011931126937270164
,500.0,588,964,,37.91,300000,311,,,,
,500.0,592,964,,37.91,300000,310,,,,
,500.0,596,964,,37.91,300000,310,,,,
,500.0,600,964,,37.91,300000,310,,,,
15334,500.0,604,997,0.003,32.77,310000,310,-3.0592987537384033,0.042243681848049164,-11.80504035949707,0.0014601623406633735
,500.0,608,997,,32.77,310000,310,,,,
,500.0,612,997,,32.77,310000,310,,,,
,500.0,616,997,,32.77,310000,310,,,,
,500.0,620,997,,32.77,310000,310,,,,
15834,500.0,624,1029,0.003,30.43,320000,310,-2.8058464527130127,0.20739969611167908,93.79934692382812,0.0014336192980408669
,500.0,628,1029,,30.43,320000,310,,,,
,500.0,632,1029,,30.43,320000,310,,,,
,500.0,636,1029,,30.43,320000,310,,,,
,500.0,640,1029,,30.43,320000,310,,,,
16334,500.0,644,1060,0.003,22.53,330000,311,-3.7723567485809326,0.3449859619140625,0.9741997718811035,0.0015722623793408275
,500.0,648,1060,,22.53,330000,311,,,,
,500.0,652,1060,,22.53,330000,311,,,,
,500.0,656,1060,,22.53,330000,311,,,,
,500.0,660,1060,,22.53,330000,311,,,,
16834,500.0,664,1092,0.003,22.53,340000,311,-3.1813459396362305,0.29223841428756714,-17.75035285949707,0.0019268087344244123
,500.0,668,1092,,22.53,340000,311,,,,
,500.0,672,1092,,22.53,340000,311,,,,
,500.0,676,1092,,22.53,340000,311,,,,
,500.0,680,1092,,22.53,340000,311,,,,
17334,500.0,684,1126,0.003,15.06,350000,310,-2.681757926940918,0.1673392653465271,-16.004730224609375,0.002534475876018405
,500.0,688,1126,,15.06,350000,310,,,,
,500.0,692,1126,,15.06,350000,310,,,,
,500.0,696,1126,,15.06,350000,310,,,,
,500.0,700,1126,,15.06,350000,310,,,,
17834,500.0,704,1159,0.003,15.06,360000,310,-3.735630512237549,0.24339428544044495,-12.397465705871582,0.0022062640637159348
,500.0,708,1159,,15.06,360000,310,,,,
,500.0,712,1159,,15.06,360000,310,,,,
,500.0,716,1159,,15.06,360000,310,,,,
,500.0,720,1159,,15.06,360000,310,,,,
18334,500.0,724,1191,0.003,7.56,370000,310,-3.1286869049072266,0.17875884473323822,-7.393805503845215,0.0019131447188556194
,500.0,728,1191,,7.56,370000,310,,,,
,500.0,732,1191,,7.56,370000,310,,,,
,500.0,736,1191,,7.56,370000,310,,,,
,500.0,740,1191,,7.56,370000,310,,,,
18834,500.0,744,1223,0.003,6.28,380000,310,-3.9903957843780518,0.1076943427324295,7.589555263519287,0.0018311359453946352
,500.0,748,1223,,6.28,380000,310,,,,
,500.0,752,1223,,6.28,380000,310,,,,
,500.0,756,1223,,6.28,380000,310,,,,
,500.0,760,1223,,6.28,380000,310,,,,
19334,500.0,764,1256,0.003,27.35,390000,310,-4.013725280761719,0.5275976657867432,0.6472611427307129,0.0022822259925305843
,500.0,768,1256,,27.35,390000,310,,,,
,500.0,772,1256,,27.35,390000,310,,,,
,500.0,776,1256,,27.35,390000,310,,,,
,500.0,780,1256,,27.35,390000,310,,,,
19834,500.0,784,1288,0.003,35.81,400000,310,-3.4080939292907715,0.1045273020863533,28.69904327392578,0.002410179004073143
,500.0,788,1288,,35.81,400000,310,,,,
,500.0,792,1288,,35.81,400000,310,,,,
,500.0,796,1288,,35.81,400000,310,,,,
,500.0,800,1288,,35.81,400000,310,,,,
20334,500.0,804,1321,0.003,37.4,410000,310,-4.427881240844727,0.47838038206100464,-14.605997085571289,0.0027553013060241938
,500.0,808,1321,,37.4,410000,310,,,,
,500.0,812,1321,,37.4,410000,310,,,,
,500.0,816,1321,,37.4,410000,310,,,,
,500.0,820,1321,,37.4,410000,310,,,,
20834,500.0,824,1354,0.003,41.24,420000,310,-4.359829902648926,0.5771980285644531,-9.590846061706543,0.0021560844033956528
,500.0,828,1354,,41.24,420000,310,,,,
,500.0,832,1354,,41.24,420000,310,,,,
,500.0,836,1354,,41.24,420000,310,,,,
,500.0,840,1354,,41.24,420000,310,,,,
21334,500.0,844,1386,0.003,52.12,430000,310,-4.308587074279785,0.13003836572170258,-4.319112777709961,0.0025748915504664183
,500.0,848,1386,,52.12,430000,310,,,,
,500.0,852,1386,,52.12,430000,310,,,,
,500.0,856,1386,,52.12,430000,310,,,,
,500.0,860,1386,,52.12,430000,310,,,,
21834,500.0,864,1418,0.003,41.43,440000,310,-3.206211805343628,0.07248745858669281,-17.925827026367188,0.002331225201487541
,500.0,868,1418,,41.43,440000,310,,,,
,500.0,872,1418,,41.43,440000,310,,,,
,500.0,876,1418,,41.43,440000,310,,,,
,500.0,880,1418,,41.43,440000,310,,,,
22334,500.0,884,1451,0.003,48.17,450000,310,-4.702642440795898,0.1469823718070984,-1.1498533487319946,0.002986006438732147
,500.0,888,1451,,48.17,450000,310,,,,
,500.0,892,1451,,48.17,450000,310,,,,
,500.0,896,1451,,48.17,450000,310,,,,
,500.0,900,1451,,48.17,450000,310,,,,
22834,500.0,904,1483,0.003,67.84,460000,310,-3.9590938091278076,0.1556950807571411,-17.99614906311035,0.0038146264851093292
,500.0,908,1483,,67.84,460000,310,,,,
,500.0,912,1483,,67.84,460000,310,,,,
,500.0,916,1483,,67.84,460000,310,,,,
,500.0,920,1483,,67.84,460000,310,,,,
23334,500.0,924,1515,0.003,95.6,470000,310,-5.962079048156738,0.5435320138931274,1.322669506072998,0.0037237012293189764
,500.0,928,1515,,95.6,470000,310,,,,
,500.0,932,1515,,95.6,470000,310,,,,
,500.0,936,1515,,95.6,470000,310,,,,
,500.0,940,1515,,95.6,470000,310,,,,
23834,500.0,944,1547,0.003,135.96,480000,310,-4.620708465576172,0.12270552664995193,-0.8204050064086914,0.004132532048970461
,500.0,948,1547,,135.96,480000,310,,,,
,500.0,952,1547,,135.96,480000,310,,,,
,500.0,956,1547,,135.96,480000,310,,,,
,500.0,960,1547,,135.96,480000,310,,,,
24334,500.0,964,1580,0.003,161.4,490000,310,-7.731738090515137,0.20526190102100372,-4.629877090454102,0.004157362971454859
,500.0,968,1580,,161.4,490000,310,,,,
,500.0,972,1580,,161.4,490000,310,,,,
,500.0,976,1580,,161.4,490000,310,,,,
,500.0,980,1580,,161.4,490000,310,,,,
24834,500.0,984,1612,0.003,192.91,500000,309,-8.074378967285156,1.0176998376846313,-10.417437553405762,0.00396160501986742
,500.0,988,1612,,192.91,500000,309,,,,
,500.0,992,1612,,192.91,500000,309,,,,
,500.0,996,1612,,192.91,500000,309,,,,
,500.0,1000,1612,,192.91,500000,309,,,,
25334,500.0,1004,1645,0.003,181.13,510000,309,-6.251399517059326,0.38692009449005127,-2.1883645057678223,0.005097505170851946
,500.0,1008,1645,,181.13,510000,309,,,,
,500.0,1012,1645,,181.13,510000,309,,,,
,500.0,1016,1645,,181.13,510000,309,,,,
,500.0,1020,1645,,181.13,510000,309,,,,
25834,500.0,1024,1677,0.003,197.47,520000,309,-7.626307487487793,0.4549609422683716,-10.580538749694824,0.004155152942985296
,500.0,1028,1677,,197.47,520000,309,,,,
,500.0,1032,1677,,197.47,520000,309,,,,
,500.0,1036,1677,,197.47,520000,309,,,,
,500.0,1040,1677,,197.47,520000,309,,,,
26334,500.0,1044,1709,0.003,199.23,530000,309,-10.384817123413086,0.7199400067329407,6.276837348937988,0.004875730257481337
,500.0,1048,1709,,199.23,530000,309,,,,
,500.0,1052,1709,,199.23,530000,309,,,,
,500.0,1056,1709,,199.23,530000,309,,,,
,500.0,1060,1709,,199.23,530000,309,,,,
26834,500.0,1064,1742,0.003,195.66,540000,309,-6.80291748046875,1.0667915344238281,-3.5125770568847656,0.004331550560891628
,500.0,1068,1742,,195.66,540000,309,,,,
,500.0,1072,1742,,195.66,540000,309,,,,
,500.0,1076,1742,,195.66,540000,309,,,,
,500.0,1080,1742,,195.66,540000,309,,,,
27334,500.0,1084,1774,0.003,197.23,550000,309,-8.995061874389648,0.8932369947433472,-20.63338279724121,0.004914788994938135
,500.0,1088,1774,,197.23,550000,309,,,,
,500.0,1092,1774,,197.23,550000,309,,,,
,500.0,1096,1774,,197.23,550000,309,,,,
,500.0,1100,1774,,197.23,550000,309,,,,
27834,500.0,1104,1806,0.003,241.01,560000,309,-12.270155906677246,1.2421727180480957,-12.732617378234863,0.005898863542824984
,500.0,1108,1806,,241.01,560000,309,,,,
,500.0,1112,1806,,241.01,560000,309,,,,
,500.0,1116,1806,,241.01,560000,309,,,,
,500.0,1120,1806,,241.01,560000,309,,,,
28334,500.0,1124,1838,0.003,207.11,570000,309,-10.7383394241333,1.5179884433746338,-7.807839393615723,0.005357388872653246
,500.0,1128,1838,,207.11,570000,309,,,,
,500.0,1132,1838,,207.11,570000,309,,,,
,500.0,1136,1839,,207.11,570000,309,,,,
,500.0,1140,1839,,207.11,570000,309,,,,
28834,500.0,1144,1871,0.003,197.85,580000,309,-12.928638458251953,0.5464893579483032,12.01552963256836,0.004698884207755327
,500.0,1148,1871,,197.85,580000,309,,,,
,500.0,1152,1871,,197.85,580000,309,,,,
,500.0,1156,1871,,197.85,580000,309,,,,
,500.0,1160,1871,,197.85,580000,309,,,,
29334,500.0,1164,1903,0.003,241.15,590000,309,-15.957839965820312,0.9284623861312866,9.32462215423584,0.005540700163692236
,500.0,1168,1903,,241.15,590000,309,,,,
,500.0,1172,1903,,241.15,590000,309,,,,
,500.0,1176,1903,,241.15,590000,309,,,,
,500.0,1180,1903,,241.15,590000,309,,,,
29834,500.0,1184,1935,0.003,219.84,600000,310,-12.460567474365234,0.6945172548294067,23.284709930419922,0.005227957386523485
,500.0,1188,1935,,219.84,600000,310,,,,
,500.0,1192,1935,,219.84,600000,309,,,,
,500.0,1196,1935,,219.84,600000,309,,,,
,500.0,1200,1935,,219.84,600000,309,,,,
30334,500.0,1204,1967,0.003,214.53,610000,309,-14.234936714172363,1.652223825454712,-4.037851333618164,0.005875372793525457
,500.0,1208,1967,,214.53,610000,309,,,,
,500.0,1212,1967,,214.53,610000,309,,,,
,500.0,1216,1967,,214.53,610000,309,,,,
,500.0,1220,1967,,214.53,610000,309,,,,
30834,500.0,1224,2000,0.003,247.23,620000,309,-14.901094436645508,0.3556441068649292,-5.00223445892334,0.004673969931900501
,500.0,1228,2000,,247.23,620000,309,,,,
,500.0,1232,2000,,247.23,620000,309,,,,
,500.0,1236,2000,,247.23,620000,309,,,,
,500.0,1240,2000,,247.23,620000,309,,,,
31334,500.0,1244,2033,0.003,268.11,630000,309,-19.225940704345703,0.6723470687866211,0.4557434320449829,0.0067521692253649235
,500.0,1248,2033,,268.11,630000,309,,,,
,500.0,1252,2033,,268.11,630000,309,,,,
,500.0,1256,2033,,268.11,630000,309,,,,
,500.0,1260,2033,,268.11,630000,309,,,,
31834,500.0,1264,2066,0.003,248.62,640000,309,-15.782812118530273,0.6817405223846436,-8.585979461669922,0.00794242974370718
,500.0,1268,2066,,248.62,640000,309,,,,
,500.0,1272,2066,,248.62,640000,309,,,,
,500.0,1276,2066,,248.62,640000,309,,,,
,500.0,1280,2066,,248.62,640000,309,,,,
32334,500.0,1284,2098,0.003,282.87,650000,309,-14.109890937805176,0.5704057216644287,-11.071943283081055,0.006029617972671986
,500.0,1288,2098,,282.87,650000,309,,,,
,500.0,1292,2098,,282.87,650000,309,,,,
,500.0,1296,2098,,282.87,650000,309,,,,
,500.0,1300,2098,,282.87,650000,309,,,,
32834,500.0,1304,2131,0.003,300.47,660000,309,-14.239563941955566,2.8640506267547607,-2.7627696990966797,0.007375376299023628
,500.0,1308,2131,,300.47,660000,309,,,,
,500.0,1312,2131,,300.47,660000,309,,,,
,500.0,1316,2131,,300.47,660000,309,,,,
,500.0,1320,2131,,300.47,660000,309,,,,
33334,500.0,1324,2164,0.003,299.64,670000,309,-18.477643966674805,0.955652117729187,-12.23749828338623,0.00690435990691185
,500.0,1328,2164,,299.64,670000,309,,,,
,500.0,1332,2164,,299.64,670000,309,,,,
,500.0,1336,2164,,299.64,670000,309,,,,
,500.0,1340,2164,,299.64,670000,309,,,,
33834,500.0,1344,2196,0.003,316.19,680000,309,-18.59414291381836,0.8861374855041504,7.56006383895874,0.006400600541383028
,500.0,1348,2196,,316.19,680000,309,,,,
,500.0,1352,2196,,316.19,680000,309,,,,
,500.0,1356,2196,,316.19,680000,309,,,,
,500.0,1360,2196,,316.19,680000,309,,,,
34334,500.0,1364,2229,0.003,316.82,690000,309,-16.916820526123047,0.840048611164093,1.0926483869552612,0.007381864357739687
,500.0,1368,2229,,316.82,690000,309,,,,
,500.0,1372,2229,,316.82,690000,309,,,,
,500.0,1376,2229,,316.82,690000,309,,,,
,500.0,1380,2229,,316.82,690000,309,,,,
34834,500.0,1384,2262,0.003,324.52,700000,309,-24.071670532226562,0.5512935519218445,0.5299144387245178,0.006242193281650543
,500.0,1388,2262,,324.52,700000,309,,,,
,500.0,1392,2262,,324.52,700000,309,,,,
,500.0,1396,2262,,324.52,700000,309,,,,
,500.0,1400,2262,,324.52,700000,309,,,,
35334,500.0,1404,2295,0.003,341.59,710000,309,-23.838029861450195,1.0549628734588623,-8.527207374572754,0.006747917737811804
,500.0,1408,2295,,341.59,710000,309,,,,
,500.0,1412,2295,,341.59,710000,309,,,,
,500.0,1416,2295,,341.59,710000,309,,,,
,500.0,1420,2295,,341.59,710000,309,,,,
35834,500.0,1424,2327,0.003,365.35,720000,309,-21.608835220336914,2.142066717147827,-5.528698921203613,0.008465169928967953
,500.0,1428,2327,,365.35,720000,309,,,,
,500.0,1432,2327,,365.35,720000,309,,,,
,500.0,1436,2327,,365.35,720000,309,,,,
,500.0,1440,2327,,365.35,720000,309,,,,
36334,500.0,1444,2360,0.003,356.25,730000,309,-21.156352996826172,0.7233017683029175,-5.0317840576171875,0.007612921763211489
,500.0,1448,2360,,356.25,730000,309,,,,
,500.0,1452,2360,,356.25,730000,309,,,,
,500.0,1456,2360,,356.25,730000,309,,,,
,500.0,1460,2360,,356.25,730000,309,,,,
36834,500.0,1464,2392,0.003,382.97,740000,309,-26.18053436279297,1.2771282196044922,4.731404781341553,0.00806005671620369
,500.0,1468,2392,,382.97,740000,309,,,,
,500.0,1472,2392,,382.97,740000,309,,,,
,500.0,1476,2392,,382.97,740000,309,,,,
,500.0,1480,2392,,382.97,740000,309,,,,
37334,500.0,1484,2424,0.003,390.03,750000,309,-24.92702865600586,0.7695034742355347,-4.634753227233887,0.0065977186895906925
,500.0,1488,2424,,390.03,750000,309,,,,
,500.0,1492,2424,,390.03,750000,309,,,,
,500.0,1496,2424,,390.03,750000,309,,,,
,500.0,1500,2424,,390.03,750000,309,,,,
37834,500.0,1504,2457,0.003,390.37,760000,309,-28.390552520751953,43.24379348754883,7.937237739562988,0.00869020540267229
,500.0,1508,2457,,390.37,760000,309,,,,
,500.0,1512,2457,,390.37,760000,309,,,,
,500.0,1516,2457,,390.37,760000,309,,,,
,500.0,1520,2457,,390.37,760000,309,,,,
38334,500.0,1524,2489,0.003,389.74,770000,309,-28.014301300048828,1.3427019119262695,-6.987981796264648,0.007023144513368607
,500.0,1528,2489,,389.74,770000,309,,,,
,500.0,1532,2489,,389.74,770000,309,,,,
,500.0,1536,2489,,389.74,770000,309,,,,
,500.0,1540,2489,,389.74,770000,309,,,,
38834,500.0,1544,2521,0.003,371.8,780000,309,-26.594303131103516,1.311240792274475,11.101476669311523,0.007867652922868729
,500.0,1548,2521,,371.8,780000,309,,,,
,500.0,1552,2521,,371.8,780000,309,,,,
,500.0,1556,2521,,371.8,780000,309,,,,
,500.0,1560,2521,,371.8,780000,309,,,,
39334,500.0,1564,2554,0.003,367.45,790000,309,-28.16504669189453,5.431034564971924,-3.058324098587036,0.0075958501547575
,500.0,1568,2554,,367.45,790000,309,,,,
,500.0,1572,2554,,367.45,790000,309,,,,
,500.0,1576,2554,,367.45,790000,309,,,,
,500.0,1580,2554,,367.45,790000,309,,,,
39834,500.0,1584,2587,0.003,340.98,800000,309,-25.734527587890625,1.3297457695007324,-3.2781848907470703,0.009353339672088623
,500.0,1588,2587,,340.98,800000,309,,,,
,500.0,1592,2587,,340.98,800000,309,,,,
,500.0,1596,2587,,340.98,800000,309,,,,
,500.0,1600,2587,,340.98,800000,309,,,,
40334,500.0,1604,2619,0.003,344.6,810000,309,-26.89204216003418,1.527353048324585,-7.277152061462402,0.008220089599490166
,500.0,1608,2619,,344.6,810000,309,,,,
,500.0,1612,2619,,344.6,810000,309,,,,
,500.0,1616,2619,,344.6,810000,309,,,,
,500.0,1620,2619,,344.6,810000,309,,,,
40834,500.0,1624,2652,0.003,344.73,820000,309,-33.718650817871094,1.523546576499939,5.006946563720703,0.009683425538241863
,500.0,1628,2652,,344.73,820000,309,,,,
,500.0,1632,2652,,344.73,820000,309,,,,
,500.0,1636,2652,,344.73,820000,309,,,,
,500.0,1640,2652,,344.73,820000,309,,,,
41334,500.0,1644,2684,0.003,366.29,830000,309,-28.005020141601562,1.0002326965332031,-9.097557067871094,0.009990409947931767
,500.0,1648,2684,,366.29,830000,309,,,,
,500.0,1652,2685,,366.29,830000,309,,,,
,500.0,1656,2685,,366.29,830000,309,,,,
,500.0,1660,2685,,366.29,830000,309,,,,
41834,500.0,1664,2718,0.003,345.72,840000,309,-29.29257583618164,1.194413185119629,-0.6409779787063599,0.008482334204018116
,500.0,1668,2718,,345.72,840000,309,,,,
,500.0,1672,2718,,345.72,840000,309,,,,
,500.0,1676,2718,,345.72,840000,309,,,,
,500.0,1680,2718,,345.72,840000,309,,,,
42334,500.0,1684,2750,0.003,374.77,850000,309,-33.6918830871582,1.3810575008392334,-4.668105125427246,0.011731822043657303
,500.0,1688,2750,,374.77,850000,309,,,,
,500.0,1692,2750,,374.77,850000,309,,,,
,500.0,1696,2750,,374.77,850000,309,,,,
,500.0,1700,2750,,374.77,850000,309,,,,
42834,500.0,1704,2783,0.003,347.62,860000,308,-33.914756774902344,1.0508513450622559,2.5159685611724854,0.008627684786915779
,500.0,1708,2783,,347.62,860000,308,,,,
,500.0,1712,2783,,347.62,860000,308,,,,
,500.0,1716,2783,,347.62,860000,308,,,,
,500.0,1720,2783,,347.62,860000,308,,,,
43334,500.0,1724,2815,0.003,361.85,870000,308,-31.884239196777344,2.6493256092071533,0.40764617919921875,0.010413384065032005
,500.0,1728,2815,,361.85,870000,308,,,,
,500.0,1732,2815,,361.85,870000,308,,,,
