time/fps,time/episodes,time/total_timesteps,train/learning_rate,train/ent_coef,train/critic_loss,train/n_updates,rollout/ep_len_mean,train/actor_loss,rollout/ep_rew_mean,time/time_elapsed,train/ent_coef_loss
302,360,180000,,,,,500.0,,0.91930615,595,
302,364,190000,0.00075,0.0027904703747481108,0.03289410471916199,9334,500.0,-17.45209503173828,1.4563327899999998,627,1.4560906887054443
302,368,190000,,,,,500.0,,1.4563327899999998,627,
302,372,190000,,,,,500.0,,1.4563327899999998,627,
302,376,190000,,,,,500.0,,1.4563327899999998,627,
302,380,190000,,,,,500.0,,1.4563327899999998,627,
302,384,200000,0.00075,0.0025704384315758944,2.319399356842041,9834,500.0,-16.4106388092041,1.33141509,661,8.687192916870117
302,388,200000,,,,,500.0,,1.33141509,661,
302,392,200000,,,,,500.0,,1.33141509,661,
302,396,200000,,,,,500.0,,1.33141509,661,
302,400,200000,,,,,500.0,,1.33141509,661,
302,404,210000,0.00075,0.0025514019653201103,0.053865257650613785,10334,500.0,-16.294858932495117,1.5380380399999998,694,-0.5633525848388672
302,408,210000,,,,,500.0,,1.5380380399999998,694,
302,412,210000,,,,,500.0,,1.5380380399999998,694,
302,416,210000,,,,,500.0,,1.5380380399999998,694,
302,420,210000,,,,,500.0,,1.5380380399999998,694,
302,424,220000,0.00075,0.002332346048206091,0.030099034309387207,10834,500.0,-15.768045425415039,2.0580702599999996,728,-7.4040398597717285
302,428,220000,,,,,500.0,,2.0580702599999996,728,
302,432,220000,,,,,500.0,,2.0580702599999996,728,
302,436,220000,,,,,500.0,,2.0580702599999996,728,
302,440,220000,,,,,500.0,,2.0580702599999996,728,
301,444,230000,0.00075,0.0023274023551493883,0.03330521285533905,11334,500.0,-15.205390930175781,2.0273393799999995,762,-0.08660686016082764
301,448,230000,,,,,500.0,,2.0273393799999995,762,
301,452,230000,,,,,500.0,,2.0273393799999995,762,
301,456,230000,,,,,500.0,,2.0273393799999995,762,
301,460,230000,,,,,500.0,,2.0273393799999995,762,
302,464,240000,0.00075,0.002612017560750246,0.07328090816736221,11834,500.0,-14.856389999389648,1.8865522899999994,794,2.4255659580230713
302,468,240000,,,,,500.0,,1.8865522899999994,794,
302,472,240000,,,,,500.0,,1.8865522899999994,794,
302,476,240000,,,,,500.0,,1.8865522899999994,794,
302,480,240000,,,,,500.0,,1.8865522899999994,794,
302,484,250000,0.00075,0.0024750661104917526,0.026442907750606537,12334,500.0,-15.076925277709961,2.0672646,826,-0.5616236925125122
302,488,250000,,,,,500.0,,2.0672646,826,
302,492,250000,,,,,500.0,,2.0672646,826,
302,496,250000,,,,,500.0,,2.0672646,826,
302,500,250000,,,,,500.0,,2.0672646,826,
302,504,260000,0.00075,0.002537392545491457,0.016041357070207596,12834,500.0,-14.277143478393555,2.15761463,859,2.2760658264160156
302,508,260000,,,,,500.0,,2.15761463,859,
302,512,260000,,,,,500.0,,2.15761463,859,
302,516,260000,,,,,500.0,,2.15761463,859,
302,520,260000,,,,,500.0,,2.15761463,859,
302,524,270000,0.00075,0.002495076507329941,2.0018088817596436,13334,500.0,-14.030169486999512,2.47134384,892,-9.08349895477295
302,528,270000,,,,,500.0,,2.47134384,892,
302,532,270000,,,,,500.0,,2.47134384,892,
302,536,270000,,,,,500.0,,2.47134384,892,
302,540,270000,,,,,500.0,,2.47134384,892,
302,544,280000,0.00075,0.0024915479589253664,1.5599101781845093,13834,500.0,-13.580205917358398,2.8195524499999998,925,14.724979400634766
302,548,280000,,,,,500.0,,2.8195524499999998,925,
302,552,280000,,,,,500.0,,2.8195524499999998,925,
302,556,280000,,,,,500.0,,2.8195524499999998,925,
302,560,280000,,,,,500.0,,2.8195524499999998,925,
302,564,290000,0.00075,0.0023773338180035353,0.011550537310540676,14334,500.0,-14.018620491027832,2.41537817,957,-6.031335830688477
302,568,290000,,,,,500.0,,2.41537817,957,
302,572,290000,,,,,500.0,,2.41537817,957,
302,576,290000,,,,,500.0,,2.41537817,957,
302,580,290000,,,,,500.0,,2.41537817,957,
303,584,300000,0.00075,0.002429415937513113,0.025121385231614113,14834,500.0,-13.4623384475708,2.96447853,989,-0.5604599714279175
303,588,300000,,,,,500.0,,2.96447853,989,
303,592,300000,,,,,500.0,,2.96447853,989,
303,596,300000,,,,,500.0,,2.96447853,989,
303,600,300000,,,,,500.0,,2.96447853,989,
303,604,310000,0.00075,0.002182598225772381,0.014037837274372578,15334,500.0,-12.901054382324219,2.6940759200000004,1022,-11.724847793579102
303,608,310000,,,,,500.0,,2.6940759200000004,1022,
303,612,310000,,,,,500.0,,2.6940759200000004,1022,
303,616,310000,,,,,500.0,,2.6940759200000004,1022,
303,620,310000,,,,,500.0,,2.6940759200000004,1022,
303,624,320000,0.00075,0.0021601964253932238,0.04663548991084099,15834,500.0,-12.61328125,1.9581423000000004,1055,-11.02070426940918
303,628,320000,,,,,500.0,,1.9581423000000004,1055,
303,632,320000,,,,,500.0,,1.9581423000000004,1055,
303,636,320000,,,,,500.0,,1.9581423000000004,1055,
303,640,320000,,,,,500.0,,1.9581423000000004,1055,
303,644,330000,0.00075,0.0018178322352468967,0.02291092276573181,16334,500.0,-12.404047012329102,1.6083217499999998,1087,-0.9395773410797119
303,648,330000,,,,,500.0,,1.6083217499999998,1087,
303,652,330000,,,,,500.0,,1.6083217499999998,1087,
303,656,330000,,,,,500.0,,1.6083217499999998,1087,
303,660,330000,,,,,500.0,,1.6083217499999998,1087,
303,664,340000,0.00075,0.0018278174102306366,0.01393967680633068,16834,500.0,-12.359016418457031,1.69634981,1119,-11.45332145690918
303,668,340000,,,,,500.0,,1.69634981,1119,
303,672,340000,,,,,500.0,,1.69634981,1119,
303,676,340000,,,,,500.0,,1.69634981,1119,
303,680,340000,,,,,500.0,,1.69634981,1119,
303,684,350000,0.00075,0.0019067658577114344,0.014610186219215393,17334,500.0,-12.335607528686523,2.56246246,1152,-12.144613265991211
303,688,350000,,,,,500.0,,2.56246246,1152,
303,692,350000,,,,,500.0,,2.56246246,1152,
303,696,350000,,,,,500.0,,2.56246246,1152,
303,700,350000,,,,,500.0,,2.56246246,1152,
303,704,360000,0.00075,0.0017634970135986805,1.1609008312225342,17834,500.0,-11.98715591430664,2.53082262,1184,-5.017726898193359
303,708,360000,,,,,500.0,,2.53082262,1184,
303,712,360000,,,,,500.0,,2.53082262,1184,
303,716,360000,,,,,500.0,,2.53082262,1184,
303,720,360000,,,,,500.0,,2.53082262,1184,
303,724,370000,0.00075,0.001694620936177671,0.036395423114299774,18334,500.0,-11.410734176635742,2.4398449799999997,1217,-1.7674810886383057
303,728,370000,,,,,500.0,,2.4398449799999997,1217,
303,732,370000,,,,,500.0,,2.4398449799999997,1217,
303,736,370000,,,,,500.0,,2.4398449799999997,1217,
303,740,370000,,,,,500.0,,2.4398449799999997,1217,
304,744,380000,0.00075,0.0016370597295463085,0.01584702357649803,18834,500.0,-11.267126083374023,2.6011205,1249,16.432514190673828
304,748,380000,,,,,500.0,,2.6011205,1249,
304,752,380000,,,,,500.0,,2.6011205,1249,
304,756,380000,,,,,500.0,,2.6011205,1249,
304,760,380000,,,,,500.0,,2.6011205,1249,
304,764,390000,0.00075,0.0015851763309910893,0.019623056054115295,19334,500.0,-11.008515357971191,2.8497237400000004,1282,-3.5954575538635254
304,768,390000,,,,,500.0,,2.8497237400000004,1282,
304,772,390000,,,,,500.0,,2.8497237400000004,1282,
304,776,390000,,,,,500.0,,2.8497237400000004,1282,
304,780,390000,,,,,500.0,,2.8497237400000004,1282,
304,784,400000,0.00075,0.0015247028786689043,0.9327512979507446,19834,500.0,-10.876286506652832,2.43993964,1315,6.7569780349731445
304,788,400000,,,,,500.0,,2.43993964,1315,
304,792,400000,,,,,500.0,,2.43993964,1315,
304,796,400000,,,,,500.0,,2.43993964,1315,
304,800,400000,,,,,500.0,,2.43993964,1315,
304,804,410000,0.00075,0.0015439988346770406,0.011153077706694603,20334,500.0,-10.559497833251953,2.6049910700000005,1347,10.171263694763184
304,808,410000,,,,,500.0,,2.6049910700000005,1347,
304,812,410000,,,,,500.0,,2.6049910700000005,1347,
304,816,410000,,,,,500.0,,2.6049910700000005,1347,
304,820,410000,,,,,500.0,,2.6049910700000005,1347,
304,824,420000,0.00075,0.0015540649183094501,0.006385152228176594,20834,500.0,-10.287887573242188,3.7408486100000005,1381,15.009767532348633
304,828,420000,,,,,500.0,,3.7408486100000005,1381,
304,832,420000,,,,,500.0,,3.7408486100000005,1381,
304,836,420000,,,,,500.0,,3.7408486100000005,1381,
304,840,420000,,,,,500.0,,3.7408486100000005,1381,
304,844,430000,0.00075,0.0014868151629343629,0.0075836181640625,21334,500.0,-10.347797393798828,3.74308273,1414,9.390460014343262
304,848,430000,,,,,500.0,,3.74308273,1414,
304,852,430000,,,,,500.0,,3.74308273,1414,
304,856,430000,,,,,500.0,,3.74308273,1414,
304,860,430000,,,,,500.0,,3.74308273,1414,
304,864,440000,0.00075,0.0014392378507182002,1.1271300315856934,21834,500.0,-9.901603698730469,4.094571269999999,1446,-3.839210271835327
304,868,440000,,,,,500.0,,4.094571269999999,1446,
304,872,440000,,,,,500.0,,4.094571269999999,1446,
304,876,440000,,,,,500.0,,4.094571269999999,1446,
304,880,440000,,,,,500.0,,4.094571269999999,1446,
304,884,450000,0.00075,0.001550183747895062,0.018582265824079514,22334,500.0,-9.767233848571777,3.88163646,1479,-6.138456344604492
304,888,450000,,,,,500.0,,3.88163646,1479,
304,892,450000,,,,,500.0,,3.88163646,1479,
304,896,450000,,,,,500.0,,3.88163646,1479,
304,900,450000,,,,,500.0,,3.88163646,1479,
304,904,460000,0.00075,0.0017949583707377315,0.5843062400817871,22834,500.0,-9.679828643798828,4.80623948,1512,-2.0693440437316895
304,908,460000,,,,,500.0,,4.80623948,1512,
304,912,460000,,,,,500.0,,4.80623948,1512,
304,916,460000,,,,,500.0,,4.80623948,1512,
304,920,460000,,,,,500.0,,4.80623948,1512,
304,924,470000,0.00075,0.001713946578092873,0.009600021876394749,23334,500.0,-9.527003288269043,3.71246766,1545,-9.203974723815918
304,928,470000,,,,,500.0,,3.71246766,1545,
304,932,470000,,,,,500.0,,3.71246766,1545,
304,936,470000,,,,,500.0,,3.71246766,1545,
304,940,470000,,,,,500.0,,3.71246766,1545,
304,944,480000,0.00075,0.0015050179790705442,0.010909726843237877,23834,500.0,-9.277698516845703,3.7379342099999997,1577,12.356037139892578
304,948,480000,,,,,500.0,,3.7379342099999997,1577,
304,952,480000,,,,,500.0,,3.7379342099999997,1577,
304,956,480000,,,,,500.0,,3.7379342099999997,1577,
304,960,480000,,,,,500.0,,3.7379342099999997,1578,
304,964,490000,0.00075,0.0018145914655178785,0.02292638085782528,24334,500.0,-9.167593002319336,3.39856157,1610,-3.5792133808135986
304,968,490000,,,,,500.0,,3.39856157,1610,
304,972,490000,,,,,500.0,,3.39856157,1610,
304,976,490000,,,,,500.0,,3.39856157,1610,
304,980,490000,,,,,500.0,,3.39856157,1610,
304,984,500000,0.00075,0.0016655438812449574,0.012424096465110779,24834,500.0,-9.081880569458008,3.3174410299999995,1642,-13.933368682861328
304,988,500000,,,,,500.0,,3.3174410299999995,1642,
304,992,500000,,,,,500.0,,3.3174410299999995,1642,
304,996,500000,,,,,500.0,,3.3174410299999995,1642,
304,1000,500000,,,,,500.0,,3.3174410299999995,1642,
304,1004,510000,0.00075,0.0015895013930276036,0.012859302572906017,25334,500.0,-8.611959457397461,3.5888685399999996,1675,16.395090103149414
304,1008,510000,,,,,500.0,,3.5888685399999996,1675,
304,1012,510000,,,,,500.0,,3.5888685399999996,1675,
304,1016,510000,,,,,500.0,,3.5888685399999996,1675,
304,1020,510000,,,,,500.0,,3.5888685399999996,1675,
304,1024,520000,0.00075,0.0016174542251974344,0.007180866319686174,25834,500.0,-8.567663192749023,3.7050138400000003,1709,21.364086151123047
304,1028,520000,,,,,500.0,,3.7050138400000003,1709,
304,1032,520000,,,,,500.0,,3.7050138400000003,1709,
304,1036,520000,,,,,500.0,,3.7050138400000003,1709,
304,1040,520000,,,,,500.0,,3.7050138400000003,1709,
304,1044,530000,0.00075,0.0016900140326470137,0.012749811634421349,26334,500.0,-8.327003479003906,3.77130666,1741,38.017452239990234
304,1048,530000,,,,,500.0,,3.77130666,1741,
304,1052,530000,,,,,500.0,,3.77130666,1741,
304,1056,530000,,,,,500.0,,3.77130666,1741,
304,1060,530000,,,,,500.0,,3.77130666,1741,
304,1064,540000,0.00075,0.001647654571570456,0.014501849189400673,26834,500.0,-8.437511444091797,3.71960912,1775,-1.5440025329589844
304,1068,540000,,,,,500.0,,3.71960912,1775,
304,1072,540000,,,,,500.0,,3.71960912,1775,
304,1076,540000,,,,,500.0,,3.71960912,1775,
304,1080,540000,,,,,500.0,,3.71960912,1775,
304,1084,550000,0.00075,0.0012829878833144903,1.0479739904403687,27334,500.0,-7.962588310241699,5.248073600000001,1808,2.065368413925171
304,1088,550000,,,,,500.0,,5.248073600000001,1808,
304,1092,550000,,,,,500.0,,5.248073600000001,1808,
304,1096,550000,,,,,500.0,,5.248073600000001,1808,
304,1100,550000,,,,,500.0,,5.248073600000001,1808,
304,1104,560000,0.00075,0.0014515341026708484,0.004323141183704138,27834,500.0,-7.918893814086914,4.129008659999999,1840,0.5771200656890869
304,1108,560000,,,,,500.0,,4.129008659999999,1840,
304,1112,560000,,,,,500.0,,4.129008659999999,1840,
304,1116,560000,,,,,500.0,,4.129008659999999,1840,
304,1120,560000,,,,,500.0,,4.129008659999999,1840,
304,1124,570000,0.00075,0.0013235401129350066,0.009375378489494324,28334,500.0,-7.87348747253418,4.33695781,1873,-8.099512100219727
304,1128,570000,,,,,500.0,,4.33695781,1873,
304,1132,570000,,,,,500.0,,4.33695781,1873,
304,1136,570000,,,,,500.0,,4.33695781,1873,
304,1140,570000,,,,,500.0,,4.33695781,1873,
304,1144,580000,0.00075,0.0013101798249408603,0.01875843107700348,28834,500.0,-7.678123474121094,4.348769160000001,1906,4.519139766693115
304,1148,580000,,,,,500.0,,4.348769160000001,1906,
304,1152,580000,,,,,500.0,,4.348769160000001,1906,
304,1156,580000,,,,,500.0,,4.348769160000001,1906,
304,1160,580000,,,,,500.0,,4.348769160000001,1906,
304,1164,590000,0.00075,0.0014703862834721804,0.009394134394824505,29334,500.0,-7.368987083435059,4.51200635,1939,-1.2774921655654907
304,1168,590000,,,,,500.0,,4.51200635,1939,
304,1172,590000,,,,,500.0,,4.51200635,1939,
304,1176,590000,,,,,500.0,,4.51200635,1939,
304,1180,590000,,,,,500.0,,4.51200635,1939,
304,1184,600000,0.00075,0.0013780830195173621,0.018802884966135025,29834,500.0,-7.155752182006836,2.6411083599999996,1972,-7.898301124572754
304,1188,600000,,,,,500.0,,2.6411083599999996,1972,
304,1192,600000,,,,,500.0,,2.6411083599999996,1972,
304,1196,600000,,,,,500.0,,2.6411083599999996,1972,
304,1200,600000,,,,,500.0,,2.6411083599999996,1972,
303,1204,610000,0.00075,0.001298596733249724,0.010912735015153885,30334,500.0,-7.188838005065918,4.36796199,2006,7.804901123046875
303,1208,610000,,,,,500.0,,4.36796199,2006,
303,1212,610000,,,,,500.0,,4.36796199,2006,
303,1216,610000,,,,,500.0,,4.36796199,2006,
303,1220,610000,,,,,500.0,,4.36796199,2006,
303,1224,620000,0.00075,0.0012835514498874545,0.007534482516348362,30834,500.0,-7.082104206085205,6.67326095,2040,-3.2182705402374268
303,1228,620000,,,,,500.0,,6.67326095,2040,
303,1232,620000,,,,,500.0,,6.67326095,2040,
303,1236,620000,,,,,500.0,,6.67326095,2040,
303,1240,620000,,,,,500.0,,6.67326095,2040,
303,1244,630000,0.00075,0.0013250960037112236,0.006047502160072327,31334,500.0,-6.833497524261475,8.481816680000001,2073,5.0332255363464355
303,1248,630000,,,,,500.0,,8.481816680000001,2073,
303,1252,630000,,,,,500.0,,8.481816680000001,2073,
303,1256,630000,,,,,500.0,,8.481816680000001,2073,
303,1260,630000,,,,,500.0,,8.481816680000001,2073,
303,1264,640000,0.00075,0.0014036293141543865,0.0061370753683149815,31834,500.0,-6.655092239379883,9.61037428,2107,-3.455099582672119
303,1268,640000,,,,,500.0,,9.61037428,2107,
303,1272,640000,,,,,500.0,,9.61037428,2107,
303,1276,640000,,,,,500.0,,9.61037428,2107,
303,1280,640000,,,,,500.0,,9.61037428,2107,
303,1284,650000,0.00075,0.0013649424072355032,0.006739337928593159,32334,500.0,-6.785996437072754,12.1772275,2141,-0.37456950545310974
303,1288,650000,,,,,500.0,,12.1772275,2141,
303,1292,650000,,,,,500.0,,12.1772275,2141,
303,1296,650000,,,,,500.0,,12.1772275,2141,
303,1300,650000,,,,,500.0,,12.1772275,2141,
303,1304,660000,0.00075,0.0014493035851046443,0.6220394372940063,32834,500.0,-6.595171928405762,12.39122164,2174,-4.260139465332031
303,1308,660000,,,,,500.0,,12.39122164,2174,
303,1312,660000,,,,,500.0,,12.39122164,2174,
303,1316,660000,,,,,500.0,,12.39122164,2174,
303,1320,660000,,,,,500.0,,12.39122164,2174,
303,1324,670000,0.00075,0.0011880480451509356,0.35418468713760376,33334,500.0,-6.355478286743164,13.112172270000004,2207,11.614299774169922
303,1328,670000,,,,,500.0,,13.112172270000004,2207,
303,1332,670000,,,,,500.0,,13.112172270000004,2207,
303,1336,670000,,,,,500.0,,13.112172270000004,2207,
303,1340,670000,,,,,500.0,,13.112172270000004,2207,
303,1344,680000,0.00075,0.00119556556455791,0.021811742335557938,33834,500.0,-6.251056671142578,14.154456809999997,2240,-16.28826141357422
303,1348,680000,,,,,500.0,,14.154456809999997,2240,
303,1352,680000,,,,,500.0,,14.154456809999997,2240,
303,1356,680000,,,,,500.0,,14.154456809999997,2240,
303,1360,680000,,,,,500.0,,14.154456809999997,2240,
303,1364,690000,0.00075,0.0013285118620842695,0.00966685451567173,34334,500.0,-6.178471565246582,16.29796141,2274,5.219941139221191
303,1368,690000,,,,,500.0,,16.29796141,2274,
303,1372,690000,,,,,500.0,,16.29796141,2274,
303,1376,690000,,,,,500.0,,16.29796141,2274,
303,1380,690000,,,,,500.0,,16.29796141,2274,
303,1384,700000,0.00075,0.00129989895503968,0.006248012185096741,34834,500.0,-6.06223201751709,18.21747983,2306,-6.635610580444336
303,1388,700000,,,,,500.0,,18.21747983,2306,
303,1392,700000,,,,,500.0,,18.21747983,2306,
303,1396,700000,,,,,500.0,,18.21747983,2306,
303,1400,700000,,,,,500.0,,18.21747983,2306,
303,1404,710000,0.00075,0.001126141520217061,0.2412082552909851,35334,500.0,-6.098718643188477,20.247157089999998,2339,2.47885799407959
303,1408,710000,,,,,500.0,,20.247157089999998,2339,
303,1412,710000,,,,,500.0,,20.247157089999998,2339,
303,1416,710000,,,,,500.0,,20.247157089999998,2339,
303,1420,710000,,,,,500.0,,20.247157089999998,2339,
303,1424,720000,0.00075,0.0012743489351123571,0.02940213680267334,35834,500.0,-6.014074325561523,18.635346730000002,2372,-8.058797836303711
303,1428,720000,,,,,500.0,,18.635346730000002,2372,
303,1432,720000,,,,,500.0,,18.635346730000002,2372,
303,1436,720000,,,,,500.0,,18.635346730000002,2372,
303,1440,720000,,,,,500.0,,18.635346730000002,2372,
303,1444,730000,0.00075,0.0013386218342930079,0.25071173906326294,36334,500.0,-6.138539791107178,17.915526579999998,2406,4.202289581298828
303,1448,730000,,,,,500.0,,17.915526579999998,2406,
303,1452,730000,,,,,500.0,,17.915526579999998,2406,
303,1456,730000,,,,,500.0,,17.915526579999998,2406,
303,1460,730000,,,,,500.0,,17.915526579999998,2406,
303,1464,740000,0.00075,0.001250887755304575,0.015380308032035828,36834,500.0,-6.318239212036133,17.557775080000003,2439,-5.345213890075684
303,1468,740000,,,,,500.0,,17.557775080000003,2439,
303,1472,740000,,,,,500.0,,17.557775080000003,2439,
303,1476,740000,,,,,500.0,,17.557775080000003,2439,
303,1480,740000,,,,,500.0,,17.557775080000003,2439,
303,1484,750000,0.00075,0.001422801287844777,0.1789621114730835,37334,500.0,-5.965510368347168,14.05873609,2472,0.9267268180847168
303,1488,750000,,,,,500.0,,14.05873609,2472,
303,1492,750000,,,,,500.0,,14.05873609,2472,
303,1496,750000,,,,,500.0,,14.05873609,2472,
303,1500,750000,,,,,500.0,,14.05873609,2472,
303,1504,760000,0.00075,0.0013623441336676478,0.022103164345026016,37834,500.0,-5.696815490722656,10.92512027,2505,3.891767740249634
303,1508,760000,,,,,500.0,,10.92512027,2505,
303,1512,760000,,,,,500.0,,10.92512027,2505,
303,1516,760000,,,,,500.0,,10.92512027,2505,
303,1520,760000,,,,,500.0,,10.92512027,2505,
303,1524,770000,0.00075,0.001583052333444357,0.010832242667675018,38334,500.0,-5.403318881988525,11.37553936,2537,-6.710000991821289
303,1528,770000,,,,,500.0,,11.37553936,2538,
303,1532,770000,,,,,500.0,,11.37553936,2538,
303,1536,770000,,,,,500.0,,11.37553936,2538,
303,1540,770000,,,,,500.0,,11.37553936,2538,
303,1544,780000,0.00075,0.0016049421392381191,0.016080431640148163,38834,500.0,-5.422441482543945,11.78183371,2570,8.33991527557373
303,1548,780000,,,,,500.0,,11.78183371,2570,
303,1552,780000,,,,,500.0,,11.78183371,2570,
303,1556,780000,,,,,500.0,,11.78183371,2570,
