train/critic_loss,train/n_updates,time/episodes,train/actor_loss,train/learning_rate,rollout/ep_rew_mean,rollout/ep_len_mean,train/ent_coef_loss,time/total_timesteps,time/time_elapsed,train/ent_coef,time/fps
0.05994420498609543,20764,580,-11.24376106262207,0.00075,9.64908565,500.0,7.252879619598389,294000,1354,0.002531304256990552,216
0.031996145844459534,21264,590,-11.128534317016602,0.00075,9.37374341,500.0,-7.184686660766602,301000,1386,0.002220606431365013,217
,,600,,,9.37374341,500.0,,301000,1386,,217
0.028690265491604805,21764,610,-10.413148880004883,0.00075,9.07986875,500.0,1.6524474620819092,308000,1417,0.00253183301538229,217
1.2808454036712646,22264,620,-10.223358154296875,0.00075,9.01955692,500.0,6.780211925506592,315000,1450,0.0027047276962548494,217
,,630,,,9.01955692,500.0,,315000,1450,,217
0.7810559272766113,22764,640,-10.017438888549805,0.00075,9.793657889999999,500.0,0.5570938587188721,322000,1482,0.002593526616692543,217
0.027134116739034653,23264,650,-10.087827682495117,0.00075,10.76927518,500.0,-3.1110734939575195,329000,1513,0.002467278391122818,217
0.034788839519023895,23764,660,-9.907248497009277,0.00075,5.630148419999999,500.0,-1.1837717294692993,336000,1545,0.0023966673761606216,217
,,670,,,5.630148419999999,500.0,,336000,1545,,217
0.0183897465467453,24264,680,-9.631589889526367,0.00075,6.381905400000002,500.0,8.885581970214844,343000,1577,0.0023719551973044872,217
0.06555342674255371,24764,690,-9.569769859313965,0.00075,5.9135517800000015,500.0,9.269784927368164,350000,1610,0.002192304003983736,217
,,700,,,5.9135517800000015,500.0,,350000,1610,,217
0.5348794460296631,25264,710,-9.365222930908203,0.00075,6.048087349999999,500.0,5.238739013671875,357000,1643,0.0022355252876877785,217
0.03202703595161438,25764,720,-9.230659484863281,0.00075,6.130377210000001,500.0,8.333791732788086,364000,1675,0.0021427215542644262,217
0.18140096962451935,26264,730,-9.102093696594238,0.00075,5.853759329999999,500.0,-0.37855100631713867,371000,1707,0.0022620591334998608,217
,,740,,,5.853759329999999,500.0,,371000,1707,,217
0.03276408091187477,26764,750,-8.882047653198242,0.00075,6.07135489,500.0,-10.754549026489258,378000,1739,0.0021518301218748093,217
0.06970128417015076,27264,760,-9.891799926757812,0.00075,5.391259740000001,500.0,4.172366142272949,385000,1771,0.002183225005865097,217
,,770,,,5.391259740000001,500.0,,385000,1771,,217
0.06410843133926392,27764,780,-8.675016403198242,0.00075,4.26256693,500.0,-1.028076171875,392000,1802,0.0020886228885501623,217
0.16315242648124695,28264,790,-8.494487762451172,0.00075,4.3067057700000015,500.0,0.4901297688484192,399000,1833,0.002282581990584731,217
0.0808335542678833,28764,800,-8.15168571472168,0.00075,4.26523381,500.0,0.20890778303146362,406000,1865,0.002240820787847042,217
,,810,,,4.26523381,500.0,,406000,1865,,217
0.29818612337112427,29264,820,-7.866356372833252,0.00075,4.473545110000001,500.0,-4.150887966156006,413000,1896,0.0022902442142367363,217
0.0663156509399414,29764,830,-7.68618106842041,0.00075,7.07428579,500.0,1.0503146648406982,420000,1928,0.002257674466818571,217
,,840,,,7.07428579,500.0,,420000,1928,,217
0.042396217584609985,30264,850,-7.509243011474609,0.00075,5.33059975,500.0,-4.127224445343018,427000,1960,0.0021703955717384815,217
0.5733197331428528,30764,860,-7.783597469329834,0.00075,10.892190070000002,500.0,-5.632828712463379,434000,1993,0.0024597649462521076,217
0.7476891875267029,31264,870,-7.170677185058594,0.00075,11.32228019,500.0,-9.868738174438477,441000,2024,0.00281470431946218,217
,,880,,,11.32228019,500.0,,441000,2024,,217
0.47940200567245483,31764,890,-8.223284721374512,0.00075,11.815434650000002,500.0,-2.2719898223876953,448000,2056,0.002603292465209961,217
0.03851950913667679,32264,900,-7.280860900878906,0.00075,12.42219093,500.0,8.48459529876709,455000,2087,0.002792119514197111,217
,,910,,,12.42219093,500.0,,455000,2087,,217
0.026419460773468018,32764,920,-7.175507068634033,0.00075,12.270351359999998,500.0,-6.619822978973389,462000,2118,0.002896958729252219,218
0.2029765099287033,33264,930,-7.693870544433594,0.00075,10.08353882,500.0,-3.0219931602478027,469000,2149,0.003227035980671644,218
0.039183929562568665,33764,940,-8.062122344970703,0.00075,11.362010159999997,500.0,3.081826686859131,476000,2181,0.003461237298324704,218
,,950,,,11.362010159999997,500.0,,476000,2181,,218
0.13341182470321655,34264,960,-6.424874305725098,0.00075,5.90376707,500.0,8.150997161865234,483000,2212,0.0035944487899541855,218
0.051483042538166046,34764,970,-6.934298515319824,0.00075,5.5202475600000005,500.0,26.247028350830078,490000,2242,0.004041002597659826,218
,,980,,,5.5202475600000005,500.0,,490000,2242,,218
0.045850563794374466,35264,990,-7.6678080558776855,0.00075,10.13893069,500.0,-2.7255024909973145,497000,2274,0.0036240711342543364,218
0.11783024668693542,35764,1000,-7.298928260803223,0.00075,10.787330270000002,500.0,-6.780441761016846,504000,2306,0.003611915512010455,218
0.20053794980049133,36264,1010,-7.948342323303223,0.00075,14.178989569999999,500.0,17.19049072265625,511000,2337,0.0035684534814208746,218
,,1020,,,14.178989569999999,500.0,,511000,2337,,218
0.08584458380937576,36764,1030,-7.789743900299072,0.00075,20.63002872,500.0,-4.917773246765137,518000,2369,0.0036321450024843216,218
0.06696256995201111,37264,1040,-6.849244117736816,0.00075,21.84053798,500.0,-2.3369147777557373,525000,2400,0.004183576442301273,218
,,1050,,,21.84053798,500.0,,525000,2400,,218
0.12845228612422943,37764,1060,-7.527787208557129,0.00075,28.315098249999995,500.0,1.4328824281692505,532000,2431,0.004434408154338598,218
0.13593901693820953,38264,1070,-8.201409339904785,0.00075,36.46417446,500.0,-2.2643253803253174,539000,2463,0.0038486334960907698,218
0.16905692219734192,38764,1080,-7.999275207519531,0.00075,34.34584213000001,500.0,0.37257862091064453,546000,2495,0.0034573248121887445,218
,,1090,,,34.34584213000001,500.0,,546000,2495,,218
0.17904339730739594,39264,1100,-8.242532730102539,0.00075,33.67432961,500.0,1.0410282611846924,553000,2527,0.0040268246084451675,218
0.49995946884155273,39764,1110,-8.532442092895508,0.00075,32.212988579999994,500.0,-0.11088323593139648,560000,2558,0.0039947256445884705,218
,,1120,,,32.212988579999994,500.0,,560000,2558,,218
0.14960119128227234,40264,1130,-8.212309837341309,0.00075,30.962787439999996,500.0,5.394097328186035,567000,2590,0.004246596246957779,218
0.2785657048225403,40764,1140,-9.225432395935059,0.00075,32.34280179,500.0,-1.9252207279205322,574000,2621,0.004541987553238869,218
0.18798092007637024,41264,1150,-9.30061149597168,0.00075,27.387373079999996,500.0,-3.6765918731689453,581000,2653,0.004742144141346216,218
,,1160,,,27.387373079999996,500.0,,581000,2653,,218
0.5818560123443604,41764,1170,-8.79156494140625,0.00075,31.91443631,500.0,-0.8023505210876465,588000,2684,0.004393234383314848,219
0.8731215000152588,42264,1180,-11.068775177001953,0.00075,31.222849279999995,500.0,2.5061211585998535,595000,2716,0.004899546969681978,219
,,1190,,,31.222849279999995,500.0,,595000,2716,,219
0.14847660064697266,42764,1200,-8.753837585449219,0.00075,40.959745059999996,500.0,0.9603704810142517,602000,2748,0.004563936032354832,219
0.705846905708313,43264,1210,-9.358510971069336,0.00075,49.88270836999999,500.0,2.01442289352417,609000,2781,0.005599344614893198,218
0.2810523509979248,43764,1220,-8.422786712646484,0.00075,79.56891911,500.0,-10.425270080566406,616000,2814,0.0057703000493347645,218
,,1230,,,79.56891911,500.0,,616000,2814,,218
0.8054616451263428,44264,1240,-12.100696563720703,0.00075,103.02508301,500.0,-0.9565480947494507,623000,2847,0.005719446577131748,218
0.39236631989479065,44764,1250,-11.229552268981934,0.00075,112.10087949999999,500.0,9.421550750732422,630000,2880,0.006025922019034624,218
,,1260,,,112.10087949999999,500.0,,630000,2880,,218
0.3285210132598877,45264,1270,-11.771795272827148,0.00075,110.15786077000001,500.0,1.4451406002044678,637000,2914,0.006280211266130209,218
0.3266518712043762,45764,1280,-11.614972114562988,0.00075,133.43184358999997,500.0,-3.5294079780578613,644000,2947,0.006187555845826864,218
0.5820488333702087,46264,1290,-12.51426887512207,0.00075,132.03453432000003,500.0,-4.364185810089111,651000,2981,0.0065758549608290195,218
,,1300,,,132.03453432000003,500.0,,651000,2981,,218
0.37316790223121643,46764,1310,-12.021947860717773,0.00075,146.14261121,500.0,-0.28850966691970825,658000,3014,0.006832814309746027,218
0.4838436245918274,47264,1320,-13.119510650634766,0.00075,142.16270403000001,500.0,3.139176607131958,665000,3047,0.007133494131267071,218
,,1330,,,142.16270403000001,500.0,,665000,3047,,218
2.6938369274139404,47764,1340,-14.883554458618164,0.00075,113.18051487000001,500.0,5.993945598602295,672000,3081,0.007039109710603952,218
0.8165590763092041,48264,1350,-15.651273727416992,0.00075,99.55667947000002,500.0,4.979949951171875,679000,3115,0.0076849330216646194,217
0.3498106002807617,48764,1360,-15.830496788024902,0.00075,115.07466858,500.0,2.8041067123413086,686000,3148,0.007181127555668354,217
,,1370,,,115.07466858,500.0,,686000,3148,,217
0.4798561632633209,49264,1380,-13.01302719116211,0.00075,92.83872925000001,500.0,5.815094947814941,693000,3181,0.0069062430411577225,217
0.42878425121307373,49764,1390,-14.573472023010254,0.00075,114.38213334,500.0,7.461328983306885,700000,3214,0.006724828854203224,217
,,1400,,,114.38213334,500.0,,700000,3214,,217
0.9985361099243164,50264,1410,-15.900083541870117,0.00075,102.16006483000001,500.0,0.747448205947876,707000,3248,0.0072805993258953094,217
3.7586655616760254,50764,1420,-15.04078197479248,0.00075,102.37616324999999,500.0,-4.202422142028809,714000,3281,0.007187095005065203,217
0.5979510545730591,51264,1430,-15.755114555358887,0.00075,134.57038928,500.0,0.196152925491333,721000,3315,0.007240791339427233,217
,,1440,,,134.57038928,500.0,,721000,3315,,217
4.938441276550293,51764,1450,-15.118307113647461,0.00075,145.93933381,500.0,18.44682502746582,728000,3348,0.007244870066642761,217
1.2244961261749268,52264,1460,-14.8638334274292,0.00075,164.96258904999996,500.0,-2.7734076976776123,735000,3379,0.0074262069538235664,217
,,1470,,,164.96258904999996,500.0,,735000,3380,,217
0.2612123489379883,52764,1480,-15.901054382324219,0.00075,170.865251,500.0,-3.862199306488037,742000,3413,0.00779860932379961,217
1.4522242546081543,53264,1490,-16.264381408691406,0.00075,187.70651355999996,500.0,-0.050623536109924316,749000,3446,0.008028209209442139,217
1.4479740858078003,53764,1500,-17.044347763061523,0.00075,210.86210010000002,500.0,0.9721008539199829,756000,3479,0.008289524354040623,217
,,1510,,,210.86210010000002,500.0,,756000,3479,,217
0.8939793109893799,54264,1520,-18.687055587768555,0.00075,193.80263478999998,500.0,2.853198289871216,763000,3512,0.008175822906196117,217
1.0718765258789062,54764,1530,-17.51146697998047,0.00075,173.37108945999998,500.0,-4.1280107498168945,770000,3545,0.00911487266421318,217
,,1540,,,173.37108945999998,500.0,,770000,3545,,217
1.3279998302459717,55264,1550,-19.10680389404297,0.00075,204.45233801999998,500.0,1.958957552909851,777000,3577,0.008113610558211803,217
0.5042788982391357,55764,1560,-20.80579376220703,0.00075,218.44142442000003,500.0,-1.0344538688659668,784000,3610,0.008292370475828648,217
1.0960801839828491,56264,1570,-21.302066802978516,0.00075,256.02009662999995,500.0,2.689026355743408,791000,3642,0.008682521991431713,217
,,1580,,,256.02009662999995,500.0,,791000,3642,,217
0.8216863870620728,56764,1590,-20.98895263671875,0.00075,279.55264748999997,500.0,7.090216636657715,798000,3674,0.008475986309349537,217
1.408153772354126,57264,1600,-20.963844299316406,0.00075,288.96844461999996,500.0,2.8844285011291504,805000,3705,0.009627104736864567,217
,,1610,,,288.96844461999996,500.0,,805000,3705,,217
0.34268471598625183,57764,1620,-22.600793838500977,0.00075,298.96625987,500.0,3.5446574687957764,812000,3738,0.009665203280746937,217
4.695323467254639,58264,1630,-20.682048797607422,0.00075,314.62596537999997,500.0,-7.815040111541748,819000,3772,0.008736285381019115,217
2.0259547233581543,58764,1640,-22.49933624267578,0.00075,293.73336516,500.0,6.341261863708496,826000,3804,0.009496896527707577,217
,,1650,,,293.73336516,500.0,,826000,3804,,217
0.7815749645233154,59264,1660,-22.332260131835938,0.00075,284.71998893,500.0,-3.1975784301757812,833000,3837,0.009138878434896469,217
1.0700815916061401,59764,1670,-21.764223098754883,0.00075,264.71231939999996,500.0,-1.9946885108947754,840000,3869,0.008642916567623615,217
,,1680,,,264.71231939999996,500.0,,840000,3869,,217
5.631293773651123,60264,1690,-20.606924057006836,0.00075,240.17183733000002,500.0,-3.6829113960266113,847000,3900,0.011266911402344704,217
0.40470585227012634,60764,1700,-22.231319427490234,0.00075,227.97889324999997,500.0,-4.690876483917236,854000,3932,0.010782796889543533,217
1.4733328819274902,61264,1710,-22.567840576171875,0.00075,216.85731386000003,500.0,0.17359954118728638,861000,3963,0.009363535791635513,217
,,1720,,,216.85731386000003,500.0,,861000,3963,,217
0.9763290286064148,61764,1730,-24.681407928466797,0.00075,222.71050129,500.0,-0.5244548916816711,868000,3995,0.009570619091391563,217
34.24531555175781,62264,1740,-21.821792602539062,0.00075,212.53022952000003,500.0,4.096529006958008,875000,4026,0.010090923868119717,217
,,1750,,,212.53022952000003,500.0,,875000,4027,,217
1.0024302005767822,62764,1760,-24.6649227142334,0.00075,206.65695679,500.0,-4.193603515625,882000,4059,0.010425297543406487,217
0.6692107915878296,63264,1770,-23.297882080078125,0.00075,205.70455113999998,500.0,-5.030265808105469,889000,4091,0.01021144911646843,217
1.5935978889465332,63764,1780,-28.34029769897461,0.00075,200.96293147999998,500.0,0.46873772144317627,896000,4124,0.011132700368762016,217
,,1790,,,200.96293147999998,500.0,,896000,4124,,217
0.5697392821311951,64264,1800,-25.035614013671875,0.00075,184.56014266999998,500.0,1.5096217393875122,903000,4156,0.010423910804092884,217
4.219476699829102,64764,1810,-26.48985481262207,0.00075,181.23931966,500.0,5.248684883117676,910000,4189,0.01020012516528368,217
,,1820,,,181.23931966,500.0,,910000,4189,,217
1.007211685180664,65264,1830,-25.967235565185547,0.00075,181.61841993000002,500.0,-2.525813341140747,917000,4222,0.010726336389780045,217
2.043160915374756,65764,1840,-26.864376068115234,0.00075,184.52728651,500.0,5.151616096496582,924000,4256,0.010633234865963459,217
29.322635650634766,66264,1850,-26.358970642089844,0.00075,174.02895781000004,500.0,4.4118428230285645,931000,4290,0.010430767200887203,216
,,1860,,,174.02895781000004,500.0,,931000,4290,,216
1.66986083984375,66764,1870,-25.57887077331543,0.00075,177.10911616,500.0,3.1095826625823975,938000,4323,0.010684594511985779,216
0.8276806473731995,67264,1880,-29.17575454711914,0.00075,163.59924673,500.0,-1.7525547742843628,945000,4357,0.01173447910696268,216
,,1890,,,163.59924673,500.0,,945000,4357,,216
1.1660910844802856,67764,1900,-28.945022583007812,0.00075,168.640103,500.0,-1.0170009136199951,952000,4390,0.010989639908075333,216
0.9035016894340515,68264,1910,-25.444374084472656,0.00075,175.20873075,500.0,0.5533570051193237,959000,4423,0.012280113995075226,216
1.1512172222137451,68764,1920,-26.291275024414062,0.00075,174.54988878,500.0,0.5928395986557007,966000,4456,0.011805177666246891,216
,,1930,,,174.54988878,500.0,,966000,4456,,216
0.9589430689811707,69264,1940,-28.934946060180664,0.00075,202.04484584999997,500.0,1.442110300064087,973000,4489,0.012150920927524567,216
1.1426496505737305,69764,1950,-27.679832458496094,0.00075,225.48466938000004,500.0,-3.256286144256592,980000,4522,0.012267659418284893,216
,,1960,,,225.48466938000004,500.0,,980000,4522,,216
1.1320159435272217,70264,1970,-26.44499969482422,0.00075,240.94896943999996,500.0,-1.5311086177825928,987000,4555,0.011689867824316025,216
39.346954345703125,70764,1980,-30.346996307373047,0.00075,242.29366937999995,500.0,-2.112443685531616,994000,4589,0.011357059702277184,216
