train/learning_rate,train/ent_coef,rollout/ep_len_mean,time/episodes,time/total_timesteps,train/actor_loss,train/critic_loss,time/fps,time/time_elapsed,train/ent_coef_loss,train/n_updates,rollout/ep_rew_mean
,,500.0,356,180000,,,301,596,,,1.63662891
,,500.0,360,180000,,,301,596,,,1.63662891
0.00075,0.00312054599635303,500.0,364,190000,-16.31155776977539,0.06266326457262039,301,629,12.438023567199707,9334,1.5982886600000004
,,500.0,368,190000,,,301,629,,,1.5982886600000004
,,500.0,372,190000,,,301,629,,,1.5982886600000004
,,500.0,376,190000,,,301,629,,,1.5982886600000004
,,500.0,380,190000,,,301,629,,,1.5982886600000004
0.00075,0.002914611017331481,500.0,384,200000,-15.656086921691895,4.483139514923096,301,662,9.881231307983398,9834,1.55487843
,,500.0,388,200000,,,301,662,,,1.55487843
,,500.0,392,200000,,,301,662,,,1.55487843
,,500.0,396,200000,,,301,662,,,1.55487843
,,500.0,400,200000,,,301,662,,,1.55487843
0.00075,0.002827208722010255,500.0,404,210000,-15.960569381713867,0.02483929879963398,301,696,-4.809223175048828,10334,1.33330218
,,500.0,408,210000,,,301,696,,,1.33330218
,,500.0,412,210000,,,301,696,,,1.33330218
,,500.0,416,210000,,,301,696,,,1.33330218
,,500.0,420,210000,,,301,696,,,1.33330218
0.00075,0.00277786236256361,500.0,424,220000,-15.595348358154297,0.03666284680366516,300,731,18.522539138793945,10834,1.1879518999999998
,,500.0,428,220000,,,300,731,,,1.1879518999999998
,,500.0,432,220000,,,300,731,,,1.1879518999999998
,,500.0,436,220000,,,300,731,,,1.1879518999999998
,,500.0,440,220000,,,300,731,,,1.1879518999999998
0.00075,0.0025343054439872503,500.0,444,230000,-15.338042259216309,0.05380527302622795,300,764,-6.8846516609191895,11334,0.89761148
,,500.0,448,230000,,,300,764,,,0.89761148
,,500.0,452,230000,,,300,764,,,0.89761148
,,500.0,456,230000,,,300,764,,,0.89761148
,,500.0,460,230000,,,300,764,,,0.89761148
0.00075,0.002295420039445162,500.0,464,240000,-15.069130897521973,1.4814813137054443,300,798,-19.64600372314453,11834,1.2372948199999998
,,500.0,468,240000,,,300,798,,,1.2372948199999998
,,500.0,472,240000,,,300,798,,,1.2372948199999998
,,500.0,476,240000,,,300,798,,,1.2372948199999998
,,500.0,480,240000,,,300,798,,,1.2372948199999998
0.00075,0.001910127350129187,500.0,484,250000,-14.129828453063965,0.059721581637859344,299,833,12.111846923828125,12334,1.24364924
,,500.0,488,250000,,,299,833,,,1.24364924
,,500.0,492,250000,,,299,833,,,1.24364924
,,500.0,496,250000,,,299,833,,,1.24364924
,,500.0,500,250000,,,299,833,,,1.24364924
0.00075,0.0021019671112298965,500.0,504,260000,-13.860858917236328,1.0114960670471191,299,866,13.152466773986816,12834,1.3840954099999998
,,500.0,508,260000,,,299,866,,,1.3840954099999998
,,500.0,512,260000,,,299,866,,,1.3840954099999998
,,500.0,516,260000,,,299,866,,,1.3840954099999998
,,500.0,520,260000,,,299,866,,,1.3840954099999998
0.00075,0.0020665519405156374,500.0,524,270000,-13.958395004272461,0.018166664987802505,299,900,-13.62580394744873,13334,2.5324055800000003
,,500.0,528,270000,,,299,900,,,2.5324055800000003
,,500.0,532,270000,,,299,900,,,2.5324055800000003
,,500.0,536,270000,,,299,900,,,2.5324055800000003
,,500.0,540,270000,,,299,900,,,2.5324055800000003
0.00075,0.0020053619518876076,500.0,544,280000,-13.586554527282715,0.02105681039392948,299,934,-2.1226351261138916,13834,4.8299158900000005
,,500.0,548,280000,,,299,934,,,4.8299158900000005
,,500.0,552,280000,,,299,934,,,4.8299158900000005
,,500.0,556,280000,,,299,934,,,4.8299158900000005
,,500.0,560,280000,,,299,934,,,4.8299158900000005
0.00075,0.0018285252153873444,500.0,564,290000,-13.245795249938965,0.014024744741618633,299,968,-5.260501861572266,14334,4.46299493
,,500.0,568,290000,,,299,968,,,4.46299493
,,500.0,572,290000,,,299,968,,,4.46299493
,,500.0,576,290000,,,299,968,,,4.46299493
,,500.0,580,290000,,,299,968,,,4.46299493
0.00075,0.0018318285001441836,500.0,584,300000,-13.167582511901855,0.02344983071088791,299,1002,-3.0984411239624023,14834,4.43506802
,,500.0,588,300000,,,299,1002,,,4.43506802
,,500.0,592,300000,,,299,1002,,,4.43506802
,,500.0,596,300000,,,299,1002,,,4.43506802
,,500.0,600,300000,,,299,1002,,,4.43506802
0.00075,0.001841178396716714,500.0,604,310000,-12.805563926696777,1.5632290840148926,299,1036,16.52340316772461,15334,4.228034779999999
,,500.0,608,310000,,,299,1036,,,4.228034779999999
,,500.0,612,310000,,,299,1036,,,4.228034779999999
,,500.0,616,310000,,,299,1036,,,4.228034779999999
,,500.0,620,310000,,,299,1036,,,4.228034779999999
0.00075,0.001817831420339644,500.0,624,320000,-12.694416999816895,0.008844610303640366,298,1071,-19.030506134033203,15834,3.07560087
,,500.0,628,320000,,,298,1071,,,3.07560087
,,500.0,632,320000,,,298,1071,,,3.07560087
,,500.0,636,320000,,,298,1071,,,3.07560087
,,500.0,640,320000,,,298,1071,,,3.07560087
0.00075,0.0016582075040787458,500.0,644,330000,-12.245311737060547,0.016566267237067223,298,1104,-3.844752311706543,16334,0.84260702
,,500.0,648,330000,,,298,1104,,,0.84260702
,,500.0,652,330000,,,298,1104,,,0.84260702
,,500.0,656,330000,,,298,1104,,,0.84260702
,,500.0,660,330000,,,298,1104,,,0.84260702
0.00075,0.0018435477977618575,500.0,664,340000,-12.148028373718262,0.01524188369512558,298,1138,2.424008369445801,16834,0.8721968899999999
,,500.0,668,340000,,,298,1138,,,0.8721968899999999
,,500.0,672,340000,,,298,1138,,,0.8721968899999999
,,500.0,676,340000,,,298,1138,,,0.8721968899999999
,,500.0,680,340000,,,298,1138,,,0.8721968899999999
0.00075,0.0018021039431914687,500.0,684,350000,-11.326558113098145,0.028307156637310982,298,1172,-4.767722129821777,17334,1.1496577399999999
,,500.0,688,350000,,,298,1172,,,1.1496577399999999
,,500.0,692,350000,,,298,1172,,,1.1496577399999999
,,500.0,696,350000,,,298,1172,,,1.1496577399999999
,,500.0,700,350000,,,298,1172,,,1.1496577399999999
0.00075,0.0015822817804291844,500.0,704,360000,-11.578315734863281,0.9940000772476196,298,1206,-2.5099880695343018,17834,1.2350487799999998
,,500.0,708,360000,,,298,1206,,,1.2350487799999998
,,500.0,712,360000,,,298,1206,,,1.2350487799999998
,,500.0,716,360000,,,298,1206,,,1.2350487799999998
,,500.0,720,360000,,,298,1206,,,1.2350487799999998
0.00075,0.001665320829488337,500.0,724,370000,-11.03152847290039,0.0214100182056427,298,1239,-9.587376594543457,18334,1.35074665
,,500.0,728,370000,,,298,1239,,,1.35074665
,,500.0,732,370000,,,298,1239,,,1.35074665
,,500.0,736,370000,,,298,1239,,,1.35074665
,,500.0,740,370000,,,298,1239,,,1.35074665
0.00075,0.0016227777814492583,500.0,744,380000,-11.020532608032227,0.012301165610551834,298,1273,-8.394400596618652,18834,2.20028998
,,500.0,748,380000,,,298,1273,,,2.20028998
,,500.0,752,380000,,,298,1273,,,2.20028998
,,500.0,756,380000,,,298,1273,,,2.20028998
,,500.0,760,380000,,,298,1273,,,2.20028998
0.00075,0.0016315709799528122,500.0,764,390000,-10.533002853393555,0.9624220728874207,298,1307,-7.627129554748535,19334,2.3466649
,,500.0,768,390000,,,298,1307,,,2.3466649
,,500.0,772,390000,,,298,1307,,,2.3466649
,,500.0,776,390000,,,298,1307,,,2.3466649
,,500.0,780,390000,,,298,1307,,,2.3466649
0.00075,0.001709786127321422,500.0,784,400000,-10.832395553588867,0.0763937383890152,298,1341,-2.717787265777588,19834,2.4021820699999994
,,500.0,788,400000,,,298,1341,,,2.4021820699999994
,,500.0,792,400000,,,298,1341,,,2.4021820699999994
,,500.0,796,400000,,,298,1341,,,2.4021820699999994
,,500.0,800,400000,,,298,1341,,,2.4021820699999994
0.00075,0.0016490552807226777,500.0,804,410000,-10.107656478881836,0.569374144077301,298,1375,3.3504958152770996,20334,2.804531339999999
,,500.0,808,410000,,,298,1375,,,2.804531339999999
,,500.0,812,410000,,,298,1375,,,2.804531339999999
,,500.0,816,410000,,,298,1375,,,2.804531339999999
,,500.0,820,410000,,,298,1375,,,2.804531339999999
0.00075,0.0015075986739248037,500.0,824,420000,-10.081380844116211,0.009644949808716774,298,1409,-8.599309921264648,20834,3.1938076199999994
,,500.0,828,420000,,,298,1409,,,3.1938076199999994
,,500.0,832,420000,,,298,1409,,,3.1938076199999994
,,500.0,836,420000,,,298,1409,,,3.1938076199999994
,,500.0,840,420000,,,298,1409,,,3.1938076199999994
0.00075,0.001471246127039194,500.0,844,430000,-9.820416450500488,0.008371223695576191,297,1443,-1.0948238372802734,21334,2.69262248
,,500.0,848,430000,,,297,1443,,,2.69262248
,,500.0,852,430000,,,297,1443,,,2.69262248
,,500.0,856,430000,,,297,1443,,,2.69262248
,,500.0,860,430000,,,297,1443,,,2.69262248
0.00075,0.0015397198731079698,500.0,864,440000,-9.652944564819336,0.007375461980700493,297,1478,4.745060443878174,21834,2.7498595199999993
,,500.0,868,440000,,,297,1478,,,2.7498595199999993
,,500.0,872,440000,,,297,1478,,,2.7498595199999993
,,500.0,876,440000,,,297,1478,,,2.7498595199999993
,,500.0,880,440000,,,297,1478,,,2.7498595199999993
0.00075,0.0013704441953450441,500.0,884,450000,-9.420209884643555,0.01046609878540039,297,1511,-16.207300186157227,22334,2.53555609
,,500.0,888,450000,,,297,1511,,,2.53555609
,,500.0,892,450000,,,297,1511,,,2.53555609
,,500.0,896,450000,,,297,1511,,,2.53555609
,,500.0,900,450000,,,297,1511,,,2.53555609
0.00075,0.001221444457769394,500.0,904,460000,-9.185220718383789,0.012397773563861847,297,1545,-9.989184379577637,22834,2.41821956
,,500.0,908,460000,,,297,1545,,,2.41821956
,,500.0,912,460000,,,297,1545,,,2.41821956
,,500.0,916,460000,,,297,1545,,,2.41821956
,,500.0,920,460000,,,297,1545,,,2.41821956
0.00075,0.001260214252397418,500.0,924,470000,-8.976367950439453,0.005672356113791466,297,1579,4.636568069458008,23334,2.6273290099999995
,,500.0,928,470000,,,297,1579,,,2.6273290099999995
,,500.0,932,470000,,,297,1579,,,2.6273290099999995
,,500.0,936,470000,,,297,1579,,,2.6273290099999995
,,500.0,940,470000,,,297,1579,,,2.6273290099999995
0.00075,0.0013939451891928911,500.0,944,480000,-8.678380966186523,0.7026575803756714,297,1614,-2.5684337615966797,23834,3.6046202800000002
,,500.0,948,480000,,,297,1614,,,3.6046202800000002
,,500.0,952,480000,,,297,1614,,,3.6046202800000002
,,500.0,956,480000,,,297,1614,,,3.6046202800000002
,,500.0,960,480000,,,297,1614,,,3.6046202800000002
0.00075,0.00112676783464849,500.0,964,490000,-8.43996810913086,0.013946076855063438,297,1647,-3.9152679443359375,24334,3.97832294
,,500.0,968,490000,,,297,1647,,,3.97832294
,,500.0,972,490000,,,297,1647,,,3.97832294
,,500.0,976,490000,,,297,1647,,,3.97832294
,,500.0,980,490000,,,297,1647,,,3.97832294
0.00075,0.001205000444315374,500.0,984,500000,-8.50210189819336,0.019139640033245087,297,1681,7.655708312988281,24834,4.53180337
,,500.0,988,500000,,,297,1681,,,4.53180337
,,500.0,992,500000,,,297,1681,,,4.53180337
,,500.0,996,500000,,,297,1681,,,4.53180337
,,500.0,1000,500000,,,297,1681,,,4.53180337
0.00075,0.0011803223751485348,500.0,1004,510000,-8.2218599319458,0.007227619644254446,297,1715,0.8589183688163757,25334,4.45855721
,,500.0,1008,510000,,,297,1715,,,4.45855721
,,500.0,1012,510000,,,297,1715,,,4.45855721
,,500.0,1016,510000,,,297,1715,,,4.45855721
,,500.0,1020,510000,,,297,1715,,,4.45855721
0.00075,0.0012752959737554193,500.0,1024,520000,-7.950218200683594,0.014177022501826286,297,1748,4.691129684448242,25834,4.47311856
,,500.0,1028,520000,,,297,1748,,,4.47311856
,,500.0,1032,520000,,,297,1748,,,4.47311856
,,500.0,1036,520000,,,297,1748,,,4.47311856
,,500.0,1040,520000,,,297,1748,,,4.47311856
0.00075,0.001244987710379064,500.0,1044,530000,-7.853143692016602,0.012002227827906609,297,1782,2.5885889530181885,26334,3.37558712
,,500.0,1048,530000,,,297,1782,,,3.37558712
,,500.0,1052,530000,,,297,1782,,,3.37558712
,,500.0,1056,530000,,,297,1782,,,3.37558712
,,500.0,1060,530000,,,297,1783,,,3.37558712
0.00075,0.0010440540499985218,500.0,1064,540000,-7.699714183807373,0.01283375546336174,297,1817,-4.972076892852783,26834,3.0065688600000002
,,500.0,1068,540000,,,297,1817,,,3.0065688600000002
,,500.0,1072,540000,,,297,1817,,,3.0065688600000002
,,500.0,1076,540000,,,297,1817,,,3.0065688600000002
,,500.0,1080,540000,,,297,1817,,,3.0065688600000002
0.00075,0.0010265924502164125,500.0,1084,550000,-7.398555278778076,0.004368190187960863,296,1851,-5.302280902862549,27334,2.45061918
,,500.0,1088,550000,,,296,1851,,,2.45061918
,,500.0,1092,550000,,,296,1851,,,2.45061918
,,500.0,1096,550000,,,296,1852,,,2.45061918
,,500.0,1100,550000,,,296,1852,,,2.45061918
0.00075,0.0011222262401133776,500.0,1104,560000,-7.300511360168457,0.005727661773562431,296,1885,-4.517993927001953,27834,8.16247126
,,500.0,1108,560000,,,296,1885,,,8.16247126
,,500.0,1112,560000,,,296,1885,,,8.16247126
,,500.0,1116,560000,,,296,1885,,,8.16247126
,,500.0,1120,560000,,,296,1885,,,8.16247126
0.00075,0.0011689199600368738,500.0,1124,570000,-7.090200424194336,0.0284016951918602,297,1918,-3.519730567932129,28334,7.607723259999999
,,500.0,1128,570000,,,297,1918,,,7.607723259999999
,,500.0,1132,570000,,,297,1918,,,7.607723259999999
,,500.0,1136,570000,,,297,1918,,,7.607723259999999
,,500.0,1140,570000,,,297,1918,,,7.607723259999999
0.00075,0.0010968870483338833,500.0,1144,580000,-6.944469451904297,0.004870513919740915,297,1951,-6.798562049865723,28834,9.322642280000002
,,500.0,1148,580000,,,297,1951,,,9.322642280000002
,,500.0,1152,580000,,,297,1951,,,9.322642280000002
,,500.0,1156,580000,,,297,1951,,,9.322642280000002
,,500.0,1160,580000,,,297,1951,,,9.322642280000002
0.00075,0.0011887716827914119,500.0,1164,590000,-6.7252960205078125,0.01690708100795746,297,1985,15.19227409362793,29334,9.480924329999999
,,500.0,1168,590000,,,297,1985,,,9.480924329999999
,,500.0,1172,590000,,,297,1985,,,9.480924329999999
,,500.0,1176,590000,,,297,1985,,,9.480924329999999
,,500.0,1180,590000,,,297,1985,,,9.480924329999999
0.00075,0.0011803521774709225,500.0,1184,600000,-6.629917621612549,0.0066971671767532825,297,2018,0.9331055283546448,29834,12.056513070000001
,,500.0,1188,600000,,,297,2018,,,12.056513070000001
,,500.0,1192,600000,,,297,2018,,,12.056513070000001
,,500.0,1196,600000,,,297,2018,,,12.056513070000001
,,500.0,1200,600000,,,297,2018,,,12.056513070000001
0.00075,0.001063429401256144,500.0,1204,610000,-6.45955753326416,0.016619373112916946,297,2053,8.560541152954102,30334,10.224431019999999
,,500.0,1208,610000,,,297,2053,,,10.224431019999999
,,500.0,1212,610000,,,297,2053,,,10.224431019999999
,,500.0,1216,610000,,,297,2053,,,10.224431019999999
,,500.0,1220,610000,,,297,2053,,,10.224431019999999
0.00075,0.001176869380287826,500.0,1224,620000,-6.365279674530029,0.336620032787323,296,2088,13.468443870544434,30834,12.58476234
,,500.0,1228,620000,,,296,2088,,,12.58476234
,,500.0,1232,620000,,,296,2088,,,12.58476234
,,500.0,1236,620000,,,296,2088,,,12.58476234
,,500.0,1240,620000,,,296,2088,,,12.58476234
0.00075,0.001253245398402214,500.0,1244,630000,-6.394948959350586,0.004564984235912561,296,2122,-8.228858947753906,31334,14.878726619999998
,,500.0,1248,630000,,,296,2122,,,14.878726619999998
,,500.0,1252,630000,,,296,2122,,,14.878726619999998
,,500.0,1256,630000,,,296,2122,,,14.878726619999998
,,500.0,1260,630000,,,296,2122,,,14.878726619999998
0.00075,0.0012707244604825974,500.0,1264,640000,-6.281312942504883,0.012484610080718994,296,2156,-2.4721169471740723,31834,16.080392949999997
,,500.0,1268,640000,,,296,2156,,,16.080392949999997
,,500.0,1272,640000,,,296,2156,,,16.080392949999997
,,500.0,1276,640000,,,296,2156,,,16.080392949999997
,,500.0,1280,640000,,,296,2156,,,16.080392949999997
0.00075,0.0011302133789286017,500.0,1284,650000,-6.275341987609863,0.010853393003344536,296,2189,-3.3637027740478516,32334,16.556455780000004
,,500.0,1288,650000,,,296,2189,,,16.556455780000004
,,500.0,1292,650000,,,296,2189,,,16.556455780000004
,,500.0,1296,650000,,,296,2189,,,16.556455780000004
,,500.0,1300,650000,,,296,2189,,,16.556455780000004
0.00075,0.0010676720412448049,500.0,1304,660000,-6.037534713745117,0.009992856532335281,296,2223,2.114835739135742,32834,16.02215773
,,500.0,1308,660000,,,296,2223,,,16.02215773
,,500.0,1312,660000,,,296,2223,,,16.02215773
,,500.0,1316,660000,,,296,2223,,,16.02215773
,,500.0,1320,660000,,,296,2223,,,16.02215773
0.00075,0.001228239736519754,500.0,1324,670000,-6.010871887207031,0.05538640171289444,296,2256,-2.8634896278381348,33334,14.12990625
,,500.0,1328,670000,,,296,2256,,,14.12990625
,,500.0,1332,670000,,,296,2256,,,14.12990625
,,500.0,1336,670000,,,296,2256,,,14.12990625
,,500.0,1340,670000,,,296,2256,,,14.12990625
0.00075,0.0010504168458282948,500.0,1344,680000,-5.696193695068359,0.013115081936120987,296,2290,0.5762538909912109,33834,12.92341165
,,500.0,1348,680000,,,296,2290,,,12.92341165
,,500.0,1352,680000,,,296,2290,,,12.92341165
,,500.0,1356,680000,,,296,2290,,,12.92341165
,,500.0,1360,680000,,,296,2290,,,12.92341165
0.00075,0.001050515566021204,500.0,1364,690000,-5.649952411651611,0.010165903717279434,296,2323,-4.102324485778809,34334,12.4006271
,,500.0,1368,690000,,,296,2324,,,12.4006271
,,500.0,1372,690000,,,296,2324,,,12.4006271
,,500.0,1376,690000,,,296,2324,,,12.4006271
,,500.0,1380,690000,,,296,2324,,,12.4006271
0.00075,0.0010276817483827472,500.0,1384,700000,-5.576160907745361,0.009005475789308548,296,2358,2.767261505126953,34834,13.16534931
,,500.0,1388,700000,,,296,2358,,,13.16534931
,,500.0,1392,700000,,,296,2358,,,13.16534931
,,500.0,1396,700000,,,296,2358,,,13.16534931
,,500.0,1400,700000,,,296,2358,,,13.16534931
0.00075,0.001227919477969408,500.0,1404,710000,-5.587783336639404,0.08468087017536163,296,2393,13.700872421264648,35334,10.327159419999997
,,500.0,1408,710000,,,296,2393,,,10.327159419999997
,,500.0,1412,710000,,,296,2393,,,10.327159419999997
,,500.0,1416,710000,,,296,2393,,,10.327159419999997
,,500.0,1420,710000,,,296,2393,,,10.327159419999997
0.00075,0.001306979451328516,500.0,1424,720000,-5.576977729797363,0.2687893509864807,296,2427,3.1504263877868652,35834,10.373353599999998
,,500.0,1428,720000,,,296,2427,,,10.373353599999998
,,500.0,1432,720000,,,296,2427,,,10.373353599999998
,,500.0,1436,720000,,,296,2427,,,10.373353599999998
,,500.0,1440,720000,,,296,2427,,,10.373353599999998
0.00075,0.0015476231928914785,500.0,1444,730000,-5.485471248626709,0.26885443925857544,296,2460,-9.985347747802734,36334,12.413458790000002
,,500.0,1448,730000,,,296,2460,,,12.413458790000002
,,500.0,1452,730000,,,296,2460,,,12.413458790000002
,,500.0,1456,730000,,,296,2460,,,12.413458790000002
,,500.0,1460,730000,,,296,2460,,,12.413458790000002
0.00075,0.0013668958563357592,500.0,1464,740000,-5.609805107116699,0.025891106575727463,296,2493,2.153639554977417,36834,14.518185299999997
,,500.0,1468,740000,,,296,2493,,,14.518185299999997
,,500.0,1472,740000,,,296,2493,,,14.518185299999997
,,500.0,1476,740000,,,296,2493,,,14.518185299999997
,,500.0,1480,740000,,,296,2493,,,14.518185299999997
0.00075,0.0015411279164254665,500.0,1484,750000,-5.235233783721924,0.2500339150428772,296,2526,-5.884618759155273,37334,12.717750199999998
,,500.0,1488,750000,,,296,2526,,,12.717750199999998
,,500.0,1492,750000,,,296,2526,,,12.717750199999998
,,500.0,1496,750000,,,296,2526,,,12.717750199999998
,,500.0,1500,750000,,,296,2526,,,12.717750199999998
0.00075,0.0013287406181916595,500.0,1504,760000,-5.044734954833984,0.3903142213821411,296,2559,-2.111330032348633,37834,19.85219094
,,500.0,1508,760000,,,296,2559,,,19.85219094
,,500.0,1512,760000,,,296,2559,,,19.85219094
,,500.0,1516,760000,,,296,2559,,,19.85219094
,,500.0,1520,760000,,,296,2560,,,19.85219094
0.00075,0.0013920036144554615,500.0,1524,770000,-5.313460350036621,0.03956097736954689,296,2592,0.22628384828567505,38334,32.427319600000004
,,500.0,1528,770000,,,296,2592,,,32.427319600000004
,,500.0,1532,770000,,,296,2592,,,32.427319600000004
,,500.0,1536,770000,,,296,2592,,,32.427319600000004
,,500.0,1540,770000,,,296,2592,,,32.427319600000004
0.00075,0.001271034125238657,500.0,1544,780000,-5.153216361999512,0.04837632179260254,297,2625,-2.8868041038513184,38834,40.98932060999999
,,500.0,1548,780000,,,297,2625,,,40.98932060999999
,,500.0,1552,780000,,,297,2625,,,40.98932060999999
