train/learning_rate,train/ent_coef,rollout/ep_len_mean,time/episodes,time/total_timesteps,train/actor_loss,train/critic_loss,time/fps,time/time_elapsed,train/ent_coef_loss,train/n_updates,rollout/ep_rew_mean
,,500.0,1556,780000,,,297,2625,,,40.98932060999999
,,500.0,1560,780000,,,297,2625,,,40.98932060999999
0.00075,0.0015119845047593117,500.0,1564,790000,-4.923401832580566,0.022371571511030197,297,2658,0.8105323314666748,39334,43.04451341
,,500.0,1568,790000,,,297,2658,,,43.04451341
,,500.0,1572,790000,,,297,2658,,,43.04451341
,,500.0,1576,790000,,,297,2658,,,43.04451341
,,500.0,1580,790000,,,297,2658,,,43.04451341
0.00075,0.0016541191143915057,500.0,1584,800000,-4.925784587860107,0.040032707154750824,297,2691,-9.72110366821289,39834,54.49700489
,,500.0,1588,800000,,,297,2691,,,54.49700489
,,500.0,1592,800000,,,297,2691,,,54.49700489
,,500.0,1596,800000,,,297,2691,,,54.49700489
,,500.0,1600,800000,,,297,2691,,,54.49700489
0.00075,0.002101602265611291,500.0,1604,810000,-5.444765090942383,0.1963203251361847,297,2725,10.258443832397461,40334,78.06745411000001
,,500.0,1608,810000,,,297,2725,,,78.06745411000001
,,500.0,1612,810000,,,297,2725,,,78.06745411000001
,,500.0,1616,810000,,,297,2725,,,78.06745411000001
,,500.0,1620,810000,,,297,2725,,,78.06745411000001
0.00075,0.0021928539499640465,500.0,1624,820000,-5.539234638214111,0.07567277550697327,297,2758,-12.646288871765137,40834,83.79692088000002
,,500.0,1628,820000,,,297,2758,,,83.79692088000002
,,500.0,1632,820000,,,297,2758,,,83.79692088000002
,,500.0,1636,820000,,,297,2758,,,83.79692088000002
,,500.0,1640,820000,,,297,2758,,,83.79692088000002
0.00075,0.002069572452455759,500.0,1644,830000,-5.227648735046387,0.08956435322761536,297,2791,-6.979982376098633,41334,78.81202382
,,500.0,1648,830000,,,297,2791,,,78.81202382
,,500.0,1652,830000,,,297,2791,,,78.81202382
,,500.0,1656,830000,,,297,2791,,,78.81202382
,,500.0,1660,830000,,,297,2791,,,78.81202382
0.00075,0.0018879999406635761,500.0,1664,840000,-5.616438865661621,0.021699529141187668,297,2825,-7.82102108001709,41834,84.30124486999998
,,500.0,1668,840000,,,297,2825,,,84.30124486999998
,,500.0,1672,840000,,,297,2825,,,84.30124486999998
,,500.0,1676,840000,,,297,2825,,,84.30124486999998
,,500.0,1680,840000,,,297,2825,,,84.30124486999998
0.00075,0.0021536070853471756,500.0,1684,850000,-5.906336784362793,0.05435136705636978,297,2859,11.907281875610352,42334,92.70714579
,,500.0,1688,850000,,,297,2859,,,92.70714579
,,500.0,1692,850000,,,297,2859,,,92.70714579
,,500.0,1696,850000,,,297,2859,,,92.70714579
,,500.0,1700,850000,,,297,2859,,,92.70714579
0.00075,0.002119119744747877,500.0,1704,860000,-5.916727066040039,0.12378475069999695,297,2892,14.377278327941895,42834,68.34595558999999
,,500.0,1708,860000,,,297,2892,,,68.34595558999999
,,500.0,1712,860000,,,297,2892,,,68.34595558999999
,,500.0,1716,860000,,,297,2892,,,68.34595558999999
,,500.0,1720,860000,,,297,2892,,,68.34595558999999
0.00075,0.002365632215514779,500.0,1724,870000,-6.256572723388672,0.070217564702034,297,2926,-1.0091674327850342,43334,56.38806418
,,500.0,1728,870000,,,297,2926,,,56.38806418
,,500.0,1732,870000,,,297,2926,,,56.38806418
,,500.0,1736,870000,,,297,2926,,,56.38806418
,,500.0,1740,870000,,,297,2926,,,56.38806418
0.00075,0.002359493635594845,500.0,1744,880000,-5.998987197875977,0.06700433790683746,297,2961,-3.4493322372436523,43834,66.63342940000001
,,500.0,1748,880000,,,297,2961,,,66.63342940000001
,,500.0,1752,880000,,,297,2961,,,66.63342940000001
,,500.0,1756,880000,,,297,2961,,,66.63342940000001
,,500.0,1760,880000,,,297,2961,,,66.63342940000001
0.00075,0.002535875653848052,500.0,1764,890000,-6.088526725769043,0.10598264634609222,297,2994,0.16851091384887695,44334,71.75235057
,,500.0,1768,890000,,,297,2994,,,71.75235057
,,500.0,1772,890000,,,297,2994,,,71.75235057
,,500.0,1776,890000,,,297,2994,,,71.75235057
,,500.0,1780,890000,,,297,2994,,,71.75235057
0.00075,0.002261815359815955,500.0,1784,900000,-6.068959712982178,0.052606116980314255,297,3028,7.035096168518066,44834,62.04239946
,,500.0,1788,900000,,,297,3028,,,62.04239946
,,500.0,1792,900000,,,297,3028,,,62.04239946
,,500.0,1796,900000,,,297,3029,,,62.04239946
,,500.0,1800,900000,,,297,3029,,,62.04239946
0.00075,0.0022777742706239223,500.0,1804,910000,-6.152157783508301,0.06328506022691727,297,3062,3.645092487335205,45334,67.48759620999998
,,500.0,1808,910000,,,297,3062,,,67.48759620999998
,,500.0,1812,910000,,,297,3062,,,67.48759620999998
,,500.0,1816,910000,,,297,3062,,,67.48759620999998
,,500.0,1820,910000,,,297,3062,,,67.48759620999998
0.00075,0.0028410227969288826,500.0,1824,920000,-5.955248832702637,0.20502126216888428,297,3096,2.728361129760742,45834,76.91106761
,,500.0,1828,920000,,,297,3096,,,76.91106761
,,500.0,1832,920000,,,297,3096,,,76.91106761
,,500.0,1836,920000,,,297,3096,,,76.91106761
,,500.0,1840,920000,,,297,3096,,,76.91106761
0.00075,0.0025838157162070274,500.0,1844,930000,-6.49309778213501,0.11705972254276276,297,3130,10.447113037109375,46334,83.70674768999999
,,500.0,1848,930000,,,297,3130,,,83.70674768999999
,,500.0,1852,930000,,,297,3130,,,83.70674768999999
,,500.0,1856,930000,,,297,3130,,,83.70674768999999
,,500.0,1860,930000,,,297,3130,,,83.70674768999999
0.00075,0.002661611419171095,500.0,1864,940000,-6.915377616882324,0.14450716972351074,297,3163,-3.136782646179199,46834,88.89837082
,,500.0,1868,940000,,,297,3163,,,88.89837082
,,500.0,1872,940000,,,297,3163,,,88.89837082
,,500.0,1876,940000,,,297,3163,,,88.89837082
,,500.0,1880,940000,,,297,3163,,,88.89837082
0.00075,0.0031731612980365753,500.0,1884,950000,-6.210468769073486,0.049933113157749176,297,3197,-5.634436130523682,47334,104.00283780000001
,,500.0,1888,950000,,,297,3197,,,104.00283780000001
,,500.0,1892,950000,,,297,3197,,,104.00283780000001
,,500.0,1896,950000,,,297,3197,,,104.00283780000001
,,500.0,1900,950000,,,297,3197,,,104.00283780000001
0.00075,0.003306125057861209,500.0,1904,960000,-6.789497375488281,2.959460735321045,297,3230,-5.528039932250977,47834,110.43404209999998
,,500.0,1908,960000,,,297,3230,,,110.43404209999998
,,500.0,1912,960000,,,297,3230,,,110.43404209999998
,,500.0,1916,960000,,,297,3230,,,110.43404209999998
,,500.0,1920,960000,,,297,3230,,,110.43404209999998
0.00075,0.003141504479572177,500.0,1924,970000,-6.003880500793457,0.06276050209999084,297,3264,-7.148476600646973,48334,117.96308909
,,500.0,1928,970000,,,297,3264,,,117.96308909
,,500.0,1932,970000,,,297,3264,,,117.96308909
,,500.0,1936,970000,,,297,3264,,,117.96308909
,,500.0,1940,970000,,,297,3264,,,117.96308909
0.00075,0.003029775572940707,500.0,1944,980000,-7.568441390991211,0.08215765655040741,296,3300,5.674312591552734,48834,123.13795067000001
,,500.0,1948,980000,,,296,3300,,,123.13795067000001
,,500.0,1952,980000,,,296,3300,,,123.13795067000001
,,500.0,1956,980000,,,296,3300,,,123.13795067000001
,,500.0,1960,980000,,,296,3300,,,123.13795067000001
0.00075,0.0030875413212925196,500.0,1964,990000,-7.118325233459473,0.2913099229335785,296,3335,3.254105567932129,49334,119.03376431000002
,,500.0,1968,990000,,,296,3335,,,119.03376431000002
,,500.0,1972,990000,,,296,3335,,,119.03376431000002
,,500.0,1976,990000,,,296,3335,,,119.03376431000002
,,500.0,1980,990000,,,296,3335,,,119.03376431000002
0.00075,0.003613055683672428,500.0,1984,1000000,-6.502120494842529,0.07473868131637573,296,3370,-7.479122161865234,49834,148.93765259
,,500.0,1988,1000000,,,296,3370,,,148.93765259
,,500.0,1992,1000000,,,296,3370,,,148.93765259
,,500.0,1996,1000000,,,296,3370,,,148.93765259
,,500.0,2000,1000000,,,296,3370,,,148.93765259
