train/actor_loss,rollout/ep_len_mean,train/ent_coef_loss,time/total_timesteps,train/critic_loss,train/ent_coef,rollout/ep_rew_mean,time/fps,train/n_updates,time/episodes,train/learning_rate,time/time_elapsed
-8.506957054138184,500.0,1.2970038652420044,790000,0.37360724806785583,0.004148540552705526,198.34616483000005,387,39334,1564,0.00075,2036
,500.0,,790000,,,198.34616483000005,387,,1568,,2036
,500.0,,790000,,,198.34616483000005,387,,1572,,2036
,500.0,,790000,,,198.34616483000005,387,,1576,,2036
,500.0,,790000,,,198.34616483000005,387,,1580,,2036
-8.384200096130371,500.0,5.610437870025635,800000,0.12530118227005005,0.00396747887134552,238.06871685000002,387,39834,1584,0.00075,2062
,500.0,,800000,,,238.06871685000002,387,,1588,,2062
,500.0,,800000,,,238.06871685000002,387,,1592,,2062
,500.0,,800000,,,238.06871685000002,387,,1596,,2062
,500.0,,800000,,,238.06871685000002,387,,1600,,2062
-8.317389488220215,500.0,-7.649044513702393,810000,0.4569332003593445,0.003915873356163502,192.51194858000002,387,40334,1604,0.00075,2088
,500.0,,810000,,,192.51194858000002,387,,1608,,2088
,500.0,,810000,,,192.51194858000002,387,,1612,,2088
,500.0,,810000,,,192.51194858000002,387,,1616,,2088
,500.0,,810000,,,192.51194858000002,387,,1620,,2088
-9.893754005432129,500.0,8.389667510986328,820000,0.08309967815876007,0.003929288126528263,209.31019910000003,387,40834,1624,0.00075,2113
,500.0,,820000,,,209.31019910000003,387,,1628,,2113
,500.0,,820000,,,209.31019910000003,387,,1632,,2113
,500.0,,820000,,,209.31019910000003,387,,1636,,2113
,500.0,,820000,,,209.31019910000003,387,,1640,,2113
-11.46741771697998,500.0,1.5320920944213867,830000,0.14970260858535767,0.004621091764420271,260.48627061,387,41334,1644,0.00075,2139
,500.0,,830000,,,260.48627061,387,,1648,,2139
,500.0,,830000,,,260.48627061,387,,1652,,2139
,500.0,,830000,,,260.48627061,387,,1656,,2139
,500.0,,830000,,,260.48627061,387,,1660,,2139
-9.976384162902832,500.0,0.00812983512878418,840000,0.12666082382202148,0.00443224934861064,247.99480829999996,387,41834,1664,0.00075,2164
,500.0,,840000,,,247.99480829999996,387,,1668,,2164
,500.0,,840000,,,247.99480829999996,387,,1672,,2164
,500.0,,840000,,,247.99480829999996,387,,1676,,2164
,500.0,,840000,,,247.99480829999996,387,,1680,,2164
-12.783886909484863,500.0,-1.5143241882324219,850000,0.20884738862514496,0.004820234142243862,226.98211766999998,388,42334,1684,0.00075,2189
,500.0,,850000,,,226.98211766999998,388,,1688,,2189
,500.0,,850000,,,226.98211766999998,388,,1692,,2189
,500.0,,850000,,,226.98211766999998,388,,1696,,2189
,500.0,,850000,,,226.98211766999998,388,,1700,,2189
-12.137411117553711,500.0,2.3172125816345215,860000,0.6086457967758179,0.0050668977200984955,257.43495536,388,42834,1704,0.00075,2215
,500.0,,860000,,,257.43495536,388,,1708,,2215
,500.0,,860000,,,257.43495536,388,,1712,,2215
,500.0,,860000,,,257.43495536,388,,1716,,2215
,500.0,,860000,,,257.43495536,388,,1720,,2215
-12.646170616149902,500.0,0.8353085517883301,870000,0.3356422483921051,0.005097351968288422,246.31594546,388,43334,1724,0.00075,2240
,500.0,,870000,,,246.31594546,388,,1728,,2240
,500.0,,870000,,,246.31594546,388,,1732,,2240
,500.0,,870000,,,246.31594546,388,,1736,,2240
,500.0,,870000,,,246.31594546,388,,1740,,2240
-10.659673690795898,500.0,4.008857250213623,880000,0.19821631908416748,0.005120416637510061,210.47153919000002,388,43834,1744,0.00075,2266
,500.0,,880000,,,210.47153919000002,388,,1748,,2266
,500.0,,880000,,,210.47153919000002,388,,1752,,2266
,500.0,,880000,,,210.47153919000002,388,,1756,,2266
,500.0,,880000,,,210.47153919000002,388,,1760,,2266
-12.471423149108887,500.0,2.7746458053588867,890000,0.20506493747234344,0.005567112006247044,195.38806343,388,44334,1764,0.00075,2292
,500.0,,890000,,,195.38806343,388,,1768,,2292
,500.0,,890000,,,195.38806343,388,,1772,,2292
,500.0,,890000,,,195.38806343,388,,1776,,2292
,500.0,,890000,,,195.38806343,388,,1780,,2292
-11.098882675170898,500.0,-3.9165639877319336,900000,0.10869933664798737,0.005807595793157816,194.20058663999995,388,44834,1784,0.00075,2317
,500.0,,900000,,,194.20058663999995,388,,1788,,2317
,500.0,,900000,,,194.20058663999995,388,,1792,,2317
,500.0,,900000,,,194.20058663999995,388,,1796,,2317
,500.0,,900000,,,194.20058663999995,388,,1800,,2317
-13.442587852478027,500.0,-4.4641547203063965,910000,0.4703311324119568,0.00592441949993372,168.50619114999998,388,45334,1804,0.00075,2343
,500.0,,910000,,,168.50619114999998,388,,1808,,2343
,500.0,,910000,,,168.50619114999998,388,,1812,,2343
,500.0,,910000,,,168.50619114999998,388,,1816,,2343
,500.0,,910000,,,168.50619114999998,388,,1820,,2343
-12.203824996948242,500.0,2.6293039321899414,920000,0.3272891938686371,0.0060586691834032536,176.46095885,388,45834,1824,0.00075,2368
,500.0,,920000,,,176.46095885,388,,1828,,2368
,500.0,,920000,,,176.46095885,388,,1832,,2368
,500.0,,920000,,,176.46095885,388,,1836,,2368
,500.0,,920000,,,176.46095885,388,,1840,,2368
