train/actor_loss,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/fps,time/episodes,time/total_timesteps,train/learning_rate,train/critic_loss,train/ent_coef_loss,train/ent_coef,train/n_updates
-7.682743549346924,13.820854500000001,500.0,2702,336,1804,910000,0.0003,0.12238889932632446,2.1616275310516357,0.0016726998146623373,45334
,13.820854500000001,500.0,2702,336,1808,910000,,,,,
,13.820854500000001,500.0,2702,336,1812,910000,,,,,
,13.820854500000001,500.0,2702,336,1816,910000,,,,,
,13.820854500000001,500.0,2702,336,1820,910000,,,,,
-7.640893936157227,6.547314919999999,500.0,2731,336,1824,920000,0.0003,0.02075217291712761,-6.454179763793945,0.0015221408102661371,45834
,6.547314919999999,500.0,2731,336,1828,920000,,,,,
,6.547314919999999,500.0,2731,336,1832,920000,,,,,
,6.547314919999999,500.0,2731,336,1836,920000,,,,,
,6.547314919999999,500.0,2731,336,1840,920000,,,,,
-7.177518844604492,3.771451549999999,500.0,2759,337,1844,930000,0.0003,1.07456636428833,-4.265233516693115,0.0014182169688865542,46334
,3.771451549999999,500.0,2759,337,1848,930000,,,,,
,3.771451549999999,500.0,2759,337,1852,930000,,,,,
,3.771451549999999,500.0,2759,337,1856,930000,,,,,
,3.771451549999999,500.0,2759,337,1860,930000,,,,,
-6.911108493804932,3.78922704,500.0,2788,337,1864,940000,0.0003,0.5866092443466187,-4.765100479125977,0.001516119809821248,46834
,3.78922704,500.0,2788,337,1868,940000,,,,,
,3.78922704,500.0,2788,337,1872,940000,,,,,
,3.78922704,500.0,2788,337,1876,940000,,,,,
,3.78922704,500.0,2788,337,1880,940000,,,,,
-6.5616559982299805,3.02199585,500.0,2815,337,1884,950000,0.0003,0.0325959250330925,0.15496420860290527,0.0014648674987256527,47334
,3.02199585,500.0,2815,337,1888,950000,,,,,
,3.02199585,500.0,2815,337,1892,950000,,,,,
,3.02199585,500.0,2815,337,1896,950000,,,,,
,3.02199585,500.0,2815,337,1900,950000,,,,,
-6.581238269805908,2.59409465,500.0,2844,337,1904,960000,0.0003,0.09230610728263855,7.378702163696289,0.0014834613539278507,47834
,2.59409465,500.0,2844,337,1908,960000,,,,,
,2.59409465,500.0,2844,337,1912,960000,,,,,
,2.59409465,500.0,2844,337,1916,960000,,,,,
,2.59409465,500.0,2844,337,1920,960000,,,,,
-5.8181867599487305,5.6991486600000005,500.0,2874,337,1924,970000,0.0003,0.04809749498963356,-4.254734992980957,0.001546139712445438,48334
,5.6991486600000005,500.0,2874,337,1928,970000,,,,,
,5.6991486600000005,500.0,2874,337,1932,970000,,,,,
,5.6991486600000005,500.0,2874,337,1936,970000,,,,,
,5.6991486600000005,500.0,2874,337,1940,970000,,,,,
-5.915828704833984,6.064091709999999,500.0,2902,337,1944,980000,0.0003,0.026324283331632614,-3.2176733016967773,0.001430937321856618,48834
,6.064091709999999,500.0,2902,337,1948,980000,,,,,
,6.064091709999999,500.0,2902,337,1952,980000,,,,,
,6.064091709999999,500.0,2902,337,1956,980000,,,,,
,6.064091709999999,500.0,2902,337,1960,980000,,,,,
-5.605330467224121,4.9825108,500.0,2931,337,1964,990000,0.0003,0.08115506172180176,-2.67484712600708,0.00149817718192935,49334
,4.9825108,500.0,2931,337,1968,990000,,,,,
,4.9825108,500.0,2931,337,1972,990000,,,,,
,4.9825108,500.0,2931,337,1976,990000,,,,,
,4.9825108,500.0,2931,337,1980,990000,,,,,
-5.77766752243042,5.11781561,500.0,2959,337,1984,1000000,0.0003,0.08492270112037659,-1.7448134422302246,0.001537068746984005,49834
,5.11781561,500.0,2959,337,1988,1000000,,,,,
,5.11781561,500.0,2959,337,1992,1000000,,,,,
,5.11781561,500.0,2959,337,1996,1000000,,,,,
,5.11781561,500.0,2959,337,2000,1000000,,,,,
