train/learning_rate,rollout/ep_rew_mean,time/episodes,train/actor_loss,train/ent_coef_loss,train/critic_loss,time/time_elapsed,train/ent_coef,time/total_timesteps,rollout/ep_len_mean,time/fps,train/n_updates
,2.2392030999999997,412,,,,699,,210000,500.0,300,
,2.2392030999999997,416,,,,699,,210000,500.0,300,
,2.2392030999999997,420,,,,699,,210000,500.0,300,
0.00075,2.725200960000001,424,-16.169925689697266,-5.363649368286133,0.04447735846042633,732,0.0026957762893289328,220000,500.0,300,10834
,2.725200960000001,428,,,,732,,220000,500.0,300,
,2.725200960000001,432,,,,732,,220000,500.0,300,
,2.725200960000001,436,,,,732,,220000,500.0,300,
,2.725200960000001,440,,,,732,,220000,500.0,300,
0.00075,2.58829093,444,-15.98233699798584,-6.277596473693848,2.4508538246154785,766,0.0026729092933237553,230000,500.0,300,11334
,2.58829093,448,,,,766,,230000,500.0,300,
,2.58829093,452,,,,766,,230000,500.0,300,
,2.58829093,456,,,,766,,230000,500.0,300,
,2.58829093,460,,,,766,,230000,500.0,300,
0.00075,2.74647178,464,-15.772367477416992,-17.826570510864258,0.021015284582972527,800,0.002718566684052348,240000,500.0,299,11834
,2.74647178,468,,,,800,,240000,500.0,299,
,2.74647178,472,,,,800,,240000,500.0,299,
,2.74647178,476,,,,800,,240000,500.0,299,
,2.74647178,480,,,,800,,240000,500.0,299,
0.00075,2.7548703300000006,484,-15.415085792541504,-4.52683162689209,0.05999453365802765,834,0.0025873517151921988,250000,500.0,299,12334
,2.7548703300000006,488,,,,834,,250000,500.0,299,
,2.7548703300000006,492,,,,834,,250000,500.0,299,
,2.7548703300000006,496,,,,834,,250000,500.0,299,
,2.7548703300000006,500,,,,834,,250000,500.0,299,
0.00075,1.7474591999999998,504,-15.130941390991211,-5.081644058227539,0.03356386348605156,867,0.002703822450712323,260000,500.0,299,12834
,1.7474591999999998,508,,,,867,,260000,500.0,299,
,1.7474591999999998,512,,,,867,,260000,500.0,299,
,1.7474591999999998,516,,,,867,,260000,500.0,299,
,1.7474591999999998,520,,,,867,,260000,500.0,299,
0.00075,1.37017857,524,-14.475674629211426,-11.114446640014648,0.03848443180322647,899,0.0027245194651186466,270000,500.0,300,13334
,1.37017857,528,,,,899,,270000,500.0,300,
,1.37017857,532,,,,899,,270000,500.0,300,
,1.37017857,536,,,,899,,270000,500.0,300,
,1.37017857,540,,,,899,,270000,500.0,300,
0.00075,1.23924382,544,-14.147542953491211,-6.687289714813232,2.3580307960510254,934,0.0028278855606913567,280000,500.0,299,13834
,1.23924382,548,,,,934,,280000,500.0,299,
,1.23924382,552,,,,934,,280000,500.0,299,
,1.23924382,556,,,,934,,280000,500.0,299,
,1.23924382,560,,,,934,,280000,500.0,299,
0.00075,1.08836598,564,-13.58646297454834,3.006194591522217,1.3739116191864014,968,0.0026165726594626904,290000,500.0,299,14334
,1.08836598,568,,,,968,,290000,500.0,299,
,1.08836598,572,,,,968,,290000,500.0,299,
,1.08836598,576,,,,968,,290000,500.0,299,
,1.08836598,580,,,,968,,290000,500.0,299,
0.00075,1.0726629700000003,584,-13.611919403076172,-0.8568415641784668,0.030922025442123413,1002,0.0027361088432371616,300000,500.0,299,14834
,1.0726629700000003,588,,,,1002,,300000,500.0,299,
,1.0726629700000003,592,,,,1002,,300000,500.0,299,
,1.0726629700000003,596,,,,1002,,300000,500.0,299,
,1.0726629700000003,600,,,,1002,,300000,500.0,299,
0.00075,1.22957246,604,-13.130212783813477,6.760514736175537,0.05379736050963402,1036,0.0025723683647811413,310000,500.0,299,15334
,1.22957246,608,,,,1036,,310000,500.0,299,
,1.22957246,612,,,,1036,,310000,500.0,299,
,1.22957246,616,,,,1036,,310000,500.0,299,
,1.22957246,620,,,,1036,,310000,500.0,299,
0.00075,1.15244333,624,-12.920822143554688,-4.764976501464844,0.01958944834768772,1068,0.0022687152959406376,320000,500.0,299,15834
,1.15244333,628,,,,1068,,320000,500.0,299,
,1.15244333,632,,,,1068,,320000,500.0,299,
,1.15244333,636,,,,1068,,320000,500.0,299,
,1.15244333,640,,,,1068,,320000,500.0,299,
0.00075,1.3034100399999997,644,-12.675497055053711,-0.5010788440704346,0.015250438824295998,1101,0.0022598467767238617,330000,500.0,299,16334
,1.3034100399999997,648,,,,1101,,330000,500.0,299,
,1.3034100399999997,652,,,,1101,,330000,500.0,299,
,1.3034100399999997,656,,,,1101,,330000,500.0,299,
,1.3034100399999997,660,,,,1101,,330000,500.0,299,
0.00075,3.2956940799999996,664,-12.55988597869873,0.43241751194000244,0.014265773817896843,1134,0.0021463651210069656,340000,500.0,299,16834
,3.2956940799999996,668,,,,1134,,340000,500.0,299,
,3.2956940799999996,672,,,,1135,,340000,500.0,299,
,3.2956940799999996,676,,,,1135,,340000,500.0,299,
,3.2956940799999996,680,,,,1135,,340000,500.0,299,
0.00075,3.4366881800000004,684,-12.211175918579102,7.3622565269470215,0.8871235847473145,1169,0.0021910257637500763,350000,500.0,299,17334
,3.4366881800000004,688,,,,1169,,350000,500.0,299,
,3.4366881800000004,692,,,,1169,,350000,500.0,299,
,3.4366881800000004,696,,,,1169,,350000,500.0,299,
,3.4366881800000004,700,,,,1169,,350000,500.0,299,
0.00075,3.51812297,704,-12.083829879760742,-2.396172046661377,0.009827186353504658,1203,0.0020250955130904913,360000,500.0,299,17834
,3.51812297,708,,,,1203,,360000,500.0,299,
,3.51812297,712,,,,1203,,360000,500.0,299,
,3.51812297,716,,,,1203,,360000,500.0,299,
,3.51812297,720,,,,1203,,360000,500.0,299,
0.00075,3.65077405,724,-11.682507514953613,12.271251678466797,1.080207109451294,1236,0.0021205218508839607,370000,500.0,299,18334
,3.65077405,728,,,,1236,,370000,500.0,299,
,3.65077405,732,,,,1236,,370000,500.0,299,
,3.65077405,736,,,,1236,,370000,500.0,299,
,3.65077405,740,,,,1236,,370000,500.0,299,
0.00075,4.23166123,744,-11.444934844970703,-11.675567626953125,0.013154856860637665,1268,0.002064127242192626,380000,500.0,299,18834
,4.23166123,748,,,,1268,,380000,500.0,299,
,4.23166123,752,,,,1268,,380000,500.0,299,
,4.23166123,756,,,,1268,,380000,500.0,299,
,4.23166123,760,,,,1268,,380000,500.0,299,
0.00075,2.3293980800000003,764,-10.9778413772583,4.173343658447266,0.017793603241443634,1301,0.001994631253182888,390000,500.0,299,19334
,2.3293980800000003,768,,,,1301,,390000,500.0,299,
,2.3293980800000003,772,,,,1301,,390000,500.0,299,
,2.3293980800000003,776,,,,1301,,390000,500.0,299,
,2.3293980800000003,780,,,,1301,,390000,500.0,299,
0.00075,2.2655687600000003,784,-10.895978927612305,-4.800395965576172,0.00871087796986103,1335,0.0020922960247844458,400000,500.0,299,19834
,2.2655687600000003,788,,,,1335,,400000,500.0,299,
,2.2655687600000003,792,,,,1335,,400000,500.0,299,
,2.2655687600000003,796,,,,1335,,400000,500.0,299,
,2.2655687600000003,800,,,,1335,,400000,500.0,299,
0.00075,3.0017384099999993,804,-10.37739372253418,-6.52571439743042,0.03143388032913208,1370,0.0019166517304256558,410000,500.0,299,20334
,3.0017384099999993,808,,,,1370,,410000,500.0,299,
,3.0017384099999993,812,,,,1370,,410000,500.0,299,
,3.0017384099999993,816,,,,1370,,410000,500.0,299,
,3.0017384099999993,820,,,,1370,,410000,500.0,299,
0.00075,4.24740378,824,-10.442235946655273,-0.11905837059020996,0.01182897575199604,1406,0.0017113260691985488,420000,500.0,298,20834
,4.24740378,828,,,,1406,,420000,500.0,298,
,4.24740378,832,,,,1406,,420000,500.0,298,
,4.24740378,836,,,,1406,,420000,500.0,298,
,4.24740378,840,,,,1406,,420000,500.0,298,
0.00075,4.38271308,844,-10.004343032836914,5.006877899169922,0.016579966992139816,1441,0.0016838291194289923,430000,500.0,298,21334
,4.38271308,848,,,,1441,,430000,500.0,298,
,4.38271308,852,,,,1441,,430000,500.0,298,
,4.38271308,856,,,,1441,,430000,500.0,298,
,4.38271308,860,,,,1441,,430000,500.0,298,
0.00075,4.64503416,864,-10.222129821777344,-8.871709823608398,0.013621021062135696,1475,0.0016952456207945943,440000,500.0,298,21834
,4.64503416,868,,,,1475,,440000,500.0,298,
,4.64503416,872,,,,1475,,440000,500.0,298,
,4.64503416,876,,,,1475,,440000,500.0,298,
,4.64503416,880,,,,1475,,440000,500.0,298,
0.00075,4.746341899999999,884,-9.892871856689453,8.167718887329102,0.017320094630122185,1509,0.0017025194829329848,450000,500.0,298,22334
,4.746341899999999,888,,,,1509,,450000,500.0,298,
,4.746341899999999,892,,,,1509,,450000,500.0,298,
,4.746341899999999,896,,,,1509,,450000,500.0,298,
,4.746341899999999,900,,,,1509,,450000,500.0,298,
0.00075,5.616304679999998,904,-9.708681106567383,-3.2912240028381348,0.013387724757194519,1541,0.0018112409161403775,460000,500.0,298,22834
,5.616304679999998,908,,,,1541,,460000,500.0,298,
,5.616304679999998,912,,,,1541,,460000,500.0,298,
,5.616304679999998,916,,,,1541,,460000,500.0,298,
,5.616304679999998,920,,,,1541,,460000,500.0,298,
0.00075,6.1447697,924,-9.23912239074707,7.254454612731934,0.016565442085266113,1574,0.0016186563298106194,470000,500.0,298,23334
,6.1447697,928,,,,1574,,470000,500.0,298,
,6.1447697,932,,,,1574,,470000,500.0,298,
,6.1447697,936,,,,1574,,470000,500.0,298,
,6.1447697,940,,,,1574,,470000,500.0,298,
0.00075,7.7247863500000005,944,-9.02607536315918,-5.208158493041992,0.4452091157436371,1607,0.0015167532255873084,480000,500.0,298,23834
,7.7247863500000005,948,,,,1607,,480000,500.0,298,
,7.7247863500000005,952,,,,1607,,480000,500.0,298,
,7.7247863500000005,956,,,,1607,,480000,500.0,298,
,7.7247863500000005,960,,,,1607,,480000,500.0,298,
0.00075,9.983855099999998,964,-9.253486633300781,7.795187473297119,0.018241001293063164,1641,0.0014468957670032978,490000,500.0,298,24334
,9.983855099999998,968,,,,1641,,490000,500.0,298,
,9.983855099999998,972,,,,1641,,490000,500.0,298,
,9.983855099999998,976,,,,1641,,490000,500.0,298,
,9.983855099999998,980,,,,1641,,490000,500.0,298,
0.00075,10.974042969999998,984,-8.780929565429688,5.221709728240967,0.02012394741177559,1675,0.001490261172875762,500000,500.0,298,24834
,10.974042969999998,988,,,,1675,,500000,500.0,298,
,10.974042969999998,992,,,,1675,,500000,500.0,298,
,10.974042969999998,996,,,,1675,,500000,500.0,298,
,10.974042969999998,1000,,,,1675,,500000,500.0,298,
0.00075,17.856267319999997,1004,-8.551414489746094,-1.13434636592865,0.014826844446361065,1708,0.0016462535131722689,510000,500.0,298,25334
,17.856267319999997,1008,,,,1708,,510000,500.0,298,
,17.856267319999997,1012,,,,1708,,510000,500.0,298,
,17.856267319999997,1016,,,,1708,,510000,500.0,298,
,17.856267319999997,1020,,,,1708,,510000,500.0,298,
0.00075,16.718608370000002,1024,-8.525678634643555,-0.09116864204406738,0.025998275727033615,1742,0.0014889714075252414,520000,500.0,298,25834
,16.718608370000002,1028,,,,1742,,520000,500.0,298,
,16.718608370000002,1032,,,,1742,,520000,500.0,298,
,16.718608370000002,1036,,,,1742,,520000,500.0,298,
,16.718608370000002,1040,,,,1742,,520000,500.0,298,
0.00075,16.095005790000002,1044,-8.241143226623535,-2.7005271911621094,0.6243281960487366,1776,0.001457625301554799,530000,500.0,298,26334
,16.095005790000002,1048,,,,1776,,530000,500.0,298,
,16.095005790000002,1052,,,,1776,,530000,500.0,298,
,16.095005790000002,1056,,,,1776,,530000,500.0,298,
,16.095005790000002,1060,,,,1776,,530000,500.0,298,
0.00075,18.050512870000002,1064,-8.197349548339844,6.105621337890625,0.37075936794281006,1809,0.001618317561224103,540000,500.0,298,26834
,18.050512870000002,1068,,,,1809,,540000,500.0,298,
,18.050512870000002,1072,,,,1809,,540000,500.0,298,
,18.050512870000002,1076,,,,1809,,540000,500.0,298,
,18.050512870000002,1080,,,,1809,,540000,500.0,298,
0.00075,19.21961937,1084,-8.111257553100586,-2.9946703910827637,0.008605110459029675,1843,0.0016449808608740568,550000,500.0,298,27334
,19.21961937,1088,,,,1843,,550000,500.0,298,
,19.21961937,1092,,,,1843,,550000,500.0,298,
,19.21961937,1096,,,,1843,,550000,500.0,298,
,19.21961937,1100,,,,1843,,550000,500.0,298,
0.00075,13.275479110000001,1104,-8.117609977722168,6.949365615844727,0.020650669932365417,1877,0.0016026402590796351,560000,500.0,298,27834
,13.275479110000001,1108,,,,1877,,560000,500.0,298,
,13.275479110000001,1112,,,,1877,,560000,500.0,298,
,13.275479110000001,1116,,,,1877,,560000,500.0,298,
,13.275479110000001,1120,,,,1877,,560000,500.0,298,
0.00075,15.659668339999998,1124,-7.724153995513916,0.8308672904968262,0.025319334119558334,1910,0.00159240304492414,570000,500.0,298,28334
,15.659668339999998,1128,,,,1910,,570000,500.0,298,
,15.659668339999998,1132,,,,1910,,570000,500.0,298,
,15.659668339999998,1136,,,,1910,,570000,500.0,298,
,15.659668339999998,1140,,,,1911,,570000,500.0,298,
0.00075,15.620132509999998,1144,-7.513493061065674,-5.734865188598633,0.02101997844874859,1944,0.0015115871792659163,580000,500.0,298,28834
,15.620132509999998,1148,,,,1944,,580000,500.0,298,
,15.620132509999998,1152,,,,1944,,580000,500.0,298,
,15.620132509999998,1156,,,,1945,,580000,500.0,298,
,15.620132509999998,1160,,,,1945,,580000,500.0,298,
0.00075,14.364021389999998,1164,-7.43998908996582,9.745402336120605,0.041185058653354645,1978,0.0014697154983878136,590000,500.0,298,29334
,14.364021389999998,1168,,,,1978,,590000,500.0,298,
,14.364021389999998,1172,,,,1978,,590000,500.0,298,
,14.364021389999998,1176,,,,1978,,590000,500.0,298,
,14.364021389999998,1180,,,,1978,,590000,500.0,298,
0.00075,13.606154900000002,1184,-7.755964279174805,-12.945094108581543,0.01325700432062149,2012,0.0016221937257796526,600000,500.0,298,29834
,13.606154900000002,1188,,,,2012,,600000,500.0,298,
,13.606154900000002,1192,,,,2012,,600000,500.0,298,
,13.606154900000002,1196,,,,2012,,600000,500.0,298,
,13.606154900000002,1200,,,,2012,,600000,500.0,298,
0.00075,12.824012949999998,1204,-7.285562515258789,2.3860697746276855,0.023347333073616028,2047,0.001424517366103828,610000,500.0,297,30334
,12.824012949999998,1208,,,,2047,,610000,500.0,297,
,12.824012949999998,1212,,,,2047,,610000,500.0,297,
,12.824012949999998,1216,,,,2047,,610000,500.0,297,
,12.824012949999998,1220,,,,2047,,610000,500.0,297,
0.00075,13.886256970000002,1224,-7.280943870544434,-2.845973491668701,0.04683500528335571,2080,0.0014742229832336307,620000,500.0,298,30834
,13.886256970000002,1228,,,,2080,,620000,500.0,298,
,13.886256970000002,1232,,,,2080,,620000,500.0,298,
,13.886256970000002,1236,,,,2080,,620000,500.0,298,
,13.886256970000002,1240,,,,2080,,620000,500.0,298,
0.00075,14.545860929999998,1244,-6.971623420715332,1.0900554656982422,0.010647263377904892,2113,0.0014715604484081268,630000,500.0,298,31334
,14.545860929999998,1248,,,,2113,,630000,500.0,298,
,14.545860929999998,1252,,,,2113,,630000,500.0,298,
,14.545860929999998,1256,,,,2113,,630000,500.0,298,
,14.545860929999998,1260,,,,2113,,630000,500.0,298,
0.00075,15.43223834,1264,-6.908740997314453,8.354007720947266,0.41166552901268005,2147,0.0013765672920271754,640000,500.0,298,31834
,15.43223834,1268,,,,2147,,640000,500.0,298,
,15.43223834,1272,,,,2147,,640000,500.0,298,
,15.43223834,1276,,,,2147,,640000,500.0,298,
,15.43223834,1280,,,,2147,,640000,500.0,298,
0.00075,18.22838022,1284,-6.981059551239014,-7.71858024597168,0.02291734144091606,2181,0.0014283733908087015,650000,500.0,298,32334
,18.22838022,1288,,,,2181,,650000,500.0,298,
,18.22838022,1292,,,,2181,,650000,500.0,298,
,18.22838022,1296,,,,2181,,650000,500.0,298,
,18.22838022,1300,,,,2181,,650000,500.0,297,
0.00075,21.22627335,1304,-6.525941848754883,-1.2212021350860596,0.02726813219487667,2215,0.0014581411378458142,660000,500.0,297,32834
,21.22627335,1308,,,,2215,,660000,500.0,297,
,21.22627335,1312,,,,2215,,660000,500.0,297,
,21.22627335,1316,,,,2215,,660000,500.0,297,
,21.22627335,1320,,,,2215,,660000,500.0,297,
0.00075,23.369588700000005,1324,-6.622815132141113,0.05196690559387207,0.1631021499633789,2249,0.0014857797650620341,670000,500.0,297,33334
,23.369588700000005,1328,,,,2249,,670000,500.0,297,
,23.369588700000005,1332,,,,2249,,670000,500.0,297,
,23.369588700000005,1336,,,,2249,,670000,500.0,297,
,23.369588700000005,1340,,,,2249,,670000,500.0,297,
0.00075,27.811306820000006,1344,-6.4987359046936035,3.7324371337890625,0.02779369428753853,2284,0.0015372748021036386,680000,500.0,297,33834
,27.811306820000006,1348,,,,2284,,680000,500.0,297,
,27.811306820000006,1352,,,,2284,,680000,500.0,297,
,27.811306820000006,1356,,,,2284,,680000,500.0,297,
,27.811306820000006,1360,,,,2284,,680000,500.0,297,
0.00075,33.63178978,1364,-6.44996452331543,-5.0455145835876465,0.07934577763080597,2318,0.0016820563469082117,690000,500.0,297,34334
,33.63178978,1368,,,,2318,,690000,500.0,297,
,33.63178978,1372,,,,2318,,690000,500.0,297,
,33.63178978,1376,,,,2318,,690000,500.0,297,
,33.63178978,1380,,,,2318,,690000,500.0,297,
0.00075,37.73911495,1384,-6.479309558868408,-5.666645526885986,0.05846270173788071,2351,0.0017116109374910593,700000,500.0,297,34834
,37.73911495,1388,,,,2351,,700000,500.0,297,
,37.73911495,1392,,,,2352,,700000,500.0,297,
,37.73911495,1396,,,,2352,,700000,500.0,297,
,37.73911495,1400,,,,2352,,700000,500.0,297,
0.00075,39.52775621999999,1404,-6.479613304138184,1.0389738082885742,0.13315151631832123,2385,0.0016462983330711722,710000,500.0,297,35334
,39.52775621999999,1408,,,,2385,,710000,500.0,297,
,39.52775621999999,1412,,,,2385,,710000,500.0,297,
,39.52775621999999,1416,,,,2385,,710000,500.0,297,
,39.52775621999999,1420,,,,2385,,710000,500.0,297,
0.00075,37.72823383,1424,-6.719635486602783,-6.137310981750488,0.3339191675186157,2419,0.0018071172526106238,720000,500.0,297,35834
,37.72823383,1428,,,,2419,,720000,500.0,297,
,37.72823383,1432,,,,2419,,720000,500.0,297,
,37.72823383,1436,,,,2419,,720000,500.0,297,
,37.72823383,1440,,,,2419,,720000,500.0,297,
0.00075,51.174902810000006,1444,-6.76716423034668,-5.951705455780029,0.03149740397930145,2453,0.002136698691174388,730000,500.0,297,36334
,51.174902810000006,1448,,,,2453,,730000,500.0,297,
,51.174902810000006,1452,,,,2453,,730000,500.0,297,
,51.174902810000006,1456,,,,2453,,730000,500.0,297,
,51.174902810000006,1460,,,,2453,,730000,500.0,297,
0.00075,59.54718886,1464,-6.664196968078613,-3.7256908416748047,0.03877952694892883,2487,0.0018639034824445844,740000,500.0,297,36834
,59.54718886,1468,,,,2487,,740000,500.0,297,
,59.54718886,1472,,,,2487,,740000,500.0,297,
,59.54718886,1476,,,,2487,,740000,500.0,297,
,59.54718886,1480,,,,2487,,740000,500.0,297,
0.00075,69.57670183999998,1484,-6.7236104011535645,-0.35436391830444336,0.0840345025062561,2521,0.0019783698953688145,750000,500.0,297,37334
,69.57670183999998,1488,,,,2521,,750000,500.0,297,
,69.57670183999998,1492,,,,2521,,750000,500.0,297,
,69.57670183999998,1496,,,,2521,,750000,500.0,297,
,69.57670183999998,1500,,,,2521,,750000,500.0,297,
0.00075,66.01081773,1504,-6.554619789123535,2.472421169281006,0.08699651062488556,2555,0.0019977979827672243,760000,500.0,297,37834
,66.01081773,1508,,,,2555,,760000,500.0,297,
,66.01081773,1512,,,,2555,,760000,500.0,297,
,66.01081773,1516,,,,2555,,760000,500.0,297,
,66.01081773,1520,,,,2555,,760000,500.0,297,
0.00075,73.45911005,1524,-7.070919990539551,10.264120101928711,0.05713554471731186,2588,0.0020850745495408773,770000,500.0,297,38334
,73.45911005,1528,,,,2588,,770000,500.0,297,
,73.45911005,1532,,,,2588,,770000,500.0,297,
,73.45911005,1536,,,,2588,,770000,500.0,297,
,73.45911005,1540,,,,2588,,770000,500.0,297,
0.00075,64.69656968999999,1544,-6.87653112411499,2.4916465282440186,0.09167144447565079,2621,0.0021563947666436434,780000,500.0,297,38834
,64.69656968999999,1548,,,,2621,,780000,500.0,297,
,64.69656968999999,1552,,,,2621,,780000,500.0,297,
,64.69656968999999,1556,,,,2621,,780000,500.0,297,
,64.69656968999999,1560,,,,2621,,780000,500.0,297,
0.00075,60.01948885000001,1564,-7.041501998901367,1.011604905128479,0.05104873329401016,2654,0.0020170677453279495,790000,500.0,297,39334
,60.01948885000001,1568,,,,2654,,790000,500.0,297,
