train/critic_loss,time/episodes,rollout/ep_len_mean,train/n_updates,rollout/ep_rew_mean,train/actor_loss,time/fps,time/total_timesteps,train/ent_coef_loss,time/time_elapsed,train/ent_coef,train/learning_rate
,1560,500.0,,53.26140604000002,,302,780000,,2581,,
0.013039416633546352,1564,500.0,39334,57.67433374000001,-6.57546329498291,302,790000,-1.8198893070220947,2615,0.0014942666748538613,0.00075
,1568,500.0,,57.67433374000001,,302,790000,,2615,,
,1572,500.0,,57.67433374000001,,302,790000,,2615,,
,1576,500.0,,57.67433374000001,,302,790000,,2615,,
,1580,500.0,,57.67433374000001,,302,790000,,2615,,
0.024293914437294006,1584,500.0,39834,64.01369392,-6.409795761108398,301,800000,5.099796772003174,2649,0.0015961736207827926,0.00075
,1588,500.0,,64.01369392,,301,800000,,2649,,
,1592,500.0,,64.01369392,,301,800000,,2649,,
,1596,500.0,,64.01369392,,301,800000,,2649,,
,1600,500.0,,64.01369392,,301,800000,,2649,,
0.011963211931288242,1604,500.0,40334,51.56874055000001,-6.421570777893066,302,810000,6.032961845397949,2681,0.0016646285075694323,0.00075
,1608,500.0,,51.56874055000001,,302,810000,,2681,,
,1612,500.0,,51.56874055000001,,302,810000,,2681,,
,1616,500.0,,51.56874055000001,,302,810000,,2681,,
,1620,500.0,,51.56874055000001,,302,810000,,2681,,
0.021680666133761406,1624,500.0,40834,56.042004719999994,-6.243951797485352,302,820000,-6.506450653076172,2715,0.0017407125560566783,0.00075
,1628,500.0,,56.042004719999994,,302,820000,,2715,,
,1632,500.0,,56.042004719999994,,302,820000,,2715,,
,1636,500.0,,56.042004719999994,,302,820000,,2715,,
,1640,500.0,,56.042004719999994,,302,820000,,2715,,
0.7095459699630737,1644,500.0,41334,60.529804029999994,-6.166153907775879,301,830000,3.867588996887207,2748,0.0017413741443306208,0.00075
,1648,500.0,,60.529804029999994,,301,830000,,2748,,
,1652,500.0,,60.529804029999994,,301,830000,,2748,,
,1656,500.0,,60.529804029999994,,301,830000,,2748,,
,1660,500.0,,60.529804029999994,,301,830000,,2748,,
0.013686206191778183,1664,500.0,41834,67.74800439,-6.31988525390625,301,840000,3.0763001441955566,2783,0.0017198354471474886,0.00075
,1668,500.0,,67.74800439,,301,840000,,2783,,
,1672,500.0,,67.74800439,,301,840000,,2783,,
,1676,500.0,,67.74800439,,301,840000,,2783,,
,1680,500.0,,67.74800439,,301,840000,,2783,,
0.02109072357416153,1684,500.0,42334,72.47673839999999,-6.298701286315918,301,850000,3.460911750793457,2819,0.0017787120305001736,0.00075
,1688,500.0,,72.47673839999999,,301,850000,,2819,,
,1692,500.0,,72.47673839999999,,301,850000,,2819,,
,1696,500.0,,72.47673839999999,,301,850000,,2819,,
,1700,500.0,,72.47673839999999,,301,850000,,2819,,
0.013751783408224583,1704,500.0,42834,82.12410394,-6.551705360412598,301,860000,0.5222243070602417,2853,0.001896361936815083,0.00075
,1708,500.0,,82.12410394,,301,860000,,2853,,
,1712,500.0,,82.12410394,,301,860000,,2853,,
,1716,500.0,,82.12410394,,301,860000,,2853,,
,1720,500.0,,82.12410394,,301,860000,,2853,,
0.09183609485626221,1724,500.0,43334,93.22871929000002,-6.634363651275635,301,870000,5.097413063049316,2888,0.0018766323337331414,0.00075
,1728,500.0,,93.22871929000002,,301,870000,,2888,,
,1732,500.0,,93.22871929000002,,301,870000,,2888,,
,1736,500.0,,93.22871929000002,,301,870000,,2888,,
,1740,500.0,,93.22871929000002,,301,870000,,2888,,
0.014387116767466068,1744,500.0,43834,94.46304507999999,-6.756791114807129,301,880000,-0.13361918926239014,2922,0.0018135845893993974,0.00075
,1748,500.0,,94.46304507999999,,301,880000,,2922,,
,1752,500.0,,94.46304507999999,,301,880000,,2922,,
,1756,500.0,,94.46304507999999,,301,880000,,2922,,
,1760,500.0,,94.46304507999999,,301,880000,,2922,,
0.3363509178161621,1764,500.0,44334,95.06745296,-6.690417766571045,301,890000,2.8905231952667236,2956,0.0019603008404374123,0.00075
,1768,500.0,,95.06745296,,301,890000,,2956,,
,1772,500.0,,95.06745296,,301,890000,,2956,,
,1776,500.0,,95.06745296,,301,890000,,2956,,
,1780,500.0,,95.06745296,,301,890000,,2956,,
0.019842561334371567,1784,500.0,44834,96.00516393000002,-6.782990455627441,300,900000,-1.0105340480804443,2991,0.0018569652456790209,0.00075
,1788,500.0,,96.00516393000002,,300,900000,,2991,,
,1792,500.0,,96.00516393000002,,300,900000,,2991,,
,1796,500.0,,96.00516393000002,,300,900000,,2991,,
,1800,500.0,,96.00516393000002,,300,900000,,2991,,
0.018251944333314896,1804,500.0,45334,99.45839280999999,-6.442777633666992,300,910000,-3.699389696121216,3024,0.002168904757127166,0.00075
,1808,500.0,,99.45839280999999,,300,910000,,3024,,
,1812,500.0,,99.45839280999999,,300,910000,,3024,,
,1816,500.0,,99.45839280999999,,300,910000,,3024,,
,1820,500.0,,99.45839280999999,,300,910000,,3024,,
0.020302649587392807,1824,500.0,45834,90.88356636000005,-6.571935653686523,300,920000,-1.2845606803894043,3058,0.0022143437527120113,0.00075
,1828,500.0,,90.88356636000005,,300,920000,,3058,,
,1832,500.0,,90.88356636000005,,300,920000,,3058,,
,1836,500.0,,90.88356636000005,,300,920000,,3058,,
,1840,500.0,,90.88356636000005,,300,920000,,3058,,
0.0387599915266037,1844,500.0,46334,99.58115782,-6.765774726867676,300,930000,1.4040265083312988,3093,0.002430443651974201,0.00075
,1848,500.0,,99.58115782,,300,930000,,3093,,
,1852,500.0,,99.58115782,,300,930000,,3093,,
,1856,500.0,,99.58115782,,300,930000,,3093,,
,1860,500.0,,99.58115782,,300,930000,,3093,,
0.032443828880786896,1864,500.0,46834,100.46142117,-7.789205074310303,300,940000,1.908952236175537,3126,0.0021104011684656143,0.00075
,1868,500.0,,100.46142117,,300,940000,,3126,,
,1872,500.0,,100.46142117,,300,940000,,3126,,
,1876,500.0,,100.46142117,,300,940000,,3126,,
,1880,500.0,,100.46142117,,300,940000,,3126,,
0.02918127365410328,1884,500.0,47334,109.85815131,-7.5498151779174805,300,950000,-5.234346389770508,3161,0.0023455522023141384,0.00075
,1888,500.0,,109.85815131,,300,950000,,3161,,
,1892,500.0,,109.85815131,,300,950000,,3161,,
,1896,500.0,,109.85815131,,300,950000,,3161,,
,1900,500.0,,109.85815131,,300,950000,,3161,,
0.03146936371922493,1904,500.0,47834,111.21474867,-7.157964706420898,300,960000,-3.6335043907165527,3195,0.0024689589627087116,0.00075
,1908,500.0,,111.21474867,,300,960000,,3195,,
,1912,500.0,,111.21474867,,300,960000,,3195,,
,1916,500.0,,111.21474867,,300,960000,,3195,,
,1920,500.0,,111.21474867,,300,960000,,3195,,
0.42270487546920776,1924,500.0,48334,114.64102610000002,-7.42796516418457,300,970000,-2.001400947570801,3228,0.00235944171436131,0.00075
,1928,500.0,,114.64102610000002,,300,970000,,3228,,
,1932,500.0,,114.64102610000002,,300,970000,,3228,,
,1936,500.0,,114.64102610000002,,300,970000,,3228,,
,1940,500.0,,114.64102610000002,,300,970000,,3228,,
0.03027682565152645,1944,500.0,48834,114.79152134999998,-7.449448585510254,300,980000,-3.4046125411987305,3263,0.0026224583853036165,0.00075
,1948,500.0,,114.79152134999998,,300,980000,,3263,,
,1952,500.0,,114.79152134999998,,300,980000,,3263,,
,1956,500.0,,114.79152134999998,,300,980000,,3263,,
,1960,500.0,,114.79152134999998,,300,980000,,3263,,
0.0340825691819191,1964,500.0,49334,116.87919993000001,-7.735724449157715,300,990000,-0.3447819948196411,3298,0.0023743745405226946,0.00075
,1968,500.0,,116.87919993000001,,300,990000,,3298,,
,1972,500.0,,116.87919993000001,,300,990000,,3298,,
,1976,500.0,,116.87919993000001,,300,990000,,3298,,
,1980,500.0,,116.87919993000001,,300,990000,,3298,,
0.028092529624700546,1984,500.0,49834,109.88191958000002,-7.3664679527282715,300,1000000,-3.97554349899292,3332,0.0024964476469904184,0.00075
,1988,500.0,,109.88191958000002,,300,1000000,,3332,,
,1992,500.0,,109.88191958000002,,300,1000000,,3332,,
,1996,500.0,,109.88191958000002,,300,1000000,,3332,,
,2000,500.0,,109.88191958000002,,300,1000000,,3332,,
