train/critic_loss,time/episodes,rollout/ep_len_mean,train/n_updates,rollout/ep_rew_mean,train/actor_loss,time/fps,time/total_timesteps,train/ent_coef_loss,time/time_elapsed,train/ent_coef,train/learning_rate
0.07112213969230652,364,500.0,9334,2.7224637499999993,-16.765573501586914,307,190000,-4.065989017486572,617,0.003395305946469307,0.00075
,368,500.0,,2.7224637499999993,,307,190000,,617,,
,372,500.0,,2.7224637499999993,,307,190000,,617,,
,376,500.0,,2.7224637499999993,,307,190000,,617,,
,380,500.0,,2.7224637499999993,,307,190000,,617,,
0.02923065796494484,384,500.0,9834,2.64575405,-16.875839233398438,306,200000,7.168943405151367,652,0.0032793707214295864,0.00075
,388,500.0,,2.64575405,,306,200000,,652,,
,392,500.0,,2.64575405,,306,200000,,652,,
,396,500.0,,2.64575405,,306,200000,,652,,
,400,500.0,,2.64575405,,306,200000,,652,,
0.029293574392795563,404,500.0,10334,2.6510436799999995,-16.26640510559082,306,210000,21.60729217529297,685,0.003164723515510559,0.00075
,408,500.0,,2.6510436799999995,,306,210000,,685,,
,412,500.0,,2.6510436799999995,,306,210000,,685,,
,416,500.0,,2.6510436799999995,,306,210000,,685,,
,420,500.0,,2.6510436799999995,,306,210000,,685,,
0.03909240663051605,424,500.0,10834,2.5765505399999995,-15.834127426147461,305,220000,1.776643991470337,719,0.0031247958540916443,0.00075
,428,500.0,,2.5765505399999995,,305,220000,,719,,
,432,500.0,,2.5765505399999995,,305,220000,,719,,
,436,500.0,,2.5765505399999995,,305,220000,,719,,
,440,500.0,,2.5765505399999995,,305,220000,,719,,
0.0920281782746315,444,500.0,11334,2.58040919,-15.1178560256958,305,230000,5.710444450378418,752,0.002814344596117735,0.00075
,448,500.0,,2.58040919,,305,230000,,752,,
,452,500.0,,2.58040919,,305,230000,,752,,
,456,500.0,,2.58040919,,305,230000,,752,,
,460,500.0,,2.58040919,,305,230000,,752,,
1.1108882427215576,464,500.0,11834,1.5722417399999997,-15.35986328125,305,240000,9.485963821411133,785,0.0026792348362505436,0.00075
,468,500.0,,1.5722417399999997,,305,240000,,785,,
,472,500.0,,1.5722417399999997,,305,240000,,785,,
,476,500.0,,1.5722417399999997,,305,240000,,785,,
,480,500.0,,1.5722417399999997,,305,240000,,785,,
0.025436291471123695,484,500.0,12334,1.61303099,-14.726041793823242,305,250000,-0.2728149890899658,818,0.0025214513298124075,0.00075
,488,500.0,,1.61303099,,305,250000,,818,,
,492,500.0,,1.61303099,,305,250000,,818,,
,496,500.0,,1.61303099,,305,250000,,818,,
,500,500.0,,1.61303099,,305,250000,,818,,
1.9401397705078125,504,500.0,12834,5.6052541300000005,-14.291674613952637,304,260000,-3.52286958694458,852,0.0023584316950291395,0.00075
,508,500.0,,5.6052541300000005,,304,260000,,852,,
,512,500.0,,5.6052541300000005,,304,260000,,852,,
,516,500.0,,5.6052541300000005,,304,260000,,852,,
,520,500.0,,5.6052541300000005,,304,260000,,852,,
0.019859950989484787,524,500.0,13334,7.050235209999999,-14.134665489196777,305,270000,0.14649701118469238,885,0.002342166844755411,0.00075
,528,500.0,,7.050235209999999,,305,270000,,885,,
,532,500.0,,7.050235209999999,,305,270000,,885,,
,536,500.0,,7.050235209999999,,305,270000,,885,,
,540,500.0,,7.050235209999999,,305,270000,,885,,
0.02001292072236538,544,500.0,13834,7.54197461,-14.125518798828125,304,280000,-5.214997291564941,919,0.002320336876437068,0.00075
,548,500.0,,7.54197461,,304,280000,,919,,
,552,500.0,,7.54197461,,304,280000,,919,,
,556,500.0,,7.54197461,,304,280000,,919,,
,560,500.0,,7.54197461,,304,280000,,919,,
1.6149296760559082,564,500.0,14334,7.57164968,-13.522870063781738,303,290000,6.539241790771484,954,0.002161358715966344,0.00075
,568,500.0,,7.57164968,,303,290000,,954,,
,572,500.0,,7.57164968,,303,290000,,954,,
,576,500.0,,7.57164968,,303,290000,,954,,
,580,500.0,,7.57164968,,303,290000,,954,,
0.0214470736682415,584,500.0,14834,8.909496820000001,-13.123861312866211,303,300000,11.110908508300781,988,0.0020795646123588085,0.00075
,588,500.0,,8.909496820000001,,303,300000,,988,,
,592,500.0,,8.909496820000001,,303,300000,,988,,
,596,500.0,,8.909496820000001,,303,300000,,988,,
,600,500.0,,8.909496820000001,,303,300000,,988,,
0.008148659020662308,604,500.0,15334,5.816239350000001,-13.119730949401855,303,310000,-3.706171989440918,1021,0.0019063641084358096,0.00075
,608,500.0,,5.816239350000001,,303,310000,,1021,,
,612,500.0,,5.816239350000001,,303,310000,,1021,,
,616,500.0,,5.816239350000001,,303,310000,,1021,,
,620,500.0,,5.816239350000001,,303,310000,,1021,,
0.017640884965658188,624,500.0,15834,4.358381399999999,-12.567201614379883,303,320000,1.221968173980713,1055,0.001968429423868656,0.00075
,628,500.0,,4.358381399999999,,303,320000,,1055,,
,632,500.0,,4.358381399999999,,303,320000,,1055,,
,636,500.0,,4.358381399999999,,303,320000,,1055,,
,640,500.0,,4.358381399999999,,303,320000,,1055,,
0.013431914150714874,644,500.0,16334,4.161712,-12.518815994262695,302,330000,-0.4807085394859314,1089,0.002084547420963645,0.00075
,648,500.0,,4.161712,,302,330000,,1089,,
,652,500.0,,4.161712,,302,330000,,1089,,
,656,500.0,,4.161712,,302,330000,,1089,,
,660,500.0,,4.161712,,302,330000,,1089,,
0.013880684971809387,664,500.0,16834,5.6439349299999995,-12.366022109985352,302,340000,25.69587516784668,1122,0.002030851086601615,0.00075
,668,500.0,,5.6439349299999995,,302,340000,,1122,,
,672,500.0,,5.6439349299999995,,302,340000,,1122,,
,676,500.0,,5.6439349299999995,,302,340000,,1122,,
,680,500.0,,5.6439349299999995,,302,340000,,1122,,
0.015008382499217987,684,500.0,17334,6.4516190799999995,-12.03317928314209,302,350000,-6.7322540283203125,1156,0.001748829148709774,0.00075
,688,500.0,,6.4516190799999995,,302,350000,,1156,,
,692,500.0,,6.4516190799999995,,302,350000,,1156,,
,696,500.0,,6.4516190799999995,,302,350000,,1156,,
,700,500.0,,6.4516190799999995,,302,350000,,1156,,
0.014530414715409279,704,500.0,17834,6.60506379,-11.898529052734375,302,360000,3.150167226791382,1190,0.0016665497096255422,0.00075
,708,500.0,,6.60506379,,302,360000,,1190,,
,712,500.0,,6.60506379,,302,360000,,1190,,
,716,500.0,,6.60506379,,302,360000,,1190,,
,720,500.0,,6.60506379,,302,360000,,1190,,
0.0371696874499321,724,500.0,18334,7.91794365,-11.745941162109375,302,370000,1.608961582183838,1224,0.001718292711302638,0.00075
,728,500.0,,7.91794365,,302,370000,,1224,,
,732,500.0,,7.91794365,,302,370000,,1224,,
,736,500.0,,7.91794365,,302,370000,,1224,,
,740,500.0,,7.91794365,,302,370000,,1224,,
0.014941138215363026,744,500.0,18834,9.77637711,-11.326271057128906,302,380000,-10.337904930114746,1257,0.0016915377927944064,0.00075
,748,500.0,,9.77637711,,302,380000,,1257,,
,752,500.0,,9.77637711,,302,380000,,1257,,
,756,500.0,,9.77637711,,302,380000,,1257,,
,760,500.0,,9.77637711,,302,380000,,1257,,
0.4092949330806732,764,500.0,19334,9.571938829999999,-10.759851455688477,301,390000,-1.441449761390686,1292,0.001630954211577773,0.00075
,768,500.0,,9.571938829999999,,301,390000,,1292,,
,772,500.0,,9.571938829999999,,301,390000,,1292,,
,776,500.0,,9.571938829999999,,301,390000,,1292,,
,780,500.0,,9.571938829999999,,301,390000,,1292,,
0.012247953563928604,784,500.0,19834,9.7133817,-10.85507583618164,301,400000,-2.789417028427124,1327,0.001671012956649065,0.00075
,788,500.0,,9.7133817,,301,400000,,1327,,
,792,500.0,,9.7133817,,301,400000,,1327,,
,796,500.0,,9.7133817,,301,400000,,1327,,
,800,500.0,,9.7133817,,301,400000,,1327,,
0.012191971763968468,804,500.0,20334,9.73964519,-10.620150566101074,301,410000,-6.479973316192627,1361,0.001704947673715651,0.00075
,808,500.0,,9.73964519,,301,410000,,1361,,
,812,500.0,,9.73964519,,301,410000,,1361,,
,816,500.0,,9.73964519,,301,410000,,1361,,
,820,500.0,,9.73964519,,301,410000,,1361,,
0.006311938166618347,824,500.0,20834,9.21457296,-10.503633499145508,301,420000,-2.8543810844421387,1394,0.0017128862673416734,0.00075
,828,500.0,,9.21457296,,301,420000,,1394,,
,832,500.0,,9.21457296,,301,420000,,1394,,
,836,500.0,,9.21457296,,301,420000,,1394,,
,840,500.0,,9.21457296,,301,420000,,1394,,
0.006825234740972519,844,500.0,21334,7.9275128299999995,-10.31678581237793,301,430000,-0.36717379093170166,1427,0.0016095113242045045,0.00075
,848,500.0,,7.9275128299999995,,301,430000,,1427,,
,852,500.0,,7.9275128299999995,,301,430000,,1427,,
,856,500.0,,7.9275128299999995,,301,430000,,1427,,
,860,500.0,,7.9275128299999995,,301,430000,,1427,,
0.013551007024943829,864,500.0,21834,8.505893649999999,-9.952108383178711,301,440000,22.85626220703125,1461,0.0015051327645778656,0.00075
,868,500.0,,8.505893649999999,,301,440000,,1461,,
,872,500.0,,8.505893649999999,,301,440000,,1461,,
,876,500.0,,8.505893649999999,,301,440000,,1461,,
,880,500.0,,8.505893649999999,,301,440000,,1461,,
0.01159206498414278,884,500.0,22334,8.597493380000001,-9.900498390197754,301,450000,10.422266006469727,1494,0.0014667616924270988,0.00075
,888,500.0,,8.597493380000001,,301,450000,,1494,,
,892,500.0,,8.597493380000001,,301,450000,,1494,,
,896,500.0,,8.597493380000001,,301,450000,,1494,,
,900,500.0,,8.597493380000001,,301,450000,,1494,,
0.013370176777243614,904,500.0,22834,8.83619821,-9.855452537536621,301,460000,-12.913345336914062,1527,0.0014839317882433534,0.00075
,908,500.0,,8.83619821,,301,460000,,1527,,
,912,500.0,,8.83619821,,301,460000,,1527,,
,916,500.0,,8.83619821,,301,460000,,1527,,
,920,500.0,,8.83619821,,301,460000,,1527,,
0.00790567509829998,924,500.0,23334,9.62906058,-9.716891288757324,301,470000,-4.842685699462891,1561,0.001405914081260562,0.00075
,928,500.0,,9.62906058,,301,470000,,1561,,
,932,500.0,,9.62906058,,301,470000,,1561,,
,936,500.0,,9.62906058,,301,470000,,1561,,
,940,500.0,,9.62906058,,301,470000,,1561,,
0.011203513480722904,944,500.0,23834,10.432551170000002,-9.043929100036621,301,480000,3.3229193687438965,1594,0.0013332766247913241,0.00075
,948,500.0,,10.432551170000002,,301,480000,,1594,,
,952,500.0,,10.432551170000002,,301,480000,,1594,,
,956,500.0,,10.432551170000002,,301,480000,,1594,,
,960,500.0,,10.432551170000002,,301,480000,,1594,,
0.463697612285614,964,500.0,24334,10.546395440000001,-9.411819458007812,301,490000,-7.047203063964844,1626,0.0014375883620232344,0.00075
,968,500.0,,10.546395440000001,,301,490000,,1626,,
,972,500.0,,10.546395440000001,,301,490000,,1626,,
,976,500.0,,10.546395440000001,,301,490000,,1626,,
,980,500.0,,10.546395440000001,,301,490000,,1626,,
0.650350034236908,984,500.0,24834,9.14174146,-9.096553802490234,301,500000,-7.940973281860352,1659,0.0014752292772755027,0.00075
,988,500.0,,9.14174146,,301,500000,,1659,,
,992,500.0,,9.14174146,,301,500000,,1659,,
,996,500.0,,9.14174146,,301,500000,,1659,,
,1000,500.0,,9.14174146,,301,500000,,1659,,
0.033143188804388046,1004,500.0,25334,10.721743440000001,-8.915963172912598,301,510000,-2.572803497314453,1691,0.0013810900272801518,0.00075
,1008,500.0,,10.721743440000001,,301,510000,,1691,,
,1012,500.0,,10.721743440000001,,301,510000,,1691,,
,1016,500.0,,10.721743440000001,,301,510000,,1691,,
,1020,500.0,,10.721743440000001,,301,510000,,1691,,
0.14683601260185242,1024,500.0,25834,11.525020860000001,-8.727724075317383,301,520000,1.3086793422698975,1725,0.0013674499932676554,0.00075
,1028,500.0,,11.525020860000001,,301,520000,,1725,,
,1032,500.0,,11.525020860000001,,301,520000,,1725,,
,1036,500.0,,11.525020860000001,,301,520000,,1725,,
,1040,500.0,,11.525020860000001,,301,520000,,1725,,
1.4226841926574707,1044,500.0,26334,11.685179479999997,-8.55914306640625,301,530000,-3.3315296173095703,1758,0.0014096377417445183,0.00075
,1048,500.0,,11.685179479999997,,301,530000,,1758,,
,1052,500.0,,11.685179479999997,,301,530000,,1758,,
,1056,500.0,,11.685179479999997,,301,530000,,1758,,
,1060,500.0,,11.685179479999997,,301,530000,,1758,,
0.010915079154074192,1064,500.0,26834,11.301414179999997,-8.469544410705566,301,540000,5.1107683181762695,1790,0.0013755994150415063,0.00075
,1068,500.0,,11.301414179999997,,301,540000,,1790,,
,1072,500.0,,11.301414179999997,,301,540000,,1790,,
,1076,500.0,,11.301414179999997,,301,540000,,1790,,
,1080,500.0,,11.301414179999997,,301,540000,,1790,,
0.006618182174861431,1084,500.0,27334,12.46279786,-8.503435134887695,301,550000,0.02156686782836914,1823,0.00131581025198102,0.00075
,1088,500.0,,12.46279786,,301,550000,,1823,,
,1092,500.0,,12.46279786,,301,550000,,1823,,
,1096,500.0,,12.46279786,,301,550000,,1823,,
,1100,500.0,,12.46279786,,301,550000,,1823,,
0.0062148189172148705,1104,500.0,27834,12.464308199999998,-8.227285385131836,301,560000,6.519320487976074,1855,0.0014905710704624653,0.00075
,1108,500.0,,12.464308199999998,,301,560000,,1855,,
,1112,500.0,,12.464308199999998,,301,560000,,1855,,
,1116,500.0,,12.464308199999998,,301,560000,,1855,,
,1120,500.0,,12.464308199999998,,301,560000,,1855,,
0.014507222920656204,1124,500.0,28334,12.913816450000002,-8.165281295776367,301,570000,-3.371598482131958,1888,0.0012408290058374405,0.00075
,1128,500.0,,12.913816450000002,,301,570000,,1888,,
,1132,500.0,,12.913816450000002,,301,570000,,1888,,
,1136,500.0,,12.913816450000002,,301,570000,,1888,,
,1140,500.0,,12.913816450000002,,301,570000,,1888,,
0.011294709518551826,1144,500.0,28834,14.55644531,-8.030949592590332,301,580000,-2.0462522506713867,1920,0.0013846494257450104,0.00075
,1148,500.0,,14.55644531,,301,580000,,1920,,
,1152,500.0,,14.55644531,,301,580000,,1920,,
,1156,500.0,,14.55644531,,301,580000,,1920,,
,1160,500.0,,14.55644531,,301,580000,,1920,,
0.005219236481934786,1164,500.0,29334,14.722156230000001,-7.9403228759765625,301,590000,5.354410648345947,1954,0.001195475459098816,0.00075
,1168,500.0,,14.722156230000001,,301,590000,,1954,,
,1172,500.0,,14.722156230000001,,301,590000,,1954,,
,1176,500.0,,14.722156230000001,,301,590000,,1954,,
,1180,500.0,,14.722156230000001,,301,590000,,1954,,
0.0042122285813093185,1184,500.0,29834,14.61583901,-7.768318176269531,301,600000,-1.3025078773498535,1987,0.0011743116192519665,0.00075
,1188,500.0,,14.61583901,,301,600000,,1987,,
,1192,500.0,,14.61583901,,301,600000,,1987,,
,1196,500.0,,14.61583901,,301,600000,,1987,,
,1200,500.0,,14.61583901,,301,600000,,1987,,
0.008230132982134819,1204,500.0,30334,14.39765803,-7.6714091300964355,301,610000,-2.1379494667053223,2020,0.001189070986583829,0.00075
,1208,500.0,,14.39765803,,301,610000,,2020,,
,1212,500.0,,14.39765803,,301,610000,,2020,,
,1216,500.0,,14.39765803,,301,610000,,2020,,
,1220,500.0,,14.39765803,,301,610000,,2020,,
0.014618107117712498,1224,500.0,30834,14.195316169999998,-7.400795936584473,301,620000,16.281843185424805,2054,0.001141728600487113,0.00075
,1228,500.0,,14.195316169999998,,301,620000,,2054,,
,1232,500.0,,14.195316169999998,,301,620000,,2054,,
,1236,500.0,,14.195316169999998,,301,620000,,2054,,
,1240,500.0,,14.195316169999998,,301,620000,,2054,,
0.558158814907074,1244,500.0,31334,12.449002729999997,-7.284212112426758,301,630000,4.606470584869385,2086,0.0010360655141994357,0.00075
,1248,500.0,,12.449002729999997,,301,630000,,2086,,
,1252,500.0,,12.449002729999997,,301,630000,,2086,,
,1256,500.0,,12.449002729999997,,301,630000,,2086,,
,1260,500.0,,12.449002729999997,,301,630000,,2086,,
0.490905225276947,1264,500.0,31834,13.422858900000001,-7.456664562225342,301,640000,-0.5216877460479736,2119,0.0011733444407582283,0.00075
,1268,500.0,,13.422858900000001,,301,640000,,2119,,
,1272,500.0,,13.422858900000001,,301,640000,,2119,,
,1276,500.0,,13.422858900000001,,301,640000,,2119,,
,1280,500.0,,13.422858900000001,,301,640000,,2119,,
0.004678534809499979,1284,500.0,32334,18.745161330000002,-7.0883355140686035,301,650000,9.175529479980469,2152,0.0011759994085878134,0.00075
,1288,500.0,,18.745161330000002,,301,650000,,2152,,
,1292,500.0,,18.745161330000002,,301,650000,,2152,,
,1296,500.0,,18.745161330000002,,301,650000,,2152,,
,1300,500.0,,18.745161330000002,,301,650000,,2152,,
0.005673117004334927,1304,500.0,32834,17.490913000000003,-7.100735664367676,301,660000,-8.703689575195312,2186,0.0012273662723600864,0.00075
,1308,500.0,,17.490913000000003,,301,660000,,2186,,
,1312,500.0,,17.490913000000003,,301,660000,,2186,,
,1316,500.0,,17.490913000000003,,301,660000,,2186,,
,1320,500.0,,17.490913000000003,,301,660000,,2186,,
0.007251919247210026,1324,500.0,33334,19.09744687,-7.042319297790527,301,670000,-1.3001692295074463,2219,0.0013016543816775084,0.00075
,1328,500.0,,19.09744687,,301,670000,,2219,,
,1332,500.0,,19.09744687,,301,670000,,2219,,
,1336,500.0,,19.09744687,,301,670000,,2219,,
,1340,500.0,,19.09744687,,301,670000,,2219,,
0.00645026657730341,1344,500.0,33834,20.394737420000002,-7.071164131164551,301,680000,4.748544216156006,2252,0.0012616229942068458,0.00075
,1348,500.0,,20.394737420000002,,301,680000,,2252,,
,1352,500.0,,20.394737420000002,,301,680000,,2252,,
,1356,500.0,,20.394737420000002,,301,680000,,2252,,
,1360,500.0,,20.394737420000002,,301,680000,,2252,,
0.006769253872334957,1364,500.0,34334,24.964492950000004,-6.746949195861816,301,690000,3.207322120666504,2285,0.0014330185949802399,0.00075
,1368,500.0,,24.964492950000004,,301,690000,,2285,,
,1372,500.0,,24.964492950000004,,301,690000,,2285,,
,1376,500.0,,24.964492950000004,,301,690000,,2285,,
,1380,500.0,,24.964492950000004,,301,690000,,2285,,
0.008890938013792038,1384,500.0,34834,20.008176470000002,-6.975482940673828,302,700000,21.51507568359375,2317,0.0013787850039079785,0.00075
,1388,500.0,,20.008176470000002,,302,700000,,2317,,
,1392,500.0,,20.008176470000002,,302,700000,,2317,,
,1396,500.0,,20.008176470000002,,302,700000,,2317,,
,1400,500.0,,20.008176470000002,,302,700000,,2317,,
0.008603628724813461,1404,500.0,35334,26.419051999999994,-6.6994476318359375,302,710000,-1.6947931051254272,2350,0.0013110885629430413,0.00075
,1408,500.0,,26.419051999999994,,302,710000,,2350,,
,1412,500.0,,26.419051999999994,,302,710000,,2350,,
,1416,500.0,,26.419051999999994,,302,710000,,2350,,
,1420,500.0,,26.419051999999994,,301,710000,,2350,,
0.008519819006323814,1424,500.0,35834,32.05006253,-6.7010817527771,301,720000,-2.888875961303711,2384,0.0014356250176206231,0.00075
,1428,500.0,,32.05006253,,301,720000,,2384,,
,1432,500.0,,32.05006253,,301,720000,,2384,,
,1436,500.0,,32.05006253,,301,720000,,2384,,
,1440,500.0,,32.05006253,,301,720000,,2384,,
0.012811357155442238,1444,500.0,36334,32.31224202000001,-6.701537132263184,301,730000,-0.7073127031326294,2417,0.0013412869302555919,0.00075
,1448,500.0,,32.31224202000001,,301,730000,,2417,,
,1452,500.0,,32.31224202000001,,301,730000,,2417,,
,1456,500.0,,32.31224202000001,,301,730000,,2417,,
,1460,500.0,,32.31224202000001,,301,730000,,2417,,
0.015138187445700169,1464,500.0,36834,34.44944383000001,-6.624032974243164,301,740000,-1.365880012512207,2450,0.0014095415826886892,0.00075
,1468,500.0,,34.44944383000001,,301,740000,,2450,,
,1472,500.0,,34.44944383000001,,301,740000,,2450,,
,1476,500.0,,34.44944383000001,,301,740000,,2450,,
,1480,500.0,,34.44944383000001,,301,740000,,2450,,
0.021204546093940735,1484,500.0,37334,38.739331539999995,-6.539899826049805,302,750000,-6.36544132232666,2483,0.0013941385550424457,0.00075
,1488,500.0,,38.739331539999995,,302,750000,,2483,,
,1492,500.0,,38.739331539999995,,302,750000,,2483,,
,1496,500.0,,38.739331539999995,,302,750000,,2483,,
,1500,500.0,,38.739331539999995,,302,750000,,2483,,
0.008475963026285172,1504,500.0,37834,47.279000079999996,-6.582511901855469,302,760000,4.343617916107178,2516,0.0014234561240300536,0.00075
,1508,500.0,,47.279000079999996,,302,760000,,2516,,
,1512,500.0,,47.279000079999996,,302,760000,,2516,,
,1516,500.0,,47.279000079999996,,302,760000,,2516,,
,1520,500.0,,47.279000079999996,,302,760000,,2516,,
0.0834575891494751,1524,500.0,38334,46.04939683,-6.3882060050964355,302,770000,0.2902069091796875,2548,0.0014085202710703015,0.00075
,1528,500.0,,46.04939683,,302,770000,,2548,,
,1532,500.0,,46.04939683,,302,770000,,2548,,
,1536,500.0,,46.04939683,,302,770000,,2548,,
,1540,500.0,,46.04939683,,302,770000,,2548,,
0.013487044721841812,1544,500.0,38834,53.26140604000002,-6.466091156005859,302,780000,-1.4127165079116821,2581,0.001474342541769147,0.00075
,1548,500.0,,53.26140604000002,,302,780000,,2581,,
,1552,500.0,,53.26140604000002,,302,780000,,2581,,
,1556,500.0,,53.26140604000002,,302,780000,,2581,,
