rollout/ep_len_mean,time/total_timesteps,train/ent_coef,train/learning_rate,train/n_updates,time/episodes,time/fps,train/critic_loss,train/actor_loss,rollout/ep_rew_mean,time/time_elapsed,train/ent_coef_loss
500.0,890000,,,,1772,325,,,0.0,2734,
500.0,890000,,,,1776,325,,,0.0,2734,
500.0,890000,,,,1780,325,,,0.0,2734,
500.0,900000,0.002192822517827153,0.0003,44834,1784,325,0.5006563663482666,-7.69920539855957,0.0,2764,-1.4656894207000732
500.0,900000,,,,1788,325,,,0.0,2764,
500.0,900000,,,,1792,325,,,0.0,2764,
500.0,900000,,,,1796,325,,,0.0,2764,
500.0,900000,,,,1800,325,,,0.0,2764,
500.0,910000,0.0021728475112468004,0.0003,45334,1804,325,0.013191347941756248,-7.125607967376709,0.0,2794,3.0462217330932617
500.0,910000,,,,1808,325,,,0.0,2794,
500.0,910000,,,,1812,325,,,0.0,2794,
500.0,910000,,,,1816,325,,,0.0,2794,
500.0,910000,,,,1820,325,,,0.0,2794,
500.0,920000,0.002191476058214903,0.0003,45834,1824,325,0.01785680279135704,-7.853970527648926,0.0,2825,-0.17356693744659424
500.0,920000,,,,1828,325,,,0.0,2825,
500.0,920000,,,,1832,325,,,0.0,2825,
500.0,920000,,,,1836,325,,,0.0,2825,
500.0,920000,,,,1840,325,,,0.0,2825,
500.0,930000,0.002236168133094907,0.0003,46334,1844,325,0.2669629752635956,-6.7632293701171875,1.35,2857,3.173614740371704
500.0,930000,,,,1848,325,,,1.35,2857,
500.0,930000,,,,1852,325,,,1.35,2857,
500.0,930000,,,,1856,325,,,1.35,2857,
500.0,930000,,,,1860,325,,,1.35,2857,
500.0,940000,0.002125223632901907,0.0003,46834,1864,325,0.06755991280078888,-6.966221809387207,1.35,2888,1.2091288566589355
500.0,940000,,,,1868,325,,,1.35,2888,
500.0,940000,,,,1872,325,,,1.35,2888,
500.0,940000,,,,1876,325,,,1.35,2888,
500.0,940000,,,,1880,325,,,1.35,2888,
500.0,950000,0.0021148789674043655,0.0003,47334,1884,325,0.0182516910135746,-6.4497456550598145,1.35,2921,0.7050876617431641
500.0,950000,,,,1888,325,,,1.35,2921,
500.0,950000,,,,1892,325,,,1.35,2921,
500.0,950000,,,,1896,325,,,1.35,2921,
500.0,950000,,,,1900,325,,,1.35,2921,
500.0,960000,0.0020978476386517286,0.0003,47834,1904,324,0.018020424991846085,-6.1072492599487305,1.35,2953,3.288066864013672
500.0,960000,,,,1908,324,,,1.35,2953,
500.0,960000,,,,1912,324,,,1.35,2953,
500.0,960000,,,,1916,324,,,1.35,2953,
500.0,960000,,,,1920,324,,,1.35,2953,
500.0,970000,0.0020835886243730783,0.0003,48334,1924,324,0.013244952075183392,-6.253448486328125,2.44,2984,-3.0327816009521484
500.0,970000,,,,1928,324,,,2.44,2984,
500.0,970000,,,,1932,324,,,2.44,2984,
500.0,970000,,,,1936,324,,,2.44,2984,
500.0,970000,,,,1940,324,,,2.44,2984,
500.0,980000,0.001873302855528891,0.0003,48834,1944,325,0.011330196633934975,-6.215517044067383,5.8,3014,-0.2403496503829956
500.0,980000,,,,1948,325,,,5.8,3014,
500.0,980000,,,,1952,325,,,5.8,3014,
500.0,980000,,,,1956,325,,,5.8,3014,
500.0,980000,,,,1960,325,,,5.8,3014,
500.0,990000,0.0018270226428285241,0.0003,49334,1964,325,0.03122248686850071,-6.185574054718018,5.8,3045,-1.164000153541565
500.0,990000,,,,1968,325,,,5.8,3045,
500.0,990000,,,,1972,325,,,5.8,3045,
500.0,990000,,,,1976,325,,,5.8,3045,
500.0,990000,,,,1980,325,,,5.8,3045,
500.0,1000000,0.0017794687300920486,0.0003,49834,1984,325,0.013728637248277664,-5.920567035675049,5.8,3073,-5.321025371551514
500.0,1000000,,,,1988,325,,,5.8,3073,
500.0,1000000,,,,1992,325,,,5.8,3073,
500.0,1000000,,,,1996,325,,,5.8,3073,
500.0,1000000,,,,2000,325,,,5.8,3073,
