train/critic_loss,time/time_elapsed,train/learning_rate,rollout/ep_len_mean,time/fps,train/actor_loss,train/n_updates,rollout/ep_rew_mean,train/ent_coef_loss,time/episodes,train/ent_coef,time/total_timesteps
0.0008677574805915356,2918,0.00075,500.0,208,-3.9488911628723145,43264,0.0,5.180974006652832,1210,0.0004822567570954561,609000
0.12846028804779053,2952,0.00075,500.0,208,-3.837815046310425,43764,0.0,3.374528169631958,1220,0.00044721184531226754,616000
,2952,,500.0,208,,,0.0,,1230,,616000
0.0016865504439920187,2985,0.00075,500.0,208,-3.7232799530029297,44264,0.0,1.2885053157806396,1240,0.0005190264782868326,623000
0.0029473439790308475,3019,0.00075,500.0,208,-3.631856679916382,44764,0.0,-5.187994003295898,1250,0.0005065109580755234,630000
,3019,,500.0,208,,,0.0,,1260,,630000
0.001356096239760518,3053,0.00075,500.0,208,-3.5942087173461914,45264,0.0,-6.774502754211426,1270,0.0005368338315747678,637000
0.001642970135435462,3087,0.00075,500.0,208,-3.4295473098754883,45764,0.0,-7.4882354736328125,1280,0.00047147521399892867,644000
0.0011175516992807388,3121,0.00075,500.0,208,-3.365203857421875,46264,0.0,-10.292973518371582,1290,0.0004155738861300051,651000
,3121,,500.0,208,,,0.0,,1300,,651000
0.0022795433178544044,3154,0.00075,500.0,208,-3.306217908859253,46764,0.0,-0.7828869223594666,1310,0.0003879062714986503,658000
0.0015052712988108397,3186,0.00075,500.0,208,-3.2134084701538086,47264,0.0,-1.10429048538208,1320,0.00036198069574311376,665000
,3186,,500.0,208,,,0.0,,1330,,665000
0.09373998641967773,3219,0.00075,500.0,208,-3.1866025924682617,47764,0.0,13.079328536987305,1340,0.00040598298073746264,672000
0.001901873853057623,3251,0.00075,500.0,208,-3.096745014190674,48264,0.0,-11.601256370544434,1350,0.00040635443292558193,679000
0.0010935103055089712,3284,0.00075,500.0,208,-3.0225186347961426,48764,0.0,-13.00810432434082,1360,0.00035466483677737415,686000
,3284,,500.0,208,,,0.0,,1370,,686000
0.0743078738451004,3316,0.00075,500.0,208,-2.890092372894287,49264,0.0,-9.259502410888672,1380,0.00033188273664563894,693000
0.024645820260047913,3349,0.00075,500.0,208,-2.873979091644287,49764,0.0,1.0242828130722046,1390,0.000314095028443262,700000
,3349,,500.0,208,,,0.0,,1400,,700000
0.0005659267771989107,3383,0.00075,500.0,208,-2.865957736968994,50264,0.66,8.73200511932373,1410,0.0002991153742186725,707000
0.06527230143547058,3415,0.00075,500.0,209,-2.791077136993408,50764,0.66,2.948306083679199,1420,0.00036851849290542305,714000
0.0009762124973349273,3448,0.00075,500.0,209,-2.6389119625091553,51264,0.66,-14.109183311462402,1430,0.00036533604725264013,721000
,3448,,500.0,209,,,0.66,,1440,,721000
0.09161944687366486,3482,0.00075,500.0,209,-2.6153907775878906,51764,0.66,4.771587371826172,1450,0.0003504377673380077,728000
0.04254508018493652,3514,0.00075,500.0,209,-2.5474801063537598,52264,0.66,2.783027410507202,1460,0.0003388508048374206,735000
,3514,,500.0,209,,,0.66,,1470,,735000
0.0007552694296464324,3547,0.00075,500.0,209,-2.4473376274108887,52764,0.66,-2.665289878845215,1480,0.0003653076710179448,742000
0.0008500060066580772,3579,0.00075,500.0,209,-2.446425437927246,53264,0.66,-10.873310089111328,1490,0.00036348425783216953,749000
0.0010060610948130488,3610,0.00075,500.0,209,-2.4716591835021973,53764,1.2,-0.027598142623901367,1500,0.0003580234188120812,756000
,3610,,500.0,209,,,1.2,,1510,,756000
0.0008060048567131162,3642,0.00075,500.0,209,-2.4165749549865723,54264,1.2,-6.804292678833008,1520,0.0003503804618958384,763000
0.05154898762702942,3674,0.00075,500.0,209,-2.2714157104492188,54764,1.2,7.8364739418029785,1530,0.0003451855736784637,770000
,3674,,500.0,209,,,1.2,,1540,,770000
0.03658642619848251,3706,0.00075,500.0,209,-2.263547658920288,55264,1.2,-1.8342887163162231,1550,0.0004270926583558321,777000
0.0006736390641890466,3738,0.00075,500.0,209,-2.2418322563171387,55764,1.2,-3.468996524810791,1560,0.00040041349711827934,784000
0.0005371696315705776,3769,0.00075,500.0,209,-2.1979055404663086,56264,1.2,0.26579970121383667,1570,0.00036118135903961957,791000
,3769,,500.0,209,,,1.2,,1580,,791000
0.0010685184970498085,3800,0.00075,500.0,209,-2.1443941593170166,56764,1.2,-1.3477022647857666,1590,0.00038013115408830345,798000
0.0009909889195114374,3831,0.00075,500.0,210,-2.117666721343994,57264,0.0,-2.0929954051971436,1600,0.0003637656627688557,805000
,3832,,500.0,210,,,0.0,,1610,,805000
0.001780039514414966,3863,0.00075,500.0,210,-2.057196855545044,57764,0.0,2.4190263748168945,1620,0.00034622394014149904,812000
