train/ent_coef_loss,time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,train/n_updates,train/learning_rate,train/ent_coef,train/actor_loss,train/critic_loss,time/episodes
-1.8628116846084595,222,3115,693000,500.0,1.23,49264,0.00075,0.0005236255237832665,-2.712447166442871,0.0010278794215992093,1380
6.926731109619141,222,3148,700000,500.0,1.23,49764,0.00075,0.0005607632920145988,-2.660886764526367,0.007351841311901808,1390
,222,3148,700000,500.0,1.23,,,,,,1400
-11.03647232055664,222,3181,707000,500.0,0.0,50264,0.00075,0.0005773093434982002,-2.589839458465576,0.000531144323758781,1410
-6.118137359619141,222,3215,714000,500.0,0.0,50764,0.00075,0.0004599587118718773,-2.5121560096740723,0.03034607134759426,1420
14.955690383911133,221,3249,721000,500.0,0.0,51264,0.00075,0.0004421901539899409,-2.481050968170166,0.0006618988700211048,1430
,221,3249,721000,500.0,0.0,,,,,,1440
-0.06503987312316895,221,3282,728000,500.0,0.0,51764,0.00075,0.0004059316706843674,-2.4329943656921387,0.000463830801891163,1450
-12.419042587280273,221,3315,735000,500.0,0.0,52264,0.00075,0.0004272706573829055,-2.385915756225586,0.053311221301555634,1460
,221,3315,735000,500.0,0.0,,,,,,1470
-3.0999226570129395,221,3349,742000,500.0,0.0,52764,0.00075,0.0004085079999640584,-2.334139823913574,0.0009254950564354658,1480
8.534215927124023,221,3382,749000,500.0,0.0,53264,0.00075,0.0003414721286389977,-2.2869935035705566,0.00151758489664644,1490
-9.756637573242188,221,3415,756000,500.0,0.0,53764,0.00075,0.0003298560332041234,-2.1763973236083984,0.0012162479106336832,1500
,221,3415,756000,500.0,0.0,,,,,,1510
9.219012260437012,221,3449,763000,500.0,0.0,54264,0.00075,0.0003496627905406058,-2.226193904876709,0.0006515330751426518,1520
0.513700008392334,221,3482,770000,500.0,0.0,54764,0.00075,0.00033847938175313175,-2.196866750717163,0.0011172263184562325,1530
,221,3482,770000,500.0,0.0,,,,,,1540
-5.411853790283203,220,3516,777000,500.0,0.0,55264,0.00075,0.00032500605448149145,-2.1227164268493652,0.02182278409600258,1550
3.154541492462158,220,3549,784000,500.0,0.0,55764,0.00075,0.0003236596239730716,-2.167393684387207,0.0010991425951942801,1560
0.12363266944885254,220,3582,791000,500.0,0.04,56264,0.00075,0.00031711478368379176,-2.1056604385375977,0.0006614138837903738,1570
,220,3582,791000,500.0,0.04,,,,,,1580
7.082006454467773,220,3615,798000,500.0,0.04,56764,0.00075,0.00030345682171173394,-1.9693362712860107,0.0010063215158879757,1590
-10.750099182128906,220,3650,805000,500.0,0.04,57264,0.00075,0.00036744444514624774,-1.9799551963806152,0.030764233320951462,1600
,220,3650,805000,500.0,0.04,,,,,,1610
-1.082632303237915,220,3684,812000,500.0,0.04,57764,0.00075,0.00032144057331606746,-1.955484390258789,0.0007206825539469719,1620
16.036760330200195,220,3718,819000,500.0,1.73,58264,0.00075,0.00033037547837011516,-1.865642786026001,0.033555030822753906,1630
-3.5744540691375732,220,3751,826000,500.0,1.73,58764,0.00075,0.00034464331110939384,-1.8226537704467773,0.025241728872060776,1640
,220,3751,826000,500.0,1.73,,,,,,1650
-0.9750518798828125,220,3785,833000,500.0,1.76,59264,0.00075,0.00039033062057569623,-1.8545993566513062,0.01963404193520546,1660
-0.7374584674835205,219,3819,840000,500.0,1.84,59764,0.00075,0.000412620953284204,-1.9633798599243164,0.0008417207282036543,1670
,219,3819,840000,500.0,1.84,,,,,,1680
1.8811469078063965,219,3853,847000,500.0,1.84,60264,0.00075,0.00039838574593886733,-1.9781835079193115,0.0012024749303236604,1690
-0.7021863460540771,219,3887,854000,500.0,1.84,60764,0.00075,0.00039722752990201116,-1.9920902252197266,0.0006058545550331473,1700
