time/episodes,time/fps,train/critic_loss,train/n_updates,train/ent_coef,rollout/ep_rew_mean,train/learning_rate,rollout/ep_len_mean,time/time_elapsed,train/ent_coef_loss,train/actor_loss,time/total_timesteps
364,399,0.04053208976984024,9334,0.06159298121929169,5.159077560000001,0.0003,500.0,475,-30.20859146118164,-47.162208557128906,190000
368,399,,,,5.159077560000001,,500.0,475,,,190000
372,399,,,,5.159077560000001,,500.0,475,,,190000
376,399,,,,5.159077560000001,,500.0,475,,,190000
380,399,,,,5.159077560000001,,500.0,475,,,190000
384,398,16.122089385986328,9834,0.05323592573404312,6.365961769999999,0.0003,500.0,501,-32.26459884643555,-45.652870178222656,200000
388,398,,,,6.365961769999999,,500.0,501,,,200000
392,398,,,,6.365961769999999,,500.0,501,,,200000
396,398,,,,6.365961769999999,,500.0,501,,,200000
400,398,,,,6.365961769999999,,500.0,501,,,200000
404,397,0.045812495052814484,10334,0.045982103794813156,4.97765475,0.0003,500.0,527,-32.93181610107422,-45.36000061035156,210000
408,397,,,,4.97765475,,500.0,527,,,210000
412,397,,,,4.97765475,,500.0,527,,,210000
416,397,,,,4.97765475,,500.0,527,,,210000
420,397,,,,4.97765475,,500.0,527,,,210000
424,397,0.031131237745285034,10834,0.0395699106156826,5.54192068,0.0003,500.0,553,-36.8891716003418,-44.664329528808594,220000
428,397,,,,5.54192068,,500.0,553,,,220000
432,397,,,,5.54192068,,500.0,553,,,220000
436,397,,,,5.54192068,,500.0,553,,,220000
440,397,,,,5.54192068,,500.0,553,,,220000
444,396,0.030997049063444138,11334,0.03418475016951561,4.157507610000001,0.0003,500.0,579,-38.26634979248047,-43.869483947753906,230000
448,396,,,,4.157507610000001,,500.0,579,,,230000
452,396,,,,4.157507610000001,,500.0,579,,,230000
456,396,,,,4.157507610000001,,500.0,579,,,230000
460,396,,,,4.157507610000001,,500.0,579,,,230000
464,396,0.042392462491989136,11834,0.029606875032186508,8.97546921,0.0003,500.0,604,-34.950164794921875,-42.975528717041016,240000
468,396,,,,8.97546921,,500.0,604,,,240000
472,396,,,,8.97546921,,500.0,604,,,240000
476,396,,,,8.97546921,,500.0,604,,,240000
480,396,,,,8.97546921,,500.0,604,,,240000
484,396,0.19656047224998474,12334,0.02562997117638588,7.321437209999999,0.0003,500.0,630,-38.337162017822266,-41.399017333984375,250000
488,396,,,,7.321437209999999,,500.0,630,,,250000
492,396,,,,7.321437209999999,,500.0,630,,,250000
496,396,,,,7.321437209999999,,500.0,630,,,250000
500,396,,,,7.321437209999999,,500.0,630,,,250000
504,395,0.12095458060503006,12834,0.022328028455376625,8.070334960000002,0.0003,500.0,657,-32.32404327392578,-40.30279541015625,260000
508,395,,,,8.070334960000002,,500.0,657,,,260000
512,395,,,,8.070334960000002,,500.0,657,,,260000
516,395,,,,8.070334960000002,,500.0,657,,,260000
520,395,,,,8.070334960000002,,500.0,657,,,260000
524,394,0.0615495927631855,13334,0.019422898069024086,7.497242480000001,0.0003,500.0,684,-21.093647003173828,-40.23792266845703,270000
528,394,,,,7.497242480000001,,500.0,684,,,270000
532,394,,,,7.497242480000001,,500.0,684,,,270000
536,394,,,,7.497242480000001,,500.0,684,,,270000
540,394,,,,7.497242480000001,,500.0,684,,,270000
544,394,0.02189050242304802,13834,0.016990233212709427,8.97790427,0.0003,500.0,709,-30.66826629638672,-39.102718353271484,280000
548,394,,,,8.97790427,,500.0,709,,,280000
552,394,,,,8.97790427,,500.0,709,,,280000
556,394,,,,8.97790427,,500.0,709,,,280000
560,394,,,,8.97790427,,500.0,709,,,280000
564,394,12.288370132446289,14334,0.014772615395486355,4.4021659699999995,0.0003,500.0,735,-41.296871185302734,-37.75947570800781,290000
568,394,,,,4.4021659699999995,,500.0,735,,,290000
572,394,,,,4.4021659699999995,,500.0,735,,,290000
576,394,,,,4.4021659699999995,,500.0,735,,,290000
580,394,,,,4.4021659699999995,,500.0,735,,,290000
584,393,0.04453316703438759,14834,0.012846727855503559,4.707886670000001,0.0003,500.0,762,-42.393558502197266,-37.20216369628906,300000
588,393,,,,4.707886670000001,,500.0,762,,,300000
592,393,,,,4.707886670000001,,500.0,762,,,300000
596,393,,,,4.707886670000001,,500.0,762,,,300000
600,393,,,,4.707886670000001,,500.0,762,,,300000
604,393,0.06345999240875244,15334,0.011216126382350922,3.91188564,0.0003,500.0,788,-42.69990539550781,-36.431114196777344,310000
608,393,,,,3.91188564,,500.0,788,,,310000
612,393,,,,3.91188564,,500.0,788,,,310000
616,393,,,,3.91188564,,500.0,788,,,310000
620,393,,,,3.91188564,,500.0,788,,,310000
624,392,0.024763040244579315,15834,0.00988843198865652,5.0902554,0.0003,500.0,815,-41.46764373779297,-35.80052947998047,320000
628,392,,,,5.0902554,,500.0,815,,,320000
632,392,,,,5.0902554,,500.0,815,,,320000
636,392,,,,5.0902554,,500.0,815,,,320000
640,392,,,,5.0902554,,500.0,815,,,320000
644,392,0.05307736620306969,16334,0.008657385595142841,3.0413996300000004,0.0003,500.0,840,-34.15827560424805,-34.745758056640625,330000
648,392,,,,3.0413996300000004,,500.0,840,,,330000
652,392,,,,3.0413996300000004,,500.0,840,,,330000
656,392,,,,3.0413996300000004,,500.0,840,,,330000
660,392,,,,3.0413996300000004,,500.0,840,,,330000
664,392,0.018498454242944717,16834,0.007602209225296974,2.3832978,0.0003,500.0,866,-26.629690170288086,-33.48918914794922,340000
668,392,,,,2.3832978,,500.0,866,,,340000
672,392,,,,2.3832978,,500.0,866,,,340000
676,392,,,,2.3832978,,500.0,866,,,340000
680,392,,,,2.3832978,,500.0,866,,,340000
684,392,0.02122233435511589,17334,0.006777116097509861,2.3887367500000005,0.0003,500.0,891,-25.817523956298828,-33.340248107910156,350000
688,392,,,,2.3887367500000005,,500.0,891,,,350000
692,392,,,,2.3887367500000005,,500.0,891,,,350000
696,392,,,,2.3887367500000005,,500.0,891,,,350000
700,392,,,,2.3887367500000005,,500.0,891,,,350000
704,392,0.04769930988550186,17834,0.00605274410918355,2.73254275,0.0003,500.0,917,-32.02770233154297,-31.659812927246094,360000
708,392,,,,2.73254275,,500.0,917,,,360000
712,392,,,,2.73254275,,500.0,917,,,360000
716,392,,,,2.73254275,,500.0,917,,,360000
720,392,,,,2.73254275,,500.0,917,,,360000
724,392,7.052156448364258,18334,0.005268275272101164,1.2706317,0.0003,500.0,943,-20.867698669433594,-31.190364837646484,370000
728,392,,,,1.2706317,,500.0,943,,,370000
732,392,,,,1.2706317,,500.0,943,,,370000
736,392,,,,1.2706317,,500.0,943,,,370000
740,392,,,,1.2706317,,500.0,943,,,370000
744,391,0.043818239122629166,18834,0.0046964604407548904,1.8462412500000003,0.0003,500.0,970,-31.72309684753418,-30.676334381103516,380000
748,391,,,,1.8462412500000003,,500.0,970,,,380000
752,391,,,,1.8462412500000003,,500.0,970,,,380000
756,391,,,,1.8462412500000003,,500.0,970,,,380000
760,391,,,,1.8462412500000003,,500.0,970,,,380000
764,391,0.016218647360801697,19334,0.0042746649123728275,2.31291944,0.0003,500.0,996,-25.671768188476562,-29.582294464111328,390000
768,391,,,,2.31291944,,500.0,996,,,390000
772,391,,,,2.31291944,,500.0,996,,,390000
776,391,,,,2.31291944,,500.0,996,,,390000
780,391,,,,2.31291944,,500.0,996,,,390000
784,391,0.058448515832424164,19834,0.003878461429849267,2.1047147699999997,0.0003,500.0,1022,-9.01949691772461,-28.405113220214844,400000
788,391,,,,2.1047147699999997,,500.0,1022,,,400000
792,391,,,,2.1047147699999997,,500.0,1022,,,400000
796,391,,,,2.1047147699999997,,500.0,1022,,,400000
800,391,,,,2.1047147699999997,,500.0,1022,,,400000
804,390,1.9286569356918335,20334,0.0034642592072486877,3.4256426300000005,0.0003,500.0,1049,-20.652185440063477,-28.48293685913086,410000
808,390,,,,3.4256426300000005,,500.0,1049,,,410000
812,390,,,,3.4256426300000005,,500.0,1049,,,410000
816,390,,,,3.4256426300000005,,500.0,1049,,,410000
820,390,,,,3.4256426300000005,,500.0,1049,,,410000
824,390,0.05772177129983902,20834,0.0031553811859339476,3.50244157,0.0003,500.0,1074,-4.19313383102417,-27.723567962646484,420000
828,390,,,,3.50244157,,500.0,1074,,,420000
832,390,,,,3.50244157,,500.0,1074,,,420000
836,390,,,,3.50244157,,500.0,1074,,,420000
840,390,,,,3.50244157,,500.0,1074,,,420000
844,390,0.05861731618642807,21334,0.002960141049697995,2.86612471,0.0003,500.0,1100,5.676594257354736,-26.864253997802734,430000
848,390,,,,2.86612471,,500.0,1100,,,430000
852,390,,,,2.86612471,,500.0,1100,,,430000
856,390,,,,2.86612471,,500.0,1100,,,430000
860,390,,,,2.86612471,,500.0,1100,,,430000
864,390,2.4212806224823,21834,0.003035610541701317,2.30164162,0.0003,500.0,1126,-5.594083309173584,-26.333234786987305,440000
868,390,,,,2.30164162,,500.0,1126,,,440000
872,390,,,,2.30164162,,500.0,1126,,,440000
876,390,,,,2.30164162,,500.0,1126,,,440000
880,390,,,,2.30164162,,500.0,1126,,,440000
884,390,0.050285495817661285,22334,0.0029489758890122175,2.4657448299999998,0.0003,500.0,1153,-0.8857235908508301,-25.45743179321289,450000
888,390,,,,2.4657448299999998,,500.0,1153,,,450000
892,390,,,,2.4657448299999998,,500.0,1153,,,450000
896,390,,,,2.4657448299999998,,500.0,1153,,,450000
900,390,,,,2.4657448299999998,,500.0,1153,,,450000
904,389,3.6226439476013184,22834,0.002960225800052285,1.27047538,0.0003,500.0,1179,10.862689971923828,-24.388263702392578,460000
908,389,,,,1.27047538,,500.0,1179,,,460000
912,389,,,,1.27047538,,500.0,1179,,,460000
916,389,,,,1.27047538,,500.0,1179,,,460000
920,389,,,,1.27047538,,500.0,1179,,,460000
924,389,0.02737874537706375,23334,0.002791245002299547,0.95485444,0.0003,500.0,1207,-19.970029830932617,-24.5766658782959,470000
928,389,,,,0.95485444,,500.0,1207,,,470000
932,389,,,,0.95485444,,500.0,1207,,,470000
936,389,,,,0.95485444,,500.0,1207,,,470000
940,389,,,,0.95485444,,500.0,1207,,,470000
944,388,5.135732173919678,23834,0.0026973425410687923,0.8962970299999999,0.0003,500.0,1235,-14.645319938659668,-24.335582733154297,480000
948,388,,,,0.8962970299999999,,500.0,1235,,,480000
952,388,,,,0.8962970299999999,,500.0,1235,,,480000
956,388,,,,0.8962970299999999,,500.0,1235,,,480000
960,388,,,,0.8962970299999999,,500.0,1235,,,480000
964,388,3.650205373764038,24334,0.0025563023518770933,0.8820583499999998,0.0003,500.0,1261,23.650028228759766,-23.16095733642578,490000
968,388,,,,0.8820583499999998,,500.0,1261,,,490000
972,388,,,,0.8820583499999998,,500.0,1261,,,490000
976,388,,,,0.8820583499999998,,500.0,1261,,,490000
980,388,,,,0.8820583499999998,,500.0,1261,,,490000
984,387,4.723731994628906,24834,0.002502577379345894,0.56689463,0.0003,500.0,1288,-11.445098876953125,-22.22406768798828,500000
988,387,,,,0.56689463,,500.0,1288,,,500000
992,387,,,,0.56689463,,500.0,1288,,,500000
996,387,,,,0.56689463,,500.0,1288,,,500000
1000,387,,,,0.56689463,,500.0,1288,,,500000
1004,388,0.025919735431671143,25334,0.0023371465504169464,0.50674356,0.0003,500.0,1314,25.429977416992188,-21.814563751220703,510000
1008,388,,,,0.50674356,,500.0,1314,,,510000
1012,388,,,,0.50674356,,500.0,1314,,,510000
1016,388,,,,0.50674356,,500.0,1314,,,510000
1020,388,,,,0.50674356,,500.0,1314,,,510000
1024,387,0.3504921793937683,25834,0.0022926260717213154,2.5589901,0.0003,500.0,1341,7.012433052062988,-21.088054656982422,520000
1028,387,,,,2.5589901,,500.0,1341,,,520000
1032,387,,,,2.5589901,,500.0,1341,,,520000
1036,387,,,,2.5589901,,500.0,1341,,,520000
1040,387,,,,2.5589901,,500.0,1341,,,520000
1044,387,0.09657429158687592,26334,0.0021864138543605804,2.8557427099999995,0.0003,500.0,1366,9.179123878479004,-21.061965942382812,530000
1048,387,,,,2.8557427099999995,,500.0,1366,,,530000
1052,387,,,,2.8557427099999995,,500.0,1366,,,530000
1056,387,,,,2.8557427099999995,,500.0,1366,,,530000
1060,387,,,,2.8557427099999995,,500.0,1366,,,530000
1064,387,1.5604462623596191,26834,0.002368379384279251,2.9350687700000004,0.0003,500.0,1392,-8.582677841186523,-21.049047470092773,540000
1068,387,,,,2.9350687700000004,,500.0,1392,,,540000
1072,387,,,,2.9350687700000004,,500.0,1392,,,540000
1076,387,,,,2.9350687700000004,,500.0,1392,,,540000
1080,387,,,,2.9350687700000004,,500.0,1392,,,540000
1084,387,0.023090802133083344,27334,0.0025751099456101656,2.94280061,0.0003,500.0,1418,-4.958706378936768,-20.026933670043945,550000
1088,387,,,,2.94280061,,500.0,1418,,,550000
1092,387,,,,2.94280061,,500.0,1418,,,550000
1096,387,,,,2.94280061,,500.0,1418,,,550000
1100,387,,,,2.94280061,,500.0,1418,,,550000
1104,387,0.0337434783577919,27834,0.0025413627736270428,2.6469113899999996,0.0003,500.0,1443,8.252750396728516,-19.71697235107422,560000
1108,387,,,,2.6469113899999996,,500.0,1443,,,560000
1112,387,,,,2.6469113899999996,,500.0,1443,,,560000
1116,387,,,,2.6469113899999996,,500.0,1443,,,560000
1120,387,,,,2.6469113899999996,,500.0,1443,,,560000
1124,387,0.017662866041064262,28334,0.002451577689498663,1.8763606599999998,0.0003,500.0,1469,-13.740711212158203,-18.961450576782227,570000
1128,387,,,,1.8763606599999998,,500.0,1469,,,570000
1132,387,,,,1.8763606599999998,,500.0,1469,,,570000
1136,387,,,,1.8763606599999998,,500.0,1469,,,570000
1140,387,,,,1.8763606599999998,,500.0,1469,,,570000
1144,388,0.01829468086361885,28834,0.002253944054245949,2.00528774,0.0003,500.0,1494,3.273662805557251,-18.956737518310547,580000
1148,388,,,,2.00528774,,500.0,1494,,,580000
1152,388,,,,2.00528774,,500.0,1494,,,580000
1156,388,,,,2.00528774,,500.0,1494,,,580000
1160,388,,,,2.00528774,,500.0,1494,,,580000
1164,387,0.017588205635547638,29334,0.002145587233826518,2.1417453699999998,0.0003,500.0,1520,-13.580431938171387,-18.270782470703125,590000
1168,387,,,,2.1417453699999998,,500.0,1520,,,590000
1172,387,,,,2.1417453699999998,,500.0,1520,,,590000
1176,387,,,,2.1417453699999998,,500.0,1520,,,590000
1180,387,,,,2.1417453699999998,,500.0,1520,,,590000
1184,387,0.015165889635682106,29834,0.0020119966939091682,2.26509432,0.0003,500.0,1546,4.4460954666137695,-18.263404846191406,600000
1188,387,,,,2.26509432,,500.0,1546,,,600000
1192,387,,,,2.26509432,,500.0,1546,,,600000
1196,387,,,,2.26509432,,500.0,1546,,,600000
1200,387,,,,2.26509432,,500.0,1546,,,600000
1204,387,0.036328352987766266,30334,0.0019159885123372078,2.1514185,0.0003,500.0,1572,-6.135672569274902,-17.365612030029297,610000
1208,387,,,,2.1514185,,500.0,1572,,,610000
1212,387,,,,2.1514185,,500.0,1572,,,610000
1216,387,,,,2.1514185,,500.0,1572,,,610000
1220,387,,,,2.1514185,,500.0,1572,,,610000
1224,387,1.2206194400787354,30834,0.0018802931299433112,1.89531653,0.0003,500.0,1599,10.114326477050781,-17.125186920166016,620000
1228,387,,,,1.89531653,,500.0,1599,,,620000
1232,387,,,,1.89531653,,500.0,1599,,,620000
1236,387,,,,1.89531653,,500.0,1599,,,620000
1240,387,,,,1.89531653,,500.0,1599,,,620000
1244,387,0.02122320607304573,31334,0.0019201022805646062,2.40717232,0.0003,500.0,1626,-7.662695407867432,-17.189422607421875,630000
1248,387,,,,2.40717232,,500.0,1626,,,630000
1252,387,,,,2.40717232,,500.0,1626,,,630000
1256,387,,,,2.40717232,,500.0,1626,,,630000
1260,387,,,,2.40717232,,500.0,1626,,,630000
1264,387,0.009427851065993309,31834,0.0019100691424682736,2.55832747,0.0003,500.0,1651,9.114190101623535,-16.19706916809082,640000
1268,387,,,,2.55832747,,500.0,1651,,,640000
1272,387,,,,2.55832747,,500.0,1651,,,640000
1276,387,,,,2.55832747,,500.0,1651,,,640000
1280,387,,,,2.55832747,,500.0,1651,,,640000
1284,387,0.016680065542459488,32334,0.0019808902870863676,3.2806998099999998,0.0003,500.0,1676,20.629024505615234,-16.244733810424805,650000
1288,387,,,,3.2806998099999998,,500.0,1676,,,650000
1292,387,,,,3.2806998099999998,,500.0,1676,,,650000
1296,387,,,,3.2806998099999998,,500.0,1676,,,650000
1300,387,,,,3.2806998099999998,,500.0,1676,,,650000
1304,387,0.006866190582513809,32834,0.0020666387863457203,4.017485489999999,0.0003,500.0,1702,-6.822083473205566,-15.689208984375,660000
1308,387,,,,4.017485489999999,,500.0,1702,,,660000
1312,387,,,,4.017485489999999,,500.0,1702,,,660000
1316,387,,,,4.017485489999999,,500.0,1702,,,660000
1320,387,,,,4.017485489999999,,500.0,1702,,,660000
1324,387,0.013332178816199303,33334,0.00200379709713161,3.9968438400000004,0.0003,500.0,1727,-8.05177116394043,-15.660392761230469,670000
1328,387,,,,3.9968438400000004,,500.0,1727,,,670000
1332,387,,,,3.9968438400000004,,500.0,1727,,,670000
1336,387,,,,3.9968438400000004,,500.0,1727,,,670000
1340,387,,,,3.9968438400000004,,500.0,1727,,,670000
1344,387,0.3343822956085205,33834,0.0018104464979842305,3.3520373100000005,0.0003,500.0,1753,4.345301628112793,-15.417402267456055,680000
1348,387,,,,3.3520373100000005,,500.0,1753,,,680000
1352,387,,,,3.3520373100000005,,500.0,1753,,,680000
1356,387,,,,3.3520373100000005,,500.0,1753,,,680000
1360,387,,,,3.3520373100000005,,500.0,1753,,,680000
1364,387,0.013757951557636261,34334,0.0017761194612830877,4.8871512899999985,0.0003,500.0,1778,-14.875991821289062,-14.88511848449707,690000
1368,387,,,,4.8871512899999985,,500.0,1778,,,690000
1372,387,,,,4.8871512899999985,,500.0,1778,,,690000
1376,387,,,,4.8871512899999985,,500.0,1778,,,690000
1380,387,,,,4.8871512899999985,,500.0,1778,,,690000
1384,387,0.034578837454319,34834,0.0018281365046277642,8.680688720000001,0.0003,500.0,1804,6.42669153213501,-14.469208717346191,700000
1388,387,,,,8.680688720000001,,500.0,1804,,,700000
1392,387,,,,8.680688720000001,,500.0,1804,,,700000
1396,387,,,,8.680688720000001,,500.0,1804,,,700000
1400,387,,,,8.680688720000001,,500.0,1804,,,700000
1404,387,0.00591311976313591,35334,0.0017698969459161162,9.05405132,0.0003,500.0,1830,20.966211318969727,-14.047881126403809,710000
1408,387,,,,9.05405132,,500.0,1830,,,710000
1412,387,,,,9.05405132,,500.0,1830,,,710000
1416,387,,,,9.05405132,,500.0,1830,,,710000
1420,387,,,,9.05405132,,500.0,1830,,,710000
1424,387,0.00501911249011755,35834,0.0016576502239331603,9.83912341,0.0003,500.0,1855,-7.077243804931641,-14.200836181640625,720000
1428,387,,,,9.83912341,,500.0,1855,,,720000
1432,387,,,,9.83912341,,500.0,1855,,,720000
1436,387,,,,9.83912341,,500.0,1855,,,720000
1440,387,,,,9.83912341,,500.0,1855,,,720000
1444,387,0.04367602616548538,36334,0.001633314648643136,13.747354259999998,0.0003,500.0,1882,-13.531351089477539,-13.202792167663574,730000
1448,387,,,,13.747354259999998,,500.0,1882,,,730000
1452,387,,,,13.747354259999998,,500.0,1882,,,730000
1456,387,,,,13.747354259999998,,500.0,1882,,,730000
1460,387,,,,13.747354259999998,,500.0,1882,,,730000
1464,387,1.2949073314666748,36834,0.0016039506299421191,13.35162732,0.0003,500.0,1908,-5.829151153564453,-13.013671875,740000
1468,387,,,,13.35162732,,500.0,1908,,,740000
1472,387,,,,13.35162732,,500.0,1908,,,740000
1476,387,,,,13.35162732,,500.0,1908,,,740000
1480,387,,,,13.35162732,,500.0,1908,,,740000
1484,387,0.00631877314299345,37334,0.0015266940463334322,9.10944319,0.0003,500.0,1934,12.30404281616211,-12.857994079589844,750000
1488,387,,,,9.10944319,,500.0,1934,,,750000
1492,387,,,,9.10944319,,500.0,1934,,,750000
1496,387,,,,9.10944319,,500.0,1934,,,750000
1500,387,,,,9.10944319,,500.0,1934,,,750000
1504,387,0.00688983965665102,37834,0.0014426596462726593,9.91124704,0.0003,500.0,1960,12.827496528625488,-12.315153121948242,760000
1508,387,,,,9.91124704,,500.0,1960,,,760000
1512,387,,,,9.91124704,,500.0,1960,,,760000
1516,387,,,,9.91124704,,500.0,1960,,,760000
1520,387,,,,9.91124704,,500.0,1960,,,760000
1524,387,0.009241481311619282,38334,0.0014460618840530515,13.605980749999999,0.0003,500.0,1987,-3.969078540802002,-12.427106857299805,770000
1528,387,,,,13.605980749999999,,500.0,1987,,,770000
1532,387,,,,13.605980749999999,,500.0,1987,,,770000
1536,387,,,,13.605980749999999,,500.0,1987,,,770000
1540,387,,,,13.605980749999999,,500.0,1987,,,770000
1544,387,0.6429751515388489,38834,0.0014281119219958782,14.047784170000002,0.0003,500.0,2014,-8.791955947875977,-12.04379653930664,780000
1548,387,,,,14.047784170000002,,500.0,2014,,,780000
1552,387,,,,14.047784170000002,,500.0,2014,,,780000
1556,387,,,,14.047784170000002,,500.0,2014,,,780000
1560,387,,,,14.047784170000002,,500.0,2014,,,780000
1564,387,0.00662679597735405,39334,0.0014304023934528232,13.758160839999999,0.0003,500.0,2040,-2.534074068069458,-12.052534103393555,790000
