train/learning_rate,train/critic_loss,train/ent_coef,rollout/ep_len_mean,time/episodes,rollout/ep_rew_mean,train/ent_coef_loss,train/n_updates,train/actor_loss,time/time_elapsed,time/total_timesteps,time/fps
,,,500.0,600,9.01,,,,1004,300000,298
0.00075,1.0920631885528564,0.002029448514804244,500.0,604,10.22,3.7010788917541504,15334,-12.515256881713867,1038,310000,298
,,,500.0,608,10.22,,,,1038,310000,298
,,,500.0,612,10.22,,,,1038,310000,298
,,,500.0,616,10.22,,,,1038,310000,298
,,,500.0,620,10.22,,,,1038,310000,298
0.00075,1.2390468120574951,0.002059169579297304,500.0,624,13.58,-3.7140653133392334,15834,-12.349336624145508,1071,320000,298
,,,500.0,628,13.58,,,,1071,320000,298
,,,500.0,632,13.58,,,,1071,320000,298
,,,500.0,636,13.58,,,,1071,320000,298
,,,500.0,640,13.58,,,,1071,320000,298
0.00075,0.017342999577522278,0.0023619451094418764,500.0,644,10.76,10.112577438354492,16334,-12.227996826171875,1105,330000,298
,,,500.0,648,10.76,,,,1105,330000,298
,,,500.0,652,10.76,,,,1105,330000,298
,,,500.0,656,10.76,,,,1105,330000,298
,,,500.0,660,10.76,,,,1105,330000,298
0.00075,0.015143532305955887,0.002165756653994322,500.0,664,9.86,7.166486740112305,16834,-11.886112213134766,1140,340000,298
,,,500.0,668,9.86,,,,1140,340000,298
,,,500.0,672,9.86,,,,1140,340000,298
,,,500.0,676,9.86,,,,1140,340000,298
,,,500.0,680,9.86,,,,1140,340000,298
0.00075,0.012493215501308441,0.002177654067054391,500.0,684,6.96,-1.0913149118423462,17334,-11.554393768310547,1173,350000,298
,,,500.0,688,6.96,,,,1173,350000,298
,,,500.0,692,6.96,,,,1173,350000,298
,,,500.0,696,6.96,,,,1173,350000,298
,,,500.0,700,6.96,,,,1173,350000,298
0.00075,0.017574811354279518,0.002316085621714592,500.0,704,8.11,-1.4437205791473389,17834,-11.62123966217041,1208,360000,297
,,,500.0,708,8.11,,,,1208,360000,297
,,,500.0,712,8.11,,,,1208,360000,297
,,,500.0,716,8.11,,,,1208,360000,297
,,,500.0,720,8.11,,,,1208,360000,297
0.00075,0.027997853234410286,0.0020962406415492296,500.0,724,17.01,8.32497787475586,18334,-11.400424003601074,1243,370000,297
,,,500.0,728,17.01,,,,1243,370000,297
,,,500.0,732,17.01,,,,1243,370000,297
,,,500.0,736,17.01,,,,1243,370000,297
,,,500.0,740,17.01,,,,1243,370000,297
0.00075,0.7905665040016174,0.002623277483507991,500.0,744,14.65,13.272436141967773,18834,-11.201422691345215,1277,380000,297
,,,500.0,748,14.65,,,,1277,380000,297
,,,500.0,752,14.65,,,,1277,380000,297
,,,500.0,756,14.65,,,,1277,380000,297
,,,500.0,760,14.65,,,,1277,380000,297
0.00075,0.012065842747688293,0.0027740555815398693,500.0,764,15.41,-13.877829551696777,19334,-10.7611665725708,1311,390000,297
,,,500.0,768,15.41,,,,1311,390000,297
,,,500.0,772,15.41,,,,1311,390000,297
,,,500.0,776,15.41,,,,1311,390000,297
,,,500.0,780,15.41,,,,1311,390000,297
0.00075,0.030988559126853943,0.0024837604723870754,500.0,784,15.45,-4.112443923950195,19834,-10.522720336914062,1344,400000,297
,,,500.0,788,15.45,,,,1344,400000,297
,,,500.0,792,15.45,,,,1344,400000,297
,,,500.0,796,15.45,,,,1344,400000,297
,,,500.0,800,15.45,,,,1344,400000,297
0.00075,0.02565309964120388,0.0024345533456653357,500.0,804,20.4,-1.1010279655456543,20334,-10.4518404006958,1378,410000,297
,,,500.0,808,20.4,,,,1378,410000,297
,,,500.0,812,20.4,,,,1379,410000,297
,,,500.0,816,20.4,,,,1379,410000,297
,,,500.0,820,20.4,,,,1379,410000,297
0.00075,0.02704642154276371,0.0023143456783145666,500.0,824,8.55,0.48447275161743164,20834,-10.413869857788086,1412,420000,297
,,,500.0,828,8.55,,,,1412,420000,297
,,,500.0,832,8.55,,,,1412,420000,297
,,,500.0,836,8.55,,,,1412,420000,297
,,,500.0,840,8.55,,,,1412,420000,297
0.00075,0.015199026092886925,0.0022267522290349007,500.0,844,8.55,-8.880410194396973,21334,-10.240144729614258,1448,430000,296
,,,500.0,848,8.55,,,,1448,430000,296
,,,500.0,852,8.55,,,,1448,430000,296
,,,500.0,856,8.55,,,,1448,430000,296
,,,500.0,860,8.55,,,,1448,430000,296
0.00075,0.01620851457118988,0.002606294583529234,500.0,864,14.28,-7.124936103820801,21834,-9.736663818359375,1483,440000,296
,,,500.0,868,14.28,,,,1483,440000,296
,,,500.0,872,14.28,,,,1483,440000,296
,,,500.0,876,14.28,,,,1483,440000,296
,,,500.0,880,14.28,,,,1483,440000,296
0.00075,0.056502815335989,0.0025949813425540924,500.0,884,20.58,-11.774820327758789,22334,-9.842178344726562,1516,450000,296
,,,500.0,888,20.58,,,,1516,450000,296
,,,500.0,892,20.58,,,,1516,450000,296
,,,500.0,896,20.58,,,,1516,450000,296
,,,500.0,900,20.58,,,,1516,450000,296
0.00075,0.08207990229129791,0.002374247880652547,500.0,904,41.47,3.772908926010132,22834,-10.339698791503906,1549,460000,296
,,,500.0,908,41.47,,,,1549,460000,296
,,,500.0,912,41.47,,,,1549,460000,296
,,,500.0,916,41.47,,,,1549,460000,296
,,,500.0,920,41.47,,,,1549,460000,296
0.00075,1.5123348236083984,0.0028778663836419582,500.0,924,49.99,-8.97283935546875,23334,-9.472753524780273,1583,470000,296
,,,500.0,928,49.99,,,,1583,470000,296
,,,500.0,932,49.99,,,,1583,470000,296
,,,500.0,936,49.99,,,,1583,470000,296
,,,500.0,940,49.99,,,,1583,470000,296
0.00075,0.017392102628946304,0.0026045453269034624,500.0,944,55.04,-12.541296005249023,23834,-9.448466300964355,1617,480000,296
,,,500.0,948,55.04,,,,1617,480000,296
,,,500.0,952,55.04,,,,1617,480000,296
,,,500.0,956,55.04,,,,1617,480000,296
,,,500.0,960,55.04,,,,1617,480000,296
0.00075,0.01717131957411766,0.002780894748866558,500.0,964,91.88,6.022942543029785,24334,-9.707344055175781,1651,490000,296
,,,500.0,968,91.88,,,,1651,490000,296
,,,500.0,972,91.88,,,,1651,490000,296
,,,500.0,976,91.88,,,,1651,490000,296
,,,500.0,980,91.88,,,,1651,490000,296
0.00075,0.023670224472880363,0.0033059092238545418,500.0,984,85.54,7.310321807861328,24834,-9.655876159667969,1686,500000,296
,,,500.0,988,85.54,,,,1686,500000,296
,,,500.0,992,85.54,,,,1686,500000,296
,,,500.0,996,85.54,,,,1686,500000,296
,,,500.0,1000,85.54,,,,1686,500000,296
0.00075,0.03268050402402878,0.003421531058847904,500.0,1004,57.31,-10.516413688659668,25334,-10.643778800964355,1721,510000,296
,,,500.0,1008,57.31,,,,1721,510000,296
,,,500.0,1012,57.31,,,,1721,510000,296
,,,500.0,1016,57.31,,,,1721,510000,296
,,,500.0,1020,57.31,,,,1721,510000,296
0.00075,0.14629065990447998,0.0030635034199804068,500.0,1024,48.38,2.9546213150024414,25834,-9.57231330871582,1756,520000,296
,,,500.0,1028,48.38,,,,1756,520000,296
,,,500.0,1032,48.38,,,,1756,520000,296
,,,500.0,1036,48.38,,,,1756,520000,296
,,,500.0,1040,48.38,,,,1756,520000,296
0.00075,0.027774333953857422,0.0029951713513582945,500.0,1044,84.83,-7.331620216369629,26334,-9.542263984680176,1789,530000,296
,,,500.0,1048,84.83,,,,1789,530000,296
,,,500.0,1052,84.83,,,,1789,530000,296
,,,500.0,1056,84.83,,,,1789,530000,296
,,,500.0,1060,84.83,,,,1789,530000,296
0.00075,1.5697822570800781,0.0034167817793786526,500.0,1064,49.37,-7.685759544372559,26834,-9.755647659301758,1823,540000,296
,,,500.0,1068,49.37,,,,1823,540000,296
,,,500.0,1072,49.37,,,,1823,540000,296
,,,500.0,1076,49.37,,,,1823,540000,296
,,,500.0,1080,49.37,,,,1823,540000,296
0.00075,0.034193359315395355,0.003497873665764928,500.0,1084,62.23,-11.219619750976562,27334,-8.660882949829102,1857,550000,296
,,,500.0,1088,62.23,,,,1857,550000,296
,,,500.0,1092,62.23,,,,1857,550000,296
,,,500.0,1096,62.23,,,,1857,550000,296
,,,500.0,1100,62.23,,,,1857,550000,296
0.00075,0.056224577128887177,0.0033251969143748283,500.0,1104,102.06,-0.46124863624572754,27834,-9.627923011779785,1890,560000,296
,,,500.0,1108,102.06,,,,1890,560000,296
,,,500.0,1112,102.06,,,,1890,560000,296
,,,500.0,1116,102.06,,,,1890,560000,296
,,,500.0,1120,102.06,,,,1890,560000,296
0.00075,7.993924140930176,0.0038885893300175667,500.0,1124,109.55,15.123223304748535,28334,-9.761846542358398,1924,570000,296
,,,500.0,1128,109.55,,,,1924,570000,296
,,,500.0,1132,109.55,,,,1924,570000,296
,,,500.0,1136,109.55,,,,1924,570000,296
,,,500.0,1140,109.55,,,,1924,570000,296
0.00075,0.06961070001125336,0.003988140262663364,500.0,1144,75.06,5.750214576721191,28834,-10.684708595275879,1958,580000,296
,,,500.0,1148,75.06,,,,1958,580000,296
,,,500.0,1152,75.06,,,,1958,580000,296
,,,500.0,1156,75.06,,,,1958,580000,296
,,,500.0,1160,75.06,,,,1958,580000,296
0.00075,0.250838965177536,0.003661573398858309,500.0,1164,128.02,-3.3797826766967773,29334,-10.575115203857422,1994,590000,295
,,,500.0,1168,128.02,,,,1994,590000,295
,,,500.0,1172,128.02,,,,1994,590000,295
,,,500.0,1176,128.02,,,,1994,590000,295
,,,500.0,1180,128.02,,,,1994,590000,295
0.00075,0.04552644491195679,0.003586561419069767,500.0,1184,164.09,1.1452970504760742,29834,-9.962747573852539,2028,600000,295
,,,500.0,1188,164.09,,,,2028,600000,295
,,,500.0,1192,164.09,,,,2028,600000,295
,,,500.0,1196,164.09,,,,2028,600000,295
,,,500.0,1200,164.09,,,,2028,600000,295
0.00075,0.10390907526016235,0.004043149761855602,500.0,1204,180.17,11.267571449279785,30334,-10.428977012634277,2062,610000,295
,,,500.0,1208,180.17,,,,2062,610000,295
,,,500.0,1212,180.17,,,,2062,610000,295
,,,500.0,1216,180.17,,,,2062,610000,295
,,,500.0,1220,180.17,,,,2062,610000,295
0.00075,0.41030555963516235,0.0037782166618853807,500.0,1224,180.78,0.4184091091156006,30834,-13.166755676269531,2096,620000,295
,,,500.0,1228,180.78,,,,2096,620000,295
,,,500.0,1232,180.78,,,,2096,620000,295
,,,500.0,1236,180.78,,,,2096,620000,295
,,,500.0,1240,180.78,,,,2096,620000,295
0.00075,0.039600126445293427,0.003895147703588009,500.0,1244,216.43,5.492396831512451,31334,-11.676733016967773,2129,630000,295
,,,500.0,1248,216.43,,,,2129,630000,295
,,,500.0,1252,216.43,,,,2129,630000,295
,,,500.0,1256,216.43,,,,2129,630000,295
,,,500.0,1260,216.43,,,,2129,630000,295
0.00075,0.4296271502971649,0.004510414320975542,500.0,1264,162.13,-1.7296290397644043,31834,-11.780738830566406,2163,640000,295
,,,500.0,1268,162.13,,,,2163,640000,295
,,,500.0,1272,162.13,,,,2163,640000,295
,,,500.0,1276,162.13,,,,2163,640000,295
,,,500.0,1280,162.13,,,,2163,640000,295
0.00075,0.10945194959640503,0.004652758594602346,500.0,1284,124.36,11.226118087768555,32334,-12.576663970947266,2197,650000,295
,,,500.0,1288,124.36,,,,2197,650000,295
,,,500.0,1292,124.36,,,,2197,650000,295
,,,500.0,1296,124.36,,,,2197,650000,295
,,,500.0,1300,124.36,,,,2197,650000,295
0.00075,0.1840161681175232,0.005081712733954191,500.0,1304,113.48,2.343914270401001,32834,-11.794049263000488,2231,660000,295
,,,500.0,1308,113.48,,,,2231,660000,295
,,,500.0,1312,113.48,,,,2231,660000,295
,,,500.0,1316,113.48,,,,2231,660000,295
,,,500.0,1320,113.48,,,,2231,660000,295
0.00075,0.09107039868831635,0.00624367268756032,500.0,1324,157.73,-10.05630111694336,33334,-11.883577346801758,2266,670000,295
,,,500.0,1328,157.73,,,,2266,670000,295
,,,500.0,1332,157.73,,,,2266,670000,295
,,,500.0,1336,157.73,,,,2266,670000,295
,,,500.0,1340,157.73,,,,2266,670000,295
0.00075,0.47928792238235474,0.005950071848928928,500.0,1344,128.94,3.3851563930511475,33834,-15.127891540527344,2300,680000,295
,,,500.0,1348,128.94,,,,2300,680000,295
,,,500.0,1352,128.94,,,,2300,680000,295
,,,500.0,1356,128.94,,,,2300,680000,295
,,,500.0,1360,128.94,,,,2300,680000,295
0.00075,0.11760883033275604,0.006242887116968632,500.0,1364,126.39,6.874284744262695,34334,-12.305754661560059,2333,690000,295
,,,500.0,1368,126.39,,,,2333,690000,295
,,,500.0,1372,126.39,,,,2333,690000,295
,,,500.0,1376,126.39,,,,2333,690000,295
,,,500.0,1380,126.39,,,,2333,690000,295
0.00075,13.492809295654297,0.005902760196477175,500.0,1384,125.73,4.221890926361084,34834,-13.872613906860352,2366,700000,295
,,,500.0,1388,125.73,,,,2366,700000,295
,,,500.0,1392,125.73,,,,2366,700000,295
,,,500.0,1396,125.73,,,,2366,700000,295
,,,500.0,1400,125.73,,,,2366,700000,295
0.00075,0.3381316661834717,0.006387682165950537,500.0,1404,117.79,3.484732151031494,35334,-13.801246643066406,2400,710000,295
,,,500.0,1408,117.79,,,,2400,710000,295
,,,500.0,1412,117.79,,,,2400,710000,295
,,,500.0,1416,117.79,,,,2400,710000,295
,,,500.0,1420,117.79,,,,2400,710000,295
0.00075,0.22991198301315308,0.006961246486753225,500.0,1424,83.31,-1.5152338743209839,35834,-12.979527473449707,2435,720000,295
,,,500.0,1428,83.31,,,,2435,720000,295
,,,500.0,1432,83.31,,,,2435,720000,295
,,,500.0,1436,83.31,,,,2435,720000,295
,,,500.0,1440,83.31,,,,2435,720000,295
0.00075,1.3726527690887451,0.007294109556823969,500.0,1444,93.92,2.265209913253784,36334,-15.957609176635742,2469,730000,295
,,,500.0,1448,93.92,,,,2469,730000,295
,,,500.0,1452,93.92,,,,2469,730000,295
,,,500.0,1456,93.92,,,,2469,730000,295
,,,500.0,1460,93.92,,,,2469,730000,295
0.00075,1.179702877998352,0.007174443453550339,500.0,1464,108.9,-0.29427844285964966,36834,-14.533580780029297,2503,740000,295
,,,500.0,1468,108.9,,,,2503,740000,295
,,,500.0,1472,108.9,,,,2503,740000,295
,,,500.0,1476,108.9,,,,2503,740000,295
,,,500.0,1480,108.9,,,,2503,740000,295
0.00075,0.30455103516578674,0.007052313070744276,500.0,1484,117.42,-10.641098976135254,37334,-15.430142402648926,2536,750000,295
,,,500.0,1488,117.42,,,,2536,750000,295
,,,500.0,1492,117.42,,,,2536,750000,295
,,,500.0,1496,117.42,,,,2536,750000,295
,,,500.0,1500,117.42,,,,2536,750000,295
0.00075,0.22852036356925964,0.007354374974966049,500.0,1504,94.06,-5.643157958984375,37834,-15.756546020507812,2570,760000,295
,,,500.0,1508,94.06,,,,2570,760000,295
,,,500.0,1512,94.06,,,,2570,760000,295
,,,500.0,1516,94.06,,,,2570,760000,295
,,,500.0,1520,94.06,,,,2570,760000,295
0.00075,0.796558141708374,0.007777263410389423,500.0,1524,89.04,4.5924482345581055,38334,-17.906543731689453,2604,770000,295
,,,500.0,1528,89.04,,,,2604,770000,295
,,,500.0,1532,89.04,,,,2604,770000,295
,,,500.0,1536,89.04,,,,2604,770000,295
,,,500.0,1540,89.04,,,,2604,770000,295
0.00075,0.33320319652557373,0.007575951516628265,500.0,1544,103.11,-1.8669028282165527,38834,-19.20841407775879,2639,780000,295
,,,500.0,1548,103.11,,,,2639,780000,295
,,,500.0,1552,103.11,,,,2639,780000,295
,,,500.0,1556,103.11,,,,2639,780000,295
,,,500.0,1560,103.11,,,,2639,780000,295
0.00075,2.214979410171509,0.008132358081638813,500.0,1564,114.73,6.862087249755859,39334,-18.57882308959961,2674,790000,295
,,,500.0,1568,114.73,,,,2674,790000,295
,,,500.0,1572,114.73,,,,2674,790000,295
,,,500.0,1576,114.73,,,,2674,790000,295
,,,500.0,1580,114.73,,,,2674,790000,295
0.00075,0.4793146848678589,0.008305413648486137,500.0,1584,127.84,-3.61195707321167,39834,-16.71017074584961,2708,800000,295
,,,500.0,1588,127.84,,,,2708,800000,295
,,,500.0,1592,127.84,,,,2708,800000,295
,,,500.0,1596,127.84,,,,2708,800000,295
,,,500.0,1600,127.84,,,,2708,800000,295
0.00075,3.2988123893737793,0.008515235967934132,500.0,1604,182.18,4.633720397949219,40334,-18.73084259033203,2743,810000,295
,,,500.0,1608,182.18,,,,2743,810000,295
,,,500.0,1612,182.18,,,,2743,810000,295
,,,500.0,1616,182.18,,,,2743,810000,295
,,,500.0,1620,182.18,,,,2743,810000,295
0.00075,0.4486194849014282,0.00844558235257864,500.0,1624,193.04,-1.480590581893921,40834,-20.63178253173828,2775,820000,295
,,,500.0,1628,193.04,,,,2775,820000,295
,,,500.0,1632,193.04,,,,2775,820000,295
,,,500.0,1636,193.04,,,,2775,820000,295
,,,500.0,1640,193.04,,,,2775,820000,295
0.00075,1.9733729362487793,0.008246447890996933,500.0,1644,188.06,1.5353946685791016,41334,-20.61404037475586,2808,830000,295
,,,500.0,1648,188.06,,,,2808,830000,295
,,,500.0,1652,188.06,,,,2808,830000,295
,,,500.0,1656,188.06,,,,2808,830000,295
,,,500.0,1660,188.06,,,,2808,830000,295
0.00075,0.8772373199462891,0.009026654995977879,500.0,1664,196.02,-3.0800621509552,41834,-21.292625427246094,2841,840000,295
,,,500.0,1668,196.02,,,,2841,840000,295
,,,500.0,1672,196.02,,,,2841,840000,295
,,,500.0,1676,196.02,,,,2841,840000,295
,,,500.0,1680,196.02,,,,2841,840000,295
0.00075,0.4072863459587097,0.009425587952136993,500.0,1684,190.86,-3.1761064529418945,42334,-25.102725982666016,2872,850000,295
,,,500.0,1688,190.86,,,,2872,850000,295
,,,500.0,1692,190.86,,,,2872,850000,295
,,,500.0,1696,190.86,,,,2872,850000,295
,,,500.0,1700,190.86,,,,2872,850000,295
0.00075,1.2864253520965576,0.01041392982006073,500.0,1704,142.73,9.807535171508789,42834,-27.742767333984375,2906,860000,295
,,,500.0,1708,142.73,,,,2906,860000,295
,,,500.0,1712,142.73,,,,2906,860000,295
,,,500.0,1716,142.73,,,,2906,860000,295
,,,500.0,1720,142.73,,,,2906,860000,295
0.00075,1.412501335144043,0.010307451710104942,500.0,1724,125.36,-1.5283457040786743,43334,-27.37188148498535,2939,870000,295
,,,500.0,1728,125.36,,,,2939,870000,295
,,,500.0,1732,125.36,,,,2939,870000,295
,,,500.0,1736,125.36,,,,2939,870000,295
,,,500.0,1740,125.36,,,,2939,870000,295
