train/n_updates,time/fps,train/ent_coef,train/learning_rate,time/total_timesteps,time/episodes,rollout/ep_len_mean,train/ent_coef_loss,train/critic_loss,rollout/ep_rew_mean,time/time_elapsed,train/actor_loss
,309,,,770000,1532,500.0,,,109.0606882,2489,
,309,,,770000,1536,500.0,,,109.0606882,2489,
,309,,,770000,1540,500.0,,,109.0606882,2489,
38834,309,0.002488365862518549,0.00075,780000,1544,500.0,0.21210360527038574,0.017986904829740524,119.41000864,2521,-7.730929851531982
,309,,,780000,1548,500.0,,,119.41000864,2521,
,309,,,780000,1552,500.0,,,119.41000864,2521,
,309,,,780000,1556,500.0,,,119.41000864,2521,
,309,,,780000,1560,500.0,,,119.41000864,2521,
39334,309,0.0025575251784175634,0.00075,790000,1564,500.0,-4.956253528594971,0.01887667551636696,100.05650865999998,2553,-8.468612670898438
,309,,,790000,1568,500.0,,,100.05650865999998,2553,
