train/ent_coef_loss,train/ent_coef,train/learning_rate,train/critic_loss,rollout/ep_rew_mean,rollout/ep_len_mean,train/n_updates,time/fps,time/episodes,time/total_timesteps,time/time_elapsed,train/actor_loss
,,,,2.3760647599999998,500.0,,302,360,180000,594,
-9.862930297851562,0.0036233316641300917,0.00075,0.0716165155172348,4.09222168,500.0,9334,303,364,190000,626,-17.197341918945312
,,,,4.09222168,500.0,,303,368,190000,626,
,,,,4.09222168,500.0,,303,372,190000,626,
,,,,4.09222168,500.0,,303,376,190000,626,
,,,,4.09222168,500.0,,303,380,190000,626,
-5.779146671295166,0.0032027780544012785,0.00075,0.025725435465574265,3.9441802600000004,500.0,9834,302,384,200000,660,-16.698049545288086
,,,,3.9441802600000004,500.0,,302,388,200000,660,
,,,,3.9441802600000004,500.0,,302,392,200000,660,
,,,,3.9441802600000004,500.0,,302,396,200000,660,
,,,,3.9441802600000004,500.0,,302,400,200000,660,
-11.083475112915039,0.002681320533156395,0.00075,0.03249365836381912,4.147655230000001,500.0,10334,302,404,210000,693,-16.278533935546875
,,,,4.147655230000001,500.0,,302,408,210000,693,
,,,,4.147655230000001,500.0,,302,412,210000,693,
,,,,4.147655230000001,500.0,,302,416,210000,693,
,,,,4.147655230000001,500.0,,302,420,210000,693,
-14.795278549194336,0.00283049582503736,0.00075,0.027854379266500473,4.121512,500.0,10834,303,424,220000,725,-16.007793426513672
,,,,4.121512,500.0,,303,428,220000,725,
,,,,4.121512,500.0,,303,432,220000,725,
,,,,4.121512,500.0,,303,436,220000,725,
,,,,4.121512,500.0,,303,440,220000,725,
-2.4935169219970703,0.0026292623952031136,0.00075,0.023328237235546112,3.53636527,500.0,11334,303,444,230000,758,-15.57300853729248
,,,,3.53636527,500.0,,303,448,230000,758,
,,,,3.53636527,500.0,,303,452,230000,758,
,,,,3.53636527,500.0,,303,456,230000,758,
,,,,3.53636527,500.0,,303,460,230000,758,
15.29964542388916,0.002804073039442301,0.00075,0.027376150712370872,1.74997708,500.0,11834,303,464,240000,791,-15.366554260253906
,,,,1.74997708,500.0,,303,468,240000,791,
,,,,1.74997708,500.0,,303,472,240000,791,
,,,,1.74997708,500.0,,303,476,240000,791,
,,,,1.74997708,500.0,,303,480,240000,791,
-2.0597164630889893,0.0026051539462059736,0.00075,1.7627525329589844,2.34030897,500.0,12334,303,484,250000,824,-14.704448699951172
,,,,2.34030897,500.0,,303,488,250000,824,
,,,,2.34030897,500.0,,303,492,250000,824,
,,,,2.34030897,500.0,,303,496,250000,824,
,,,,2.34030897,500.0,,303,500,250000,824,
6.148913383483887,0.002564894501119852,0.00075,0.0210847370326519,2.7935320900000007,500.0,12834,303,504,260000,855,-14.702726364135742
,,,,2.7935320900000007,500.0,,303,508,260000,855,
,,,,2.7935320900000007,500.0,,303,512,260000,855,
,,,,2.7935320900000007,500.0,,303,516,260000,855,
,,,,2.7935320900000007,500.0,,303,520,260000,855,
13.211080551147461,0.0026267333887517452,0.00075,0.023928169161081314,2.92163363,500.0,13334,303,524,270000,888,-14.424251556396484
,,,,2.92163363,500.0,,303,528,270000,888,
,,,,2.92163363,500.0,,303,532,270000,888,
,,,,2.92163363,500.0,,303,536,270000,888,
,,,,2.92163363,500.0,,303,540,270000,888,
-6.039527893066406,0.0025398728903383017,0.00075,0.019590605050325394,2.95914393,500.0,13834,303,544,280000,921,-14.089065551757812
,,,,2.95914393,500.0,,303,548,280000,921,
,,,,2.95914393,500.0,,303,552,280000,921,
,,,,2.95914393,500.0,,303,556,280000,921,
,,,,2.95914393,500.0,,303,560,280000,921,
3.408536911010742,0.0022312323562800884,0.00075,1.3991302251815796,3.01124531,500.0,14334,304,564,290000,952,-13.414876937866211
,,,,3.01124531,500.0,,304,568,290000,952,
,,,,3.01124531,500.0,,304,572,290000,952,
,,,,3.01124531,500.0,,304,576,290000,952,
,,,,3.01124531,500.0,,304,580,290000,952,
-5.296367168426514,0.002181029412895441,0.00075,0.9319929480552673,2.8969827599999998,500.0,14834,304,584,300000,985,-13.268329620361328
,,,,2.8969827599999998,500.0,,304,588,300000,985,
,,,,2.8969827599999998,500.0,,304,592,300000,985,
,,,,2.8969827599999998,500.0,,304,596,300000,985,
,,,,2.8969827599999998,500.0,,304,600,300000,985,
-10.087259292602539,0.0021026136819273233,0.00075,0.017392227426171303,2.2867714699999997,500.0,15334,304,604,310000,1017,-13.144998550415039
,,,,2.2867714699999997,500.0,,304,608,310000,1017,
,,,,2.2867714699999997,500.0,,304,612,310000,1017,
,,,,2.2867714699999997,500.0,,304,616,310000,1017,
,,,,2.2867714699999997,500.0,,304,620,310000,1017,
15.904233932495117,0.0021230867132544518,0.00075,0.018030812963843346,1.9063927699999998,500.0,15834,304,624,320000,1049,-12.540426254272461
,,,,1.9063927699999998,500.0,,304,628,320000,1049,
,,,,1.9063927699999998,500.0,,304,632,320000,1049,
,,,,1.9063927699999998,500.0,,304,636,320000,1049,
,,,,1.9063927699999998,500.0,,304,640,320000,1049,
-14.258220672607422,0.0019217529334127903,0.00075,1.4259607791900635,2.22555906,500.0,16334,305,644,330000,1081,-12.439886093139648
,,,,2.22555906,500.0,,305,648,330000,1081,
,,,,2.22555906,500.0,,305,652,330000,1081,
,,,,2.22555906,500.0,,305,656,330000,1081,
,,,,2.22555906,500.0,,305,660,330000,1081,
2.2030248641967773,0.0017740583280101418,0.00075,0.017673470079898834,2.2066035100000003,500.0,16834,305,664,340000,1113,-12.161165237426758
,,,,2.2066035100000003,500.0,,305,668,340000,1113,
,,,,2.2066035100000003,500.0,,305,672,340000,1113,
,,,,2.2066035100000003,500.0,,305,676,340000,1113,
,,,,2.2066035100000003,500.0,,305,680,340000,1113,
-8.411500930786133,0.001714079873636365,0.00075,0.018586326390504837,1.58536635,500.0,17334,305,684,350000,1145,-11.972073554992676
,,,,1.58536635,500.0,,305,688,350000,1145,
,,,,1.58536635,500.0,,305,692,350000,1145,
,,,,1.58536635,500.0,,305,696,350000,1146,
,,,,1.58536635,500.0,,305,700,350000,1146,
2.291593551635742,0.001661776565015316,0.00075,0.7083852887153625,1.4849950699999999,500.0,17834,305,704,360000,1178,-11.513933181762695
,,,,1.4849950699999999,500.0,,305,708,360000,1178,
,,,,1.4849950699999999,500.0,,305,712,360000,1178,
,,,,1.4849950699999999,500.0,,305,716,360000,1178,
,,,,1.4849950699999999,500.0,,305,720,360000,1178,
-0.6909463405609131,0.0015667390543967485,0.00075,0.00972563587129116,1.60076391,500.0,18334,305,724,370000,1211,-11.163790702819824
,,,,1.60076391,500.0,,305,728,370000,1211,
,,,,1.60076391,500.0,,305,732,370000,1211,
,,,,1.60076391,500.0,,305,736,370000,1211,
,,,,1.60076391,500.0,,305,740,370000,1211,
-0.08128499984741211,0.0014155928511172533,0.00075,0.007967539131641388,1.76051409,500.0,18834,305,744,380000,1243,-11.051498413085938
,,,,1.76051409,500.0,,305,748,380000,1243,
,,,,1.76051409,500.0,,305,752,380000,1243,
,,,,1.76051409,500.0,,305,756,380000,1243,
,,,,1.76051409,500.0,,305,760,380000,1243,
16.6070499420166,0.0014602249721065164,0.00075,0.9971438646316528,1.7509550699999996,500.0,19334,305,764,390000,1275,-10.481325149536133
,,,,1.7509550699999996,500.0,,305,768,390000,1275,
,,,,1.7509550699999996,500.0,,305,772,390000,1275,
,,,,1.7509550699999996,500.0,,305,776,390000,1275,
,,,,1.7509550699999996,500.0,,305,780,390000,1275,
16.521081924438477,0.0013484962983056903,0.00075,0.012965211644768715,1.62887446,500.0,19834,305,784,400000,1308,-10.554469108581543
,,,,1.62887446,500.0,,305,788,400000,1308,
,,,,1.62887446,500.0,,305,792,400000,1308,
,,,,1.62887446,500.0,,305,796,400000,1308,
,,,,1.62887446,500.0,,305,800,400000,1308,
-5.007429599761963,0.0014239117735996842,0.00075,0.013227855786681175,2.19109219,500.0,20334,305,804,410000,1342,-10.338876724243164
,,,,2.19109219,500.0,,305,808,410000,1342,
,,,,2.19109219,500.0,,305,812,410000,1342,
,,,,2.19109219,500.0,,305,816,410000,1342,
,,,,2.19109219,500.0,,305,820,410000,1342,
-8.874961853027344,0.0012054319959133863,0.00075,0.017077181488275528,3.75189973,500.0,20834,305,824,420000,1374,-10.132833480834961
,,,,3.75189973,500.0,,305,828,420000,1374,
,,,,3.75189973,500.0,,305,832,420000,1374,
,,,,3.75189973,500.0,,305,836,420000,1374,
,,,,3.75189973,500.0,,305,840,420000,1374,
-3.1495816707611084,0.0011804490350186825,0.00075,0.008681309409439564,3.645012360000001,500.0,21334,305,844,430000,1406,-9.55018138885498
,,,,3.645012360000001,500.0,,305,848,430000,1406,
,,,,3.645012360000001,500.0,,305,852,430000,1406,
,,,,3.645012360000001,500.0,,305,856,430000,1406,
,,,,3.645012360000001,500.0,,305,860,430000,1406,
-13.185295104980469,0.0012968906667083502,0.00075,0.01713702827692032,6.820107889999999,500.0,21834,305,864,440000,1438,-9.54956340789795
,,,,6.820107889999999,500.0,,305,868,440000,1438,
,,,,6.820107889999999,500.0,,305,872,440000,1438,
,,,,6.820107889999999,500.0,,305,876,440000,1438,
,,,,6.820107889999999,500.0,,305,880,440000,1438,
-11.098884582519531,0.0011347082909196615,0.00075,0.01080675795674324,6.901691119999999,500.0,22334,305,884,450000,1471,-9.473701477050781
,,,,6.901691119999999,500.0,,305,888,450000,1471,
,,,,6.901691119999999,500.0,,305,892,450000,1471,
,,,,6.901691119999999,500.0,,305,896,450000,1471,
,,,,6.901691119999999,500.0,,305,900,450000,1471,
-2.5255534648895264,0.0012618028558790684,0.00075,0.4664686918258667,6.733385149999999,500.0,22834,305,904,460000,1504,-8.846491813659668
,,,,6.733385149999999,500.0,,305,908,460000,1504,
,,,,6.733385149999999,500.0,,305,912,460000,1504,
,,,,6.733385149999999,500.0,,305,916,460000,1504,
,,,,6.733385149999999,500.0,,305,920,460000,1504,
-4.355953216552734,0.0012421697610989213,0.00075,0.010408630594611168,5.46364918,500.0,23334,305,924,470000,1536,-8.974552154541016
,,,,5.46364918,500.0,,305,928,470000,1536,
,,,,5.46364918,500.0,,305,932,470000,1536,
,,,,5.46364918,500.0,,305,936,470000,1536,
,,,,5.46364918,500.0,,305,940,470000,1536,
-13.305118560791016,0.001156261540018022,0.00075,0.00805346854031086,5.69623535,500.0,23834,305,944,480000,1569,-8.991329193115234
,,,,5.69623535,500.0,,305,948,480000,1569,
,,,,5.69623535,500.0,,305,952,480000,1569,
,,,,5.69623535,500.0,,305,956,480000,1569,
,,,,5.69623535,500.0,,305,960,480000,1569,
-3.2504959106445312,0.0009976186556741595,0.00075,0.034144118428230286,4.007532800000001,500.0,24334,305,964,490000,1602,-8.64301872253418
,,,,4.007532800000001,500.0,,305,968,490000,1602,
,,,,4.007532800000001,500.0,,305,972,490000,1602,
,,,,4.007532800000001,500.0,,305,976,490000,1602,
,,,,4.007532800000001,500.0,,305,980,490000,1602,
-1.6703379154205322,0.0010962460655719042,0.00075,0.012675091624259949,5.44681292,500.0,24834,305,984,500000,1634,-8.220024108886719
,,,,5.44681292,500.0,,305,988,500000,1634,
,,,,5.44681292,500.0,,305,992,500000,1634,
,,,,5.44681292,500.0,,305,996,500000,1634,
,,,,5.44681292,500.0,,305,1000,500000,1634,
13.452570915222168,0.0011348483385518193,0.00075,0.008932756260037422,8.9227194,500.0,25334,305,1004,510000,1668,-8.22526741027832
,,,,8.9227194,500.0,,305,1008,510000,1668,
,,,,8.9227194,500.0,,305,1012,510000,1668,
,,,,8.9227194,500.0,,305,1016,510000,1668,
,,,,8.9227194,500.0,,305,1020,510000,1668,
-1.179375171661377,0.0011759231565520167,0.00075,0.0047911955043673515,10.222384909999999,500.0,25834,305,1024,520000,1700,-7.945209503173828
,,,,10.222384909999999,500.0,,305,1028,520000,1700,
,,,,10.222384909999999,500.0,,305,1032,520000,1700,
,,,,10.222384909999999,500.0,,305,1036,520000,1700,
,,,,10.222384909999999,500.0,,305,1040,520000,1700,
8.208687782287598,0.0011572986841201782,0.00075,0.6038153171539307,12.927767629999998,500.0,26334,305,1044,530000,1734,-7.687788963317871
,,,,12.927767629999998,500.0,,305,1048,530000,1734,
,,,,12.927767629999998,500.0,,305,1052,530000,1734,
,,,,12.927767629999998,500.0,,305,1056,530000,1734,
,,,,12.927767629999998,500.0,,305,1060,530000,1734,
-2.9050655364990234,0.001304278732277453,0.00075,0.14804692566394806,15.177491639999998,500.0,26834,305,1064,540000,1766,-7.639194011688232
,,,,15.177491639999998,500.0,,305,1068,540000,1766,
,,,,15.177491639999998,500.0,,305,1072,540000,1766,
,,,,15.177491639999998,500.0,,305,1076,540000,1766,
,,,,15.177491639999998,500.0,,305,1080,540000,1766,
9.636015892028809,0.0013520524371415377,0.00075,0.008011257275938988,16.717612799999998,500.0,27334,305,1084,550000,1798,-7.436559677124023
,,,,16.717612799999998,500.0,,305,1088,550000,1798,
,,,,16.717612799999998,500.0,,305,1092,550000,1798,
,,,,16.717612799999998,500.0,,305,1096,550000,1798,
,,,,16.717612799999998,500.0,,305,1100,550000,1798,
2.262188196182251,0.0014860639348626137,0.00075,0.019288741052150726,18.573444000000002,500.0,27834,305,1104,560000,1832,-7.291790962219238
,,,,18.573444000000002,500.0,,305,1108,560000,1832,
,,,,18.573444000000002,500.0,,305,1112,560000,1832,
,,,,18.573444000000002,500.0,,305,1116,560000,1832,
,,,,18.573444000000002,500.0,,305,1120,560000,1832,
-1.6210193634033203,0.0016198361990973353,0.00075,0.007705464959144592,21.286460589999997,500.0,28334,305,1124,570000,1865,-7.333136558532715
,,,,21.286460589999997,500.0,,305,1128,570000,1865,
,,,,21.286460589999997,500.0,,305,1132,570000,1865,
,,,,21.286460589999997,500.0,,305,1136,570000,1865,
,,,,21.286460589999997,500.0,,305,1140,570000,1865,
-0.3141583800315857,0.0016424123896285892,0.00075,0.015682397410273552,21.107215200000006,500.0,28834,305,1144,580000,1898,-6.990390300750732
,,,,21.107215200000006,500.0,,305,1148,580000,1898,
,,,,21.107215200000006,500.0,,305,1152,580000,1898,
,,,,21.107215200000006,500.0,,305,1156,580000,1898,
,,,,21.107215200000006,500.0,,305,1160,580000,1898,
8.274067878723145,0.001880778232589364,0.00075,0.008054070174694061,23.276612400000005,500.0,29334,305,1164,590000,1932,-6.932299613952637
,,,,23.276612400000005,500.0,,305,1168,590000,1932,
,,,,23.276612400000005,500.0,,305,1172,590000,1932,
,,,,23.276612400000005,500.0,,305,1176,590000,1932,
,,,,23.276612400000005,500.0,,305,1180,590000,1932,
-15.470887184143066,0.0020829320419579744,0.00075,0.015440046787261963,29.294596730000002,500.0,29834,305,1184,600000,1965,-6.952426910400391
,,,,29.294596730000002,500.0,,305,1188,600000,1965,
,,,,29.294596730000002,500.0,,305,1192,600000,1965,
,,,,29.294596730000002,500.0,,305,1196,600000,1965,
,,,,29.294596730000002,500.0,,305,1200,600000,1965,
2.975529432296753,0.0018165705259889364,0.00075,0.3064711093902588,29.066117239999993,500.0,30334,305,1204,610000,1997,-6.963179588317871
,,,,29.066117239999993,500.0,,305,1208,610000,1997,
,,,,29.066117239999993,500.0,,305,1212,610000,1997,
,,,,29.066117239999993,500.0,,305,1216,610000,1997,
,,,,29.066117239999993,500.0,,305,1220,610000,1997,
6.566882133483887,0.002232728525996208,0.00075,0.02262592315673828,29.827875589999998,500.0,30834,305,1224,620000,2029,-6.674358367919922
,,,,29.827875589999998,500.0,,305,1228,620000,2029,
,,,,29.827875589999998,500.0,,305,1232,620000,2029,
,,,,29.827875589999998,500.0,,305,1236,620000,2029,
,,,,29.827875589999998,500.0,,305,1240,620000,2029,
14.89905834197998,0.0024248375557363033,0.00075,0.06319265067577362,33.28705881,500.0,31334,305,1244,630000,2063,-7.18300199508667
,,,,33.28705881,500.0,,305,1248,630000,2063,
,,,,33.28705881,500.0,,305,1252,630000,2063,
,,,,33.28705881,500.0,,305,1256,630000,2063,
,,,,33.28705881,500.0,,305,1260,630000,2063,
9.46078109741211,0.0025958761107176542,0.00075,0.03909103572368622,32.881720689999995,500.0,31834,305,1264,640000,2096,-7.109532356262207
,,,,32.881720689999995,500.0,,305,1268,640000,2096,
,,,,32.881720689999995,500.0,,305,1272,640000,2096,
,,,,32.881720689999995,500.0,,305,1276,640000,2096,
,,,,32.881720689999995,500.0,,305,1280,640000,2096,
-3.890389919281006,0.0027630599215626717,0.00075,0.014715258032083511,36.26430618,500.0,32334,305,1284,650000,2128,-6.633162498474121
,,,,36.26430618,500.0,,305,1288,650000,2128,
,,,,36.26430618,500.0,,305,1292,650000,2128,
,,,,36.26430618,500.0,,305,1296,650000,2128,
,,,,36.26430618,500.0,,305,1300,650000,2128,
-5.303996562957764,0.0027274778112769127,0.00075,0.08932404220104218,41.66957554,500.0,32834,305,1304,660000,2161,-6.972243309020996
,,,,41.66957554,500.0,,305,1308,660000,2161,
,,,,41.66957554,500.0,,305,1312,660000,2161,
,,,,41.66957554,500.0,,305,1316,660000,2161,
,,,,41.66957554,500.0,,305,1320,660000,2161,
1.8187528848648071,0.0027401656843721867,0.00075,0.22362670302391052,46.73407074999998,500.0,33334,305,1324,670000,2193,-6.984745502471924
,,,,46.73407074999998,500.0,,305,1328,670000,2193,
,,,,46.73407074999998,500.0,,305,1332,670000,2193,
,,,,46.73407074999998,500.0,,305,1336,670000,2193,
,,,,46.73407074999998,500.0,,305,1340,670000,2193,
-1.568512201309204,0.0029088270384818316,0.00075,0.38449108600616455,49.13867284999999,500.0,33834,305,1344,680000,2225,-6.478023529052734
,,,,49.13867284999999,500.0,,305,1348,680000,2225,
,,,,49.13867284999999,500.0,,305,1352,680000,2225,
,,,,49.13867284999999,500.0,,305,1356,680000,2225,
,,,,49.13867284999999,500.0,,305,1360,680000,2225,
-1.6129919290542603,0.002760878764092922,0.00075,0.06861305236816406,51.557827480000014,500.0,34334,305,1364,690000,2258,-7.286979675292969
,,,,51.557827480000014,500.0,,305,1368,690000,2258,
,,,,51.557827480000014,500.0,,305,1372,690000,2258,
,,,,51.557827480000014,500.0,,305,1376,690000,2258,
,,,,51.557827480000014,500.0,,305,1380,690000,2258,
4.807277679443359,0.003206816967576742,0.00075,0.3524818420410156,47.33463651000001,500.0,34834,305,1384,700000,2291,-6.787390232086182
,,,,47.33463651000001,500.0,,305,1388,700000,2291,
,,,,47.33463651000001,500.0,,305,1392,700000,2291,
,,,,47.33463651000001,500.0,,305,1396,700000,2291,
,,,,47.33463651000001,500.0,,305,1400,700000,2291,
2.2255747318267822,0.0032584057189524174,0.00075,0.04208715260028839,47.49670372,500.0,35334,305,1404,710000,2323,-6.908272743225098
,,,,47.49670372,500.0,,305,1408,710000,2323,
,,,,47.49670372,500.0,,305,1412,710000,2323,
,,,,47.49670372,500.0,,305,1416,710000,2323,
,,,,47.49670372,500.0,,305,1420,710000,2323,
-3.6634650230407715,0.003330431878566742,0.00075,0.027016527950763702,46.20591692,500.0,35834,305,1424,720000,2356,-6.788789749145508
,,,,46.20591692,500.0,,305,1428,720000,2356,
,,,,46.20591692,500.0,,305,1432,720000,2356,
,,,,46.20591692,500.0,,305,1436,720000,2356,
,,,,46.20591692,500.0,,305,1440,720000,2356,
-2.482567071914673,0.0033621112816035748,0.00075,0.034033969044685364,49.13041128000002,500.0,36334,305,1444,730000,2390,-6.767420768737793
,,,,49.13041128000002,500.0,,305,1448,730000,2390,
,,,,49.13041128000002,500.0,,305,1452,730000,2390,
,,,,49.13041128000002,500.0,,305,1456,730000,2390,
,,,,49.13041128000002,500.0,,305,1460,730000,2390,
6.18257999420166,0.0034379754215478897,0.00075,0.05307520553469658,56.623540569999996,500.0,36834,305,1464,740000,2423,-7.14035701751709
,,,,56.623540569999996,500.0,,305,1468,740000,2423,
,,,,56.623540569999996,500.0,,305,1472,740000,2423,
,,,,56.623540569999996,500.0,,305,1476,740000,2423,
,,,,56.623540569999996,500.0,,305,1480,740000,2423,
5.86904764175415,0.0036090007051825523,0.00075,0.04252535104751587,59.38413846999999,500.0,37334,305,1484,750000,2454,-7.031597137451172
,,,,59.38413846999999,500.0,,305,1488,750000,2454,
,,,,59.38413846999999,500.0,,305,1492,750000,2454,
,,,,59.38413846999999,500.0,,305,1496,750000,2454,
,,,,59.38413846999999,500.0,,305,1500,750000,2454,
-4.060215950012207,0.003644530661404133,0.00075,0.0685475692152977,65.07164186000001,500.0,37834,305,1504,760000,2487,-7.868249416351318
,,,,65.07164186000001,500.0,,305,1508,760000,2487,
,,,,65.07164186000001,500.0,,305,1512,760000,2487,
,,,,65.07164186000001,500.0,,305,1516,760000,2487,
,,,,65.07164186000001,500.0,,305,1520,760000,2487,
3.6461968421936035,0.0037678878288716078,0.00075,0.32314491271972656,79.11202292,500.0,38334,305,1524,770000,2518,-7.993442058563232
,,,,79.11202292,500.0,,305,1528,770000,2518,
,,,,79.11202292,500.0,,305,1532,770000,2518,
,,,,79.11202292,500.0,,305,1536,770000,2518,
,,,,79.11202292,500.0,,305,1540,770000,2518,
3.1214447021484375,0.0042051589116454124,0.00075,0.10871289670467377,88.32692380999998,500.0,38834,305,1544,780000,2551,-8.076602935791016
,,,,88.32692380999998,500.0,,305,1548,780000,2551,
,,,,88.32692380999998,500.0,,305,1552,780000,2551,
,,,,88.32692380999998,500.0,,305,1556,780000,2551,
