train/ent_coef_loss,train/ent_coef,train/learning_rate,train/critic_loss,rollout/ep_rew_mean,rollout/ep_len_mean,train/n_updates,time/fps,time/episodes,time/total_timesteps,time/time_elapsed,train/actor_loss
,,,,88.32692380999998,500.0,,305,1560,780000,2551,
-5.200375556945801,0.004263123497366905,0.00075,0.06690109521150589,91.67179361999999,500.0,39334,305,1564,790000,2583,-8.753795623779297
,,,,91.67179361999999,500.0,,305,1568,790000,2583,
,,,,91.67179361999999,500.0,,305,1572,790000,2583,
,,,,91.67179361999999,500.0,,305,1576,790000,2583,
,,,,91.67179361999999,500.0,,305,1580,790000,2583,
3.6999950408935547,0.0038321083411574364,0.00075,0.14981403946876526,102.70880319999998,500.0,39834,305,1584,800000,2614,-8.643535614013672
,,,,102.70880319999998,500.0,,305,1588,800000,2614,
,,,,102.70880319999998,500.0,,305,1592,800000,2614,
,,,,102.70880319999998,500.0,,305,1596,800000,2614,
,,,,102.70880319999998,500.0,,305,1600,800000,2614,
0.7994321584701538,0.004378382116556168,0.00075,0.5433180332183838,111.65352598999999,500.0,40334,306,1604,810000,2647,-8.956782341003418
,,,,111.65352598999999,500.0,,305,1608,810000,2647,
,,,,111.65352598999999,500.0,,305,1612,810000,2647,
,,,,111.65352598999999,500.0,,305,1616,810000,2647,
,,,,111.65352598999999,500.0,,305,1620,810000,2647,
-5.7457146644592285,0.004380854312330484,0.00075,0.19997194409370422,101.73970462000001,500.0,40834,306,1624,820000,2679,-8.533866882324219
,,,,101.73970462000001,500.0,,306,1628,820000,2679,
,,,,101.73970462000001,500.0,,306,1632,820000,2679,
,,,,101.73970462000001,500.0,,306,1636,820000,2679,
,,,,101.73970462000001,500.0,,306,1640,820000,2679,
0.9962782859802246,0.004688852466642857,0.00075,0.18022558093070984,100.80993561000001,500.0,41334,306,1644,830000,2711,-9.645792007446289
,,,,100.80993561000001,500.0,,306,1648,830000,2711,
,,,,100.80993561000001,500.0,,306,1652,830000,2711,
,,,,100.80993561000001,500.0,,306,1656,830000,2711,
,,,,100.80993561000001,500.0,,306,1660,830000,2711,
3.6515626907348633,0.004510840401053429,0.00075,0.1087397113442421,104.04227719000001,500.0,41834,306,1664,840000,2742,-8.836421012878418
,,,,104.04227719000001,500.0,,306,1668,840000,2742,
,,,,104.04227719000001,500.0,,306,1672,840000,2742,
,,,,104.04227719000001,500.0,,306,1676,840000,2742,
,,,,104.04227719000001,500.0,,306,1680,840000,2742,
1.6717143058776855,0.004425365012139082,0.00075,0.20038452744483948,112.71888691,500.0,42334,306,1684,850000,2777,-9.301614761352539
,,,,112.71888691,500.0,,306,1688,850000,2777,
,,,,112.71888691,500.0,,306,1692,850000,2777,
,,,,112.71888691,500.0,,306,1696,850000,2777,
,,,,112.71888691,500.0,,306,1700,850000,2777,
5.212697505950928,0.004940025974065065,0.00075,0.15373507142066956,158.35416623,500.0,42834,305,1704,860000,2810,-9.451952934265137
,,,,158.35416623,500.0,,305,1708,860000,2810,
,,,,158.35416623,500.0,,305,1712,860000,2810,
,,,,158.35416623,500.0,,305,1716,860000,2810,
,,,,158.35416623,500.0,,305,1720,860000,2810,
-0.870048999786377,0.005257096141576767,0.00075,0.10978525876998901,181.86204873,500.0,43334,305,1724,870000,2843,-9.920936584472656
,,,,181.86204873,500.0,,305,1728,870000,2843,
,,,,181.86204873,500.0,,305,1732,870000,2843,
,,,,181.86204873,500.0,,305,1736,870000,2843,
,,,,181.86204873,500.0,,305,1740,870000,2843,
-3.7410547733306885,0.005193938966840506,0.00075,0.20453599095344543,209.87797242,500.0,43834,306,1744,880000,2875,-9.67829704284668
,,,,209.87797242,500.0,,306,1748,880000,2875,
,,,,209.87797242,500.0,,306,1752,880000,2875,
,,,,209.87797242,500.0,,306,1756,880000,2875,
,,,,209.87797242,500.0,,306,1760,880000,2875,
4.984278678894043,0.005869900807738304,0.00075,0.32009246945381165,248.55768515000003,500.0,44334,306,1764,890000,2905,-11.282939910888672
,,,,248.55768515000003,500.0,,306,1768,890000,2905,
,,,,248.55768515000003,500.0,,306,1772,890000,2905,
,,,,248.55768515000003,500.0,,306,1776,890000,2905,
,,,,248.55768515000003,500.0,,306,1780,890000,2905,
-1.7188773155212402,0.0061290753073990345,0.00075,0.5799031257629395,277.76380580999995,500.0,44834,306,1784,900000,2936,-11.12693977355957
,,,,277.76380580999995,500.0,,306,1788,900000,2936,
,,,,277.76380580999995,500.0,,306,1792,900000,2937,
,,,,277.76380580999995,500.0,,306,1796,900000,2937,
,,,,277.76380580999995,500.0,,306,1800,900000,2937,
-1.6927953958511353,0.005756257101893425,0.00075,0.10606880486011505,252.98101546,500.0,45334,306,1804,910000,2970,-11.747802734375
,,,,252.98101546,500.0,,306,1808,910000,2970,
,,,,252.98101546,500.0,,306,1812,910000,2970,
,,,,252.98101546,500.0,,306,1816,910000,2970,
,,,,252.98101546,500.0,,306,1820,910000,2970,
6.285097122192383,0.005978098604828119,0.00075,20.211021423339844,252.49664592999997,500.0,45834,306,1824,920000,3002,-12.134296417236328
,,,,252.49664592999997,500.0,,306,1828,920000,3002,
,,,,252.49664592999997,500.0,,306,1832,920000,3002,
,,,,252.49664592999997,500.0,,306,1836,920000,3002,
,,,,252.49664592999997,500.0,,306,1840,920000,3002,
-3.9145021438598633,0.005828696768730879,0.00075,0.15226948261260986,246.73915379,500.0,46334,306,1844,930000,3036,-11.743741989135742
,,,,246.73915379,500.0,,306,1848,930000,3036,
,,,,246.73915379,500.0,,306,1852,930000,3036,
,,,,246.73915379,500.0,,306,1856,930000,3036,
,,,,246.73915379,500.0,,306,1860,930000,3036,
-2.1433706283569336,0.006434310227632523,0.00075,0.34467020630836487,255.03082423,500.0,46834,306,1864,940000,3071,-14.103187561035156
,,,,255.03082423,500.0,,306,1868,940000,3071,
,,,,255.03082423,500.0,,306,1872,940000,3071,
,,,,255.03082423,500.0,,306,1876,940000,3071,
,,,,255.03082423,500.0,,306,1880,940000,3071,
3.6524717807769775,0.006218384951353073,0.00075,0.3217177987098694,246.1694281,500.0,47334,305,1884,950000,3106,-12.878397941589355
,,,,246.1694281,500.0,,305,1888,950000,3106,
,,,,246.1694281,500.0,,305,1892,950000,3106,
,,,,246.1694281,500.0,,305,1896,950000,3106,
,,,,246.1694281,500.0,,305,1900,950000,3106,
-4.040993690490723,0.00643343897536397,0.00075,0.38473665714263916,260.60677362999996,500.0,47834,305,1904,960000,3138,-13.691350936889648
,,,,260.60677362999996,500.0,,305,1908,960000,3138,
,,,,260.60677362999996,500.0,,305,1912,960000,3138,
,,,,260.60677362999996,500.0,,305,1916,960000,3138,
,,,,260.60677362999996,500.0,,305,1920,960000,3138,
-2.6963553428649902,0.0059292917139828205,0.00075,0.17589876055717468,293.89719708999996,500.0,48334,305,1924,970000,3171,-13.478900909423828
,,,,293.89719708999996,500.0,,305,1928,970000,3171,
,,,,293.89719708999996,500.0,,305,1932,970000,3171,
,,,,293.89719708999996,500.0,,305,1936,970000,3171,
,,,,293.89719708999996,500.0,,305,1940,970000,3171,
-2.209104537963867,0.0066870166920125484,0.00075,0.9451574087142944,308.4102398,500.0,48834,305,1944,980000,3203,-15.851213455200195
,,,,308.4102398,500.0,,305,1948,980000,3203,
,,,,308.4102398,500.0,,305,1952,980000,3203,
,,,,308.4102398,500.0,,305,1956,980000,3203,
,,,,308.4102398,500.0,,305,1960,980000,3203,
1.4977208375930786,0.006801572162657976,0.00075,0.28101590275764465,305.91107424999996,500.0,49334,305,1964,990000,3237,-15.47091007232666
,,,,305.91107424999996,500.0,,305,1968,990000,3237,
,,,,305.91107424999996,500.0,,305,1972,990000,3237,
,,,,305.91107424999996,500.0,,305,1976,990000,3237,
,,,,305.91107424999996,500.0,,305,1980,990000,3237,
13.108734130859375,0.0067560407333076,0.00075,0.28887760639190674,294.53789288,500.0,49834,305,1984,1000000,3269,-15.083078384399414
,,,,294.53789288,500.0,,305,1988,1000000,3269,
,,,,294.53789288,500.0,,305,1992,1000000,3269,
,,,,294.53789288,500.0,,305,1996,1000000,3269,
,,,,294.53789288,500.0,,305,2000,1000000,3269,
