train/ent_coef,train/n_updates,train/ent_coef_loss,rollout/ep_rew_mean,rollout/ep_len_mean,time/episodes,train/learning_rate,train/critic_loss,time/fps,train/actor_loss,time/total_timesteps,time/time_elapsed
0.003809969173744321,9834,-4.980227470397949,2.62,500.0,384,0.00075,0.021463237702846527,301,-16.749555587768555,200000,663
,,,2.62,500.0,388,,,301,,200000,663
,,,2.62,500.0,392,,,301,,200000,663
,,,2.62,500.0,396,,,301,,200000,663
,,,2.62,500.0,400,,,301,,200000,663
0.004208151716738939,10334,3.3080859184265137,2.62,500.0,404,0.00075,0.03257206827402115,301,-16.5296688079834,210000,696
,,,2.62,500.0,408,,,301,,210000,696
,,,2.62,500.0,412,,,301,,210000,696
,,,2.62,500.0,416,,,301,,210000,696
,,,2.62,500.0,420,,,301,,210000,696
0.004257143009454012,10834,-8.751144409179688,6.38,500.0,424,0.00075,0.04760748893022537,301,-16.299644470214844,220000,729
,,,6.38,500.0,428,,,301,,220000,729
,,,6.38,500.0,432,,,301,,220000,729
,,,6.38,500.0,436,,,301,,220000,729
,,,6.38,500.0,440,,,301,,220000,729
0.00421412568539381,11334,-4.59765625,10.15,500.0,444,0.00075,0.03445222228765488,301,-16.140167236328125,230000,762
,,,10.15,500.0,448,,,301,,230000,762
,,,10.15,500.0,452,,,301,,230000,762
,,,10.15,500.0,456,,,301,,230000,762
,,,10.15,500.0,460,,,301,,230000,762
0.0038630482740700245,11834,0.796210765838623,10.15,500.0,464,0.00075,0.04786638170480728,301,-15.717147827148438,240000,796
,,,10.15,500.0,468,,,301,,240000,796
,,,10.15,500.0,472,,,301,,240000,796
,,,10.15,500.0,476,,,301,,240000,796
,,,10.15,500.0,480,,,301,,240000,796
0.0039983405731618404,12334,-0.48163098096847534,10.63,500.0,484,0.00075,2.4208731651306152,301,-15.436071395874023,250000,829
,,,10.63,500.0,488,,,301,,250000,829
,,,10.63,500.0,492,,,301,,250000,829
,,,10.63,500.0,496,,,301,,250000,829
,,,10.63,500.0,500,,,301,,250000,829
0.004123237915337086,12834,-7.645308494567871,11.06,500.0,504,0.00075,0.033824387937784195,301,-15.390525817871094,260000,863
,,,11.06,500.0,508,,,301,,260000,863
,,,11.06,500.0,512,,,301,,260000,863
,,,11.06,500.0,516,,,301,,260000,863
,,,11.06,500.0,520,,,301,,260000,863
0.003683313960209489,13334,-6.190617561340332,10.47,500.0,524,0.00075,0.12442672997713089,300,-14.791065216064453,270000,897
,,,10.47,500.0,528,,,300,,270000,897
,,,10.47,500.0,532,,,300,,270000,897
,,,10.47,500.0,536,,,300,,270000,897
,,,10.47,500.0,540,,,300,,270000,897
0.0036245810333639383,13834,-3.6506614685058594,6.7,500.0,544,0.00075,0.026648838073015213,300,-14.57464599609375,280000,931
,,,6.7,500.0,548,,,300,,280000,931
,,,6.7,500.0,552,,,300,,280000,931
,,,6.7,500.0,556,,,300,,280000,931
,,,6.7,500.0,560,,,300,,280000,931
0.0036270187702029943,14334,4.94270133972168,6.7,500.0,564,0.00075,1.9182167053222656,300,-13.956233978271484,290000,965
,,,6.7,500.0,568,,,300,,290000,965
,,,6.7,500.0,572,,,300,,290000,965
,,,6.7,500.0,576,,,300,,290000,965
,,,6.7,500.0,580,,,300,,290000,965
0.003578141564503312,14834,-8.511221885681152,18.56,500.0,584,0.00075,1.6145167350769043,299,-13.881752014160156,300000,1000
,,,18.56,500.0,588,,,299,,300000,1000
,,,18.56,500.0,592,,,299,,300000,1000
,,,18.56,500.0,596,,,299,,300000,1000
,,,18.56,500.0,600,,,299,,300000,1000
0.003690345911309123,15334,-9.892229080200195,22.1,500.0,604,0.00075,0.054954055696725845,299,-14.196779251098633,310000,1033
,,,22.1,500.0,608,,,299,,310000,1033
,,,22.1,500.0,612,,,299,,310000,1033
,,,22.1,500.0,616,,,299,,310000,1033
,,,22.1,500.0,620,,,299,,310000,1033
0.0034901145845651627,15834,19.236679077148438,16.31,500.0,624,0.00075,0.09097855538129807,299,-12.937047958374023,320000,1066
,,,16.31,500.0,628,,,299,,320000,1066
,,,16.31,500.0,632,,,299,,320000,1066
,,,16.31,500.0,636,,,299,,320000,1066
,,,16.31,500.0,640,,,299,,320000,1066
0.004202519077807665,16334,-0.313154399394989,22.09,500.0,644,0.00075,1.944603443145752,299,-13.610923767089844,330000,1100
,,,22.09,500.0,648,,,299,,330000,1100
,,,22.09,500.0,652,,,299,,330000,1100
,,,22.09,500.0,656,,,299,,330000,1100
,,,22.09,500.0,660,,,299,,330000,1100
0.0038489471189677715,16834,1.51888108253479,22.09,500.0,664,0.00075,0.09370244294404984,299,-13.423038482666016,340000,1134
,,,22.09,500.0,668,,,299,,340000,1134
,,,22.09,500.0,672,,,299,,340000,1134
,,,22.09,500.0,676,,,299,,340000,1134
,,,22.09,500.0,680,,,299,,340000,1134
0.0037129565607756376,17334,-0.14585793018341064,10.73,500.0,684,0.00075,0.11407622694969177,299,-12.86825180053711,350000,1168
,,,10.73,500.0,688,,,299,,350000,1168
,,,10.73,500.0,692,,,299,,350000,1168
,,,10.73,500.0,696,,,299,,350000,1168
,,,10.73,500.0,700,,,299,,350000,1168
0.003861847333610058,17834,-5.910512447357178,6.76,500.0,704,0.00075,0.5591773986816406,299,-13.438613891601562,360000,1201
,,,6.76,500.0,708,,,299,,360000,1201
,,,6.76,500.0,712,,,299,,360000,1201
,,,6.76,500.0,716,,,299,,360000,1201
,,,6.76,500.0,720,,,299,,360000,1201
0.003804490203037858,18334,-12.613182067871094,15.44,500.0,724,0.00075,0.024433139711618423,299,-12.126858711242676,370000,1234
,,,15.44,500.0,728,,,299,,370000,1234
,,,15.44,500.0,732,,,299,,370000,1234
,,,15.44,500.0,736,,,299,,370000,1234
,,,15.44,500.0,740,,,299,,370000,1234
0.0035300899762660265,18834,-1.0960819721221924,24.78,500.0,744,0.00075,0.03789681941270828,299,-12.515190124511719,380000,1268
,,,24.78,500.0,748,,,299,,380000,1268
,,,24.78,500.0,752,,,299,,380000,1268
,,,24.78,500.0,756,,,299,,380000,1268
,,,24.78,500.0,760,,,299,,380000,1268
0.0039527383632957935,19334,2.9199349880218506,39.21,500.0,764,0.00075,1.178898811340332,299,-12.682662010192871,390000,1301
,,,39.21,500.0,768,,,299,,390000,1301
,,,39.21,500.0,772,,,299,,390000,1301
,,,39.21,500.0,776,,,299,,390000,1301
,,,39.21,500.0,780,,,299,,390000,1301
0.004869960714131594,19834,-11.378043174743652,39.59,500.0,784,0.00075,0.04148155078291893,299,-11.874656677246094,400000,1334
,,,39.59,500.0,788,,,299,,400000,1334
,,,39.59,500.0,792,,,299,,400000,1334
,,,39.59,500.0,796,,,299,,400000,1334
,,,39.59,500.0,800,,,299,,400000,1334
0.004236055538058281,20334,1.8357923030853271,51.34,500.0,804,0.00075,0.14925110340118408,299,-13.13144302368164,410000,1367
,,,51.34,500.0,808,,,299,,410000,1367
,,,51.34,500.0,812,,,299,,410000,1367
,,,51.34,500.0,816,,,299,,410000,1367
,,,51.34,500.0,820,,,299,,410000,1367
0.0038694157265126705,20834,9.451144218444824,57.41,500.0,824,0.00075,0.11553249508142471,299,-12.67387580871582,420000,1401
,,,57.41,500.0,828,,,299,,420000,1401
,,,57.41,500.0,832,,,299,,420000,1401
,,,57.41,500.0,836,,,299,,420000,1401
,,,57.41,500.0,840,,,299,,420000,1401
0.0036514224484562874,21334,4.1665191650390625,46.81,500.0,844,0.00075,0.12976619601249695,299,-12.18545913696289,430000,1433
,,,46.81,500.0,848,,,299,,430000,1433
,,,46.81,500.0,852,,,299,,430000,1433
,,,46.81,500.0,856,,,299,,430000,1433
,,,46.81,500.0,860,,,299,,430000,1433
0.0044227829203009605,21834,10.026357650756836,32.38,500.0,864,0.00075,0.11241408437490463,299,-12.81613540649414,440000,1467
,,,32.38,500.0,868,,,299,,440000,1467
,,,32.38,500.0,872,,,299,,440000,1467
,,,32.38,500.0,876,,,299,,440000,1467
,,,32.38,500.0,880,,,299,,440000,1467
0.004046691115945578,22334,1.8958592414855957,48.48,500.0,884,0.00075,1.7461628913879395,299,-14.234301567077637,450000,1501
,,,48.48,500.0,888,,,299,,450000,1501
,,,48.48,500.0,892,,,299,,450000,1501
,,,48.48,500.0,896,,,299,,450000,1501
,,,48.48,500.0,900,,,299,,450000,1501
0.0044302018359303474,22834,4.864205837249756,49.81,500.0,904,0.00075,1.9948170185089111,299,-13.243364334106445,460000,1533
,,,49.81,500.0,908,,,299,,460000,1533
,,,49.81,500.0,912,,,299,,460000,1533
,,,49.81,500.0,916,,,299,,460000,1533
,,,49.81,500.0,920,,,299,,460000,1533
0.004154958762228489,23334,8.31269359588623,38.0,500.0,924,0.00075,0.252519816160202,299,-15.36349868774414,470000,1566
,,,38.0,500.0,928,,,299,,470000,1566
,,,38.0,500.0,932,,,299,,470000,1566
,,,38.0,500.0,936,,,299,,470000,1566
,,,38.0,500.0,940,,,299,,470000,1566
0.003990763798356056,23834,-16.417959213256836,34.68,500.0,944,0.00075,0.04477107152342796,299,-12.448680877685547,480000,1600
,,,34.68,500.0,948,,,299,,480000,1600
,,,34.68,500.0,952,,,299,,480000,1600
,,,34.68,500.0,956,,,299,,480000,1600
,,,34.68,500.0,960,,,299,,480000,1600
0.003774480428546667,24334,-1.7428550720214844,37.91,500.0,964,0.00075,0.42547163367271423,299,-12.04919147491455,490000,1633
,,,37.91,500.0,968,,,299,,490000,1633
,,,37.91,500.0,972,,,299,,490000,1633
,,,37.91,500.0,976,,,299,,490000,1633
,,,37.91,500.0,980,,,299,,490000,1633
0.0038177655078470707,24834,9.246831893920898,34.14,500.0,984,0.00075,0.5761345028877258,299,-11.196081161499023,500000,1667
,,,34.14,500.0,988,,,299,,500000,1667
,,,34.14,500.0,992,,,299,,500000,1667
,,,34.14,500.0,996,,,299,,500000,1667
,,,34.14,500.0,1000,,,299,,500000,1667
0.0045961057767271996,25334,5.524930000305176,21.06,500.0,1004,0.00075,0.15874680876731873,299,-11.848356246948242,510000,1700
,,,21.06,500.0,1008,,,299,,510000,1700
,,,21.06,500.0,1012,,,299,,510000,1700
,,,21.06,500.0,1016,,,299,,510000,1700
,,,21.06,500.0,1020,,,299,,510000,1700
0.004366451874375343,25834,-4.768568992614746,28.66,500.0,1024,0.00075,0.17307670414447784,299,-10.330536842346191,520000,1734
,,,28.66,500.0,1028,,,299,,520000,1734
,,,28.66,500.0,1032,,,299,,520000,1734
,,,28.66,500.0,1036,,,299,,520000,1734
,,,28.66,500.0,1040,,,299,,520000,1734
0.004665105603635311,26334,-7.41367244720459,31.55,500.0,1044,0.00075,1.4714219570159912,299,-12.213804244995117,530000,1768
,,,31.55,500.0,1048,,,299,,530000,1768
,,,31.55,500.0,1052,,,299,,530000,1768
,,,31.55,500.0,1056,,,299,,530000,1768
,,,31.55,500.0,1060,,,299,,530000,1768
0.0048059928230941296,26834,-8.874855995178223,48.37,500.0,1064,0.00075,1.4342854022979736,299,-12.142290115356445,540000,1802
,,,48.37,500.0,1068,,,299,,540000,1802
,,,48.37,500.0,1072,,,299,,540000,1802
,,,48.37,500.0,1076,,,299,,540000,1802
,,,48.37,500.0,1080,,,299,,540000,1802
0.004537432920187712,27334,4.230128288269043,35.99,500.0,1084,0.00075,0.42083340883255005,299,-11.195958137512207,550000,1836
,,,35.99,500.0,1088,,,299,,550000,1836
,,,35.99,500.0,1092,,,299,,550000,1836
,,,35.99,500.0,1096,,,299,,550000,1836
,,,35.99,500.0,1100,,,299,,550000,1836
0.004745740909129381,27834,0.10916024446487427,52.63,500.0,1104,0.00075,0.13707108795642853,299,-11.903559684753418,560000,1869
,,,52.63,500.0,1108,,,299,,560000,1869
,,,52.63,500.0,1112,,,299,,560000,1869
,,,52.63,500.0,1116,,,299,,560000,1869
,,,52.63,500.0,1120,,,299,,560000,1869
0.005430808290839195,28334,8.901901245117188,44.92,500.0,1124,0.00075,0.15337121486663818,299,-14.263936042785645,570000,1903
,,,44.92,500.0,1128,,,299,,570000,1903
,,,44.92,500.0,1132,,,299,,570000,1903
,,,44.92,500.0,1136,,,299,,570000,1903
,,,44.92,500.0,1140,,,299,,570000,1903
0.004955344367772341,28834,3.233793020248413,57.3,500.0,1144,0.00075,0.14095035195350647,299,-12.263421058654785,580000,1936
,,,57.3,500.0,1148,,,299,,580000,1936
,,,57.3,500.0,1152,,,299,,580000,1936
,,,57.3,500.0,1156,,,299,,580000,1936
,,,57.3,500.0,1160,,,299,,580000,1936
0.005102993920445442,29334,3.769068717956543,37.25,500.0,1164,0.00075,0.13671842217445374,299,-12.721074104309082,590000,1969
,,,37.25,500.0,1168,,,299,,590000,1969
,,,37.25,500.0,1172,,,299,,590000,1969
,,,37.25,500.0,1176,,,299,,590000,1969
,,,37.25,500.0,1180,,,299,,590000,1969
0.005330965854227543,29834,-9.728976249694824,56.8,500.0,1184,0.00075,0.169379323720932,299,-11.390621185302734,600000,2003
,,,56.8,500.0,1188,,,299,,600000,2003
,,,56.8,500.0,1192,,,299,,600000,2003
,,,56.8,500.0,1196,,,299,,600000,2003
,,,56.8,500.0,1200,,,299,,600000,2003
0.004859024193137884,30334,-4.26774787902832,47.83,500.0,1204,0.00075,0.2447526752948761,299,-12.94149112701416,610000,2037
,,,47.83,500.0,1208,,,299,,610000,2037
,,,47.83,500.0,1212,,,299,,610000,2037
,,,47.83,500.0,1216,,,299,,610000,2037
,,,47.83,500.0,1220,,,299,,610000,2037
0.005549084395170212,30834,-6.391570568084717,56.51,500.0,1224,0.00075,0.16028860211372375,299,-10.585725784301758,620000,2071
,,,56.51,500.0,1228,,,299,,620000,2071
,,,56.51,500.0,1232,,,299,,620000,2071
,,,56.51,500.0,1236,,,299,,620000,2071
,,,56.51,500.0,1240,,,299,,620000,2071
0.005683370400220156,31334,1.3024752140045166,44.22,500.0,1244,0.00075,0.9098391532897949,299,-12.393213272094727,630000,2104
,,,44.22,500.0,1248,,,299,,630000,2104
,,,44.22,500.0,1252,,,299,,630000,2104
,,,44.22,500.0,1256,,,299,,630000,2104
,,,44.22,500.0,1260,,,299,,630000,2104
0.005966050084680319,31834,-10.28732681274414,54.93,500.0,1264,0.00075,0.20058006048202515,299,-13.272903442382812,640000,2138
,,,54.93,500.0,1268,,,299,,640000,2138
,,,54.93,500.0,1272,,,299,,640000,2138
,,,54.93,500.0,1276,,,299,,640000,2138
,,,54.93,500.0,1280,,,299,,640000,2138
0.005295862443745136,32334,6.590975761413574,41.24,500.0,1284,0.00075,0.2795879542827606,299,-12.314637184143066,650000,2173
,,,41.24,500.0,1288,,,299,,650000,2173
,,,41.24,500.0,1292,,,299,,650000,2173
,,,41.24,500.0,1296,,,299,,650000,2173
,,,41.24,500.0,1300,,,299,,650000,2173
0.004916978534311056,32834,3.1860594749450684,48.54,500.0,1304,0.00075,0.5505525469779968,298,-14.22172737121582,660000,2207
,,,48.54,500.0,1308,,,298,,660000,2207
,,,48.54,500.0,1312,,,298,,660000,2207
,,,48.54,500.0,1316,,,298,,660000,2207
,,,48.54,500.0,1320,,,298,,660000,2207
0.005104329902678728,33334,-0.009090065956115723,69.68,500.0,1324,0.00075,0.29805439710617065,298,-13.414664268493652,670000,2242
,,,69.68,500.0,1328,,,298,,670000,2242
,,,69.68,500.0,1332,,,298,,670000,2242
,,,69.68,500.0,1336,,,298,,670000,2242
,,,69.68,500.0,1340,,,298,,670000,2242
0.005379996262490749,33834,10.416141510009766,73.39,500.0,1344,0.00075,1.8632781505584717,298,-11.553560256958008,680000,2277
,,,73.39,500.0,1348,,,298,,680000,2277
,,,73.39,500.0,1352,,,298,,680000,2277
,,,73.39,500.0,1356,,,298,,680000,2277
,,,73.39,500.0,1360,,,298,,680000,2277
0.005328213330358267,34334,-5.394553184509277,73.85,500.0,1364,0.00075,0.1391356885433197,298,-13.868377685546875,690000,2311
,,,73.85,500.0,1368,,,298,,690000,2311
,,,73.85,500.0,1372,,,298,,690000,2311
,,,73.85,500.0,1376,,,298,,690000,2311
,,,73.85,500.0,1380,,,298,,690000,2311
0.005514019634574652,34834,-6.906735420227051,75.25,500.0,1384,0.00075,0.9212106466293335,298,-13.643800735473633,700000,2345
,,,75.25,500.0,1388,,,298,,700000,2345
,,,75.25,500.0,1392,,,298,,700000,2345
,,,75.25,500.0,1396,,,298,,700000,2345
,,,75.25,500.0,1400,,,298,,700000,2345
0.0051245251670479774,35334,-0.37136226892471313,68.68,500.0,1404,0.00075,1.6765785217285156,298,-14.554645538330078,710000,2378
,,,68.68,500.0,1408,,,298,,710000,2378
,,,68.68,500.0,1412,,,298,,710000,2378
,,,68.68,500.0,1416,,,298,,710000,2378
,,,68.68,500.0,1420,,,298,,710000,2378
0.005848772823810577,35834,-0.712632417678833,75.51,500.0,1424,0.00075,0.24443164467811584,298,-17.751962661743164,720000,2412
,,,75.51,500.0,1428,,,298,,720000,2412
,,,75.51,500.0,1432,,,298,,720000,2412
,,,75.51,500.0,1436,,,298,,720000,2412
,,,75.51,500.0,1440,,,298,,720000,2412
0.006093297153711319,36334,0.6859992146492004,86.24,500.0,1444,0.00075,0.2728719711303711,298,-13.795928955078125,730000,2446
,,,86.24,500.0,1448,,,298,,730000,2446
,,,86.24,500.0,1452,,,298,,730000,2446
,,,86.24,500.0,1456,,,298,,730000,2446
,,,86.24,500.0,1460,,,298,,730000,2446
0.006252336781471968,36834,3.4277217388153076,78.61,500.0,1464,0.00075,0.2817498445510864,298,-14.935880661010742,740000,2480
,,,78.61,500.0,1468,,,298,,740000,2480
,,,78.61,500.0,1472,,,298,,740000,2480
,,,78.61,500.0,1476,,,298,,740000,2480
,,,78.61,500.0,1480,,,298,,740000,2480
0.0061802370473742485,37334,-4.276449680328369,93.61,500.0,1484,0.00075,0.3991946578025818,298,-14.573787689208984,750000,2513
,,,93.61,500.0,1488,,,298,,750000,2513
,,,93.61,500.0,1492,,,298,,750000,2513
,,,93.61,500.0,1496,,,298,,750000,2513
,,,93.61,500.0,1500,,,298,,750000,2513
0.006669254042208195,37834,-2.4725465774536133,115.08,500.0,1504,0.00075,1.2236158847808838,298,-16.1989803314209,760000,2547
,,,115.08,500.0,1508,,,298,,760000,2547
,,,115.08,500.0,1512,,,298,,760000,2547
,,,115.08,500.0,1516,,,298,,760000,2547
,,,115.08,500.0,1520,,,298,,760000,2547
0.0066158706322312355,38334,7.504243850708008,98.79,500.0,1524,0.00075,30.21161460876465,298,-17.33468246459961,770000,2580
,,,98.79,500.0,1528,,,298,,770000,2580
,,,98.79,500.0,1532,,,298,,770000,2580
,,,98.79,500.0,1536,,,298,,770000,2580
,,,98.79,500.0,1540,,,298,,770000,2580
0.007109285797923803,38834,-0.5208975672721863,87.98,500.0,1544,0.00075,0.5795915126800537,298,-17.288230895996094,780000,2613
,,,87.98,500.0,1548,,,298,,780000,2613
,,,87.98,500.0,1552,,,298,,780000,2613
,,,87.98,500.0,1556,,,298,,780000,2613
,,,87.98,500.0,1560,,,298,,780000,2613
0.006513024680316448,39334,4.338706970214844,117.37,500.0,1564,0.00075,0.594231367111206,298,-19.614925384521484,790000,2646
,,,117.37,500.0,1568,,,298,,790000,2646
,,,117.37,500.0,1572,,,298,,790000,2646
,,,117.37,500.0,1576,,,298,,790000,2646
,,,117.37,500.0,1580,,,298,,790000,2646
0.006705177947878838,39834,0.723233699798584,107.34,500.0,1584,0.00075,1.3223676681518555,298,-18.80670166015625,800000,2679
,,,107.34,500.0,1588,,,298,,800000,2679
,,,107.34,500.0,1592,,,298,,800000,2679
,,,107.34,500.0,1596,,,298,,800000,2679
,,,107.34,500.0,1600,,,298,,800000,2679
0.007974880747497082,40334,-2.560995578765869,100.5,500.0,1604,0.00075,6.6793107986450195,298,-19.88483238220215,810000,2713
,,,100.5,500.0,1608,,,298,,810000,2713
,,,100.5,500.0,1612,,,298,,810000,2713
,,,100.5,500.0,1616,,,298,,810000,2713
,,,100.5,500.0,1620,,,298,,810000,2713
0.008267607539892197,40834,-0.3967924118041992,105.37,500.0,1624,0.00075,0.518702507019043,298,-18.071819305419922,820000,2745
,,,105.37,500.0,1628,,,298,,820000,2745
,,,105.37,500.0,1632,,,298,,820000,2745
,,,105.37,500.0,1636,,,298,,820000,2745
,,,105.37,500.0,1640,,,298,,820000,2745
0.008323892951011658,41334,-1.3562400341033936,150.41,500.0,1644,0.00075,0.781308650970459,298,-17.27621078491211,830000,2778
,,,150.41,500.0,1648,,,298,,830000,2778
,,,150.41,500.0,1652,,,298,,830000,2778
,,,150.41,500.0,1656,,,298,,830000,2778
,,,150.41,500.0,1660,,,298,,830000,2778
0.008582071401178837,41834,5.395611763000488,157.67,500.0,1664,0.00075,1.8896775245666504,298,-19.943340301513672,840000,2811
,,,157.67,500.0,1668,,,298,,840000,2811
,,,157.67,500.0,1672,,,298,,840000,2811
,,,157.67,500.0,1676,,,298,,840000,2811
,,,157.67,500.0,1680,,,298,,840000,2811
0.008418346755206585,42334,11.394634246826172,179.14,500.0,1684,0.00075,2.0665228366851807,298,-24.415393829345703,850000,2843
,,,179.14,500.0,1688,,,298,,850000,2843
,,,179.14,500.0,1692,,,298,,850000,2843
,,,179.14,500.0,1696,,,298,,850000,2843
,,,179.14,500.0,1700,,,298,,850000,2843
0.00832268688827753,42834,-6.2717084884643555,179.27,500.0,1704,0.00075,0.5857457518577576,298,-20.3367919921875,860000,2877
,,,179.27,500.0,1708,,,298,,860000,2877
,,,179.27,500.0,1712,,,298,,860000,2877
,,,179.27,500.0,1716,,,298,,860000,2877
,,,179.27,500.0,1720,,,298,,860000,2877
0.009170299395918846,43334,7.606576442718506,201.2,500.0,1724,0.00075,1.4065282344818115,299,-22.3048095703125,870000,2909
,,,201.2,500.0,1728,,,299,,870000,2909
,,,201.2,500.0,1732,,,299,,870000,2909
,,,201.2,500.0,1736,,,299,,870000,2909
