train/ent_coef,train/n_updates,train/ent_coef_loss,rollout/ep_rew_mean,rollout/ep_len_mean,time/episodes,train/learning_rate,train/critic_loss,time/fps,train/actor_loss,time/total_timesteps,time/time_elapsed
,,,201.2,500.0,1740,,,299,,870000,2909
0.009296704083681107,43834,-1.8868144750595093,188.99,500.0,1744,0.00075,0.35208624601364136,299,-20.29424285888672,880000,2941
,,,188.99,500.0,1748,,,299,,880000,2941
,,,188.99,500.0,1752,,,299,,880000,2941
,,,188.99,500.0,1756,,,299,,880000,2941
,,,188.99,500.0,1760,,,299,,880000,2941
0.009466130286455154,44334,-3.8924269676208496,193.43,500.0,1764,0.00075,0.8747010231018066,299,-19.19935417175293,890000,2973
,,,193.43,500.0,1768,,,299,,890000,2973
,,,193.43,500.0,1772,,,299,,890000,2973
,,,193.43,500.0,1776,,,299,,890000,2973
,,,193.43,500.0,1780,,,299,,890000,2973
0.009335048496723175,44834,-0.3653780221939087,205.71,500.0,1784,0.00075,6.368709564208984,299,-26.09377098083496,900000,3005
,,,205.71,500.0,1788,,,299,,900000,3005
,,,205.71,500.0,1792,,,299,,900000,3005
,,,205.71,500.0,1796,,,299,,900000,3005
,,,205.71,500.0,1800,,,299,,900000,3005
0.01029922254383564,45334,0.006865382194519043,208.7,500.0,1804,0.00075,2.451566696166992,299,-27.13460350036621,910000,3035
,,,208.7,500.0,1808,,,299,,910000,3035
,,,208.7,500.0,1812,,,299,,910000,3035
,,,208.7,500.0,1816,,,299,,910000,3035
,,,208.7,500.0,1820,,,299,,910000,3035
0.010382241569459438,45834,-0.5167546272277832,216.11,500.0,1824,0.00075,5.13029146194458,299,-26.784603118896484,920000,3068
,,,216.11,500.0,1828,,,299,,920000,3068
,,,216.11,500.0,1832,,,299,,920000,3068
,,,216.11,500.0,1836,,,299,,920000,3068
,,,216.11,500.0,1840,,,299,,920000,3068
0.010561278089880943,46334,-0.6470595598220825,176.47,500.0,1844,0.00075,1.2262587547302246,299,-26.101276397705078,930000,3101
,,,176.47,500.0,1848,,,299,,930000,3101
,,,176.47,500.0,1852,,,299,,930000,3101
,,,176.47,500.0,1856,,,299,,930000,3101
,,,176.47,500.0,1860,,,299,,930000,3101
0.01006974559277296,46834,-1.9447526931762695,135.27,500.0,1864,0.00075,0.9368128776550293,299,-24.435588836669922,940000,3136
,,,135.27,500.0,1868,,,299,,940000,3136
,,,135.27,500.0,1872,,,299,,940000,3136
,,,135.27,500.0,1876,,,299,,940000,3136
,,,135.27,500.0,1880,,,299,,940000,3136
0.010019511915743351,47334,6.594310760498047,109.43,500.0,1884,0.00075,1.2650084495544434,299,-27.198169708251953,950000,3169
,,,109.43,500.0,1888,,,299,,950000,3169
,,,109.43,500.0,1892,,,299,,950000,3169
,,,109.43,500.0,1896,,,299,,950000,3169
,,,109.43,500.0,1900,,,299,,950000,3169
0.010351321659982204,47834,0.1032712459564209,144.24,500.0,1904,0.00075,2.144850254058838,299,-31.338672637939453,960000,3201
,,,144.24,500.0,1908,,,299,,960000,3201
,,,144.24,500.0,1912,,,299,,960000,3201
,,,144.24,500.0,1916,,,299,,960000,3201
,,,144.24,500.0,1920,,,299,,960000,3201
0.011173507198691368,48334,1.7451434135437012,142.75,500.0,1924,0.00075,0.846281886100769,299,-29.35405731201172,970000,3233
,,,142.75,500.0,1928,,,299,,970000,3233
,,,142.75,500.0,1932,,,299,,970000,3233
,,,142.75,500.0,1936,,,299,,970000,3233
,,,142.75,500.0,1940,,,299,,970000,3233
0.011184360831975937,48834,0.8430261611938477,171.11,500.0,1944,0.00075,1.9704303741455078,300,-31.333993911743164,980000,3264
,,,171.11,500.0,1948,,,300,,980000,3264
,,,171.11,500.0,1952,,,300,,980000,3264
,,,171.11,500.0,1956,,,300,,980000,3264
,,,171.11,500.0,1960,,,300,,980000,3264
0.010078305378556252,49334,5.4483819007873535,204.97,500.0,1964,0.00075,2.1275501251220703,300,-28.03887939453125,990000,3296
,,,204.97,500.0,1968,,,300,,990000,3296
,,,204.97,500.0,1972,,,300,,990000,3296
,,,204.97,500.0,1976,,,300,,990000,3296
,,,204.97,500.0,1980,,,300,,990000,3296
0.01079211849719286,49834,-2.236827850341797,260.83,500.0,1984,0.00075,0.43633097410202026,300,-28.323244094848633,1000000,3327
,,,260.83,500.0,1988,,,300,,1000000,3327
,,,260.83,500.0,1992,,,300,,1000000,3327
,,,260.83,500.0,1996,,,300,,1000000,3327
,,,260.83,500.0,2000,,,300,,1000000,3327
