rollout/ep_rew_mean,train/n_updates,train/ent_coef_loss,train/critic_loss,train/actor_loss,time/episodes,rollout/ep_len_mean,time/fps,time/time_elapsed,train/learning_rate,train/ent_coef,time/total_timesteps
0.0,21764,5.314001083374023,0.7838501930236816,-10.170745849609375,610,500.0,219,1402,0.00075,0.0016385623021051288,308000
0.0,22264,-0.015611767768859863,0.021483395248651505,-9.934524536132812,620,500.0,219,1433,0.00075,0.0016892646672204137,315000
0.0,,,,,630,500.0,219,1433,,,315000
0.0,22764,-1.4156818389892578,0.005018722731620073,-9.668198585510254,640,500.0,219,1465,0.00075,0.0016338840359821916,322000
0.0,23264,1.8420438766479492,0.030275382101535797,-9.393209457397461,650,500.0,219,1496,0.00075,0.0015256977640092373,329000
0.0,23764,10.696100234985352,1.123011589050293,-8.985953330993652,660,500.0,219,1528,0.00075,0.001479936414398253,336000
0.0,,,,,670,500.0,219,1528,,,336000
0.0,24264,-2.2811837196350098,1.1899182796478271,-8.93744945526123,680,500.0,219,1561,0.00075,0.0013845087960362434,343000
0.0,24764,9.242860794067383,0.006487914361059666,-8.64535903930664,690,500.0,219,1593,0.00075,0.001363287097774446,350000
0.0,,,,,700,500.0,219,1593,,,350000
0.0,25264,1.3555681705474854,0.03964170068502426,-8.531623840332031,710,500.0,219,1625,0.00075,0.0013455699663609266,357000
0.0,25764,9.649711608886719,0.005289808847010136,-8.437381744384766,720,500.0,219,1657,0.00075,0.0011883534025400877,364000
0.0,26264,-0.7727652788162231,0.5320562124252319,-8.11741828918457,730,500.0,219,1689,0.00075,0.001241773017682135,371000
0.0,,,,,740,500.0,219,1689,,,371000
0.0,26764,-7.318753242492676,0.011381404474377632,-7.848601341247559,750,500.0,219,1721,0.00075,0.0011895338539034128,378000
0.0,27264,9.353556632995605,0.21706587076187134,-7.738269329071045,760,500.0,219,1752,0.00075,0.0011128702899441123,385000
0.0,,,,,770,500.0,219,1752,,,385000
0.0,27764,-10.862884521484375,0.019508320838212967,-7.521277904510498,780,500.0,219,1784,0.00075,0.001175657962448895,392000
0.0,28264,18.985614776611328,0.4644244909286499,-7.271187782287598,790,500.0,219,1817,0.00075,0.0010646643349900842,399000
0.0,28764,-4.042597770690918,0.007537896279245615,-7.144574165344238,800,500.0,219,1851,0.00075,0.0011571269715204835,406000
0.0,,,,,810,500.0,219,1851,,,406000
0.0,29264,4.0794572830200195,0.01100192405283451,-6.940810680389404,820,500.0,219,1882,0.00075,0.0010770191438496113,413000
0.0,29764,4.310645580291748,0.005872569978237152,-6.897500038146973,830,500.0,219,1915,0.00075,0.0009602269856259227,420000
0.0,,,,,840,500.0,219,1915,,,420000
0.0,30264,6.054451942443848,0.006024661473929882,-6.518030643463135,850,500.0,219,1946,0.00075,0.000999186304397881,427000
0.0,30764,-4.855073928833008,0.00201779929921031,-6.621442794799805,860,500.0,219,1980,0.00075,0.0009653725428506732,434000
0.0,31264,-5.700713157653809,0.2113199532032013,-6.3543524742126465,870,500.0,219,2012,0.00075,0.0009331799228675663,441000
0.0,,,,,880,500.0,219,2012,,,441000
0.0,31764,-5.324543476104736,0.00431916955858469,-6.272222995758057,890,500.0,218,2045,0.00075,0.0009086976642720401,448000
0.0,32264,2.708987236022949,0.005564000923186541,-6.153068542480469,900,500.0,218,2077,0.00075,0.000865868991240859,455000
0.0,,,,,910,500.0,218,2077,,,455000
0.0,32764,-9.547402381896973,0.005433790385723114,-5.838406562805176,920,500.0,219,2109,0.00075,0.0008712382405065,462000
0.0,33264,-6.552976608276367,0.2803638279438019,-5.854452133178711,930,500.0,219,2141,0.00075,0.0008425571140833199,469000
0.0,33764,1.53492271900177,0.003876971546560526,-5.604313373565674,940,500.0,219,2172,0.00075,0.0007950497092679143,476000
0.0,,,,,950,500.0,219,2172,,,476000
0.0,34264,-13.055133819580078,0.0018840257544070482,-5.4189252853393555,960,500.0,219,2203,0.00075,0.0008043509442359209,483000
0.0,34764,-4.03752326965332,0.002712671412155032,-5.438885688781738,970,500.0,219,2235,0.00075,0.0007897451869212091,490000
0.0,,,,,980,500.0,219,2235,,,490000
0.0,35264,-1.209777593612671,0.004879258573055267,-5.096297264099121,990,500.0,219,2267,0.00075,0.0007796612335368991,497000
0.0,35764,-3.9965996742248535,0.003804476000368595,-5.121400356292725,1000,500.0,219,2298,0.00075,0.000721606076695025,504000
0.0,36264,0.8891298770904541,0.002305423840880394,-4.904022693634033,1010,500.0,219,2329,0.00075,0.0006269108271226287,511000
0.0,,,,,1020,500.0,219,2329,,,511000
0.0,36764,3.403493642807007,0.007237675134092569,-4.871316909790039,1030,500.0,219,2360,0.00075,0.0006010511424392462,518000
0.0,37264,-9.31772232055664,0.004308415576815605,-4.76825475692749,1040,500.0,219,2391,0.00075,0.0006922213942743838,525000
0.0,,,,,1050,500.0,219,2391,,,525000
0.0,37764,-4.82655143737793,0.0016844678902998567,-4.582671165466309,1060,500.0,219,2423,0.00075,0.0006177049363031983,532000
0.0,38264,-12.216812133789062,0.12198604643344879,-4.517500877380371,1070,500.0,219,2454,0.00075,0.0006022675661370158,539000
0.0,38764,3.375584602355957,0.0013078408082947135,-4.4274187088012695,1080,500.0,219,2485,0.00075,0.0005983260343782604,546000
0.0,,,,,1090,500.0,219,2485,,,546000
0.0,39264,-3.2575573921203613,0.0033143251203000546,-4.218733310699463,1100,500.0,219,2517,0.00075,0.0005802632076665759,553000
0.0,39764,0.38544559478759766,0.0027327747084200382,-4.268811225891113,1110,500.0,219,2549,0.00075,0.0005282865604385734,560000
0.0,,,,,1120,500.0,219,2549,,,560000
0.0,40264,8.584373474121094,0.0027319984510540962,-4.096038341522217,1130,500.0,219,2580,0.00075,0.0005184133187867701,567000
0.0,40764,-4.259496688842773,0.0021349366288632154,-3.8850603103637695,1140,500.0,219,2611,0.00075,0.0005427357391454279,574000
0.0,41264,14.870843887329102,0.0011579915881156921,-3.856090545654297,1150,500.0,219,2642,0.00075,0.0004501278745010495,581000
0.0,,,,,1160,500.0,219,2642,,,581000
0.0,41764,-2.552042007446289,0.0011379041243344545,-3.8265366554260254,1170,500.0,219,2674,0.00075,0.0005085429293103516,588000
0.0,42264,-8.446793556213379,0.0015885389875620604,-3.686161994934082,1180,500.0,219,2706,0.00075,0.00048550983774475753,595000
0.0,,,,,1190,500.0,219,2706,,,595000
0.0,42764,11.054964065551758,0.0013373509282246232,-3.6568198204040527,1200,500.0,219,2737,0.00075,0.000520661473274231,602000
0.0,43264,-9.70641803741455,0.0009460316505283117,-3.553330898284912,1210,500.0,219,2769,0.00075,0.00045537500409409404,609000
0.0,43764,-6.256317615509033,0.0006534932181239128,-3.480642795562744,1220,500.0,219,2800,0.00075,0.0004818124580197036,616000
0.0,,,,,1230,500.0,219,2800,,,616000
0.0,44264,6.165928840637207,0.0007155869388952851,-3.3853085041046143,1240,500.0,220,2830,0.00075,0.0004921118379570544,623000
0.0,44764,11.848219871520996,0.0013037024764344096,-3.2664718627929688,1250,500.0,220,2862,0.00075,0.0004720875294879079,630000
0.0,,,,,1260,500.0,220,2862,,,630000
0.0,45264,14.798891067504883,0.001205113367177546,-3.2344679832458496,1270,500.0,220,2893,0.00075,0.00042258790927007794,637000
0.0,45764,10.760553359985352,0.0015941516030579805,-3.164214849472046,1280,500.0,220,2925,0.00075,0.0003942958719562739,644000
0.0,46264,5.873109340667725,0.05814146623015404,-2.9507832527160645,1290,500.0,220,2956,0.00075,0.0004621146363206208,651000
0.0,,,,,1300,500.0,220,2956,,,651000
0.0,46764,4.117766380310059,0.0009172799182124436,-3.065450668334961,1310,500.0,220,2988,0.00075,0.0003798972174990922,658000
0.0,47264,-1.6857795715332031,0.0008735779556445777,-2.880049467086792,1320,500.0,220,3020,0.00075,0.0004285972099751234,665000
0.0,,,,,1330,500.0,220,3020,,,665000
0.0,47764,-4.450069904327393,0.001193581148982048,-2.7783591747283936,1340,500.0,220,3051,0.00075,0.0003878093557432294,672000
0.0,48264,-8.713566780090332,0.0013508240226656199,-2.7734618186950684,1350,500.0,220,3084,0.00075,0.0003353494103066623,679000
0.0,48764,9.739654541015625,0.00040165154496207833,-2.7535994052886963,1360,500.0,220,3116,0.00075,0.00032815858139656484,686000
0.0,,,,,1370,500.0,220,3116,,,686000
0.0,49264,7.4148664474487305,0.0010580209782347083,-2.5968072414398193,1380,500.0,220,3148,0.00075,0.0003267252177465707,693000
0.0,49764,-9.626381874084473,0.0003781598643399775,-2.617678642272949,1390,500.0,220,3179,0.00075,0.00034287580638192594,700000
0.0,,,,,1400,500.0,220,3179,,,700000
0.0,50264,19.77505874633789,0.0006292905891314149,-2.4787397384643555,1410,500.0,220,3210,0.00075,0.0003364327421877533,707000
0.0,50764,-5.349007606506348,0.0004595447098836303,-2.4704909324645996,1420,500.0,220,3241,0.00075,0.0003387593606021255,714000
0.0,51264,2.3379039764404297,0.0009259369107894599,-2.3789429664611816,1430,500.0,220,3272,0.00075,0.00029995350632816553,721000
0.0,,,,,1440,500.0,220,3272,,,721000
0.0,51764,-15.82632827758789,0.034561533480882645,-2.3454251289367676,1450,500.0,220,3303,0.00075,0.00026414214516989887,728000
0.0,52264,2.5082569122314453,0.04496551305055618,-2.2698192596435547,1460,500.0,220,3335,0.00075,0.0002772783045656979,735000
0.0,,,,,1470,500.0,220,3335,,,735000
0.0,52764,1.3409322500228882,0.0005572765367105603,-2.219766139984131,1480,500.0,220,3365,0.00075,0.00026823498774319887,742000
0.0,53264,-3.533676862716675,0.0006460199365392327,-2.1201725006103516,1490,500.0,220,3397,0.00075,0.00026283221086487174,749000
0.0,53764,-12.88477897644043,0.0005010495660826564,-2.1521267890930176,1500,500.0,220,3428,0.00075,0.0002753483422566205,756000
0.0,,,,,1510,500.0,220,3428,,,756000
0.0,54264,-8.272688865661621,0.00018625716620590538,-2.0942046642303467,1520,500.0,220,3459,0.00075,0.0002607335918582976,763000
0.0,54764,-16.990381240844727,0.0005632528336718678,-2.0134506225585938,1530,500.0,220,3492,0.00075,0.0002382280072197318,770000
0.0,,,,,1540,500.0,220,3492,,,770000
0.0,55264,-11.043252944946289,0.0004924313398078084,-1.9628304243087769,1550,500.0,220,3525,0.00075,0.00026521366089582443,777000
0.0,55764,-7.584665298461914,0.00019210750178899616,-1.9536495208740234,1560,500.0,220,3557,0.00075,0.00025489224935881793,784000
0.0,56264,12.321693420410156,0.00045794853940606117,-1.8867405652999878,1570,500.0,220,3589,0.00075,0.00024183328787330538,791000
0.0,,,,,1580,500.0,220,3590,,,791000
0.0,56764,-6.340927600860596,0.00021944462787359953,-1.8311160802841187,1590,500.0,220,3622,0.00075,0.00021946760534774512,798000
0.0,57264,7.3097686767578125,0.0004304593021515757,-1.7792226076126099,1600,500.0,220,3654,0.00075,0.00020265135390218347,805000
0.0,,,,,1610,500.0,220,3654,,,805000
0.0,57764,-8.04766845703125,0.018449295312166214,-1.759016990661621,1620,500.0,220,3686,0.00075,0.00022979376080911607,812000
0.0,58264,-15.14531421661377,0.00018927728524431586,-1.7063779830932617,1630,500.0,220,3718,0.00075,0.00019894979777745903,819000
0.0,58764,29.640907287597656,0.013689134269952774,-1.6379204988479614,1640,500.0,220,3750,0.00075,0.0002151262597180903,826000
0.0,,,,,1650,500.0,220,3750,,,826000
0.0,59264,-6.403896331787109,0.00028611585730686784,-1.595033884048462,1660,500.0,220,3782,0.00075,0.00017398063209839165,833000
0.0,59764,-6.841195106506348,0.0001601850672159344,-1.5930088758468628,1670,500.0,220,3813,0.00075,0.00020248907094355673,840000
0.0,,,,,1680,500.0,220,3813,,,840000
0.0,60264,13.563694953918457,0.00018342563998885453,-1.5519222021102905,1690,500.0,220,3844,0.00075,0.0002099828125210479,847000
0.0,60764,9.58443546295166,0.00023228130885399878,-1.4967737197875977,1700,500.0,220,3877,0.00075,0.00018012018699664623,854000
0.0,61264,-14.862215042114258,0.009747841395437717,-1.4745662212371826,1710,500.0,220,3908,0.00075,0.00018527224892750382,861000
0.0,,,,,1720,500.0,220,3908,,,861000
0.0,61764,9.081632614135742,0.018500251695513725,-1.4435559511184692,1730,500.0,220,3940,0.00075,0.00016655311628710479,868000
0.0,62264,-1.459294319152832,0.0002711412380449474,-1.3860529661178589,1740,500.0,220,3973,0.00075,0.00017201568698510528,875000
0.0,,,,,1750,500.0,220,3973,,,875000
0.0,62764,4.498363494873047,0.0002657948643900454,-1.373853087425232,1760,500.0,220,4005,0.00075,0.0001566634455230087,882000
0.0,63264,-9.83176040649414,0.00012815813533961773,-1.3544360399246216,1770,500.0,220,4037,0.00075,0.0001614930370124057,889000
0.0,63764,-10.381887435913086,0.00024722947273403406,-1.2929484844207764,1780,500.0,220,4069,0.00075,0.00015814400103408843,896000
0.0,,,,,1790,500.0,220,4069,,,896000
0.0,64264,-0.626470685005188,0.028556514531373978,-1.274248480796814,1800,500.0,220,4101,0.00075,0.00016480719204992056,903000
0.0,64764,-9.838772773742676,0.00011762486246880144,-1.2610270977020264,1810,500.0,220,4133,0.00075,0.0001499160280218348,910000
0.0,,,,,1820,500.0,220,4133,,,910000
0.0,65264,-8.223814010620117,0.00010894793376792222,-1.19899582862854,1830,500.0,220,4165,0.00075,0.0001376108411932364,917000
0.0,65764,13.902445793151855,9.427483746549115e-05,-1.1792798042297363,1840,500.0,220,4199,0.00075,0.00013494264567270875,924000
0.0,66264,-7.432613372802734,0.00014852116873953491,-1.1503021717071533,1850,500.0,219,4232,0.00075,0.000118331125122495,931000
0.0,,,,,1860,500.0,219,4232,,,931000
0.0,66764,7.228870868682861,0.010147903114557266,-1.1349477767944336,1870,500.0,219,4266,0.00075,0.00012110886018490419,938000
0.0,67264,24.115238189697266,8.304666698677465e-05,-1.0988385677337646,1880,500.0,219,4298,0.00075,0.00012047102791257203,945000
0.0,,,,,1890,500.0,219,4298,,,945000
0.0,67764,3.744204044342041,0.00021702589583583176,-1.0638015270233154,1900,500.0,219,4330,0.00075,0.00012068422074662521,952000
0.0,68264,33.953948974609375,0.009321624413132668,-1.0445517301559448,1910,500.0,219,4360,0.00075,0.00012135187716921791,959000
0.0,68764,-7.226034641265869,0.00013026301166974008,-1.0187175273895264,1920,500.0,219,4391,0.00075,0.00011587143671931699,966000
0.0,,,,,1930,500.0,219,4391,,,966000
0.0,69264,-11.469587326049805,0.00010070917778648436,-1.0009675025939941,1940,500.0,219,4423,0.00075,0.00010384974302724004,973000
0.0,69764,-4.297171592712402,0.00018521471065469086,-0.9696217179298401,1950,500.0,219,4455,0.00075,0.00011963821452809498,980000
0.0,,,,,1960,500.0,219,4455,,,980000
0.0,70264,-7.026869773864746,0.00010337374260416254,-0.9514487981796265,1970,500.0,220,4485,0.00075,0.00011656681454041973,987000
0.0,70764,-15.065032005310059,0.005507062654942274,-0.9316860437393188,1980,500.0,220,4517,0.00075,0.00010456547897774726,994000
